precinct,office,candidate,votes
Precinct 101,"Supreme Court Justice, Seat F (Nonpartisan)","STEEL, CYNTHIA ""DIANNE""",99
Precinct 101,"Supreme Court Justice, Seat G (Nonpartisan)","Becker, Nancy",149
Precinct 101,"Supreme Court Justice, Seat G (Nonpartisan)","Christensen, Thomas F.",28
Precinct 101,"Supreme Court Justice, Seat G (Nonpartisan)","Del Vecchio, Nicholas ANTHONY",23
Precinct 101,"Supreme Court Justice, Seat G (Nonpartisan)",None Of These Candidates,34
Precinct 101,"Supreme Court Justice, Seat G (Nonpartisan)","Saitta, Nancy M.",67
Precinct 101,Treasurer - CARSON CITY - NP (Nonpartisan),"KRAMER, AL",278
Precinct 101,"U.S. Representative in Congress, District 2 (Republican)","ANGLE, SHARRON E.",40
Precinct 101,"U.S. Representative in Congress, District 2 (Republican)","Gibbons, Dawn",20
Precinct 101,"U.S. Representative in Congress, District 2 (Republican)","Gilster, Richard",2
Precinct 101,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",80
Precinct 101,"U.S. Representative in Congress, District 2 (Republican)","Thomas, Glenn",3
Precinct 101,U.S. Senate (Democratic),"Carter, Jack",113
Precinct 101,U.S. Senate (Democratic),None Of These Candidates,16
Precinct 101,U.S. Senate (Democratic),"Tun, Ruby jee",12
Precinct 101,U.S. Senate (Republican),"Ensign, John",130
Precinct 101,U.S. Senate (Republican),"Hamilton, Edward ""Fast Eddie""",8
Precinct 101,U.S. Senate (Republican),None Of These Candidates,10
Precinct 101,"University Board of Regents, District 9 (Nonpartisan)","FULSTONE, II, DAVID H.",75
Precinct 101,"University Board of Regents, District 9 (Nonpartisan)","KNECHT, RON",133
Precinct 101,"University Board of Regents, District 9 (Nonpartisan)","LANCASTER, TED S.",20
Precinct 101,"University Board of Regents, District 9 (Nonpartisan)","MOORE, LIZ",67
Precinct 103,Assessor - CARSON CITY - NP (Nonpartisan),"DAWLEY, DAVE",491
Precinct 103,Clerk/Recorder - CARSON CITY - NP (Nonpartisan),"GLOVER, ALAN",508
Precinct 103,Governor (Democratic),"Gibson, James B.",58
Precinct 103,Governor (Democratic),"McConnell, Leola",4
Precinct 103,Governor (Democratic),None Of These Candidates,9
Precinct 103,Governor (Democratic),"Titus, Dina",149
Precinct 103,Governor (Republican),"Beers, Bob",86
Precinct 103,Governor (Republican),"DAMAYO, MELODY ""MIMI MIYAGI""",1
Precinct 103,Governor (Republican),"GIBBONS, JIM",168
Precinct 103,Governor (Republican),"Hunt, Lorraine T.",60
Precinct 103,Governor (Republican),"Lusak, Stanleigh Harold",0
Precinct 103,Governor (Republican),None Of These Candidates,14
Precinct 103,"Justice of the Peace, Department 2 (Nonpartisan)","TATRO, JOHN",495
Precinct 103,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",39
Precinct 103,Lieutenant Governor (Democratic),"Montgomery, Bill",15
Precinct 103,Lieutenant Governor (Democratic),None Of These Candidates,74
Precinct 103,Lieutenant Governor (Democratic),"Stupak, Bob",31
Precinct 103,Lieutenant Governor (Democratic),"UNGER, ROBERT ""BOB""",45
Precinct 103,Lieutenant Governor (Republican),"Hammargren, Lonnie",36
Precinct 103,Lieutenant Governor (Republican),"Kao, George",9
Precinct 103,Lieutenant Governor (Republican),"Krolicki, Brian",196
Precinct 103,Lieutenant Governor (Republican),"Moncrief, Janet",4
Precinct 103,Lieutenant Governor (Republican),None Of These Candidates,20
Precinct 103,Lieutenant Governor (Republican),"Woollen, Barbara Lee",59
Precinct 103,School Trustee District 1 (Nonpartisan),"SCOGGIN, NORMAN E.",466
Precinct 103,School Trustee District 6 - NP (Nonpartisan),"FONTAINE, JEFF",218
Precinct 103,School Trustee District 6 - NP (Nonpartisan),"HOWE, BARBARA",169
Precinct 103,School Trustee District 6 - NP (Nonpartisan),"KIRKLAND, ROGER",117
Precinct 103,Secretary Of State (Democratic),"Boyd, Roderick",33
Precinct 103,Secretary Of State (Democratic),"Miller, Ross",131
Precinct 103,Secretary Of State (Democratic),None Of These Candidates,40
Precinct 103,Secretary Of State (Republican),None Of These Candidates,43
Precinct 103,Secretary Of State (Republican),"Scroggins, Brian",110
Precinct 103,Secretary Of State (Republican),"Tarkanian, Danny",160
Precinct 103,Sheriff - CARSON CITY - NP (Nonpartisan),"FURLONG, KENNETH",520
Precinct 103,"State Assembly, District 40 (Republican)","WAGNER, JOHN",149
Precinct 103,"State Assembly, District 40 (Republican)","WARD, SHEILA M.",162
Precinct 103,State Treasurer (Democratic),"Marshall, Kate",149
Precinct 103,State Treasurer (Democratic),None Of These Candidates,26
Precinct 103,State Treasurer (Democratic),"VanderPal, Geoffrey",39
Precinct 103,State Treasurer (Republican),"Augustine, Kathy",64
Precinct 103,State Treasurer (Republican),"DeStefano, Mark",137
Precinct 103,State Treasurer (Republican),None Of These Candidates,74
Precinct 103,State Treasurer (Republican),"Pitts, Joseph",39
Precinct 103,"Supervisor, Ward 3 - CARSON CITY - NP (Nonpartisan)","EIBEN, JOSEPH ""JOE""",39
Precinct 103,"Supervisor, Ward 3 - CARSON CITY - NP (Nonpartisan)","KUHN, CHARLIE",145
Precinct 103,"Supervisor, Ward 3 - CARSON CITY - NP (Nonpartisan)","LIVERMORE, PETE",255
Precinct 103,"Supervisor, Ward 3 - CARSON CITY - NP (Nonpartisan)","WEAVER, NEIL",102
Precinct 103,"Supreme Court Justice, Seat F (Nonpartisan)","Calvert, John",72
Precinct 103,"Supreme Court Justice, Seat F (Nonpartisan)","Douglas, Michael L.",196
Precinct 103,"Supreme Court Justice, Seat F (Nonpartisan)",None Of These Candidates,106
Precinct 103,"Supreme Court Justice, Seat F (Nonpartisan)","STEEL, CYNTHIA ""DIANNE""",166
Precinct 103,"Supreme Court Justice, Seat G (Nonpartisan)","Becker, Nancy",235
Precinct 103,"Supreme Court Justice, Seat G (Nonpartisan)","Christensen, Thomas F.",46
Precinct 103,"Supreme Court Justice, Seat G (Nonpartisan)","Del Vecchio, Nicholas ANTHONY",52
Precinct 103,"Supreme Court Justice, Seat G (Nonpartisan)",None Of These Candidates,70
Precinct 103,"Supreme Court Justice, Seat G (Nonpartisan)","Saitta, Nancy M.",141
Precinct 103,Treasurer - CARSON CITY - NP (Nonpartisan),"KRAMER, AL",502
Precinct 103,"U.S. Representative in Congress, District 2 (Republican)","ANGLE, SHARRON E.",100
Precinct 103,"U.S. Representative in Congress, District 2 (Republican)","Gibbons, Dawn",51
Precinct 103,"U.S. Representative in Congress, District 2 (Republican)","Gilster, Richard",3
Precinct 103,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",171
Precinct 103,"U.S. Representative in Congress, District 2 (Republican)","Thomas, Glenn",3
Precinct 103,U.S. Senate (Democratic),"Carter, Jack",178
Precinct 103,U.S. Senate (Democratic),None Of These Candidates,23
Precinct 103,U.S. Senate (Democratic),"Tun, Ruby jee",17
Precinct 103,U.S. Senate (Republican),"Ensign, John",287
Precinct 103,U.S. Senate (Republican),"Hamilton, Edward ""Fast Eddie""",13
Precinct 103,U.S. Senate (Republican),None Of These Candidates,29
Precinct 103,"University Board of Regents, District 9 (Nonpartisan)","FULSTONE, II, DAVID H.",188
Precinct 103,"University Board of Regents, District 9 (Nonpartisan)","KNECHT, RON",215
Precinct 103,"University Board of Regents, District 9 (Nonpartisan)","LANCASTER, TED S.",43
Precinct 103,"University Board of Regents, District 9 (Nonpartisan)","MOORE, LIZ",96
Precinct 105,Assessor - CARSON CITY - NP (Nonpartisan),"DAWLEY, DAVE",487
Precinct 105,Clerk/Recorder - CARSON CITY - NP (Nonpartisan),"GLOVER, ALAN",503
Precinct 105,Governor (Democratic),"Gibson, James B.",30
Precinct 105,Governor (Democratic),"McConnell, Leola",4
Precinct 105,Governor (Democratic),None Of These Candidates,5
Precinct 105,Governor (Democratic),"Titus, Dina",92
Precinct 105,Governor (Republican),"Beers, Bob",113
Precinct 105,Governor (Republican),"DAMAYO, MELODY ""MIMI MIYAGI""",3
Precinct 105,Governor (Republican),"GIBBONS, JIM",206
Precinct 105,Governor (Republican),"Hunt, Lorraine T.",60
Precinct 105,Governor (Republican),"Lusak, Stanleigh Harold",1
Precinct 105,Governor (Republican),None Of These Candidates,8
Precinct 105,"Justice of the Peace, Department 2 (Nonpartisan)","TATRO, JOHN",486
Precinct 105,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",17
Precinct 105,Lieutenant Governor (Democratic),"Montgomery, Bill",10
Precinct 105,Lieutenant Governor (Democratic),None Of These Candidates,53
Precinct 105,Lieutenant Governor (Democratic),"Stupak, Bob",17
Precinct 105,Lieutenant Governor (Democratic),"UNGER, ROBERT ""BOB""",25
Precinct 105,Lieutenant Governor (Republican),"Hammargren, Lonnie",31
Precinct 105,Lieutenant Governor (Republican),"Kao, George",11
Precinct 105,Lieutenant Governor (Republican),"Krolicki, Brian",254
Precinct 105,Lieutenant Governor (Republican),"Moncrief, Janet",1
Precinct 105,Lieutenant Governor (Republican),None Of These Candidates,11
Precinct 105,Lieutenant Governor (Republican),"Woollen, Barbara Lee",83
Precinct 105,School Trustee District 1 (Nonpartisan),"SCOGGIN, NORMAN E.",462
Precinct 105,School Trustee District 6 - NP (Nonpartisan),"FONTAINE, JEFF",192
Precinct 105,School Trustee District 6 - NP (Nonpartisan),"HOWE, BARBARA",134
Precinct 105,School Trustee District 6 - NP (Nonpartisan),"KIRKLAND, ROGER",163
Precinct 105,Secretary Of State (Democratic),"Boyd, Roderick",13
Precinct 105,Secretary Of State (Democratic),"Miller, Ross",77
Precinct 105,Secretary Of State (Democratic),None Of These Candidates,34
Precinct 105,Secretary Of State (Republican),None Of These Candidates,36
Precinct 105,Secretary Of State (Republican),"Scroggins, Brian",144
Precinct 105,Secretary Of State (Republican),"Tarkanian, Danny",199
Precinct 105,Sheriff - CARSON CITY - NP (Nonpartisan),"FURLONG, KENNETH",500
Precinct 105,"State Assembly, District 40 (Republican)","WAGNER, JOHN",182
Precinct 105,"State Assembly, District 40 (Republican)","WARD, SHEILA M.",185
Precinct 105,State Treasurer (Democratic),"Marshall, Kate",86
Precinct 105,State Treasurer (Democratic),None Of These Candidates,23
Precinct 105,State Treasurer (Democratic),"VanderPal, Geoffrey",16
Precinct 105,State Treasurer (Republican),"Augustine, Kathy",55
Precinct 105,State Treasurer (Republican),"DeStefano, Mark",196
Precinct 105,State Treasurer (Republican),None Of These Candidates,72
Precinct 105,State Treasurer (Republican),"Pitts, Joseph",59
Precinct 105,"Supervisor, Ward 3 - CARSON CITY - NP (Nonpartisan)","EIBEN, JOSEPH ""JOE""",53
Precinct 105,"Supervisor, Ward 3 - CARSON CITY - NP (Nonpartisan)","KUHN, CHARLIE",70
Precinct 105,"Supervisor, Ward 3 - CARSON CITY - NP (Nonpartisan)","LIVERMORE, PETE",281
Precinct 105,"Supervisor, Ward 3 - CARSON CITY - NP (Nonpartisan)","WEAVER, NEIL",115
Precinct 105,"Supreme Court Justice, Seat F (Nonpartisan)","Calvert, John",78
Precinct 105,"Supreme Court Justice, Seat F (Nonpartisan)","Douglas, Michael L.",211
Precinct 105,"Supreme Court Justice, Seat F (Nonpartisan)",None Of These Candidates,71
Precinct 105,"Supreme Court Justice, Seat F (Nonpartisan)","STEEL, CYNTHIA ""DIANNE""",173
Precinct 105,"Supreme Court Justice, Seat G (Nonpartisan)","Becker, Nancy",212
Precinct 105,"Supreme Court Justice, Seat G (Nonpartisan)","Christensen, Thomas F.",69
Precinct 105,"Supreme Court Justice, Seat G (Nonpartisan)","Del Vecchio, Nicholas ANTHONY",43
Precinct 105,"Supreme Court Justice, Seat G (Nonpartisan)",None Of These Candidates,73
Precinct 105,"Supreme Court Justice, Seat G (Nonpartisan)","Saitta, Nancy M.",136
Precinct 105,Treasurer - CARSON CITY - NP (Nonpartisan),"KRAMER, AL",496
Precinct 105,"U.S. Representative in Congress, District 2 (Republican)","ANGLE, SHARRON E.",118
Precinct 105,"U.S. Representative in Congress, District 2 (Republican)","Gibbons, Dawn",52
Precinct 105,"U.S. Representative in Congress, District 2 (Republican)","Gilster, Richard",1
Precinct 105,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",217
Precinct 105,"U.S. Representative in Congress, District 2 (Republican)","Thomas, Glenn",4
Precinct 105,U.S. Senate (Democratic),"Carter, Jack",105
Precinct 105,U.S. Senate (Democratic),None Of These Candidates,16
Precinct 105,U.S. Senate (Democratic),"Tun, Ruby jee",10
Precinct 105,U.S. Senate (Republican),"Ensign, John",358
Precinct 105,U.S. Senate (Republican),"Hamilton, Edward ""Fast Eddie""",20
Precinct 105,U.S. Senate (Republican),None Of These Candidates,15
Precinct 105,"University Board of Regents, District 9 (Nonpartisan)","FULSTONE, II, DAVID H.",170
Precinct 105,"University Board of Regents, District 9 (Nonpartisan)","KNECHT, RON",259
Precinct 105,"University Board of Regents, District 9 (Nonpartisan)","LANCASTER, TED S.",32
Precinct 105,"University Board of Regents, District 9 (Nonpartisan)","MOORE, LIZ",65
Precinct 107,Assessor - CARSON CITY - NP (Nonpartisan),"DAWLEY, DAVE",448
Precinct 107,Clerk/Recorder - CARSON CITY - NP (Nonpartisan),"GLOVER, ALAN",465
Precinct 107,Governor (Democratic),"Gibson, James B.",26
Precinct 107,Governor (Democratic),"McConnell, Leola",1
Precinct 107,Governor (Democratic),None Of These Candidates,4
Precinct 107,Governor (Democratic),"Titus, Dina",97
Precinct 107,Governor (Republican),"Beers, Bob",90
Precinct 107,Governor (Republican),"DAMAYO, MELODY ""MIMI MIYAGI""",2
Precinct 107,Governor (Republican),"GIBBONS, JIM",207
Precinct 107,Governor (Republican),"Hunt, Lorraine T.",49
Precinct 107,Governor (Republican),"Lusak, Stanleigh Harold",0
Precinct 107,Governor (Republican),None Of These Candidates,12
Precinct 107,"Justice of the Peace, Department 2 (Nonpartisan)","TATRO, JOHN",464
Precinct 107,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",22
Precinct 107,Lieutenant Governor (Democratic),"Montgomery, Bill",4
Precinct 107,Lieutenant Governor (Democratic),None Of These Candidates,43
Precinct 107,Lieutenant Governor (Democratic),"Stupak, Bob",22
Precinct 107,Lieutenant Governor (Democratic),"UNGER, ROBERT ""BOB""",31
Precinct 107,Lieutenant Governor (Republican),"Hammargren, Lonnie",35
Precinct 107,Lieutenant Governor (Republican),"Kao, George",14
Precinct 107,Lieutenant Governor (Republican),"Krolicki, Brian",212
Precinct 107,Lieutenant Governor (Republican),"Moncrief, Janet",1
Precinct 107,Lieutenant Governor (Republican),None Of These Candidates,18
Precinct 107,Lieutenant Governor (Republican),"Woollen, Barbara Lee",74
Precinct 107,School Trustee District 1 (Nonpartisan),"SCOGGIN, NORMAN E.",427
Precinct 107,School Trustee District 6 - NP (Nonpartisan),"FONTAINE, JEFF",149
Precinct 107,School Trustee District 6 - NP (Nonpartisan),"HOWE, BARBARA",153
Precinct 107,School Trustee District 6 - NP (Nonpartisan),"KIRKLAND, ROGER",145
Precinct 107,Secretary Of State (Democratic),"Boyd, Roderick",16
Precinct 107,Secretary Of State (Democratic),"Miller, Ross",90
Precinct 107,Secretary Of State (Democratic),None Of These Candidates,19
Precinct 107,Secretary Of State (Republican),None Of These Candidates,45
Precinct 107,Secretary Of State (Republican),"Scroggins, Brian",139
Precinct 107,Secretary Of State (Republican),"Tarkanian, Danny",162
Precinct 107,Sheriff - CARSON CITY - NP (Nonpartisan),"FURLONG, KENNETH",467
Precinct 107,"State Assembly, District 40 (Republican)","WAGNER, JOHN",150
Precinct 107,"State Assembly, District 40 (Republican)","WARD, SHEILA M.",186
Precinct 107,State Treasurer (Democratic),"Marshall, Kate",88
Precinct 107,State Treasurer (Democratic),None Of These Candidates,15
Precinct 107,State Treasurer (Democratic),"VanderPal, Geoffrey",22
Precinct 107,State Treasurer (Republican),"Augustine, Kathy",52
Precinct 107,State Treasurer (Republican),"DeStefano, Mark",173
Precinct 107,State Treasurer (Republican),None Of These Candidates,69
Precinct 107,State Treasurer (Republican),"Pitts, Joseph",42
Precinct 107,"Supervisor, Ward 3 - CARSON CITY - NP (Nonpartisan)","EIBEN, JOSEPH ""JOE""",44
Precinct 107,"Supervisor, Ward 3 - CARSON CITY - NP (Nonpartisan)","KUHN, CHARLIE",79
Precinct 107,"Supervisor, Ward 3 - CARSON CITY - NP (Nonpartisan)","LIVERMORE, PETE",237
Precinct 107,"Supervisor, Ward 3 - CARSON CITY - NP (Nonpartisan)","WEAVER, NEIL",122
Precinct 107,"Supreme Court Justice, Seat F (Nonpartisan)","Calvert, John",90
Precinct 107,"Supreme Court Justice, Seat F (Nonpartisan)","Douglas, Michael L.",159
Precinct 107,"Supreme Court Justice, Seat F (Nonpartisan)",None Of These Candidates,90
Precinct 107,"Supreme Court Justice, Seat F (Nonpartisan)","STEEL, CYNTHIA ""DIANNE""",151
Precinct 107,"Supreme Court Justice, Seat G (Nonpartisan)","Becker, Nancy",213
Precinct 107,"Supreme Court Justice, Seat G (Nonpartisan)","Christensen, Thomas F.",52
Precinct 107,"Supreme Court Justice, Seat G (Nonpartisan)","Del Vecchio, Nicholas ANTHONY",57
Precinct 107,"Supreme Court Justice, Seat G (Nonpartisan)",None Of These Candidates,89
Precinct 107,"Supreme Court Justice, Seat G (Nonpartisan)","Saitta, Nancy M.",87
Precinct 107,Treasurer - CARSON CITY - NP (Nonpartisan),"KRAMER, AL",449
Precinct 107,"U.S. Representative in Congress, District 2 (Republican)","ANGLE, SHARRON E.",132
Precinct 107,"U.S. Representative in Congress, District 2 (Republican)","Gibbons, Dawn",49
Precinct 107,"U.S. Representative in Congress, District 2 (Republican)","Gilster, Richard",0
Precinct 107,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",176
Precinct 107,"U.S. Representative in Congress, District 2 (Republican)","Thomas, Glenn",1
Precinct 107,U.S. Senate (Democratic),"Carter, Jack",108
Precinct 107,U.S. Senate (Democratic),None Of These Candidates,14
Precinct 107,U.S. Senate (Democratic),"Tun, Ruby jee",7
Precinct 107,U.S. Senate (Republican),"Ensign, John",334
Precinct 107,U.S. Senate (Republican),"Hamilton, Edward ""Fast Eddie""",9
Precinct 107,U.S. Senate (Republican),None Of These Candidates,16
Precinct 107,"University Board of Regents, District 9 (Nonpartisan)","FULSTONE, II, DAVID H.",118
Precinct 107,"University Board of Regents, District 9 (Nonpartisan)","KNECHT, RON",256
Precinct 107,"University Board of Regents, District 9 (Nonpartisan)","LANCASTER, TED S.",38
Precinct 107,"University Board of Regents, District 9 (Nonpartisan)","MOORE, LIZ",76
Precinct 109,Assessor - CARSON CITY - NP (Nonpartisan),"DAWLEY, DAVE",433
Precinct 109,Clerk/Recorder - CARSON CITY - NP (Nonpartisan),"GLOVER, ALAN",447
Precinct 109,Governor (Democratic),"Gibson, James B.",42
Precinct 109,Governor (Democratic),"McConnell, Leola",5
Precinct 109,Governor (Democratic),None Of These Candidates,17
Precinct 109,Governor (Democratic),"Titus, Dina",98
Precinct 109,Governor (Republican),"Beers, Bob",88
Precinct 109,Governor (Republican),"DAMAYO, MELODY ""MIMI MIYAGI""",1
Precinct 109,Governor (Republican),"GIBBONS, JIM",156
Precinct 109,Governor (Republican),"Hunt, Lorraine T.",56
Precinct 109,Governor (Republican),"Lusak, Stanleigh Harold",3
Precinct 109,Governor (Republican),None Of These Candidates,10
Precinct 109,"Justice of the Peace, Department 2 (Nonpartisan)","TATRO, JOHN",447
Precinct 109,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",37
Precinct 109,Lieutenant Governor (Democratic),"Montgomery, Bill",11
Precinct 109,Lieutenant Governor (Democratic),None Of These Candidates,54
Precinct 109,Lieutenant Governor (Democratic),"Stupak, Bob",16
Precinct 109,Lieutenant Governor (Democratic),"UNGER, ROBERT ""BOB""",37
Precinct 109,Lieutenant Governor (Republican),"Hammargren, Lonnie",30
Precinct 109,Lieutenant Governor (Republican),"Kao, George",15
Precinct 109,Lieutenant Governor (Republican),"Krolicki, Brian",185
Precinct 109,Lieutenant Governor (Republican),"Moncrief, Janet",3
Precinct 109,Lieutenant Governor (Republican),None Of These Candidates,9
Precinct 109,Lieutenant Governor (Republican),"Woollen, Barbara Lee",71
Precinct 109,School Trustee District 1 (Nonpartisan),"SCOGGIN, NORMAN E.",417
Precinct 109,School Trustee District 6 - NP (Nonpartisan),"FONTAINE, JEFF",158
Precinct 109,School Trustee District 6 - NP (Nonpartisan),"HOWE, BARBARA",156
Precinct 109,School Trustee District 6 - NP (Nonpartisan),"KIRKLAND, ROGER",128
Precinct 109,Secretary Of State (Democratic),"Boyd, Roderick",19
Precinct 109,Secretary Of State (Democratic),"Miller, Ross",96
Precinct 109,Secretary Of State (Democratic),None Of These Candidates,36
Precinct 109,Secretary Of State (Republican),None Of These Candidates,31
Precinct 109,Secretary Of State (Republican),"Scroggins, Brian",125
Precinct 109,Secretary Of State (Republican),"Tarkanian, Danny",149
Precinct 109,Sheriff - CARSON CITY - NP (Nonpartisan),"FURLONG, KENNETH",455
Precinct 109,"State Assembly, District 40 (Republican)","WAGNER, JOHN",136
Precinct 109,"State Assembly, District 40 (Republican)","WARD, SHEILA M.",164
Precinct 109,State Treasurer (Democratic),"Marshall, Kate",102
Precinct 109,State Treasurer (Democratic),None Of These Candidates,25
Precinct 109,State Treasurer (Democratic),"VanderPal, Geoffrey",29
Precinct 109,State Treasurer (Republican),"Augustine, Kathy",44
Precinct 109,State Treasurer (Republican),"DeStefano, Mark",133
Precinct 109,State Treasurer (Republican),None Of These Candidates,62
Precinct 109,State Treasurer (Republican),"Pitts, Joseph",60
Precinct 109,"Supervisor, Ward 3 - CARSON CITY - NP (Nonpartisan)","EIBEN, JOSEPH ""JOE""",44
Precinct 109,"Supervisor, Ward 3 - CARSON CITY - NP (Nonpartisan)","KUHN, CHARLIE",100
Precinct 109,"Supervisor, Ward 3 - CARSON CITY - NP (Nonpartisan)","LIVERMORE, PETE",203
Precinct 109,"Supervisor, Ward 3 - CARSON CITY - NP (Nonpartisan)","WEAVER, NEIL",129
Precinct 109,"Supreme Court Justice, Seat F (Nonpartisan)","Calvert, John",72
Precinct 109,"Supreme Court Justice, Seat F (Nonpartisan)","Douglas, Michael L.",175
Precinct 109,"Supreme Court Justice, Seat F (Nonpartisan)",None Of These Candidates,83
Precinct 109,"Supreme Court Justice, Seat F (Nonpartisan)","STEEL, CYNTHIA ""DIANNE""",160
Precinct 109,"Supreme Court Justice, Seat G (Nonpartisan)","Becker, Nancy",185
Precinct 109,"Supreme Court Justice, Seat G (Nonpartisan)","Christensen, Thomas F.",69
Precinct 109,"Supreme Court Justice, Seat G (Nonpartisan)","Del Vecchio, Nicholas ANTHONY",52
Precinct 109,"Supreme Court Justice, Seat G (Nonpartisan)",None Of These Candidates,74
Precinct 109,"Supreme Court Justice, Seat G (Nonpartisan)","Saitta, Nancy M.",111
Precinct 109,Treasurer - CARSON CITY - NP (Nonpartisan),"KRAMER, AL",436
Precinct 109,"U.S. Representative in Congress, District 2 (Republican)","ANGLE, SHARRON E.",115
Precinct 109,"U.S. Representative in Congress, District 2 (Republican)","Gibbons, Dawn",37
Precinct 109,"U.S. Representative in Congress, District 2 (Republican)","Gilster, Richard",2
Precinct 109,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",154
Precinct 109,"U.S. Representative in Congress, District 2 (Republican)","Thomas, Glenn",3
Precinct 109,U.S. Senate (Democratic),"Carter, Jack",136
Precinct 109,U.S. Senate (Democratic),None Of These Candidates,17
Precinct 109,U.S. Senate (Democratic),"Tun, Ruby jee",10
Precinct 109,U.S. Senate (Republican),"Ensign, John",281
Precinct 109,U.S. Senate (Republican),"Hamilton, Edward ""Fast Eddie""",15
Precinct 109,U.S. Senate (Republican),None Of These Candidates,19
Precinct 109,"University Board of Regents, District 9 (Nonpartisan)","FULSTONE, II, DAVID H.",128
Precinct 109,"University Board of Regents, District 9 (Nonpartisan)","KNECHT, RON",216
Precinct 109,"University Board of Regents, District 9 (Nonpartisan)","LANCASTER, TED S.",39
