precinct,office,candidate,votes
PRECINCT 1,Lieutenant Governor (Republican),None Of These Candidates,36
PRECINCT 1,Lieutenant Governor (Republican),"Woollen, Barbara Lee",27
PRECINCT 1,MINERAL COUNTY School Trustee Seat Hawthorne Seat - (Nonpartisan),"CLARK, JANEEN D.",53
PRECINCT 1,MINERAL COUNTY School Trustee Seat Hawthorne Seat - (Nonpartisan),"DEMENT, JUNE",139
PRECINCT 1,MINERAL COUNTY School Trustee Seat Hawthorne Seat - (Nonpartisan),"ISOM, COURTNEY",136
PRECINCT 1,Secretary Of State (Democratic),"Boyd, Roderick",28
PRECINCT 1,Secretary Of State (Democratic),"Miller, Ross",47
PRECINCT 1,Secretary Of State (Democratic),None Of These Candidates,60
PRECINCT 1,Secretary Of State (Republican),None Of These Candidates,35
PRECINCT 1,Secretary Of State (Republican),"Scroggins, Brian",46
PRECINCT 1,Secretary Of State (Republican),"Tarkanian, Danny",69
PRECINCT 1,Sheriff - MINERAL - (Nonpartisan),"CORNELL, DAVID",24
PRECINCT 1,Sheriff - MINERAL - (Nonpartisan),"HOFERER, JR., ROBERT L.",55
PRECINCT 1,Sheriff - MINERAL - (Nonpartisan),"MADRASO, JR., JOHN",57
PRECINCT 1,Sheriff - MINERAL - (Nonpartisan),"SHIELDS, MARK J.",3
PRECINCT 1,Sheriff - MINERAL - (Nonpartisan),"SMITH, ED ""SMITTY""",162
PRECINCT 1,Sheriff - MINERAL - (Nonpartisan),"TRDLA, FRED",29
PRECINCT 1,"State Assembly, District 36 (Democratic)","COCHRAN, ANGIE G.",51
PRECINCT 1,"State Assembly, District 36 (Democratic)","KULKIN, HARLEY Z.",8
PRECINCT 1,"State Assembly, District 36 (Democratic)","MURRAY, LAURAYNE",69
PRECINCT 1,"State Assembly, District 36 (Republican)","BROWN, JOHN M.",21
PRECINCT 1,"State Assembly, District 36 (Republican)","GOEDHART, ED",89
PRECINCT 1,"State Assembly, District 36 (Republican)","HIGBEE, JR., ED",27
PRECINCT 1,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",266
PRECINCT 1,State Treasurer (Democratic),"Marshall, Kate",79
PRECINCT 1,State Treasurer (Democratic),None Of These Candidates,45
PRECINCT 1,State Treasurer (Democratic),"VanderPal, Geoffrey",12
PRECINCT 1,State Treasurer (Republican),"Augustine, Kathy",27
PRECINCT 1,State Treasurer (Republican),"DeStefano, Mark",51
PRECINCT 1,State Treasurer (Republican),None Of These Candidates,56
PRECINCT 1,State Treasurer (Republican),"Pitts, Joseph",17
PRECINCT 1,"Supreme Court Justice, Seat F (Nonpartisan)","Calvert, John",44
PRECINCT 1,"Supreme Court Justice, Seat F (Nonpartisan)","Douglas, Michael L.",59
PRECINCT 1,"Supreme Court Justice, Seat F (Nonpartisan)",None Of These Candidates,115
PRECINCT 1,"Supreme Court Justice, Seat F (Nonpartisan)","STEEL, CYNTHIA ""DIANNE""",103
PRECINCT 1,"Supreme Court Justice, Seat G (Nonpartisan)","Becker, Nancy",91
PRECINCT 1,"Supreme Court Justice, Seat G (Nonpartisan)","Christensen, Thomas F.",55
PRECINCT 1,"Supreme Court Justice, Seat G (Nonpartisan)","Del Vecchio, Nicholas ANTHONY",31
PRECINCT 1,"Supreme Court Justice, Seat G (Nonpartisan)",None Of These Candidates,103
PRECINCT 1,"Supreme Court Justice, Seat G (Nonpartisan)","Saitta, Nancy M.",41
PRECINCT 1,"U.S. Representative in Congress, District 2 (Republican)","ANGLE, SHARRON E.",37
PRECINCT 1,"U.S. Representative in Congress, District 2 (Republican)","Gibbons, Dawn",48
PRECINCT 1,"U.S. Representative in Congress, District 2 (Republican)","Gilster, Richard",2
PRECINCT 1,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",55
PRECINCT 1,"U.S. Representative in Congress, District 2 (Republican)","Thomas, Glenn",4
PRECINCT 1,U.S. Senate (Democratic),"Carter, Jack",94
PRECINCT 1,U.S. Senate (Democratic),None Of These Candidates,35
PRECINCT 1,U.S. Senate (Democratic),"Tun, Ruby jee",7
PRECINCT 1,U.S. Senate (Republican),"Ensign, John",136
PRECINCT 1,U.S. Senate (Republican),"Hamilton, Edward ""Fast Eddie""",3
PRECINCT 1,U.S. Senate (Republican),None Of These Candidates,12
PRECINCT 10,Governor (Democratic),"Gibson, James B.",0
PRECINCT 10,Governor (Democratic),"McConnell, Leola",0
PRECINCT 10,Governor (Democratic),None Of These Candidates,0
PRECINCT 10,Governor (Democratic),"Titus, Dina",0
PRECINCT 10,Governor (Republican),"Beers, Bob",0
PRECINCT 10,Governor (Republican),"DAMAYO, MELODY ""MIMI MIYAGI""",0
PRECINCT 10,Governor (Republican),"GIBBONS, JIM",0
PRECINCT 10,Governor (Republican),"Hunt, Lorraine T.",0
PRECINCT 10,Governor (Republican),"Lusak, Stanleigh Harold",0
PRECINCT 10,Governor (Republican),None Of These Candidates,0
PRECINCT 10,HAWTHORNE Township Constable (Nonpartisan),"SCHAAF, GARY",0
PRECINCT 10,HAWTHORNE Township Constable (Nonpartisan),"STROMMATT, RICHARD H.",0
PRECINCT 10,HAWTHORNE Township Constable (Nonpartisan),"TETERS, SR., TOM",0
PRECINCT 10,HAWTHORNE Township Justice of the Peace (Nonpartisan),"BARTON, WADE",0
PRECINCT 10,HAWTHORNE Township Justice of the Peace (Nonpartisan),"FUNK, GARY A.",0
PRECINCT 10,HAWTHORNE Township Justice of the Peace (Nonpartisan),"GUNTER, JAY T.",0
PRECINCT 10,HAWTHORNE Township Justice of the Peace (Nonpartisan),"GUSTAFSON, CATHY",0
PRECINCT 10,HAWTHORNE Township Justice of the Peace (Nonpartisan),"SKVARNA, LEE",0
PRECINCT 10,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",0
PRECINCT 10,Lieutenant Governor (Democratic),"Montgomery, Bill",0
PRECINCT 10,Lieutenant Governor (Democratic),None Of These Candidates,0
PRECINCT 10,Lieutenant Governor (Democratic),"Stupak, Bob",0
PRECINCT 10,Lieutenant Governor (Democratic),"UNGER, ROBERT ""BOB""",0
PRECINCT 10,Lieutenant Governor (Republican),"Hammargren, Lonnie",0
PRECINCT 10,Lieutenant Governor (Republican),"Kao, George",0
PRECINCT 10,Lieutenant Governor (Republican),"Krolicki, Brian",0
PRECINCT 10,Lieutenant Governor (Republican),"Moncrief, Janet",0
PRECINCT 10,Lieutenant Governor (Republican),None Of These Candidates,0
PRECINCT 10,Lieutenant Governor (Republican),"Woollen, Barbara Lee",0
PRECINCT 10,Secretary Of State (Democratic),"Boyd, Roderick",0
PRECINCT 10,Secretary Of State (Democratic),"Miller, Ross",0
PRECINCT 10,Secretary Of State (Democratic),None Of These Candidates,0
PRECINCT 10,Secretary Of State (Republican),None Of These Candidates,0
PRECINCT 10,Secretary Of State (Republican),"Scroggins, Brian",0
PRECINCT 10,Secretary Of State (Republican),"Tarkanian, Danny",0
PRECINCT 10,Sheriff - MINERAL - (Nonpartisan),"CORNELL, DAVID",0
PRECINCT 10,Sheriff - MINERAL - (Nonpartisan),"HOFERER, JR., ROBERT L.",0
PRECINCT 10,Sheriff - MINERAL - (Nonpartisan),"MADRASO, JR., JOHN",0
PRECINCT 10,Sheriff - MINERAL - (Nonpartisan),"SHIELDS, MARK J.",0
PRECINCT 10,Sheriff - MINERAL - (Nonpartisan),"SMITH, ED ""SMITTY""",0
PRECINCT 10,Sheriff - MINERAL - (Nonpartisan),"TRDLA, FRED",0
PRECINCT 10,"State Assembly, District 36 (Democratic)","COCHRAN, ANGIE G.",0
PRECINCT 10,"State Assembly, District 36 (Democratic)","KULKIN, HARLEY Z.",0
PRECINCT 10,"State Assembly, District 36 (Democratic)","MURRAY, LAURAYNE",0
PRECINCT 10,"State Assembly, District 36 (Republican)","BROWN, JOHN M.",0
PRECINCT 10,"State Assembly, District 36 (Republican)","GOEDHART, ED",0
PRECINCT 10,"State Assembly, District 36 (Republican)","HIGBEE, JR., ED",0
PRECINCT 10,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",0
PRECINCT 10,State Treasurer (Democratic),"Marshall, Kate",0
PRECINCT 10,State Treasurer (Democratic),None Of These Candidates,0
PRECINCT 10,State Treasurer (Democratic),"VanderPal, Geoffrey",0
PRECINCT 10,State Treasurer (Republican),"Augustine, Kathy",0
PRECINCT 10,State Treasurer (Republican),"DeStefano, Mark",0
PRECINCT 10,State Treasurer (Republican),None Of These Candidates,0
PRECINCT 10,State Treasurer (Republican),"Pitts, Joseph",0
PRECINCT 10,"Supreme Court Justice, Seat F (Nonpartisan)","Calvert, John",0
PRECINCT 10,"Supreme Court Justice, Seat F (Nonpartisan)","Douglas, Michael L.",0
PRECINCT 10,"Supreme Court Justice, Seat F (Nonpartisan)",None Of These Candidates,0
PRECINCT 10,"Supreme Court Justice, Seat F (Nonpartisan)","STEEL, CYNTHIA ""DIANNE""",0
PRECINCT 10,"Supreme Court Justice, Seat G (Nonpartisan)","Becker, Nancy",0
PRECINCT 10,"Supreme Court Justice, Seat G (Nonpartisan)","Christensen, Thomas F.",0
PRECINCT 10,"Supreme Court Justice, Seat G (Nonpartisan)","Del Vecchio, Nicholas ANTHONY",0
PRECINCT 10,"Supreme Court Justice, Seat G (Nonpartisan)",None Of These Candidates,0
PRECINCT 10,"Supreme Court Justice, Seat G (Nonpartisan)","Saitta, Nancy M.",0
PRECINCT 10,"U.S. Representative in Congress, District 2 (Republican)","ANGLE, SHARRON E.",0
PRECINCT 10,"U.S. Representative in Congress, District 2 (Republican)","Gibbons, Dawn",0
PRECINCT 10,"U.S. Representative in Congress, District 2 (Republican)","Gilster, Richard",0
PRECINCT 10,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",0
PRECINCT 10,"U.S. Representative in Congress, District 2 (Republican)","Thomas, Glenn",0
PRECINCT 10,U.S. Senate (Democratic),"Carter, Jack",0
PRECINCT 10,U.S. Senate (Democratic),None Of These Candidates,0
PRECINCT 10,U.S. Senate (Democratic),"Tun, Ruby jee",0
PRECINCT 10,U.S. Senate (Republican),"Ensign, John",0
PRECINCT 10,U.S. Senate (Republican),"Hamilton, Edward ""Fast Eddie""",0
PRECINCT 10,U.S. Senate (Republican),None Of These Candidates,0
PRECINCT 11,Governor (Democratic),"Gibson, James B.",30
PRECINCT 11,Governor (Democratic),"McConnell, Leola",1
PRECINCT 11,Governor (Democratic),None Of These Candidates,6
PRECINCT 11,Governor (Democratic),"Titus, Dina",46
PRECINCT 11,Governor (Republican),"Beers, Bob",0
PRECINCT 11,Governor (Republican),"DAMAYO, MELODY ""MIMI MIYAGI""",0
PRECINCT 11,Governor (Republican),"GIBBONS, JIM",12
PRECINCT 11,Governor (Republican),"Hunt, Lorraine T.",2
PRECINCT 11,Governor (Republican),"Lusak, Stanleigh Harold",0
PRECINCT 11,Governor (Republican),None Of These Candidates,1
PRECINCT 11,HAWTHORNE Township Constable (Nonpartisan),"SCHAAF, GARY",66
PRECINCT 11,HAWTHORNE Township Constable (Nonpartisan),"STROMMATT, RICHARD H.",35
PRECINCT 11,HAWTHORNE Township Constable (Nonpartisan),"TETERS, SR., TOM",18
PRECINCT 11,HAWTHORNE Township Justice of the Peace (Nonpartisan),"BARTON, WADE",21
PRECINCT 11,HAWTHORNE Township Justice of the Peace (Nonpartisan),"FUNK, GARY A.",25
PRECINCT 11,HAWTHORNE Township Justice of the Peace (Nonpartisan),"GUNTER, JAY T.",25
PRECINCT 11,HAWTHORNE Township Justice of the Peace (Nonpartisan),"GUSTAFSON, CATHY",24
PRECINCT 11,HAWTHORNE Township Justice of the Peace (Nonpartisan),"SKVARNA, LEE",26
PRECINCT 11,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",13
PRECINCT 11,Lieutenant Governor (Democratic),"Montgomery, Bill",7
PRECINCT 11,Lieutenant Governor (Democratic),None Of These Candidates,26
PRECINCT 11,Lieutenant Governor (Democratic),"Stupak, Bob",17
PRECINCT 11,Lieutenant Governor (Democratic),"UNGER, ROBERT ""BOB""",16
PRECINCT 11,Lieutenant Governor (Republican),"Hammargren, Lonnie",4
PRECINCT 11,Lieutenant Governor (Republican),"Kao, George",3
PRECINCT 11,Lieutenant Governor (Republican),"Krolicki, Brian",2
PRECINCT 11,Lieutenant Governor (Republican),"Moncrief, Janet",2
PRECINCT 11,Lieutenant Governor (Republican),None Of These Candidates,1
PRECINCT 11,Lieutenant Governor (Republican),"Woollen, Barbara Lee",3
PRECINCT 11,MINERAL COUNTY School Trustee Seat Hawthorne Seat - (Nonpartisan),"CLARK, JANEEN D.",27
PRECINCT 11,MINERAL COUNTY School Trustee Seat Hawthorne Seat - (Nonpartisan),"DEMENT, JUNE",49
PRECINCT 11,MINERAL COUNTY School Trustee Seat Hawthorne Seat - (Nonpartisan),"ISOM, COURTNEY",48
PRECINCT 11,Secretary Of State (Democratic),"Boyd, Roderick",12
PRECINCT 11,Secretary Of State (Democratic),"Miller, Ross",42
PRECINCT 11,Secretary Of State (Democratic),None Of These Candidates,25
PRECINCT 11,Secretary Of State (Republican),None Of These Candidates,2
PRECINCT 11,Secretary Of State (Republican),"Scroggins, Brian",4
PRECINCT 11,Secretary Of State (Republican),"Tarkanian, Danny",9
PRECINCT 11,Sheriff - MINERAL - (Nonpartisan),"CORNELL, DAVID",23
PRECINCT 11,Sheriff - MINERAL - (Nonpartisan),"HOFERER, JR., ROBERT L.",2
PRECINCT 11,Sheriff - MINERAL - (Nonpartisan),"MADRASO, JR., JOHN",52
PRECINCT 11,Sheriff - MINERAL - (Nonpartisan),"SHIELDS, MARK J.",2
PRECINCT 11,Sheriff - MINERAL - (Nonpartisan),"SMITH, ED ""SMITTY""",36
PRECINCT 11,Sheriff - MINERAL - (Nonpartisan),"TRDLA, FRED",14
PRECINCT 11,"State Assembly, District 36 (Democratic)","COCHRAN, ANGIE G.",24
PRECINCT 11,"State Assembly, District 36 (Democratic)","KULKIN, HARLEY Z.",7
PRECINCT 11,"State Assembly, District 36 (Democratic)","MURRAY, LAURAYNE",47
PRECINCT 11,"State Assembly, District 36 (Republican)","BROWN, JOHN M.",6
PRECINCT 11,"State Assembly, District 36 (Republican)","GOEDHART, ED",5
PRECINCT 11,"State Assembly, District 36 (Republican)","HIGBEE, JR., ED",3
PRECINCT 11,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",105
PRECINCT 11,State Treasurer (Democratic),"Marshall, Kate",48
PRECINCT 11,State Treasurer (Democratic),None Of These Candidates,21
PRECINCT 11,State Treasurer (Democratic),"VanderPal, Geoffrey",11
PRECINCT 11,State Treasurer (Republican),"Augustine, Kathy",5
PRECINCT 11,State Treasurer (Republican),"DeStefano, Mark",6
PRECINCT 11,State Treasurer (Republican),None Of These Candidates,1
PRECINCT 11,State Treasurer (Republican),"Pitts, Joseph",3
PRECINCT 11,"Supreme Court Justice, Seat F (Nonpartisan)","Calvert, John",25
PRECINCT 11,"Supreme Court Justice, Seat F (Nonpartisan)","Douglas, Michael L.",26
PRECINCT 11,"Supreme Court Justice, Seat F (Nonpartisan)",None Of These Candidates,25
PRECINCT 11,"Supreme Court Justice, Seat F (Nonpartisan)","STEEL, CYNTHIA ""DIANNE""",47
PRECINCT 11,"Supreme Court Justice, Seat G (Nonpartisan)","Becker, Nancy",39
PRECINCT 11,"Supreme Court Justice, Seat G (Nonpartisan)","Christensen, Thomas F.",16
PRECINCT 11,"Supreme Court Justice, Seat G (Nonpartisan)","Del Vecchio, Nicholas ANTHONY",21
PRECINCT 11,"Supreme Court Justice, Seat G (Nonpartisan)",None Of These Candidates,18
PRECINCT 11,"Supreme Court Justice, Seat G (Nonpartisan)","Saitta, Nancy M.",26
PRECINCT 11,"U.S. Representative in Congress, District 2 (Republican)","ANGLE, SHARRON E.",3
PRECINCT 11,"U.S. Representative in Congress, District 2 (Republican)","Gibbons, Dawn",6
PRECINCT 11,"U.S. Representative in Congress, District 2 (Republican)","Gilster, Richard",0
PRECINCT 11,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",6
PRECINCT 11,"U.S. Representative in Congress, District 2 (Republican)","Thomas, Glenn",0
PRECINCT 11,U.S. Senate (Democratic),"Carter, Jack",56
PRECINCT 11,U.S. Senate (Democratic),None Of These Candidates,13
PRECINCT 11,U.S. Senate (Democratic),"Tun, Ruby jee",10
PRECINCT 11,U.S. Senate (Republican),"Ensign, John",10
PRECINCT 11,U.S. Senate (Republican),"Hamilton, Edward ""Fast Eddie""",2
PRECINCT 11,U.S. Senate (Republican),None Of These Candidates,3
PRECINCT 12,Governor (Democratic),"Gibson, James B.",18
PRECINCT 12,Governor (Democratic),"McConnell, Leola",2
PRECINCT 12,Governor (Democratic),None Of These Candidates,8
PRECINCT 12,Governor (Democratic),"Titus, Dina",25
PRECINCT 12,Governor (Republican),"Beers, Bob",19
PRECINCT 12,Governor (Republican),"DAMAYO, MELODY ""MIMI MIYAGI""",0
PRECINCT 12,Governor (Republican),"GIBBONS, JIM",29
PRECINCT 12,Governor (Republican),"Hunt, Lorraine T.",16
PRECINCT 12,Governor (Republican),"Lusak, Stanleigh Harold",0
PRECINCT 12,Governor (Republican),None Of These Candidates,0
PRECINCT 12,HAWTHORNE Township Constable (Nonpartisan),"SCHAAF, GARY",58
PRECINCT 12,HAWTHORNE Township Constable (Nonpartisan),"STROMMATT, RICHARD H.",49
PRECINCT 12,HAWTHORNE Township Constable (Nonpartisan),"TETERS, SR., TOM",19
PRECINCT 12,HAWTHORNE Township Justice of the Peace (Nonpartisan),"BARTON, WADE",15
PRECINCT 12,HAWTHORNE Township Justice of the Peace (Nonpartisan),"FUNK, GARY A.",32
PRECINCT 12,HAWTHORNE Township Justice of the Peace (Nonpartisan),"GUNTER, JAY T.",32
PRECINCT 12,HAWTHORNE Township Justice of the Peace (Nonpartisan),"GUSTAFSON, CATHY",16
PRECINCT 12,HAWTHORNE Township Justice of the Peace (Nonpartisan),"SKVARNA, LEE",32
PRECINCT 12,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",13
PRECINCT 12,Lieutenant Governor (Democratic),"Montgomery, Bill",6
PRECINCT 12,Lieutenant Governor (Democratic),None Of These Candidates,19
PRECINCT 12,Lieutenant Governor (Democratic),"Stupak, Bob",12
PRECINCT 12,Lieutenant Governor (Democratic),"UNGER, ROBERT ""BOB""",3
PRECINCT 12,Lieutenant Governor (Republican),"Hammargren, Lonnie",13
PRECINCT 12,Lieutenant Governor (Republican),"Kao, George",3
PRECINCT 12,Lieutenant Governor (Republican),"Krolicki, Brian",19
PRECINCT 12,Lieutenant Governor (Republican),"Moncrief, Janet",1
PRECINCT 12,Lieutenant Governor (Republican),None Of These Candidates,6
PRECINCT 12,Lieutenant Governor (Republican),"Woollen, Barbara Lee",21
PRECINCT 12,MINERAL COUNTY School Trustee Seat Hawthorne Seat - (Nonpartisan),"CLARK, JANEEN D.",40
PRECINCT 12,MINERAL COUNTY School Trustee Seat Hawthorne Seat - (Nonpartisan),"DEMENT, JUNE",57
PRECINCT 12,MINERAL COUNTY School Trustee Seat Hawthorne Seat - (Nonpartisan),"ISOM, COURTNEY",29
PRECINCT 12,Secretary Of State (Democratic),"Boyd, Roderick",10
PRECINCT 12,Secretary Of State (Democratic),"Miller, Ross",23
PRECINCT 12,Secretary Of State (Democratic),None Of These Candidates,20
PRECINCT 12,Secretary Of State (Republican),None Of These Candidates,8
PRECINCT 12,Secretary Of State (Republican),"Scroggins, Brian",20
PRECINCT 12,Secretary Of State (Republican),"Tarkanian, Danny",36
PRECINCT 12,Sheriff - MINERAL - (Nonpartisan),"CORNELL, DAVID",2
PRECINCT 12,Sheriff - MINERAL - (Nonpartisan),"HOFERER, JR., ROBERT L.",14
PRECINCT 12,Sheriff - MINERAL - (Nonpartisan),"MADRASO, JR., JOHN",39
PRECINCT 12,Sheriff - MINERAL - (Nonpartisan),"SHIELDS, MARK J.",6
PRECINCT 12,Sheriff - MINERAL - (Nonpartisan),"SMITH, ED ""SMITTY""",58
PRECINCT 12,Sheriff - MINERAL - (Nonpartisan),"TRDLA, FRED",8
PRECINCT 12,"State Assembly, District 36 (Democratic)","COCHRAN, ANGIE G.",21
PRECINCT 12,"State Assembly, District 36 (Democratic)","KULKIN, HARLEY Z.",13
PRECINCT 12,"State Assembly, District 36 (Democratic)","MURRAY, LAURAYNE",16
PRECINCT 12,"State Assembly, District 36 (Republican)","BROWN, JOHN M.",13
PRECINCT 12,"State Assembly, District 36 (Republican)","GOEDHART, ED",31
PRECINCT 12,"State Assembly, District 36 (Republican)","HIGBEE, JR., ED",20
PRECINCT 12,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",112
PRECINCT 12,State Treasurer (Democratic),"Marshall, Kate",29
PRECINCT 12,State Treasurer (Democratic),None Of These Candidates,16
PRECINCT 12,State Treasurer (Democratic),"VanderPal, Geoffrey",7
PRECINCT 12,State Treasurer (Republican),"Augustine, Kathy",9
PRECINCT 12,State Treasurer (Republican),"DeStefano, Mark",32
PRECINCT 12,State Treasurer (Republican),None Of These Candidates,12
PRECINCT 12,State Treasurer (Republican),"Pitts, Joseph",10
PRECINCT 12,"Supreme Court Justice, Seat F (Nonpartisan)","Calvert, John",23
PRECINCT 12,"Supreme Court Justice, Seat F (Nonpartisan)","Douglas, Michael L.",26
PRECINCT 12,"Supreme Court Justice, Seat F (Nonpartisan)",None Of These Candidates,27
PRECINCT 12,"Supreme Court Justice, Seat F (Nonpartisan)","STEEL, CYNTHIA ""DIANNE""",48
PRECINCT 12,"Supreme Court Justice, Seat G (Nonpartisan)","Becker, Nancy",40
PRECINCT 12,"Supreme Court Justice, Seat G (Nonpartisan)","Christensen, Thomas F.",13
PRECINCT 12,"Supreme Court Justice, Seat G (Nonpartisan)","Del Vecchio, Nicholas ANTHONY",13
PRECINCT 12,"Supreme Court Justice, Seat G (Nonpartisan)",None Of These Candidates,27
PRECINCT 12,"Supreme Court Justice, Seat G (Nonpartisan)","Saitta, Nancy M.",32
PRECINCT 12,"U.S. Representative in Congress, District 2 (Republican)","ANGLE, SHARRON E.",21
PRECINCT 12,"U.S. Representative in Congress, District 2 (Republican)","Gibbons, Dawn",18
PRECINCT 12,"U.S. Representative in Congress, District 2 (Republican)","Gilster, Richard",0
PRECINCT 12,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",21
PRECINCT 12,"U.S. Representative in Congress, District 2 (Republican)","Thomas, Glenn",3
PRECINCT 12,U.S. Senate (Democratic),"Carter, Jack",32
PRECINCT 12,U.S. Senate (Democratic),None Of These Candidates,12
PRECINCT 12,U.S. Senate (Democratic),"Tun, Ruby jee",9
PRECINCT 12,U.S. Senate (Republican),"Ensign, John",52
PRECINCT 12,U.S. Senate (Republican),"Hamilton, Edward ""Fast Eddie""",4
PRECINCT 12,U.S. Senate (Republican),None Of These Candidates,8
PRECINCT 2,Governor (Democratic),"Gibson, James B.",53
PRECINCT 2,Governor (Democratic),"McConnell, Leola",11
PRECINCT 2,Governor (Democratic),None Of These Candidates,27
PRECINCT 2,Governor (Democratic),"Titus, Dina",52
PRECINCT 2,Governor (Republican),"Beers, Bob",23
PRECINCT 2,Governor (Republican),"DAMAYO, MELODY ""MIMI MIYAGI""",1
PRECINCT 2,Governor (Republican),"GIBBONS, JIM",74
PRECINCT 2,Governor (Republican),"Hunt, Lorraine T.",23
PRECINCT 2,Governor (Republican),"Lusak, Stanleigh Harold",0
PRECINCT 2,Governor (Republican),None Of These Candidates,6
PRECINCT 2,HAWTHORNE Township Constable (Nonpartisan),"SCHAAF, GARY",113
PRECINCT 2,HAWTHORNE Township Constable (Nonpartisan),"STROMMATT, RICHARD H.",130
PRECINCT 2,HAWTHORNE Township Constable (Nonpartisan),"TETERS, SR., TOM",62
PRECINCT 2,HAWTHORNE Township Justice of the Peace (Nonpartisan),"BARTON, WADE",53
PRECINCT 2,HAWTHORNE Township Justice of the Peace (Nonpartisan),"FUNK, GARY A.",36
PRECINCT 2,HAWTHORNE Township Justice of the Peace (Nonpartisan),"GUNTER, JAY T.",89
PRECINCT 2,HAWTHORNE Township Justice of the Peace (Nonpartisan),"GUSTAFSON, CATHY",40
PRECINCT 2,HAWTHORNE Township Justice of the Peace (Nonpartisan),"SKVARNA, LEE",90
PRECINCT 2,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",36
PRECINCT 2,Lieutenant Governor (Democratic),"Montgomery, Bill",15
PRECINCT 2,Lieutenant Governor (Democratic),None Of These Candidates,63
PRECINCT 2,Lieutenant Governor (Democratic),"Stupak, Bob",20
PRECINCT 2,Lieutenant Governor (Democratic),"UNGER, ROBERT ""BOB""",8
PRECINCT 2,Lieutenant Governor (Republican),"Hammargren, Lonnie",13
PRECINCT 2,Lieutenant Governor (Republican),"Kao, George",7
PRECINCT 2,Lieutenant Governor (Republican),"Krolicki, Brian",58
PRECINCT 2,Lieutenant Governor (Republican),"Moncrief, Janet",3
PRECINCT 2,Lieutenant Governor (Republican),None Of These Candidates,15
PRECINCT 2,Lieutenant Governor (Republican),"Woollen, Barbara Lee",29
PRECINCT 2,MINERAL COUNTY School Trustee Seat Hawthorne Seat - (Nonpartisan),"CLARK, JANEEN D.",84
PRECINCT 2,MINERAL COUNTY School Trustee Seat Hawthorne Seat - (Nonpartisan),"DEMENT, JUNE",121
PRECINCT 2,MINERAL COUNTY School Trustee Seat Hawthorne Seat - (Nonpartisan),"ISOM, COURTNEY",105
PRECINCT 2,Secretary Of State (Democratic),"Boyd, Roderick",26
PRECINCT 2,Secretary Of State (Democratic),"Miller, Ross",59
PRECINCT 2,Secretary Of State (Democratic),None Of These Candidates,53
PRECINCT 2,Secretary Of State (Republican),None Of These Candidates,14
