precinct,office,candidate,votes
Precinct 103,Supervisor Ward 4 (Nonpartisan),"SHIRK, JIM",115
Precinct 103,Supervisor Ward 4 (Nonpartisan),"WALT, MOLLY",184
Precinct 103,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",17
Precinct 103,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",55
Precinct 103,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",53
Precinct 103,United States Senator (Democratic),"Berkley, Shelley",121
Precinct 103,United States Senator (Democratic),"Brown, Steve",6
Precinct 103,United States Senator (Democratic),"Ellsworth, Barry",4
Precinct 103,United States Senator (Democratic),"Macias, Louis",3
Precinct 103,United States Senator (Democratic),None Of These Candidates,12
Precinct 103,United States Senator (Democratic),"Price, Nancy",4
Precinct 103,United States Senator (Republican),"Brooks, Sherry",4
Precinct 103,United States Senator (Republican),"Charles, Richard",1
Precinct 103,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",5
Precinct 103,United States Senator (Republican),"Heller, Dean",218
Precinct 103,United States Senator (Republican),None Of These Candidates,10
Precinct 103,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0
Precinct 103,"University Board of Regents, District  9 (Nonpartisan)","KNECHT, RON",187
Precinct 103,"University Board of Regents, District  9 (Nonpartisan)","Mackedon, Michon",180
Precinct 103,"University Board of Regents, District  9 (Nonpartisan)","Riendeau, Richard ""Old Rick""",30
Precinct 105,Justice of the Peace Department 2 (Nonpartisan),"TATRO, JOHN",429
Precinct 105,Mayor (Nonpartisan),"CROWELL, BOB",418
Precinct 105,School Trustee District 5 (Nonpartisan),"REYNOLDS, STEVEN",419
Precinct 105,"State Assembly, District 40 (Republican)","Davies, Phillip K.",68
Precinct 105,"State Assembly, District 40 (Republican)","LIVERMORE, PETE",260
Precinct 105,"State Board of Education, District 2 (Nonpartisan)","Bacon, Ray",96
Precinct 105,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",28
Precinct 105,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",70
Precinct 105,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",179
Precinct 105,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",92
Precinct 105,Supervisor Ward 2 (Nonpartisan),"BONKOWSKI, BRAD",188
Precinct 105,Supervisor Ward 2 (Nonpartisan),"JOHNSON, DENNIS E.",143
Precinct 105,Supervisor Ward 2 (Nonpartisan),"WHITE, MAURICE",46
Precinct 105,Supervisor Ward 2 (Nonpartisan),"WILKE-MCCULLOCH, STACIE",97
Precinct 105,Supervisor Ward 4 (Nonpartisan),"CLEMENS, AMY",129
Precinct 105,Supervisor Ward 4 (Nonpartisan),"SHIRK, JIM",172
Precinct 105,Supervisor Ward 4 (Nonpartisan),"WALT, MOLLY",178
Precinct 105,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",19
Precinct 105,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",31
Precinct 105,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",57
Precinct 105,United States Senator (Democratic),"Berkley, Shelley",97
Precinct 105,United States Senator (Democratic),"Brown, Steve",5
Precinct 105,United States Senator (Democratic),"Ellsworth, Barry",0
Precinct 105,United States Senator (Democratic),"Macias, Louis",4
Precinct 105,United States Senator (Democratic),None Of These Candidates,8
Precinct 105,United States Senator (Democratic),"Price, Nancy",13
Precinct 105,United States Senator (Republican),"Brooks, Sherry",5
Precinct 105,United States Senator (Republican),"Charles, Richard",0
Precinct 105,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2
Precinct 105,United States Senator (Republican),"Heller, Dean",320
Precinct 105,United States Senator (Republican),None Of These Candidates,11
Precinct 105,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0
Precinct 105,"University Board of Regents, District  9 (Nonpartisan)","KNECHT, RON",269
Precinct 105,"University Board of Regents, District  9 (Nonpartisan)","Mackedon, Michon",195
Precinct 105,"University Board of Regents, District  9 (Nonpartisan)","Riendeau, Richard ""Old Rick""",16
Precinct 107,Justice of the Peace Department 2 (Nonpartisan),"TATRO, JOHN",361
Precinct 107,Mayor (Nonpartisan),"CROWELL, BOB",345
Precinct 107,School Trustee District 5 (Nonpartisan),"REYNOLDS, STEVEN",340
Precinct 107,"State Assembly, District 40 (Republican)","Davies, Phillip K.",49
Precinct 107,"State Assembly, District 40 (Republican)","LIVERMORE, PETE",216
Precinct 107,"State Board of Education, District 2 (Nonpartisan)","Bacon, Ray",98
Precinct 107,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",26
Precinct 107,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",53
Precinct 107,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",147
Precinct 107,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",63
Precinct 107,Supervisor Ward 2 (Nonpartisan),"BONKOWSKI, BRAD",138
Precinct 107,Supervisor Ward 2 (Nonpartisan),"JOHNSON, DENNIS E.",142
Precinct 107,Supervisor Ward 2 (Nonpartisan),"WHITE, MAURICE",30
Precinct 107,Supervisor Ward 2 (Nonpartisan),"WILKE-MCCULLOCH, STACIE",82
Precinct 107,Supervisor Ward 4 (Nonpartisan),"CLEMENS, AMY",94
Precinct 107,Supervisor Ward 4 (Nonpartisan),"SHIRK, JIM",148
Precinct 107,Supervisor Ward 4 (Nonpartisan),"WALT, MOLLY",146
Precinct 107,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",20
Precinct 107,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",32
Precinct 107,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",42
Precinct 107,United States Senator (Democratic),"Berkley, Shelley",82
Precinct 107,United States Senator (Democratic),"Brown, Steve",4
Precinct 107,United States Senator (Democratic),"Ellsworth, Barry",0
Precinct 107,United States Senator (Democratic),"Macias, Louis",2
Precinct 107,United States Senator (Democratic),None Of These Candidates,14
Precinct 107,United States Senator (Democratic),"Price, Nancy",7
Precinct 107,United States Senator (Republican),"Brooks, Sherry",6
Precinct 107,United States Senator (Republican),"Charles, Richard",1
Precinct 107,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",7
Precinct 107,United States Senator (Republican),"Heller, Dean",253
Precinct 107,United States Senator (Republican),None Of These Candidates,5
Precinct 107,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1
Precinct 107,"University Board of Regents, District  9 (Nonpartisan)","KNECHT, RON",254
Precinct 107,"University Board of Regents, District  9 (Nonpartisan)","Mackedon, Michon",125
Precinct 107,"University Board of Regents, District  9 (Nonpartisan)","Riendeau, Richard ""Old Rick""",23
Precinct 109,Justice of the Peace Department 2 (Nonpartisan),"TATRO, JOHN",342
Precinct 109,Mayor (Nonpartisan),"CROWELL, BOB",330
Precinct 109,School Trustee District 5 (Nonpartisan),"REYNOLDS, STEVEN",324
Precinct 109,"State Assembly, District 40 (Republican)","Davies, Phillip K.",55
Precinct 109,"State Assembly, District 40 (Republican)","LIVERMORE, PETE",174
Precinct 109,"State Board of Education, District 2 (Nonpartisan)","Bacon, Ray",53
Precinct 109,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",30
Precinct 109,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",65
Precinct 109,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",152
Precinct 109,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",66
Precinct 109,Supervisor Ward 2 (Nonpartisan),"BONKOWSKI, BRAD",142
Precinct 109,Supervisor Ward 2 (Nonpartisan),"JOHNSON, DENNIS E.",98
Precinct 109,Supervisor Ward 2 (Nonpartisan),"WHITE, MAURICE",66
Precinct 109,Supervisor Ward 2 (Nonpartisan),"WILKE-MCCULLOCH, STACIE",67
Precinct 109,Supervisor Ward 4 (Nonpartisan),"CLEMENS, AMY",92
Precinct 109,Supervisor Ward 4 (Nonpartisan),"SHIRK, JIM",146
Precinct 109,Supervisor Ward 4 (Nonpartisan),"WALT, MOLLY",142
Precinct 109,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",28
Precinct 109,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",42
Precinct 109,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",48
Precinct 109,United States Senator (Democratic),"Berkley, Shelley",90
Precinct 109,United States Senator (Democratic),"Brown, Steve",9
Precinct 109,United States Senator (Democratic),"Ellsworth, Barry",3
Precinct 109,United States Senator (Democratic),"Macias, Louis",1
Precinct 109,United States Senator (Democratic),None Of These Candidates,16
Precinct 109,United States Senator (Democratic),"Price, Nancy",8
Precinct 109,United States Senator (Republican),"Brooks, Sherry",4
Precinct 109,United States Senator (Republican),"Charles, Richard",1
Precinct 109,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0
Precinct 109,United States Senator (Republican),"Heller, Dean",223
Precinct 109,United States Senator (Republican),None Of These Candidates,8
Precinct 109,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0
Precinct 109,"University Board of Regents, District  9 (Nonpartisan)","KNECHT, RON",208
Precinct 109,"University Board of Regents, District  9 (Nonpartisan)","Mackedon, Michon",148
Precinct 109,"University Board of Regents, District  9 (Nonpartisan)","Riendeau, Richard ""Old Rick""",21
Precinct 111,Justice of the Peace Department 2 (Nonpartisan),"TATRO, JOHN",191
Precinct 111,Mayor (Nonpartisan),"CROWELL, BOB",194
Precinct 111,School Trustee District 5 (Nonpartisan),"REYNOLDS, STEVEN",184
Precinct 111,"State Assembly, District 40 (Republican)","Davies, Phillip K.",35
Precinct 111,"State Assembly, District 40 (Republican)","LIVERMORE, PETE",84
Precinct 111,"State Board of Education, District 2 (Nonpartisan)","Bacon, Ray",37
Precinct 111,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",25
Precinct 111,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",36
Precinct 111,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",78
Precinct 111,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",25
Precinct 111,Supervisor Ward 2 (Nonpartisan),"BONKOWSKI, BRAD",55
Precinct 111,Supervisor Ward 2 (Nonpartisan),"JOHNSON, DENNIS E.",53
Precinct 111,Supervisor Ward 2 (Nonpartisan),"WHITE, MAURICE",51
Precinct 111,Supervisor Ward 2 (Nonpartisan),"WILKE-MCCULLOCH, STACIE",45
Precinct 111,Supervisor Ward 4 (Nonpartisan),"CLEMENS, AMY",65
Precinct 111,Supervisor Ward 4 (Nonpartisan),"SHIRK, JIM",77
Precinct 111,Supervisor Ward 4 (Nonpartisan),"WALT, MOLLY",59
Precinct 111,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",18
Precinct 111,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",23
Precinct 111,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",15
Precinct 111,United States Senator (Democratic),"Berkley, Shelley",52
Precinct 111,United States Senator (Democratic),"Brown, Steve",4
Precinct 111,United States Senator (Democratic),"Ellsworth, Barry",2
Precinct 111,United States Senator (Democratic),"Macias, Louis",1
Precinct 111,United States Senator (Democratic),None Of These Candidates,5
Precinct 111,United States Senator (Democratic),"Price, Nancy",4
Precinct 111,United States Senator (Republican),"Brooks, Sherry",3
Precinct 111,United States Senator (Republican),"Charles, Richard",3
Precinct 111,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3
Precinct 111,United States Senator (Republican),"Heller, Dean",111
Precinct 111,United States Senator (Republican),None Of These Candidates,1
Precinct 111,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1
Precinct 111,"University Board of Regents, District  9 (Nonpartisan)","KNECHT, RON",127
Precinct 111,"University Board of Regents, District  9 (Nonpartisan)","Mackedon, Michon",49
Precinct 111,"University Board of Regents, District  9 (Nonpartisan)","Riendeau, Richard ""Old Rick""",26
Precinct 113,Justice of the Peace Department 2 (Nonpartisan),"TATRO, JOHN",411
Precinct 113,Mayor (Nonpartisan),"CROWELL, BOB",403
Precinct 113,School Trustee District 5 (Nonpartisan),"REYNOLDS, STEVEN",399
Precinct 113,"State Assembly, District 40 (Republican)","Davies, Phillip K.",84
Precinct 113,"State Assembly, District 40 (Republican)","LIVERMORE, PETE",215
Precinct 113,"State Board of Education, District 2 (Nonpartisan)","Bacon, Ray",66
Precinct 113,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",28
Precinct 113,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",79
Precinct 113,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",191
Precinct 113,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",69
Precinct 113,Supervisor Ward 2 (Nonpartisan),"BONKOWSKI, BRAD",143
Precinct 113,Supervisor Ward 2 (Nonpartisan),"JOHNSON, DENNIS E.",107
Precinct 113,Supervisor Ward 2 (Nonpartisan),"WHITE, MAURICE",85
Precinct 113,Supervisor Ward 2 (Nonpartisan),"WILKE-MCCULLOCH, STACIE",104
Precinct 113,Supervisor Ward 4 (Nonpartisan),"CLEMENS, AMY",102
Precinct 113,Supervisor Ward 4 (Nonpartisan),"SHIRK, JIM",180
Precinct 113,Supervisor Ward 4 (Nonpartisan),"WALT, MOLLY",155
Precinct 113,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",25
Precinct 113,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",43
Precinct 113,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",55
Precinct 113,United States Senator (Democratic),"Berkley, Shelley",106
Precinct 113,United States Senator (Democratic),"Brown, Steve",8
Precinct 113,United States Senator (Democratic),"Ellsworth, Barry",0
Precinct 113,United States Senator (Democratic),"Macias, Louis",2
Precinct 113,United States Senator (Democratic),None Of These Candidates,12
Precinct 113,United States Senator (Democratic),"Price, Nancy",7
Precinct 113,United States Senator (Republican),"Brooks, Sherry",14
Precinct 113,United States Senator (Republican),"Charles, Richard",3
Precinct 113,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0
Precinct 113,United States Senator (Republican),"Heller, Dean",284
Precinct 113,United States Senator (Republican),None Of These Candidates,8
Precinct 113,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",4
Precinct 113,"University Board of Regents, District  9 (Nonpartisan)","KNECHT, RON",257
Precinct 113,"University Board of Regents, District  9 (Nonpartisan)","Mackedon, Michon",153
Precinct 113,"University Board of Regents, District  9 (Nonpartisan)","Riendeau, Richard ""Old Rick""",34
Precinct 201,Justice of the Peace Department 2 (Nonpartisan),"TATRO, JOHN",162
Precinct 201,Mayor (Nonpartisan),"CROWELL, BOB",165
Precinct 201,School Trustee District 5 (Nonpartisan),"REYNOLDS, STEVEN",159
Precinct 201,"State Assembly, District 40 (Republican)","Davies, Phillip K.",20
Precinct 201,"State Assembly, District 40 (Republican)","LIVERMORE, PETE",60
Precinct 201,"State Board of Education, District 2 (Nonpartisan)","Bacon, Ray",25
Precinct 201,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",9
Precinct 201,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",39
Precinct 201,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",78
Precinct 201,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",24
Precinct 201,Supervisor Ward 2 (Nonpartisan),"BONKOWSKI, BRAD",69
Precinct 201,Supervisor Ward 2 (Nonpartisan),"JOHNSON, DENNIS E.",26
Precinct 201,Supervisor Ward 2 (Nonpartisan),"WHITE, MAURICE",29
Precinct 201,Supervisor Ward 2 (Nonpartisan),"WILKE-MCCULLOCH, STACIE",53
Precinct 201,Supervisor Ward 4 (Nonpartisan),"CLEMENS, AMY",35
Precinct 201,Supervisor Ward 4 (Nonpartisan),"SHIRK, JIM",58
Precinct 201,Supervisor Ward 4 (Nonpartisan),"WALT, MOLLY",87
Precinct 201,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",18
Precinct 201,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",31
Precinct 201,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",24
Precinct 201,United States Senator (Democratic),"Berkley, Shelley",62
Precinct 201,United States Senator (Democratic),"Brown, Steve",7
Precinct 201,United States Senator (Democratic),"Ellsworth, Barry",0
Precinct 201,United States Senator (Democratic),"Macias, Louis",1
Precinct 201,United States Senator (Democratic),None Of These Candidates,1
Precinct 201,United States Senator (Democratic),"Price, Nancy",4
Precinct 201,United States Senator (Republican),"Brooks, Sherry",5
Precinct 201,United States Senator (Republican),"Charles, Richard",0
Precinct 201,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2
Precinct 201,United States Senator (Republican),"Heller, Dean",74
Precinct 201,United States Senator (Republican),None Of These Candidates,2
Precinct 201,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0
Precinct 201,"University Board of Regents, District  9 (Nonpartisan)","KNECHT, RON",110
Precinct 201,"University Board of Regents, District  9 (Nonpartisan)","Mackedon, Michon",54
Precinct 201,"University Board of Regents, District  9 (Nonpartisan)","Riendeau, Richard ""Old Rick""",14
Precinct 203,Justice of the Peace Department 2 (Nonpartisan),"TATRO, JOHN",252
Precinct 203,Mayor (Nonpartisan),"CROWELL, BOB",249
Precinct 203,School Trustee District 5 (Nonpartisan),"REYNOLDS, STEVEN",240
Precinct 203,"State Assembly, District 40 (Republican)","Davies, Phillip K.",39
Precinct 203,"State Assembly, District 40 (Republican)","LIVERMORE, PETE",102
Precinct 203,"State Board of Education, District 2 (Nonpartisan)","Bacon, Ray",29
Precinct 203,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",13
Precinct 203,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",55
Precinct 203,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",126
Precinct 203,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",38
Precinct 203,Supervisor Ward 2 (Nonpartisan),"BONKOWSKI, BRAD",69
Precinct 203,Supervisor Ward 2 (Nonpartisan),"JOHNSON, DENNIS E.",51
Precinct 203,Supervisor Ward 2 (Nonpartisan),"WHITE, MAURICE",40
Precinct 203,Supervisor Ward 2 (Nonpartisan),"WILKE-MCCULLOCH, STACIE",109
Precinct 203,Supervisor Ward 4 (Nonpartisan),"CLEMENS, AMY",69
Precinct 203,Supervisor Ward 4 (Nonpartisan),"SHIRK, JIM",79
Precinct 203,Supervisor Ward 4 (Nonpartisan),"WALT, MOLLY",128
Precinct 203,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",28
Precinct 203,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",45
Precinct 203,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",40
Precinct 203,United States Senator (Democratic),"Berkley, Shelley",92
Precinct 203,United States Senator (Democratic),"Brown, Steve",5
Precinct 203,United States Senator (Democratic),"Ellsworth, Barry",2
Precinct 203,United States Senator (Democratic),"Macias, Louis",1
Precinct 203,United States Senator (Democratic),None Of These Candidates,16
Precinct 203,United States Senator (Democratic),"Price, Nancy",9
Precinct 203,United States Senator (Republican),"Brooks, Sherry",8
Precinct 203,United States Senator (Republican),"Charles, Richard",1
Precinct 203,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1
Precinct 203,United States Senator (Republican),"Heller, Dean",133
Precinct 203,United States Senator (Republican),None Of These Candidates,2
Precinct 203,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0
Precinct 203,"University Board of Regents, District  9 (Nonpartisan)","KNECHT, RON",158
Precinct 203,"University Board of Regents, District  9 (Nonpartisan)","Mackedon, Michon",97
Precinct 203,"University Board of Regents, District  9 (Nonpartisan)","Riendeau, Richard ""Old Rick""",16
Precinct 205,Justice of the Peace Department 2 (Nonpartisan),"TATRO, JOHN",254
Precinct 205,Mayor (Nonpartisan),"CROWELL, BOB",256
Precinct 205,School Trustee District 5 (Nonpartisan),"REYNOLDS, STEVEN",253
Precinct 205,"State Assembly, District 40 (Republican)","Davies, Phillip K.",45
Precinct 205,"State Assembly, District 40 (Republican)","LIVERMORE, PETE",122
Precinct 205,"State Board of Education, District 2 (Nonpartisan)","Bacon, Ray",39
Precinct 205,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",18
Precinct 205,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",50
Precinct 205,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",96
Precinct 205,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",59
Precinct 205,Supervisor Ward 2 (Nonpartisan),"BONKOWSKI, BRAD",81
Precinct 205,Supervisor Ward 2 (Nonpartisan),"JOHNSON, DENNIS E.",106
Precinct 205,Supervisor Ward 2 (Nonpartisan),"WHITE, MAURICE",43
Precinct 205,Supervisor Ward 2 (Nonpartisan),"WILKE-MCCULLOCH, STACIE",45
Precinct 205,Supervisor Ward 4 (Nonpartisan),"CLEMENS, AMY",66
Precinct 205,Supervisor Ward 4 (Nonpartisan),"SHIRK, JIM",108
Precinct 205,Supervisor Ward 4 (Nonpartisan),"WALT, MOLLY",108
Precinct 205,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",21
Precinct 205,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",42
Precinct 205,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",29
Precinct 205,United States Senator (Democratic),"Berkley, Shelley",78
Precinct 205,United States Senator (Democratic),"Brown, Steve",4
Precinct 205,United States Senator (Democratic),"Ellsworth, Barry",3
Precinct 205,United States Senator (Democratic),"Macias, Louis",1
Precinct 205,United States Senator (Democratic),None Of These Candidates,8
Precinct 205,United States Senator (Democratic),"Price, Nancy",7
Precinct 205,United States Senator (Republican),"Brooks, Sherry",5
Precinct 205,United States Senator (Republican),"Charles, Richard",1
Precinct 205,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0
Precinct 205,United States Senator (Republican),"Heller, Dean",162
Precinct 205,United States Senator (Republican),None Of These Candidates,3
Precinct 205,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0
Precinct 205,"University Board of Regents, District  9 (Nonpartisan)","KNECHT, RON",171
Precinct 205,"University Board of Regents, District  9 (Nonpartisan)","Mackedon, Michon",83
Precinct 205,"University Board of Regents, District  9 (Nonpartisan)","Riendeau, Richard ""Old Rick""",24
Precinct 207,Justice of the Peace Department 2 (Nonpartisan),"TATRO, JOHN",258
Precinct 207,Mayor (Nonpartisan),"CROWELL, BOB",254
Precinct 207,School Trustee District 5 (Nonpartisan),"REYNOLDS, STEVEN",249
Precinct 207,"State Assembly, District 40 (Republican)","Davies, Phillip K.",63
Precinct 207,"State Assembly, District 40 (Republican)","LIVERMORE, PETE",109
Precinct 207,"State Board of Education, District 2 (Nonpartisan)","Bacon, Ray",43
Precinct 207,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",32
Precinct 207,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",50
Precinct 207,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",113
Precinct 207,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",35
Precinct 207,Supervisor Ward 2 (Nonpartisan),"BONKOWSKI, BRAD",95
Precinct 207,Supervisor Ward 2 (Nonpartisan),"JOHNSON, DENNIS E.",58
Precinct 207,Supervisor Ward 2 (Nonpartisan),"WHITE, MAURICE",58
