precinct,office,candidate,votes
1411 - HEN,President,"Obama, Barack",441
1411 - HEN,President,"Romney, Mitt",572
1509 - HEN,President,"GOODE, VIRGIL",1
1509 - HEN,President,"JOHNSON, GARY",3
1509 - HEN,President,None Of These Candidates,3
1509 - HEN,President,"Obama, Barack",390
1509 - HEN,President,"Romney, Mitt",576
1510 - HEN,President,"GOODE, VIRGIL",0
1510 - HEN,President,"JOHNSON, GARY",4
1510 - HEN,President,None Of These Candidates,2
1510 - HEN,President,"Obama, Barack",226
1510 - HEN,President,"Romney, Mitt",596
1511 - HEN,President,"GOODE, VIRGIL",0
1511 - HEN,President,"JOHNSON, GARY",4
1511 - HEN,President,None Of These Candidates,4
1511 - HEN,President,"Obama, Barack",369
1511 - HEN,President,"Romney, Mitt",492
1513 - HEN,President,"GOODE, VIRGIL",6
1513 - HEN,President,"JOHNSON, GARY",7
1513 - HEN,President,None Of These Candidates,3
1513 - HEN,President,"Obama, Barack",437
1513 - HEN,President,"Romney, Mitt",794
1514 - HEN,President,"GOODE, VIRGIL",4
1514 - HEN,President,"JOHNSON, GARY",12
1514 - HEN,President,None Of These Candidates,3
1514 - HEN,President,"Obama, Barack",446
1514 - HEN,President,"Romney, Mitt",599
1517 - HEN,President,"GOODE, VIRGIL",0
1517 - HEN,President,"JOHNSON, GARY",4
1517 - HEN,President,None Of These Candidates,3
1517 - HEN,President,"Obama, Barack",305
1517 - HEN,President,"Romney, Mitt",410
1518 - HEN,President,"GOODE, VIRGIL",0
1518 - HEN,President,"JOHNSON, GARY",6
1518 - HEN,President,None Of These Candidates,5
1518 - HEN,President,"Obama, Barack",423
1518 - HEN,President,"Romney, Mitt",862
1519 - HEN,President,"GOODE, VIRGIL",0
1519 - HEN,President,"JOHNSON, GARY",2
1519 - HEN,President,None Of These Candidates,2
1519 - HEN,President,"Obama, Barack",115
1519 - HEN,President,"Romney, Mitt",324
1520 - HEN,President,"GOODE, VIRGIL",0
1520 - HEN,President,"JOHNSON, GARY",4
1520 - HEN,President,None Of These Candidates,3
1520 - HEN,President,"Obama, Barack",289
1520 - HEN,President,"Romney, Mitt",351
1521 - HEN,President,"GOODE, VIRGIL",0
1521 - HEN,President,"JOHNSON, GARY",1
1521 - HEN,President,None Of These Candidates,2
1521 - HEN,President,"Obama, Barack",290
1521 - HEN,President,"Romney, Mitt",658
1525 - HEN,President,"GOODE, VIRGIL",2
1525 - HEN,President,"JOHNSON, GARY",5
1525 - HEN,President,None Of These Candidates,6
1525 - HEN,President,"Obama, Barack",525
1525 - HEN,President,"Romney, Mitt",864
1528 - HEN,President,"GOODE, VIRGIL",0
1528 - HEN,President,"JOHNSON, GARY",8
1528 - HEN,President,None Of These Candidates,5
1528 - HEN,President,"Obama, Barack",598
1528 - HEN,President,"Romney, Mitt",831
1533 - County,President,"GOODE, VIRGIL",
1533 - County,President,"JOHNSON, GARY",
1533 - County,President,None Of These Candidates,
1533 - County,President,"Obama, Barack",
1533 - County,President,"Romney, Mitt",
1550 - HEN,President,"GOODE, VIRGIL",0
1550 - HEN,President,"JOHNSON, GARY",5
1550 - HEN,President,None Of These Candidates,0
1550 - HEN,President,"Obama, Barack",301
1550 - HEN,President,"Romney, Mitt",413
1552 - HEN,President,"GOODE, VIRGIL",1
1552 - HEN,President,"JOHNSON, GARY",4
1552 - HEN,President,None Of These Candidates,2
1552 - HEN,President,"Obama, Barack",239
1552 - HEN,President,"Romney, Mitt",288
1553 - HEN,President,"GOODE, VIRGIL",0
1553 - HEN,President,"JOHNSON, GARY",0
1553 - HEN,President,None Of These Candidates,0
1553 - HEN,President,"Obama, Barack",0
1553 - HEN,President,"Romney, Mitt",0
1601 - County,President,"GOODE, VIRGIL",2
1601 - County,President,"JOHNSON, GARY",8
1601 - County,President,None Of These Candidates,6
1601 - County,President,"Obama, Barack",460
1601 - County,President,"Romney, Mitt",264
1602 - County,President,"GOODE, VIRGIL",3
1602 - County,President,"JOHNSON, GARY",7
1602 - County,President,None Of These Candidates,3
1602 - County,President,"Obama, Barack",404
1602 - County,President,"Romney, Mitt",178
1603 - County,President,"GOODE, VIRGIL",0
1603 - County,President,"JOHNSON, GARY",6
1603 - County,President,None Of These Candidates,2
1603 - County,President,"Obama, Barack",328
1603 - County,President,"Romney, Mitt",160
1604 - County,President,"GOODE, VIRGIL",2
1604 - County,President,"JOHNSON, GARY",6
1604 - County,President,None Of These Candidates,2
1604 - County,President,"Obama, Barack",384
1604 - County,President,"Romney, Mitt",337
1605 - County,President,"GOODE, VIRGIL",1
1605 - County,President,"JOHNSON, GARY",6
1605 - County,President,None Of These Candidates,7
1605 - County,President,"Obama, Barack",548
1605 - County,President,"Romney, Mitt",241
1606 - HEN,President,"GOODE, VIRGIL",1
1606 - HEN,President,"JOHNSON, GARY",2
1606 - HEN,President,None Of These Candidates,3
1606 - HEN,President,"Obama, Barack",146
1606 - HEN,President,"Romney, Mitt",245
1607 - County,President,"GOODE, VIRGIL",
1607 - County,President,"JOHNSON, GARY",
1607 - County,President,None Of These Candidates,
1607 - County,President,"Obama, Barack",
1607 - County,President,"Romney, Mitt",
1608 - HEN,President,"GOODE, VIRGIL",0
1608 - HEN,President,"JOHNSON, GARY",5
1608 - HEN,President,None Of These Candidates,3
1608 - HEN,President,"Obama, Barack",359
1608 - HEN,President,"Romney, Mitt",587
1611 - County,President,"GOODE, VIRGIL",0
1611 - County,President,"JOHNSON, GARY",10
1611 - County,President,None Of These Candidates,1
1611 - County,President,"Obama, Barack",646
1611 - County,President,"Romney, Mitt",289
1612 - County,President,"GOODE, VIRGIL",0
1612 - County,President,"JOHNSON, GARY",8
1612 - County,President,None Of These Candidates,3
1612 - County,President,"Obama, Barack",490
1612 - County,President,"Romney, Mitt",446
1613 - County,President,"GOODE, VIRGIL",2
1613 - County,President,"JOHNSON, GARY",4
1613 - County,President,None Of These Candidates,3
1613 - County,President,"Obama, Barack",408
1613 - County,President,"Romney, Mitt",220
1614 - County,President,"GOODE, VIRGIL",0
1614 - County,President,"JOHNSON, GARY",10
1614 - County,President,None Of These Candidates,4
1614 - County,President,"Obama, Barack",425
1614 - County,President,"Romney, Mitt",265
1615 - County,President,"GOODE, VIRGIL",2
1615 - County,President,"JOHNSON, GARY",9
1615 - County,President,None Of These Candidates,4
1615 - County,President,"Obama, Barack",455
1615 - County,President,"Romney, Mitt",274
1616 - County,President,"GOODE, VIRGIL",2
1616 - County,President,"JOHNSON, GARY",8
1616 - County,President,None Of These Candidates,5
1616 - County,President,"Obama, Barack",349
1616 - County,President,"Romney, Mitt",210
1617 - County,President,"GOODE, VIRGIL",1
1617 - County,President,"JOHNSON, GARY",10
1617 - County,President,None Of These Candidates,1
1617 - County,President,"Obama, Barack",507
1617 - County,President,"Romney, Mitt",270
1618 - County,President,"GOODE, VIRGIL",0
1618 - County,President,"JOHNSON, GARY",15
1618 - County,President,None Of These Candidates,4
1618 - County,President,"Obama, Barack",472
1618 - County,President,"Romney, Mitt",295
1619 - County,President,"GOODE, VIRGIL",1
1619 - County,President,"JOHNSON, GARY",12
1619 - County,President,None Of These Candidates,2
1619 - County,President,"Obama, Barack",656
1619 - County,President,"Romney, Mitt",508
1621 - County,President,"GOODE, VIRGIL",4
1621 - County,President,"JOHNSON, GARY",7
1621 - County,President,None Of These Candidates,4
1621 - County,President,"Obama, Barack",481
1621 - County,President,"Romney, Mitt",249
1623 - County,President,"GOODE, VIRGIL",1
1623 - County,President,"JOHNSON, GARY",6
1623 - County,President,None Of These Candidates,5
1623 - County,President,"Obama, Barack",183
1623 - County,President,"Romney, Mitt",127
1624 - County,President,"GOODE, VIRGIL",0
1624 - County,President,"JOHNSON, GARY",2
1624 - County,President,None Of These Candidates,3
1624 - County,President,"Obama, Barack",256
1624 - County,President,"Romney, Mitt",209
1625 - County,President,"GOODE, VIRGIL",2
1625 - County,President,"JOHNSON, GARY",11
1625 - County,President,None Of These Candidates,0
1625 - County,President,"Obama, Barack",385
1625 - County,President,"Romney, Mitt",282
1631 - County,President,"GOODE, VIRGIL",3
1631 - County,President,"JOHNSON, GARY",6
1631 - County,President,None Of These Candidates,7
1631 - County,President,"Obama, Barack",586
1631 - County,President,"Romney, Mitt",320
1632 - County,President,"GOODE, VIRGIL",3
1632 - County,President,"JOHNSON, GARY",8
1632 - County,President,None Of These Candidates,4
1632 - County,President,"Obama, Barack",368
1632 - County,President,"Romney, Mitt",185
1633 - County,President,"GOODE, VIRGIL",5
1633 - County,President,"JOHNSON, GARY",8
1633 - County,President,None Of These Candidates,6
1633 - County,President,"Obama, Barack",767
1633 - County,President,"Romney, Mitt",246
1634 - County,President,"GOODE, VIRGIL",0
1634 - County,President,"JOHNSON, GARY",6
1634 - County,President,None Of These Candidates,3
1634 - County,President,"Obama, Barack",505
1634 - County,President,"Romney, Mitt",154
1635 - County,President,"GOODE, VIRGIL",1
1635 - County,President,"JOHNSON, GARY",8
1635 - County,President,None Of These Candidates,0
1635 - County,President,"Obama, Barack",380
1635 - County,President,"Romney, Mitt",117
1641 - County,President,"GOODE, VIRGIL",2
1641 - County,President,"JOHNSON, GARY",3
1641 - County,President,None Of These Candidates,2
1641 - County,President,"Obama, Barack",400
1641 - County,President,"Romney, Mitt",259
1642 - County,President,"GOODE, VIRGIL",1
1642 - County,President,"JOHNSON, GARY",8
1642 - County,President,None Of These Candidates,1
1642 - County,President,"Obama, Barack",336
1642 - County,President,"Romney, Mitt",93
1643 - County,President,"GOODE, VIRGIL",0
1643 - County,President,"JOHNSON, GARY",4
1643 - County,President,None Of These Candidates,2
1643 - County,President,"Obama, Barack",106
1643 - County,President,"Romney, Mitt",141
1644 - County,President,"GOODE, VIRGIL",
1644 - County,President,"JOHNSON, GARY",
1644 - County,President,None Of These Candidates,
1644 - County,President,"Obama, Barack",
1644 - County,President,"Romney, Mitt",
1645 - County,President,"GOODE, VIRGIL",1
1645 - County,President,"JOHNSON, GARY",1
1645 - County,President,None Of These Candidates,0
1645 - County,President,"Obama, Barack",67
1645 - County,President,"Romney, Mitt",48
1651 - County,President,"GOODE, VIRGIL",0
1651 - County,President,"JOHNSON, GARY",9
1651 - County,President,None Of These Candidates,1
1651 - County,President,"Obama, Barack",130
1651 - County,President,"Romney, Mitt",299
1652 - County,President,"GOODE, VIRGIL",1
1652 - County,President,"JOHNSON, GARY",17
1652 - County,President,None Of These Candidates,4
1652 - County,President,"Obama, Barack",761
1652 - County,President,"Romney, Mitt",337
1653 - County,President,"GOODE, VIRGIL",0
1653 - County,President,"JOHNSON, GARY",13
1653 - County,President,None Of These Candidates,7
1653 - County,President,"Obama, Barack",731
1653 - County,President,"Romney, Mitt",260
1655 - County,President,"GOODE, VIRGIL",4
1655 - County,President,"JOHNSON, GARY",7
1655 - County,President,None Of These Candidates,1
1655 - County,President,"Obama, Barack",636
1655 - County,President,"Romney, Mitt",259
1661 - County,President,"GOODE, VIRGIL",2
1661 - County,President,"JOHNSON, GARY",6
1661 - County,President,None Of These Candidates,2
1661 - County,President,"Obama, Barack",616
1661 - County,President,"Romney, Mitt",288
1662 - County,President,"GOODE, VIRGIL",3
1662 - County,President,"JOHNSON, GARY",17
1662 - County,President,None Of These Candidates,6
1662 - County,President,"Obama, Barack",504
1662 - County,President,"Romney, Mitt",259
1664 - County,President,"GOODE, VIRGIL",2
1664 - County,President,"JOHNSON, GARY",5
1664 - County,President,None Of These Candidates,1
1664 - County,President,"Obama, Barack",277
1664 - County,President,"Romney, Mitt",336
1665 - County,President,"GOODE, VIRGIL",
1665 - County,President,"JOHNSON, GARY",
1665 - County,President,None Of These Candidates,
1665 - County,President,"Obama, Barack",
1665 - County,President,"Romney, Mitt",
1668 - County,President,"GOODE, VIRGIL",0
1668 - County,President,"JOHNSON, GARY",11
1668 - County,President,None Of These Candidates,2
1668 - County,President,"Obama, Barack",436
1668 - County,President,"Romney, Mitt",597
1669 - County,President,"GOODE, VIRGIL",0
1669 - County,President,"JOHNSON, GARY",4
1669 - County,President,None Of These Candidates,0
1669 - County,President,"Obama, Barack",198
1669 - County,President,"Romney, Mitt",237
1670 - County,President,"GOODE, VIRGIL",3
1670 - County,President,"JOHNSON, GARY",13
1670 - County,President,None Of These Candidates,3
1670 - County,President,"Obama, Barack",500
1670 - County,President,"Romney, Mitt",348
1671 - County,President,"GOODE, VIRGIL",0
1671 - County,President,"JOHNSON, GARY",0
1671 - County,President,None Of These Candidates,0
1671 - County,President,"Obama, Barack",3
1671 - County,President,"Romney, Mitt",23
1672 - HEN,President,"GOODE, VIRGIL",2
1672 - HEN,President,"JOHNSON, GARY",10
1672 - HEN,President,None Of These Candidates,6
1672 - HEN,President,"Obama, Barack",392
1672 - HEN,President,"Romney, Mitt",290
1673 - HEN,President,"GOODE, VIRGIL",0
1673 - HEN,President,"JOHNSON, GARY",0
1673 - HEN,President,None Of These Candidates,0
1673 - HEN,President,"Obama, Barack",0
1673 - HEN,President,"Romney, Mitt",0
1674 - HEN,President,"GOODE, VIRGIL",2
1674 - HEN,President,"JOHNSON, GARY",2
1674 - HEN,President,None Of These Candidates,2
1674 - HEN,President,"Obama, Barack",329
1674 - HEN,President,"Romney, Mitt",455
1675 - HEN,President,"GOODE, VIRGIL",2
1675 - HEN,President,"JOHNSON, GARY",11
1675 - HEN,President,None Of These Candidates,1
1675 - HEN,President,"Obama, Barack",385
1675 - HEN,President,"Romney, Mitt",549
1676 - County,President,"GOODE, VIRGIL",0
1676 - County,President,"JOHNSON, GARY",6
1676 - County,President,None Of These Candidates,3
1676 - County,President,"Obama, Barack",231
1676 - County,President,"Romney, Mitt",252
1677 - County,President,"GOODE, VIRGIL",7
1677 - County,President,"JOHNSON, GARY",13
1677 - County,President,None Of These Candidates,3
1677 - County,President,"Obama, Barack",478
1677 - County,President,"Romney, Mitt",359
1678 - County,President,"GOODE, VIRGIL",2
1678 - County,President,"JOHNSON, GARY",13
1678 - County,President,None Of These Candidates,13
1678 - County,President,"Obama, Barack",355
1678 - County,President,"Romney, Mitt",462
1679 - County,President,"GOODE, VIRGIL",0
1679 - County,President,"JOHNSON, GARY",9
1679 - County,President,None Of These Candidates,6
1679 - County,President,"Obama, Barack",443
1679 - County,President,"Romney, Mitt",484
1680 - County,President,"GOODE, VIRGIL",2
1680 - County,President,"JOHNSON, GARY",12
1680 - County,President,None Of These Candidates,5
1680 - County,President,"Obama, Barack",643
1680 - County,President,"Romney, Mitt",567
