precinct,office,candidate,votes
PRECINCT 3,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",15
PRECINCT 3,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",22
PRECINCT 3,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",24
PRECINCT 3,U.S. Senate (Democratic),"Berkley, Shelley",54
PRECINCT 3,U.S. Senate (Democratic),"Brown, Steve",3
PRECINCT 3,U.S. Senate (Democratic),"Ellsworth, Barry",0
PRECINCT 3,U.S. Senate (Democratic),"Macias, Louis",1
PRECINCT 3,U.S. Senate (Democratic),None Of These Candidates,8
PRECINCT 3,U.S. Senate (Democratic),"Price, Nancy",5
PRECINCT 3,U.S. Senate (Republican),"Brooks, Sherry",4
PRECINCT 3,U.S. Senate (Republican),"Charles, Richard",0
PRECINCT 3,U.S. Senate (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2
PRECINCT 3,U.S. Senate (Republican),"Heller, Dean",71
PRECINCT 3,U.S. Senate (Republican),None Of These Candidates,4
PRECINCT 3,U.S. Senate (Republican),"Poliak, Carlo ""Nakusa""",3
PRECINCT 4,Justice of the Peace -  PERSHING - NP (Nonpartisan),"BERGE, KRISTY",14
PRECINCT 4,Justice of the Peace -  PERSHING - NP (Nonpartisan),"EVANS, JAMES",38
PRECINCT 4,Justice of the Peace -  PERSHING - NP (Nonpartisan),"STEPHENS, KAREN",57
PRECINCT 4,School Dist. Board of Trustees Seat B (Nonpartisan),"GORSLINE, WILLIAM ""BILL""",93
PRECINCT 4,School Dist. Board of Trustees Seat D (Nonpartisan),"BRINKERHOFF, WALTER A.",98
PRECINCT 4,School Dist. Board of Trustees Seat E (Nonpartisan),"CRIM, JOE",92
PRECINCT 4,"State Board of Education, District 2 (Nonpartisan)","Bacon, Ray",12
PRECINCT 4,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",6
PRECINCT 4,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",35
PRECINCT 4,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",27
PRECINCT 4,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",16
PRECINCT 4,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",14
PRECINCT 4,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",11
PRECINCT 4,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",11
PRECINCT 4,U.S. Senate (Democratic),"Berkley, Shelley",26
PRECINCT 4,U.S. Senate (Democratic),"Brown, Steve",5
PRECINCT 4,U.S. Senate (Democratic),"Ellsworth, Barry",3
PRECINCT 4,U.S. Senate (Democratic),"Macias, Louis",0
PRECINCT 4,U.S. Senate (Democratic),None Of These Candidates,7
PRECINCT 4,U.S. Senate (Democratic),"Price, Nancy",0
PRECINCT 4,U.S. Senate (Republican),"Brooks, Sherry",5
PRECINCT 4,U.S. Senate (Republican),"Charles, Richard",1
PRECINCT 4,U.S. Senate (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2
PRECINCT 4,U.S. Senate (Republican),"Heller, Dean",33
PRECINCT 4,U.S. Senate (Republican),None Of These Candidates,5
PRECINCT 4,U.S. Senate (Republican),"Poliak, Carlo ""Nakusa""",1
PRECINCT 5,Justice of the Peace -  PERSHING - NP (Nonpartisan),"BERGE, KRISTY",10
PRECINCT 5,Justice of the Peace -  PERSHING - NP (Nonpartisan),"EVANS, JAMES",25
PRECINCT 5,Justice of the Peace -  PERSHING - NP (Nonpartisan),"STEPHENS, KAREN",24
PRECINCT 5,School Dist. Board of Trustees Seat B (Nonpartisan),"GORSLINE, WILLIAM ""BILL""",48
PRECINCT 5,School Dist. Board of Trustees Seat D (Nonpartisan),"BRINKERHOFF, WALTER A.",47
PRECINCT 5,School Dist. Board of Trustees Seat E (Nonpartisan),"CRIM, JOE",47
PRECINCT 5,"State Board of Education, District 2 (Nonpartisan)","Bacon, Ray",10
PRECINCT 5,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",7
PRECINCT 5,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",19
PRECINCT 5,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",9
PRECINCT 5,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",7
PRECINCT 5,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",4
PRECINCT 5,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",6
PRECINCT 5,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",3
PRECINCT 5,U.S. Senate (Democratic),"Berkley, Shelley",8
PRECINCT 5,U.S. Senate (Democratic),"Brown, Steve",2
PRECINCT 5,U.S. Senate (Democratic),"Ellsworth, Barry",1
PRECINCT 5,U.S. Senate (Democratic),"Macias, Louis",0
PRECINCT 5,U.S. Senate (Democratic),None Of These Candidates,2
PRECINCT 5,U.S. Senate (Democratic),"Price, Nancy",1
PRECINCT 5,U.S. Senate (Republican),"Brooks, Sherry",2
PRECINCT 5,U.S. Senate (Republican),"Charles, Richard",1
PRECINCT 5,U.S. Senate (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0
PRECINCT 5,U.S. Senate (Republican),"Heller, Dean",26
PRECINCT 5,U.S. Senate (Republican),None Of These Candidates,0
PRECINCT 5,U.S. Senate (Republican),"Poliak, Carlo ""Nakusa""",0
PRECINCT 6,Justice of the Peace -  PERSHING - NP (Nonpartisan),"BERGE, KRISTY",10
PRECINCT 6,Justice of the Peace -  PERSHING - NP (Nonpartisan),"EVANS, JAMES",33
PRECINCT 6,Justice of the Peace -  PERSHING - NP (Nonpartisan),"STEPHENS, KAREN",39
PRECINCT 6,School Dist. Board of Trustees Seat B (Nonpartisan),"GORSLINE, WILLIAM ""BILL""",75
PRECINCT 6,School Dist. Board of Trustees Seat D (Nonpartisan),"BRINKERHOFF, WALTER A.",76
PRECINCT 6,School Dist. Board of Trustees Seat E (Nonpartisan),"CRIM, JOE",76
PRECINCT 6,"State Board of Education, District 2 (Nonpartisan)","Bacon, Ray",13
PRECINCT 6,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",9
PRECINCT 6,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",24
PRECINCT 6,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",21
PRECINCT 6,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",8
PRECINCT 6,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",7
PRECINCT 6,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",2
PRECINCT 6,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",3
PRECINCT 6,U.S. Senate (Democratic),"Berkley, Shelley",7
PRECINCT 6,U.S. Senate (Democratic),"Brown, Steve",1
PRECINCT 6,U.S. Senate (Democratic),"Ellsworth, Barry",0
PRECINCT 6,U.S. Senate (Democratic),"Macias, Louis",0
PRECINCT 6,U.S. Senate (Democratic),None Of These Candidates,2
PRECINCT 6,U.S. Senate (Democratic),"Price, Nancy",2
PRECINCT 6,U.S. Senate (Republican),"Brooks, Sherry",4
PRECINCT 6,U.S. Senate (Republican),"Charles, Richard",1
PRECINCT 6,U.S. Senate (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2
PRECINCT 6,U.S. Senate (Republican),"Heller, Dean",49
PRECINCT 6,U.S. Senate (Republican),None Of These Candidates,2
PRECINCT 6,U.S. Senate (Republican),"Poliak, Carlo ""Nakusa""",0
PRECINCT 7,Justice of the Peace -  PERSHING - NP (Nonpartisan),"BERGE, KRISTY",14
PRECINCT 7,Justice of the Peace -  PERSHING - NP (Nonpartisan),"EVANS, JAMES",56
PRECINCT 7,Justice of the Peace -  PERSHING - NP (Nonpartisan),"STEPHENS, KAREN",53
PRECINCT 7,School Dist. Board of Trustees Seat B (Nonpartisan),"GORSLINE, WILLIAM ""BILL""",108
PRECINCT 7,School Dist. Board of Trustees Seat D (Nonpartisan),"BRINKERHOFF, WALTER A.",101
PRECINCT 7,School Dist. Board of Trustees Seat E (Nonpartisan),"CRIM, JOE",105
PRECINCT 7,"State Board of Education, District 2 (Nonpartisan)","Bacon, Ray",9
PRECINCT 7,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",16
PRECINCT 7,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",39
PRECINCT 7,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",32
PRECINCT 7,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",12
PRECINCT 7,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",8
PRECINCT 7,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",12
PRECINCT 7,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",7
PRECINCT 7,U.S. Senate (Democratic),"Berkley, Shelley",22
PRECINCT 7,U.S. Senate (Democratic),"Brown, Steve",6
PRECINCT 7,U.S. Senate (Democratic),"Ellsworth, Barry",0
PRECINCT 7,U.S. Senate (Democratic),"Macias, Louis",0
PRECINCT 7,U.S. Senate (Democratic),None Of These Candidates,1
PRECINCT 7,U.S. Senate (Democratic),"Price, Nancy",1
PRECINCT 7,U.S. Senate (Republican),"Brooks, Sherry",7
PRECINCT 7,U.S. Senate (Republican),"Charles, Richard",1
PRECINCT 7,U.S. Senate (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0
PRECINCT 7,U.S. Senate (Republican),"Heller, Dean",65
PRECINCT 7,U.S. Senate (Republican),None Of These Candidates,4
PRECINCT 7,U.S. Senate (Republican),"Poliak, Carlo ""Nakusa""",0
PRECINCT 99,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",0
PRECINCT 99,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",0
PRECINCT 99,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",0
PRECINCT 99,U.S. Senate (Democratic),"Berkley, Shelley",0
PRECINCT 99,U.S. Senate (Democratic),"Brown, Steve",0
PRECINCT 99,U.S. Senate (Democratic),"Ellsworth, Barry",0
PRECINCT 99,U.S. Senate (Democratic),"Macias, Louis",0
PRECINCT 99,U.S. Senate (Democratic),None Of These Candidates,0
PRECINCT 99,U.S. Senate (Democratic),"Price, Nancy",0
PRECINCT 99,U.S. Senate (Republican),"Brooks, Sherry",0
PRECINCT 99,U.S. Senate (Republican),"Charles, Richard",0
PRECINCT 99,U.S. Senate (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0
PRECINCT 99,U.S. Senate (Republican),"Heller, Dean",0
PRECINCT 99,U.S. Senate (Republican),None Of These Candidates,0
PRECINCT 99,U.S. Senate (Republican),"Poliak, Carlo ""Nakusa""",0
