precinct,office,candidate,votes
PRECINCT 12,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",
PRECINCT 12,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",
PRECINCT 12,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",
PRECINCT 12,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",
PRECINCT 12,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",0
PRECINCT 12,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",0
PRECINCT 12,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",0
PRECINCT 12,U.S. Senate (Democratic),"Berkley, Shelley",0
PRECINCT 12,U.S. Senate (Democratic),"Brown, Steve",0
PRECINCT 12,U.S. Senate (Democratic),"Ellsworth, Barry",0
PRECINCT 12,U.S. Senate (Democratic),"Macias, Louis",0
PRECINCT 12,U.S. Senate (Democratic),None Of These Candidates,0
PRECINCT 12,U.S. Senate (Democratic),"Price, Nancy",0
PRECINCT 12,U.S. Senate (Republican),"Brooks, Sherry",
PRECINCT 12,U.S. Senate (Republican),"Charles, Richard",
PRECINCT 12,U.S. Senate (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",
PRECINCT 12,U.S. Senate (Republican),"Heller, Dean",
PRECINCT 12,U.S. Senate (Republican),None Of These Candidates,
PRECINCT 12,U.S. Senate (Republican),"Poliak, Carlo ""Nakusa""",
PRECINCT 12,"University Board of Regents, District 9 (Nonpartisan)","KNECHT, RON",
PRECINCT 12,"University Board of Regents, District 9 (Nonpartisan)","Mackedon, Michon",
PRECINCT 12,"University Board of Regents, District 9 (Nonpartisan)","Riendeau, Richard ""Old Rick""",
PRECINCT 13,Justice of the Peace - STOREY - NP (Nonpartisan),"DUFRESNE, MARIE",0
PRECINCT 13,Justice of the Peace - STOREY - NP (Nonpartisan),"HERRINGTON, EILEEN F.",0
PRECINCT 13,Justice of the Peace - STOREY - NP (Nonpartisan),"MCGUFFEY, JACKIE JACK R. ""JACK""",0
PRECINCT 13,Justice of the Peace - STOREY - NP (Nonpartisan),"REDICAN, THOMAS ""TOM""",0
PRECINCT 13,School Board Trustee Seat 1A (Nonpartisan),"JAMES, CATHYLEE",0
PRECINCT 13,School Board Trustee Seat 1B (Nonpartisan),"CONLEY, COLLEEN",0
PRECINCT 13,School Board Trustee Seat 1C (Nonpartisan),"MILLER, CHRISTINE",0
PRECINCT 13,"State Assembly, District 39 (Republican)","KITE, KELLY",0
PRECINCT 13,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",0
PRECINCT 13,"State Assembly, District 39 (Republican)","WHEELER, JIM",0
PRECINCT 13,"State Board of Education, District 2 (Nonpartisan)","Bacon, Ray",0
PRECINCT 13,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",0
PRECINCT 13,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",0
PRECINCT 13,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",0
PRECINCT 13,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",0
PRECINCT 13,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",0
PRECINCT 13,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",0
PRECINCT 13,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",0
PRECINCT 13,U.S. Senate (Democratic),"Berkley, Shelley",0
PRECINCT 13,U.S. Senate (Democratic),"Brown, Steve",0
PRECINCT 13,U.S. Senate (Democratic),"Ellsworth, Barry",0
PRECINCT 13,U.S. Senate (Democratic),"Macias, Louis",0
PRECINCT 13,U.S. Senate (Democratic),None Of These Candidates,0
PRECINCT 13,U.S. Senate (Democratic),"Price, Nancy",0
PRECINCT 13,U.S. Senate (Republican),"Brooks, Sherry",0
PRECINCT 13,U.S. Senate (Republican),"Charles, Richard",0
PRECINCT 13,U.S. Senate (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0
PRECINCT 13,U.S. Senate (Republican),"Heller, Dean",0
PRECINCT 13,U.S. Senate (Republican),None Of These Candidates,0
PRECINCT 13,U.S. Senate (Republican),"Poliak, Carlo ""Nakusa""",0
PRECINCT 13,"University Board of Regents, District 9 (Nonpartisan)","KNECHT, RON",0
PRECINCT 13,"University Board of Regents, District 9 (Nonpartisan)","Mackedon, Michon",0
PRECINCT 13,"University Board of Regents, District 9 (Nonpartisan)","Riendeau, Richard ""Old Rick""",0
PRECINCT 14,Justice of the Peace - STOREY - NP (Nonpartisan),"DUFRESNE, MARIE",0
PRECINCT 14,Justice of the Peace - STOREY - NP (Nonpartisan),"HERRINGTON, EILEEN F.",0
PRECINCT 14,Justice of the Peace - STOREY - NP (Nonpartisan),"MCGUFFEY, JACKIE JACK R. ""JACK""",0
PRECINCT 14,Justice of the Peace - STOREY - NP (Nonpartisan),"REDICAN, THOMAS ""TOM""",0
PRECINCT 14,School Board Trustee Seat 1A (Nonpartisan),"JAMES, CATHYLEE",0
PRECINCT 14,School Board Trustee Seat 1B (Nonpartisan),"CONLEY, COLLEEN",0
PRECINCT 14,School Board Trustee Seat 1C (Nonpartisan),"MILLER, CHRISTINE",0
PRECINCT 14,"State Assembly, District 39 (Republican)","KITE, KELLY",0
PRECINCT 14,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",0
PRECINCT 14,"State Assembly, District 39 (Republican)","WHEELER, JIM",0
PRECINCT 14,"State Board of Education, District 2 (Nonpartisan)","Bacon, Ray",0
PRECINCT 14,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",0
PRECINCT 14,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",0
PRECINCT 14,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",0
PRECINCT 14,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",0
PRECINCT 14,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",0
PRECINCT 14,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",0
PRECINCT 14,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",0
PRECINCT 14,U.S. Senate (Democratic),"Berkley, Shelley",0
PRECINCT 14,U.S. Senate (Democratic),"Brown, Steve",0
PRECINCT 14,U.S. Senate (Democratic),"Ellsworth, Barry",0
PRECINCT 14,U.S. Senate (Democratic),"Macias, Louis",0
PRECINCT 14,U.S. Senate (Democratic),None Of These Candidates,0
PRECINCT 14,U.S. Senate (Democratic),"Price, Nancy",0
PRECINCT 14,U.S. Senate (Republican),"Brooks, Sherry",0
PRECINCT 14,U.S. Senate (Republican),"Charles, Richard",0
PRECINCT 14,U.S. Senate (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0
PRECINCT 14,U.S. Senate (Republican),"Heller, Dean",0
PRECINCT 14,U.S. Senate (Republican),None Of These Candidates,0
PRECINCT 14,U.S. Senate (Republican),"Poliak, Carlo ""Nakusa""",0
PRECINCT 14,"University Board of Regents, District 9 (Nonpartisan)","KNECHT, RON",0
PRECINCT 14,"University Board of Regents, District 9 (Nonpartisan)","Mackedon, Michon",0
PRECINCT 14,"University Board of Regents, District 9 (Nonpartisan)","Riendeau, Richard ""Old Rick""",0
PRECINCT 15,Justice of the Peace - STOREY - NP (Nonpartisan),"DUFRESNE, MARIE",3
PRECINCT 15,Justice of the Peace - STOREY - NP (Nonpartisan),"HERRINGTON, EILEEN F.",3
PRECINCT 15,Justice of the Peace - STOREY - NP (Nonpartisan),"MCGUFFEY, JACKIE JACK R. ""JACK""",8
PRECINCT 15,Justice of the Peace - STOREY - NP (Nonpartisan),"REDICAN, THOMAS ""TOM""",4
PRECINCT 15,School Board Trustee Seat 1A (Nonpartisan),"JAMES, CATHYLEE",17
PRECINCT 15,School Board Trustee Seat 1B (Nonpartisan),"CONLEY, COLLEEN",17
PRECINCT 15,School Board Trustee Seat 1C (Nonpartisan),"MILLER, CHRISTINE",17
PRECINCT 15,"State Assembly, District 39 (Republican)","KITE, KELLY",1
PRECINCT 15,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",6
PRECINCT 15,"State Assembly, District 39 (Republican)","WHEELER, JIM",4
PRECINCT 15,"State Board of Education, District 2 (Nonpartisan)","Bacon, Ray",1
PRECINCT 15,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",4
PRECINCT 15,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",10
PRECINCT 15,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",1
PRECINCT 15,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",0
PRECINCT 15,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",
PRECINCT 15,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",
PRECINCT 15,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",
PRECINCT 15,U.S. Senate (Democratic),"Berkley, Shelley",
PRECINCT 15,U.S. Senate (Democratic),"Brown, Steve",
PRECINCT 15,U.S. Senate (Democratic),"Ellsworth, Barry",
PRECINCT 15,U.S. Senate (Democratic),"Macias, Louis",
PRECINCT 15,U.S. Senate (Democratic),None Of These Candidates,
PRECINCT 15,U.S. Senate (Democratic),"Price, Nancy",
PRECINCT 15,U.S. Senate (Republican),"Brooks, Sherry",1
PRECINCT 15,U.S. Senate (Republican),"Charles, Richard",0
PRECINCT 15,U.S. Senate (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0
PRECINCT 15,U.S. Senate (Republican),"Heller, Dean",9
PRECINCT 15,U.S. Senate (Republican),None Of These Candidates,1
PRECINCT 15,U.S. Senate (Republican),"Poliak, Carlo ""Nakusa""",0
PRECINCT 15,"University Board of Regents, District 9 (Nonpartisan)","KNECHT, RON",3
PRECINCT 15,"University Board of Regents, District 9 (Nonpartisan)","Mackedon, Michon",8
PRECINCT 15,"University Board of Regents, District 9 (Nonpartisan)","Riendeau, Richard ""Old Rick""",5
PRECINCT 2,Justice of the Peace - STOREY - NP (Nonpartisan),"DUFRESNE, MARIE",25
PRECINCT 2,Justice of the Peace - STOREY - NP (Nonpartisan),"HERRINGTON, EILEEN F.",62
PRECINCT 2,Justice of the Peace - STOREY - NP (Nonpartisan),"MCGUFFEY, JACKIE JACK R. ""JACK""",56
PRECINCT 2,Justice of the Peace - STOREY - NP (Nonpartisan),"REDICAN, THOMAS ""TOM""",18
PRECINCT 2,School Board Trustee Seat 1A (Nonpartisan),"JAMES, CATHYLEE",127
PRECINCT 2,School Board Trustee Seat 1B (Nonpartisan),"CONLEY, COLLEEN",125
PRECINCT 2,School Board Trustee Seat 1C (Nonpartisan),"MILLER, CHRISTINE",132
PRECINCT 2,"State Assembly, District 39 (Republican)","KITE, KELLY",38
PRECINCT 2,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",20
PRECINCT 2,"State Assembly, District 39 (Republican)","WHEELER, JIM",15
PRECINCT 2,"State Board of Education, District 2 (Nonpartisan)","Bacon, Ray",20
PRECINCT 2,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",12
PRECINCT 2,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",44
PRECINCT 2,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",29
PRECINCT 2,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",21
PRECINCT 2,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",11
PRECINCT 2,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",10
PRECINCT 2,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",20
PRECINCT 2,U.S. Senate (Democratic),"Berkley, Shelley",34
PRECINCT 2,U.S. Senate (Democratic),"Brown, Steve",3
PRECINCT 2,U.S. Senate (Democratic),"Ellsworth, Barry",1
PRECINCT 2,U.S. Senate (Democratic),"Macias, Louis",0
PRECINCT 2,U.S. Senate (Democratic),None Of These Candidates,8
PRECINCT 2,U.S. Senate (Democratic),"Price, Nancy",4
PRECINCT 2,U.S. Senate (Republican),"Brooks, Sherry",3
PRECINCT 2,U.S. Senate (Republican),"Charles, Richard",1
PRECINCT 2,U.S. Senate (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1
PRECINCT 2,U.S. Senate (Republican),"Heller, Dean",65
PRECINCT 2,U.S. Senate (Republican),None Of These Candidates,11
PRECINCT 2,U.S. Senate (Republican),"Poliak, Carlo ""Nakusa""",0
PRECINCT 2,"University Board of Regents, District 9 (Nonpartisan)","KNECHT, RON",67
PRECINCT 2,"University Board of Regents, District 9 (Nonpartisan)","Mackedon, Michon",45
PRECINCT 2,"University Board of Regents, District 9 (Nonpartisan)","Riendeau, Richard ""Old Rick""",24
PRECINCT 3,Justice of the Peace - STOREY - NP (Nonpartisan),"DUFRESNE, MARIE",
PRECINCT 3,Justice of the Peace - STOREY - NP (Nonpartisan),"HERRINGTON, EILEEN F.",
PRECINCT 3,Justice of the Peace - STOREY - NP (Nonpartisan),"MCGUFFEY, JACKIE JACK R. ""JACK""",
PRECINCT 3,Justice of the Peace - STOREY - NP (Nonpartisan),"REDICAN, THOMAS ""TOM""",
PRECINCT 3,School Board Trustee Seat 1A (Nonpartisan),"JAMES, CATHYLEE",
PRECINCT 3,School Board Trustee Seat 1B (Nonpartisan),"CONLEY, COLLEEN",
PRECINCT 3,School Board Trustee Seat 1C (Nonpartisan),"MILLER, CHRISTINE",
PRECINCT 3,"State Assembly, District 39 (Republican)","KITE, KELLY",
PRECINCT 3,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",
PRECINCT 3,"State Assembly, District 39 (Republican)","WHEELER, JIM",
PRECINCT 3,"State Board of Education, District 2 (Nonpartisan)","Bacon, Ray",
PRECINCT 3,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",
PRECINCT 3,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",
PRECINCT 3,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",
PRECINCT 3,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",
PRECINCT 3,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",0
PRECINCT 3,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",0
PRECINCT 3,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",0
PRECINCT 3,U.S. Senate (Democratic),"Berkley, Shelley",0
PRECINCT 3,U.S. Senate (Democratic),"Brown, Steve",0
PRECINCT 3,U.S. Senate (Democratic),"Ellsworth, Barry",0
PRECINCT 3,U.S. Senate (Democratic),"Macias, Louis",0
PRECINCT 3,U.S. Senate (Democratic),None Of These Candidates,0
PRECINCT 3,U.S. Senate (Democratic),"Price, Nancy",0
PRECINCT 3,U.S. Senate (Republican),"Brooks, Sherry",
PRECINCT 3,U.S. Senate (Republican),"Charles, Richard",
PRECINCT 3,U.S. Senate (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",
PRECINCT 3,U.S. Senate (Republican),"Heller, Dean",
PRECINCT 3,U.S. Senate (Republican),None Of These Candidates,
PRECINCT 3,U.S. Senate (Republican),"Poliak, Carlo ""Nakusa""",
PRECINCT 3,"University Board of Regents, District 9 (Nonpartisan)","KNECHT, RON",
PRECINCT 3,"University Board of Regents, District 9 (Nonpartisan)","Mackedon, Michon",
PRECINCT 3,"University Board of Regents, District 9 (Nonpartisan)","Riendeau, Richard ""Old Rick""",
PRECINCT 4,Justice of the Peace - STOREY - NP (Nonpartisan),"DUFRESNE, MARIE",16
PRECINCT 4,Justice of the Peace - STOREY - NP (Nonpartisan),"HERRINGTON, EILEEN F.",33
PRECINCT 4,Justice of the Peace - STOREY - NP (Nonpartisan),"MCGUFFEY, JACKIE JACK R. ""JACK""",28
PRECINCT 4,Justice of the Peace - STOREY - NP (Nonpartisan),"REDICAN, THOMAS ""TOM""",50
PRECINCT 4,School Board Trustee Seat 1A (Nonpartisan),"JAMES, CATHYLEE",110
PRECINCT 4,School Board Trustee Seat 1B (Nonpartisan),"CONLEY, COLLEEN",107
PRECINCT 4,School Board Trustee Seat 1C (Nonpartisan),"MILLER, CHRISTINE",107
PRECINCT 4,"State Assembly, District 39 (Republican)","KITE, KELLY",16
PRECINCT 4,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",21
PRECINCT 4,"State Assembly, District 39 (Republican)","WHEELER, JIM",28
PRECINCT 4,"State Board of Education, District 2 (Nonpartisan)","Bacon, Ray",28
PRECINCT 4,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",8
PRECINCT 4,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",18
PRECINCT 4,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",60
PRECINCT 4,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",7
PRECINCT 4,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",11
PRECINCT 4,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",18
PRECINCT 4,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",5
PRECINCT 4,U.S. Senate (Democratic),"Berkley, Shelley",20
PRECINCT 4,U.S. Senate (Democratic),"Brown, Steve",3
PRECINCT 4,U.S. Senate (Democratic),"Ellsworth, Barry",1
PRECINCT 4,U.S. Senate (Democratic),"Macias, Louis",0
PRECINCT 4,U.S. Senate (Democratic),None Of These Candidates,6
PRECINCT 4,U.S. Senate (Democratic),"Price, Nancy",7
PRECINCT 4,U.S. Senate (Republican),"Brooks, Sherry",1
PRECINCT 4,U.S. Senate (Republican),"Charles, Richard",0
PRECINCT 4,U.S. Senate (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2
PRECINCT 4,U.S. Senate (Republican),"Heller, Dean",60
PRECINCT 4,U.S. Senate (Republican),None Of These Candidates,2
PRECINCT 4,U.S. Senate (Republican),"Poliak, Carlo ""Nakusa""",0
PRECINCT 4,"University Board of Regents, District 9 (Nonpartisan)","KNECHT, RON",74
PRECINCT 4,"University Board of Regents, District 9 (Nonpartisan)","Mackedon, Michon",19
PRECINCT 4,"University Board of Regents, District 9 (Nonpartisan)","Riendeau, Richard ""Old Rick""",26
PRECINCT 5,Justice of the Peace - STOREY - NP (Nonpartisan),"DUFRESNE, MARIE",20
