county,precinct,office,candidate,votes,district
Washoe,300,President,Barack Obama,0,
Washoe,300,President,Mitt Romney,0,
Washoe,300,State House,Ken Lightfoot,0,30
Washoe,300,State House,Michael Sprinkle,0,30
Washoe,300,State Senate,Kathy Martin,0,13
Washoe,300,State Senate,Debbie Smith,0,13
Washoe,300,U.S. House,Mark Amodei,0,2
Washoe,300,U.S. House,Russell Best,0,2
Washoe,300,U.S. House,Michael Haines,0,2
Washoe,300,U.S. House,Samuel Koepnick,0,2
Washoe,300,U.S. Senate,Shelley Berkley,0,
Washoe,300,U.S. Senate,Dean Heller,0,
Washoe,300,U.S. Senate,None Of These Candidates,0,
Washoe,300,U.S. Senate,David Vanderbeek,0,
Washoe,300,President,None Of These Candidates,1,
Washoe,300,President,Virgil Goode,3,
Washoe,300,U.S. House,Russell Best,8,2
Washoe,300,President,Gary Johnson,10,
Washoe,300,U.S. House,Michael Haines,24,2
Washoe,300,U.S. Senate,None Of These Candidates,28,
Washoe,300,U.S. Senate,David Vanderbeek,34,
Washoe,300,State Senate,Kathy Martin,126,13
Washoe,300,President,Mitt Romney,128,
Washoe,300,U.S. Senate,Dean Heller,135,
Washoe,300,State House,Heidi Waterman,141,24
Washoe,300,U.S. House,Mark Amodei,150,2
Washoe,300,U.S. House,Samuel Koepnick,257,2
Washoe,300,U.S. Senate,Shelley Berkley,262,
Washoe,300,State House,David Bobzien,288,24
Washoe,300,State Senate,Debbie Smith,309,13
Washoe,300,President,Barack Obama,324,
Washoe,300,President,Virgil Goode,0,
Washoe,300,President,Gary Johnson,0,
Washoe,300,President,None Of These Candidates,1,
Washoe,300,U.S. House,Russell Best,1,2
Washoe,300,U.S. Senate,None Of These Candidates,2,
Washoe,300,U.S. House,Michael Haines,4,2
Washoe,300,U.S. Senate,David Vanderbeek,5,
Washoe,300,State House,Ken Lightfoot,7,30
Washoe,300,President,Mitt Romney,9,
Washoe,300,State Senate,Kathy Martin,9,13
Washoe,300,U.S. Senate,Dean Heller,11,
Washoe,300,U.S. House,Mark Amodei,12,2
Washoe,300,U.S. House,Samuel Koepnick,25,2
Washoe,300,U.S. Senate,Shelley Berkley,25,
Washoe,300,State Senate,Debbie Smith,32,13
Washoe,300,President,Barack Obama,35,
Washoe,300,State House,Michael Sprinkle,35,30
Washoe,300,President,Virgil Goode,0,
Washoe,300,President,Gary Johnson,0,
Washoe,300,President,None Of These Candidates,0,
Washoe,300,U.S. House,Russell Best,0,2
Washoe,300,U.S. House,Michael Haines,0,2
Washoe,300,U.S. Senate,David Vanderbeek,2,
Washoe,300,U.S. Senate,None Of These Candidates,3,
Washoe,300,State House,Ken Lightfoot,22,30
Washoe,300,President,Mitt Romney,23,
Washoe,300,State Senate,Kathy Martin,23,13
Washoe,300,U.S. House,Mark Amodei,24,2
Washoe,300,U.S. Senate,Shelley Berkley,25,
Washoe,300,U.S. Senate,Dean Heller,25,
Washoe,300,U.S. House,Samuel Koepnick,30,2
Washoe,300,State Senate,Debbie Smith,31,13
Washoe,300,President,Barack Obama,32,
Washoe,300,State House,Michael Sprinkle,33,30
Washoe,300,President,Virgil Goode,1,
Washoe,300,President,Gary Johnson,6,
Washoe,300,President,None Of These Candidates,7,
Washoe,300,U.S. House,Russell Best,12,2
Washoe,300,U.S. House,Michael Haines,24,2
Washoe,300,U.S. Senate,None Of These Candidates,40,
Washoe,300,U.S. Senate,David Vanderbeek,46,
Washoe,300,State Senate,Kathy Martin,193,13
Washoe,300,President,Mitt Romney,198,
Washoe,300,U.S. House,Mark Amodei,209,2
Washoe,300,State House,Heidi Waterman,215,24
Washoe,300,U.S. Senate,Dean Heller,215,
Washoe,300,U.S. Senate,Shelley Berkley,447,
Washoe,300,U.S. House,Samuel Koepnick,472,2
Washoe,300,State House,David Bobzien,497,24
Washoe,300,State Senate,Debbie Smith,522,13
Washoe,300,President,Barack Obama,562,
Washoe,300,President,Virgil Goode,0,
Washoe,300,President,Gary Johnson,4,
Washoe,300,President,None Of These Candidates,4,
Washoe,300,U.S. House,Russell Best,9,2
Washoe,300,U.S. Senate,None Of These Candidates,16,
Washoe,300,U.S. House,Michael Haines,22,2
Washoe,300,U.S. Senate,David Vanderbeek,29,
Washoe,300,President,Mitt Romney,75,
Washoe,300,State House,Heidi Waterman,80,24
Washoe,300,State Senate,Kathy Martin,85,13
Washoe,300,U.S. Senate,Dean Heller,89,
Washoe,300,U.S. House,Mark Amodei,93,2
Washoe,300,U.S. House,Samuel Koepnick,193,2
Washoe,300,U.S. Senate,Shelley Berkley,196,
Washoe,300,State House,David Bobzien,225,24
Washoe,300,State Senate,Debbie Smith,227,13
Washoe,300,President,Barack Obama,255,
Washoe,300,President,Virgil Goode,2,
Washoe,300,President,None Of These Candidates,7,
Washoe,300,President,Gary Johnson,20,
Washoe,300,U.S. House,Russell Best,23,2
Washoe,300,U.S. House,Michael Haines,51,2
Washoe,300,U.S. Senate,David Vanderbeek,63,
Washoe,300,U.S. Senate,None Of These Candidates,64,
Washoe,300,President,Mitt Romney,210,
Washoe,300,U.S. House,Mark Amodei,221,2
Washoe,300,State Senate,Kathy Martin,222,13
Washoe,300,U.S. Senate,Dean Heller,223,
Washoe,300,State House,Heidi Waterman,235,24
Washoe,300,U.S. Senate,Shelley Berkley,450,
Washoe,300,U.S. House,Samuel Koepnick,470,2
Washoe,300,State House,David Bobzien,521,24
Washoe,300,State Senate,Debbie Smith,543,13
Washoe,300,President,Barack Obama,581,
Washoe,301,President,Virgil Goode,6,
Washoe,301,President,None Of These Candidates,8,
Washoe,301,President,Gary Johnson,10,
Washoe,301,U.S. House,Russell Best,17,2
Washoe,301,U.S. House,Michael Haines,44,2
Washoe,301,U.S. Senate,None Of These Candidates,55,
Washoe,301,U.S. Senate,David Vanderbeek,60,
Washoe,301,State Senate,Kathy Martin,196,13
Washoe,301,President,Mitt Romney,207,
Washoe,301,State House,Heidi Waterman,216,24
Washoe,301,U.S. Senate,Dean Heller,219,
Washoe,301,U.S. House,Mark Amodei,225,2
Washoe,301,U.S. Senate,Shelley Berkley,436,
Washoe,301,U.S. House,Samuel Koepnick,453,2
Washoe,301,State House,David Bobzien,500,24
Washoe,301,State Senate,Debbie Smith,530,13
Washoe,301,President,Barack Obama,551,
Washoe,301,President,Virgil Goode,1,
Washoe,301,President,Gary Johnson,1,
Washoe,301,President,None Of These Candidates,4,
Washoe,301,U.S. House,Russell Best,5,2
Washoe,301,U.S. House,Michael Haines,12,2
Washoe,301,U.S. Senate,None Of These Candidates,13,
Washoe,301,U.S. Senate,David Vanderbeek,16,
Washoe,301,President,Mitt Romney,41,
Washoe,301,State Senate,Kathy Martin,42,13
Washoe,301,State House,Heidi Waterman,46,24
Washoe,301,U.S. House,Mark Amodei,47,2
Washoe,301,U.S. Senate,Dean Heller,48,
Washoe,301,U.S. Senate,Shelley Berkley,124,
Washoe,301,U.S. House,Samuel Koepnick,128,2
Washoe,301,State House,David Bobzien,141,24
Washoe,301,State Senate,Debbie Smith,144,13
Washoe,301,President,Barack Obama,160,
Washoe,301,President,Virgil Goode,0,
Washoe,301,President,None Of These Candidates,6,
Washoe,301,President,Gary Johnson,14,
Washoe,301,U.S. House,Russell Best,16,2
Washoe,301,U.S. House,Michael Haines,41,2
Washoe,301,U.S. Senate,None Of These Candidates,44,
Washoe,301,U.S. Senate,David Vanderbeek,53,
Washoe,301,President,Mitt Romney,139,
Washoe,301,State Senate,Kathy Martin,140,13
Washoe,301,U.S. Senate,Dean Heller,157,
Washoe,301,U.S. House,Mark Amodei,158,2
Washoe,301,State House,Heidi Waterman,164,24
Washoe,301,U.S. Senate,Shelley Berkley,385,
Washoe,301,U.S. House,Samuel Koepnick,393,2
Washoe,301,State House,David Bobzien,435,24
Washoe,301,State Senate,Debbie Smith,458,13
Washoe,301,President,Barack Obama,490,
Washoe,301,President,Virgil Goode,0,
Washoe,301,President,Gary Johnson,0,
Washoe,301,President,None Of These Candidates,0,
Washoe,301,President,Barack Obama,0,
Washoe,301,President,Mitt Romney,0,
Washoe,301,State House,Ken Lightfoot,0,30
Washoe,301,State House,Michael Sprinkle,0,30
Washoe,301,State Senate,Kathy Martin,0,13
Washoe,301,State Senate,Debbie Smith,0,13
Washoe,301,U.S. House,Mark Amodei,0,2
Washoe,301,U.S. House,Russell Best,0,2
Washoe,301,U.S. House,Michael Haines,0,2
Washoe,301,U.S. House,Samuel Koepnick,0,2
Washoe,301,U.S. Senate,Shelley Berkley,0,
Washoe,301,U.S. Senate,Dean Heller,0,
Washoe,301,U.S. Senate,None Of These Candidates,0,
Washoe,301,U.S. Senate,David Vanderbeek,0,
Washoe,301,President,Virgil Goode,1,
Washoe,301,President,Gary Johnson,1,
Washoe,301,President,None Of These Candidates,1,
Washoe,301,U.S. House,Russell Best,4,2
Washoe,301,U.S. Senate,None Of These Candidates,6,
Washoe,301,U.S. House,Michael Haines,8,2
Washoe,301,U.S. Senate,David Vanderbeek,8,
Washoe,301,U.S. House,Mark Amodei,16,2
Washoe,301,President,Mitt Romney,19,
Washoe,301,State House,Ken Lightfoot,20,30
Washoe,301,State Senate,Kathy Martin,20,13
Washoe,301,U.S. Senate,Dean Heller,20,
Washoe,301,U.S. Senate,Shelley Berkley,26,
Washoe,301,U.S. House,Samuel Koepnick,30,2
Washoe,301,State Senate,Debbie Smith,37,13
Washoe,301,State House,Michael Sprinkle,38,30
Washoe,301,President,Barack Obama,39,
Washoe,301,President,Virgil Goode,0,
Washoe,301,President,None Of These Candidates,0,
Washoe,301,President,Gary Johnson,1,
Washoe,301,U.S. House,Russell Best,1,2
Washoe,301,U.S. Senate,None Of These Candidates,1,
Washoe,301,U.S. House,Mark Amodei,2,2
Washoe,301,U.S. Senate,Dean Heller,2,
Washoe,301,U.S. House,Michael Haines,3,2
Washoe,301,President,Mitt Romney,4,
Washoe,301,State House,Ken Lightfoot,5,30
Washoe,301,State Senate,Kathy Martin,5,13
Washoe,301,U.S. Senate,Shelley Berkley,5,
Washoe,301,U.S. Senate,David Vanderbeek,5,
Washoe,301,U.S. House,Samuel Koepnick,7,2
Washoe,301,State House,Michael Sprinkle,8,30
Washoe,301,State Senate,Debbie Smith,8,13
Washoe,301,President,Barack Obama,9,
Washoe,301,President,Virgil Goode,4,
Washoe,301,President,None Of These Candidates,7,
Washoe,301,President,Gary Johnson,11,
Washoe,301,U.S. House,Russell Best,17,2
Washoe,301,U.S. House,Michael Haines,38,2
Washoe,301,U.S. Senate,None Of These Candidates,47,
Washoe,301,U.S. Senate,David Vanderbeek,54,
Washoe,301,President,Mitt Romney,219,
Washoe,301,State House,Randy Kirner,240,26
Washoe,301,U.S. House,Mark Amodei,259,2
Washoe,301,U.S. Senate,Dean Heller,259,
Washoe,301,U.S. Senate,Shelley Berkley,458,
Washoe,301,U.S. House,Samuel Koepnick,476,2
Washoe,301,State House,Rodney Petzak,525,26
Washoe,301,President,Barack Obama,599,
Washoe,301,President,None Of These Candidates,2,
Washoe,301,President,Virgil Goode,4,
Washoe,301,President,Gary Johnson,6,
Washoe,301,U.S. House,Russell Best,17,2
Washoe,301,U.S. House,Michael Haines,26,2
Washoe,301,U.S. Senate,None Of These Candidates,39,
Washoe,301,U.S. Senate,David Vanderbeek,44,
Washoe,301,State Senate,Kathy Martin,145,13
Washoe,301,President,Mitt Romney,152,
Washoe,301,U.S. Senate,Dean Heller,157,
Washoe,301,State House,Ken Lightfoot,165,30
Washoe,301,U.S. House,Mark Amodei,166,2
Washoe,301,U.S. Senate,Shelley Berkley,446,
Washoe,301,U.S. House,Samuel Koepnick,460,2
Washoe,301,State House,Michael Sprinkle,491,30
Washoe,301,State Senate,Debbie Smith,510,13
Washoe,301,President,Barack Obama,546,
Washoe,301,President,Virgil Goode,3,
Washoe,301,President,None Of These Candidates,5,
Washoe,301,President,Gary Johnson,7,
Washoe,301,U.S. House,Russell Best,22,2
Washoe,301,U.S. House,Michael Haines,35,2
Washoe,301,U.S. Senate,None Of These Candidates,40,
Washoe,301,U.S. Senate,David Vanderbeek,49,
Washoe,301,President,Mitt Romney,121,
Washoe,301,U.S. House,Mark Amodei,134,2
Washoe,301,State House,Heidi Waterman,135,24
Washoe,301,U.S. Senate,Dean Heller,139,
Washoe,301,State Senate,Kathy Martin,146,13
Washoe,301,U.S. Senate,Shelley Berkley,426,
Washoe,301,U.S. House,Samuel Koepnick,435,2
Washoe,301,State Senate,Debbie Smith,483,13
Washoe,301,State House,David Bobzien,488,24
Washoe,301,President,Barack Obama,534,
Washoe,301,President,Virgil Goode,1,
Washoe,301,President,None Of These Candidates,1,
Washoe,301,President,Gary Johnson,3,
Washoe,301,U.S. House,Russell Best,8,2
Washoe,301,U.S. Senate,David Vanderbeek,26,
Washoe,301,U.S. House,Michael Haines,27,2
Washoe,301,U.S. Senate,None Of These Candidates,28,
Washoe,301,State Senate,Kathy Martin,120,13
Washoe,301,President,Mitt Romney,124,
Washoe,301,U.S. Senate,Dean Heller,132,
Washoe,301,U.S. House,Mark Amodei,139,2
Washoe,301,State House,Ken Lightfoot,145,30
Washoe,301,U.S. House,Samuel Koepnick,255,2
Washoe,301,U.S. Senate,Shelley Berkley,259,
Washoe,301,State House,Michael Sprinkle,278,30
Washoe,301,State Senate,Debbie Smith,304,13
Washoe,301,President,Barack Obama,334,
Washoe,302,President,None Of These Candidates,2,
Washoe,302,President,Virgil Goode,3,
Washoe,302,President,Gary Johnson,9,
Washoe,302,U.S. House,Russell Best,10,2
Washoe,302,U.S. House,Michael Haines,26,2
Washoe,302,U.S. Senate,David Vanderbeek,32,
Washoe,302,U.S. Senate,None Of These Candidates,38,
Washoe,302,President,Mitt Romney,94,
Washoe,302,State House,Randy Kirner,97,26
Washoe,302,U.S. House,Mark Amodei,106,2
Washoe,302,U.S. Senate,Dean Heller,106,
Washoe,302,U.S. Senate,Shelley Berkley,190,
Washoe,302,U.S. House,Samuel Koepnick,212,2
Washoe,302,State House,Rodney Petzak,244,26
Washoe,302,President,Barack Obama,265,
Washoe,302,President,Virgil Goode,0,
Washoe,302,President,Gary Johnson,0,
Washoe,302,President,None Of These Candidates,0,
Washoe,302,State Senate,Kathy Martin,0,13
Washoe,302,U.S. House,Russell Best,0,2
Washoe,302,U.S. House,Michael Haines,0,2
Washoe,302,U.S. Senate,Dean Heller,0,
Washoe,302,U.S. Senate,David Vanderbeek,0,
Washoe,302,U.S. House,Mark Amodei,1,2
Washoe,302,U.S. Senate,None Of These Candidates,1,
Washoe,302,President,Mitt Romney,2,
Washoe,302,State House,Ken Lightfoot,2,30
Washoe,302,State House,Michael Sprinkle,9,30
Washoe,302,President,Barack Obama,10,
Washoe,302,U.S. House,Samuel Koepnick,10,2
Washoe,302,U.S. Senate,Shelley Berkley,11,
Washoe,302,State Senate,Debbie Smith,12,13
Washoe,302,President,Virgil Goode,4,
Washoe,302,President,None Of These Candidates,4,
Washoe,302,U.S. House,Russell Best,12,2
Washoe,302,President,Gary Johnson,15,
Washoe,302,U.S. House,Michael Haines,33,2
Washoe,302,U.S. Senate,None Of These Candidates,47,
Washoe,302,U.S. Senate,David Vanderbeek,54,
Washoe,302,State Senate,Kathy Martin,275,13
Washoe,302,President,Mitt Romney,279,
Washoe,302,State House,Ken Lightfoot,285,30
Washoe,302,U.S. Senate,Dean Heller,301,
Washoe,302,U.S. House,Mark Amodei,308,2
Washoe,302,U.S. Senate,Shelley Berkley,349,
Washoe,302,U.S. House,Samuel Koepnick,356,2
Washoe,302,State House,Michael Sprinkle,415,30
Washoe,302,State Senate,Debbie Smith,427,13
Washoe,302,President,Barack Obama,462,
Washoe,302,President,Virgil Goode,2,
Washoe,302,President,None Of These Candidates,2,
Washoe,302,President,Gary Johnson,3,
Washoe,302,U.S. House,Russell Best,7,2
Washoe,302,U.S. House,Michael Haines,20,2
Washoe,302,U.S. Senate,None Of These Candidates,21,
Washoe,302,U.S. Senate,David Vanderbeek,26,
Washoe,302,President,Mitt Romney,79,
Washoe,302,U.S. House,Mark Amodei,84,2
Washoe,302,State House,Ken Lightfoot,90,30
Washoe,302,U.S. Senate,Dean Heller,92,
Washoe,302,State Senate,Kathy Martin,96,13
Washoe,302,U.S. Senate,Shelley Berkley,152,
Washoe,302,U.S. House,Samuel Koepnick,175,2
Washoe,302,State Senate,Debbie Smith,187,13
Washoe,302,State House,Michael Sprinkle,192,30
Washoe,302,President,Barack Obama,211,
Washoe,302,President,Virgil Goode,0,
Washoe,302,President,None Of These Candidates,7,
Washoe,302,President,Gary Johnson,12,
Washoe,302,U.S. House,Russell Best,12,2
Washoe,302,U.S. House,Michael Haines,44,2
Washoe,302,U.S. Senate,David Vanderbeek,57,
Washoe,302,U.S. Senate,None Of These Candidates,63,
Washoe,302,State Senate,Kathy Martin,334,13
Washoe,302,President,Mitt Romney,346,
Washoe,302,State House,Ken Lightfoot,354,30
Washoe,302,U.S. Senate,Dean Heller,365,
Washoe,302,U.S. Senate,Shelley Berkley,367,
Washoe,302,U.S. House,Mark Amodei,371,2
Washoe,302,U.S. House,Samuel Koepnick,399,2
Washoe,302,State House,Michael Sprinkle,463,30
Washoe,302,State Senate,Debbie Smith,488,13
Washoe,302,President,Barack Obama,507,
Washoe,302,President,Virgil Goode,0,
Washoe,302,President,Gary Johnson,0,
Washoe,302,President,None Of These Candidates,0,
Washoe,302,President,Barack Obama,0,
Washoe,302,President,Mitt Romney,0,
Washoe,302,State House,Ken Lightfoot,0,30
Washoe,302,State House,Michael Sprinkle,0,30
Washoe,302,State Senate,Kathy Martin,0,13
Washoe,302,State Senate,Debbie Smith,0,13
Washoe,302,U.S. House,Mark Amodei,0,2
Washoe,302,U.S. House,Russell Best,0,2
Washoe,302,U.S. House,Michael Haines,0,2
Washoe,302,U.S. House,Samuel Koepnick,0,2
Washoe,302,U.S. Senate,Shelley Berkley,0,
Washoe,302,U.S. Senate,Dean Heller,0,
Washoe,302,U.S. Senate,None Of These Candidates,0,
Washoe,302,U.S. Senate,David Vanderbeek,0,
Washoe,302,President,Virgil Goode,6,
Washoe,302,President,None Of These Candidates,9,
Washoe,302,President,Gary Johnson,14,
Washoe,302,U.S. House,Russell Best,17,2
Washoe,302,U.S. House,Michael Haines,37,2
Washoe,302,U.S. Senate,None Of These Candidates,55,
Washoe,302,U.S. Senate,David Vanderbeek,55,
Washoe,302,President,Mitt Romney,420,
Washoe,302,U.S. Senate,Shelley Berkley,422,
Washoe,302,State House,Randy Kirner,427,26
Washoe,302,U.S. House,Samuel Koepnick,445,2
Washoe,302,U.S. House,Mark Amodei,450,2
Washoe,302,U.S. Senate,Dean Heller,452,
Washoe,302,State House,Rodney Petzak,487,26
Washoe,302,President,Barack Obama,550,
Washoe,302,President,Virgil Goode,0,
Washoe,302,President,Gary Johnson,0,
Washoe,302,President,None Of These Candidates,0,
Washoe,302,U.S. Senate,Shelley Berkley,1,
Washoe,302,U.S. Senate,David Vanderbeek,1,
Washoe,302,U.S. Senate,None Of These Candidates,3,
Washoe,302,President,Barack Obama,4,
Washoe,302,U.S. Senate,Dean Heller,5,
Washoe,302,President,Mitt Romney,6,
Washoe,302,State House,Ken Lightfoot,0,30
Washoe,302,State House,Michael Sprinkle,0,30
Washoe,302,State Senate,Kathy Martin,0,13
Washoe,302,State Senate,Debbie Smith,0,13
Washoe,302,U.S. House,Mark Amodei,0,2
Washoe,302,U.S. House,Russell Best,0,2
Washoe,302,U.S. House,Michael Haines,0,2
Washoe,302,U.S. House,Samuel Koepnick,0,2
Washoe,302,President,Virgil Goode,1,
Washoe,302,President,Gary Johnson,2,
Washoe,302,President,None Of These Candidates,2,
Washoe,302,U.S. House,Russell Best,4,2
Washoe,302,U.S. Senate,David Vanderbeek,6,
Washoe,302,U.S. House,Michael Haines,13,2
Washoe,302,U.S. Senate,None Of These Candidates,14,
Washoe,302,U.S. House,Mark Amodei,35,2
Washoe,302,President,Mitt Romney,37,
Washoe,302,U.S. Senate,Dean Heller,41,
Washoe,302,State House,Heidi Waterman,46,24
Washoe,302,State Senate,Kathy Martin,49,13
Washoe,302,U.S. Senate,Shelley Berkley,136,
Washoe,302,U.S. House,Samuel Koepnick,145,2
Washoe,302,State Senate,Debbie Smith,147,13
Washoe,302,State House,David Bobzien,148,24
Washoe,302,President,Barack Obama,167,
Washoe,302,President,Virgil Goode,0,
Washoe,302,President,None Of These Candidates,1,
Washoe,302,President,Gary Johnson,3,
Washoe,302,U.S. House,Russell Best,3,2
Washoe,302,U.S. House,Michael Haines,7,2
Washoe,302,U.S. Senate,None Of These Candidates,8,
Washoe,302,U.S. Senate,David Vanderbeek,15,
Washoe,302,U.S. Senate,Shelley Berkley,105,
Washoe,302,U.S. House,Samuel Koepnick,106,2
Washoe,302,State Senate,Kathy Martin,117,13
Washoe,302,State House,Michael Sprinkle,124,30
Washoe,302,President,Mitt Romney,129,
Washoe,302,State House,Ken Lightfoot,132,30
Washoe,302,U.S. Senate,Dean Heller,133,
Washoe,302,President,Barack Obama,134,
Washoe,302,State Senate,Debbie Smith,136,13
Washoe,302,U.S. House,Mark Amodei,141,2
Washoe,303,President,Virgil Goode,1,
Washoe,303,U.S. House,Russell Best,2,2
Washoe,303,President,Gary Johnson,3,
Washoe,303,President,None Of These Candidates,6,
Washoe,303,U.S. Senate,David Vanderbeek,15,
Washoe,303,U.S. House,Michael Haines,18,2
Washoe,303,U.S. Senate,None Of These Candidates,24,
Washoe,303,U.S. Senate,Shelley Berkley,188,
Washoe,303,U.S. House,Samuel Koepnick,195,2
Washoe,303,State House,Randy Kirner,205,26
Washoe,303,President,Mitt Romney,211,
Washoe,303,State House,Rodney Petzak,215,26
Washoe,303,U.S. House,Mark Amodei,224,2
Washoe,303,U.S. Senate,Dean Heller,225,
Washoe,303,President,Barack Obama,235,
Washoe,303,President,Virgil Goode,1,
Washoe,303,President,None Of These Candidates,3,
Washoe,303,President,Gary Johnson,4,
Washoe,303,U.S. House,Russell Best,10,2
Washoe,303,U.S. House,Michael Haines,20,2
Washoe,303,U.S. Senate,David Vanderbeek,20,
Washoe,303,U.S. Senate,None Of These Candidates,26,
Washoe,303,President,Mitt Romney,133,
Washoe,303,State House,Randy Kirner,135,26
Washoe,303,U.S. House,Mark Amodei,135,2
Washoe,303,U.S. Senate,Dean Heller,153,
Washoe,303,U.S. Senate,Shelley Berkley,161,
Washoe,303,U.S. House,Samuel Koepnick,183,2
Washoe,303,State House,Rodney Petzak,210,26
Washoe,303,President,Barack Obama,224,
Washoe,303,President,Virgil Goode,0,
Washoe,303,President,None Of These Candidates,3,
Washoe,303,U.S. House,Russell Best,5,2
