precinct,office,candidate,votes
1303 - County,U.S. Senate (Democratic),None Of These Candidates,2
1303 - County,U.S. Senate (Democratic),"Price, Nancy",2
1304 - County,U.S. Senate (Democratic),"Berkley, Shelley",73
1304 - County,U.S. Senate (Democratic),"Brown, Steve",3
1304 - County,U.S. Senate (Democratic),"Ellsworth, Barry",2
1304 - County,U.S. Senate (Democratic),"Macias, Louis",2
1304 - County,U.S. Senate (Democratic),None Of These Candidates,0
1304 - County,U.S. Senate (Democratic),"Price, Nancy",1
1307 - County,U.S. Senate (Democratic),"Berkley, Shelley",51
1307 - County,U.S. Senate (Democratic),"Brown, Steve",1
1307 - County,U.S. Senate (Democratic),"Ellsworth, Barry",1
1307 - County,U.S. Senate (Democratic),"Macias, Louis",1
1307 - County,U.S. Senate (Democratic),None Of These Candidates,2
1307 - County,U.S. Senate (Democratic),"Price, Nancy",1
1318 - County,U.S. Senate (Democratic),"Berkley, Shelley",20
1318 - County,U.S. Senate (Democratic),"Brown, Steve",1
1318 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1318 - County,U.S. Senate (Democratic),"Macias, Louis",4
1318 - County,U.S. Senate (Democratic),None Of These Candidates,3
1318 - County,U.S. Senate (Democratic),"Price, Nancy",5
1327 - County,U.S. Senate (Democratic),"Berkley, Shelley",31
1327 - County,U.S. Senate (Democratic),"Brown, Steve",1
1327 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1327 - County,U.S. Senate (Democratic),"Macias, Louis",3
1327 - County,U.S. Senate (Democratic),None Of These Candidates,2
1327 - County,U.S. Senate (Democratic),"Price, Nancy",1
1328 - County,U.S. Senate (Democratic),"Berkley, Shelley",21
1328 - County,U.S. Senate (Democratic),"Brown, Steve",1
1328 - County,U.S. Senate (Democratic),"Ellsworth, Barry",1
1328 - County,U.S. Senate (Democratic),"Macias, Louis",1
1328 - County,U.S. Senate (Democratic),None Of These Candidates,1
1328 - County,U.S. Senate (Democratic),"Price, Nancy",1
1330 - County,U.S. Senate (Democratic),"Berkley, Shelley",47
1330 - County,U.S. Senate (Democratic),"Brown, Steve",2
1330 - County,U.S. Senate (Democratic),"Ellsworth, Barry",3
1330 - County,U.S. Senate (Democratic),"Macias, Louis",0
1330 - County,U.S. Senate (Democratic),None Of These Candidates,2
1330 - County,U.S. Senate (Democratic),"Price, Nancy",2
1331 - County,U.S. Senate (Democratic),"Berkley, Shelley",28
1331 - County,U.S. Senate (Democratic),"Brown, Steve",5
1331 - County,U.S. Senate (Democratic),"Ellsworth, Barry",2
1331 - County,U.S. Senate (Democratic),"Macias, Louis",2
1331 - County,U.S. Senate (Democratic),None Of These Candidates,0
1331 - County,U.S. Senate (Democratic),"Price, Nancy",3
1332 - County,U.S. Senate (Democratic),"Berkley, Shelley",15
1332 - County,U.S. Senate (Democratic),"Brown, Steve",3
1332 - County,U.S. Senate (Democratic),"Ellsworth, Barry",1
1332 - County,U.S. Senate (Democratic),"Macias, Louis",0
1332 - County,U.S. Senate (Democratic),None Of These Candidates,2
1332 - County,U.S. Senate (Democratic),"Price, Nancy",2
1333 - County,U.S. Senate (Democratic),"Berkley, Shelley",45
1333 - County,U.S. Senate (Democratic),"Brown, Steve",6
1333 - County,U.S. Senate (Democratic),"Ellsworth, Barry",1
1333 - County,U.S. Senate (Democratic),"Macias, Louis",0
1333 - County,U.S. Senate (Democratic),None Of These Candidates,0
1333 - County,U.S. Senate (Democratic),"Price, Nancy",1
1334 - County,U.S. Senate (Democratic),"Berkley, Shelley",52
1334 - County,U.S. Senate (Democratic),"Brown, Steve",3
1334 - County,U.S. Senate (Democratic),"Ellsworth, Barry",2
1334 - County,U.S. Senate (Democratic),"Macias, Louis",0
1334 - County,U.S. Senate (Democratic),None Of These Candidates,3
1334 - County,U.S. Senate (Democratic),"Price, Nancy",6
1335 - County,U.S. Senate (Democratic),"Berkley, Shelley",52
1335 - County,U.S. Senate (Democratic),"Brown, Steve",0
1335 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1335 - County,U.S. Senate (Democratic),"Macias, Louis",0
1335 - County,U.S. Senate (Democratic),None Of These Candidates,2
1335 - County,U.S. Senate (Democratic),"Price, Nancy",3
1336 - County,U.S. Senate (Democratic),"Berkley, Shelley",23
1336 - County,U.S. Senate (Democratic),"Brown, Steve",0
1336 - County,U.S. Senate (Democratic),"Ellsworth, Barry",2
1336 - County,U.S. Senate (Democratic),"Macias, Louis",0
1336 - County,U.S. Senate (Democratic),None Of These Candidates,0
1336 - County,U.S. Senate (Democratic),"Price, Nancy",1
1337 - County,U.S. Senate (Democratic),"Berkley, Shelley",35
1337 - County,U.S. Senate (Democratic),"Brown, Steve",0
1337 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1337 - County,U.S. Senate (Democratic),"Macias, Louis",0
1337 - County,U.S. Senate (Democratic),None Of These Candidates,1
1337 - County,U.S. Senate (Democratic),"Price, Nancy",5
1340 - County,U.S. Senate (Democratic),"Berkley, Shelley",34
1340 - County,U.S. Senate (Democratic),"Brown, Steve",0
1340 - County,U.S. Senate (Democratic),"Ellsworth, Barry",6
1340 - County,U.S. Senate (Democratic),"Macias, Louis",0
1340 - County,U.S. Senate (Democratic),None Of These Candidates,2
1340 - County,U.S. Senate (Democratic),"Price, Nancy",1
1341 - County,U.S. Senate (Democratic),"Berkley, Shelley",41
1341 - County,U.S. Senate (Democratic),"Brown, Steve",4
1341 - County,U.S. Senate (Democratic),"Ellsworth, Barry",1
1341 - County,U.S. Senate (Democratic),"Macias, Louis",1
1341 - County,U.S. Senate (Democratic),None Of These Candidates,1
1341 - County,U.S. Senate (Democratic),"Price, Nancy",0
1342 - County,U.S. Senate (Democratic),"Berkley, Shelley",43
1342 - County,U.S. Senate (Democratic),"Brown, Steve",2
1342 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1342 - County,U.S. Senate (Democratic),"Macias, Louis",0
1342 - County,U.S. Senate (Democratic),None Of These Candidates,1
1342 - County,U.S. Senate (Democratic),"Price, Nancy",3
1343 - County,U.S. Senate (Democratic),"Berkley, Shelley",32
1343 - County,U.S. Senate (Democratic),"Brown, Steve",0
1343 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1343 - County,U.S. Senate (Democratic),"Macias, Louis",0
1343 - County,U.S. Senate (Democratic),None Of These Candidates,1
1343 - County,U.S. Senate (Democratic),"Price, Nancy",1
1344 - County,U.S. Senate (Democratic),"Berkley, Shelley",34
1344 - County,U.S. Senate (Democratic),"Brown, Steve",0
1344 - County,U.S. Senate (Democratic),"Ellsworth, Barry",4
1344 - County,U.S. Senate (Democratic),"Macias, Louis",1
1344 - County,U.S. Senate (Democratic),None Of These Candidates,1
1344 - County,U.S. Senate (Democratic),"Price, Nancy",0
1345 - County,U.S. Senate (Democratic),"Berkley, Shelley",15
1345 - County,U.S. Senate (Democratic),"Brown, Steve",0
1345 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1345 - County,U.S. Senate (Democratic),"Macias, Louis",0
1345 - County,U.S. Senate (Democratic),None Of These Candidates,1
1345 - County,U.S. Senate (Democratic),"Price, Nancy",1
1346 - County,U.S. Senate (Democratic),"Berkley, Shelley",66
1346 - County,U.S. Senate (Democratic),"Brown, Steve",1
1346 - County,U.S. Senate (Democratic),"Ellsworth, Barry",1
1346 - County,U.S. Senate (Democratic),"Macias, Louis",4
1346 - County,U.S. Senate (Democratic),None Of These Candidates,1
1346 - County,U.S. Senate (Democratic),"Price, Nancy",5
1348 - County,U.S. Senate (Democratic),"Berkley, Shelley",13
1348 - County,U.S. Senate (Democratic),"Brown, Steve",3
1348 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1348 - County,U.S. Senate (Democratic),"Macias, Louis",0
1348 - County,U.S. Senate (Democratic),None Of These Candidates,1
1348 - County,U.S. Senate (Democratic),"Price, Nancy",1
1349 - County,U.S. Senate (Democratic),"Berkley, Shelley",15
1349 - County,U.S. Senate (Democratic),"Brown, Steve",2
1349 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1349 - County,U.S. Senate (Democratic),"Macias, Louis",0
1349 - County,U.S. Senate (Democratic),None Of These Candidates,1
1349 - County,U.S. Senate (Democratic),"Price, Nancy",1
1351 - County,U.S. Senate (Democratic),"Berkley, Shelley",27
1351 - County,U.S. Senate (Democratic),"Brown, Steve",3
1351 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1351 - County,U.S. Senate (Democratic),"Macias, Louis",1
1351 - County,U.S. Senate (Democratic),None Of These Candidates,0
1351 - County,U.S. Senate (Democratic),"Price, Nancy",1
1352 - County,U.S. Senate (Democratic),"Berkley, Shelley",27
1352 - County,U.S. Senate (Democratic),"Brown, Steve",5
1352 - County,U.S. Senate (Democratic),"Ellsworth, Barry",1
1352 - County,U.S. Senate (Democratic),"Macias, Louis",0
1352 - County,U.S. Senate (Democratic),None Of These Candidates,1
1352 - County,U.S. Senate (Democratic),"Price, Nancy",2
1353 - County,U.S. Senate (Democratic),"Berkley, Shelley",27
1353 - County,U.S. Senate (Democratic),"Brown, Steve",5
1353 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1353 - County,U.S. Senate (Democratic),"Macias, Louis",0
1353 - County,U.S. Senate (Democratic),None Of These Candidates,0
1353 - County,U.S. Senate (Democratic),"Price, Nancy",1
1354 - County,U.S. Senate (Democratic),"Berkley, Shelley",14
1354 - County,U.S. Senate (Democratic),"Brown, Steve",1
1354 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1354 - County,U.S. Senate (Democratic),"Macias, Louis",1
1354 - County,U.S. Senate (Democratic),None Of These Candidates,0
1354 - County,U.S. Senate (Democratic),"Price, Nancy",1
1356 - County,U.S. Senate (Democratic),"Berkley, Shelley",22
1356 - County,U.S. Senate (Democratic),"Brown, Steve",2
1356 - County,U.S. Senate (Democratic),"Ellsworth, Barry",1
1356 - County,U.S. Senate (Democratic),"Macias, Louis",3
1356 - County,U.S. Senate (Democratic),None Of These Candidates,0
1356 - County,U.S. Senate (Democratic),"Price, Nancy",3
1360 - County,U.S. Senate (Democratic),"Berkley, Shelley",0
1360 - County,U.S. Senate (Democratic),"Brown, Steve",0
1360 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1360 - County,U.S. Senate (Democratic),"Macias, Louis",0
1360 - County,U.S. Senate (Democratic),None Of These Candidates,0
1360 - County,U.S. Senate (Democratic),"Price, Nancy",0
1361 - County,U.S. Senate (Democratic),"Berkley, Shelley",0
1361 - County,U.S. Senate (Democratic),"Brown, Steve",0
1361 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1361 - County,U.S. Senate (Democratic),"Macias, Louis",0
1361 - County,U.S. Senate (Democratic),None Of These Candidates,0
1361 - County,U.S. Senate (Democratic),"Price, Nancy",0
1363 - County,U.S. Senate (Democratic),"Berkley, Shelley",0
1363 - County,U.S. Senate (Democratic),"Brown, Steve",0
1363 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1363 - County,U.S. Senate (Democratic),"Macias, Louis",0
1363 - County,U.S. Senate (Democratic),None Of These Candidates,0
1363 - County,U.S. Senate (Democratic),"Price, Nancy",0
1365 - County,U.S. Senate (Democratic),"Berkley, Shelley",0
1365 - County,U.S. Senate (Democratic),"Brown, Steve",0
1365 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1365 - County,U.S. Senate (Democratic),"Macias, Louis",0
1365 - County,U.S. Senate (Democratic),None Of These Candidates,0
1365 - County,U.S. Senate (Democratic),"Price, Nancy",0
1367 - County,U.S. Senate (Democratic),"Berkley, Shelley",31
1367 - County,U.S. Senate (Democratic),"Brown, Steve",0
1367 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1367 - County,U.S. Senate (Democratic),"Macias, Louis",0
1367 - County,U.S. Senate (Democratic),None Of These Candidates,0
1367 - County,U.S. Senate (Democratic),"Price, Nancy",2
1368 - County,U.S. Senate (Democratic),"Berkley, Shelley",21
1368 - County,U.S. Senate (Democratic),"Brown, Steve",2
1368 - County,U.S. Senate (Democratic),"Ellsworth, Barry",2
1368 - County,U.S. Senate (Democratic),"Macias, Louis",0
1368 - County,U.S. Senate (Democratic),None Of These Candidates,0
1368 - County,U.S. Senate (Democratic),"Price, Nancy",1
1370 - County,U.S. Senate (Democratic),"Berkley, Shelley",0
1370 - County,U.S. Senate (Democratic),"Brown, Steve",0
1370 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1370 - County,U.S. Senate (Democratic),"Macias, Louis",0
1370 - County,U.S. Senate (Democratic),None Of These Candidates,0
1370 - County,U.S. Senate (Democratic),"Price, Nancy",0
1371 - County,U.S. Senate (Democratic),"Berkley, Shelley",
1371 - County,U.S. Senate (Democratic),"Brown, Steve",
1371 - County,U.S. Senate (Democratic),"Ellsworth, Barry",
1371 - County,U.S. Senate (Democratic),"Macias, Louis",
1371 - County,U.S. Senate (Democratic),None Of These Candidates,
1371 - County,U.S. Senate (Democratic),"Price, Nancy",
1373 - County,U.S. Senate (Democratic),"Berkley, Shelley",0
1373 - County,U.S. Senate (Democratic),"Brown, Steve",0
1373 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1373 - County,U.S. Senate (Democratic),"Macias, Louis",0
1373 - County,U.S. Senate (Democratic),None Of These Candidates,0
1373 - County,U.S. Senate (Democratic),"Price, Nancy",0
1374 - County,U.S. Senate (Democratic),"Berkley, Shelley",0
1374 - County,U.S. Senate (Democratic),"Brown, Steve",0
1374 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1374 - County,U.S. Senate (Democratic),"Macias, Louis",0
1374 - County,U.S. Senate (Democratic),None Of These Candidates,0
1374 - County,U.S. Senate (Democratic),"Price, Nancy",0
1375 - County,U.S. Senate (Democratic),"Berkley, Shelley",0
1375 - County,U.S. Senate (Democratic),"Brown, Steve",0
1375 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1375 - County,U.S. Senate (Democratic),"Macias, Louis",0
1375 - County,U.S. Senate (Democratic),None Of These Candidates,0
1375 - County,U.S. Senate (Democratic),"Price, Nancy",0
1376 - County,U.S. Senate (Democratic),"Berkley, Shelley",0
1376 - County,U.S. Senate (Democratic),"Brown, Steve",0
1376 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1376 - County,U.S. Senate (Democratic),"Macias, Louis",0
1376 - County,U.S. Senate (Democratic),None Of These Candidates,0
1376 - County,U.S. Senate (Democratic),"Price, Nancy",0
1377 - County,U.S. Senate (Democratic),"Berkley, Shelley",
1377 - County,U.S. Senate (Democratic),"Brown, Steve",
1377 - County,U.S. Senate (Democratic),"Ellsworth, Barry",
1377 - County,U.S. Senate (Democratic),"Macias, Louis",
1377 - County,U.S. Senate (Democratic),None Of These Candidates,
1377 - County,U.S. Senate (Democratic),"Price, Nancy",
1378 - County,U.S. Senate (Democratic),"Berkley, Shelley",0
1378 - County,U.S. Senate (Democratic),"Brown, Steve",0
1378 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1378 - County,U.S. Senate (Democratic),"Macias, Louis",0
1378 - County,U.S. Senate (Democratic),None Of These Candidates,0
1378 - County,U.S. Senate (Democratic),"Price, Nancy",0
1379 - County,U.S. Senate (Democratic),"Berkley, Shelley",0
1379 - County,U.S. Senate (Democratic),"Brown, Steve",0
1379 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1379 - County,U.S. Senate (Democratic),"Macias, Louis",0
1379 - County,U.S. Senate (Democratic),None Of These Candidates,0
1379 - County,U.S. Senate (Democratic),"Price, Nancy",0
1380 - County,U.S. Senate (Democratic),"Berkley, Shelley",0
1380 - County,U.S. Senate (Democratic),"Brown, Steve",0
1380 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1380 - County,U.S. Senate (Democratic),"Macias, Louis",0
1380 - County,U.S. Senate (Democratic),None Of These Candidates,0
1380 - County,U.S. Senate (Democratic),"Price, Nancy",0
1381 - County,U.S. Senate (Democratic),"Berkley, Shelley",0
1381 - County,U.S. Senate (Democratic),"Brown, Steve",0
1381 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1381 - County,U.S. Senate (Democratic),"Macias, Louis",0
1381 - County,U.S. Senate (Democratic),None Of These Candidates,0
1381 - County,U.S. Senate (Democratic),"Price, Nancy",0
1382 - County,U.S. Senate (Democratic),"Berkley, Shelley",0
1382 - County,U.S. Senate (Democratic),"Brown, Steve",0
1382 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1382 - County,U.S. Senate (Democratic),"Macias, Louis",0
1382 - County,U.S. Senate (Democratic),None Of These Candidates,0
1382 - County,U.S. Senate (Democratic),"Price, Nancy",0
1384 - HEN,U.S. Senate (Democratic),"Berkley, Shelley",
1384 - HEN,U.S. Senate (Democratic),"Brown, Steve",
1384 - HEN,U.S. Senate (Democratic),"Ellsworth, Barry",
1384 - HEN,U.S. Senate (Democratic),"Macias, Louis",
1384 - HEN,U.S. Senate (Democratic),None Of These Candidates,
1384 - HEN,U.S. Senate (Democratic),"Price, Nancy",
1385 - County,U.S. Senate (Democratic),"Berkley, Shelley",0
1385 - County,U.S. Senate (Democratic),"Brown, Steve",0
1385 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1385 - County,U.S. Senate (Democratic),"Macias, Louis",0
1385 - County,U.S. Senate (Democratic),None Of These Candidates,0
1385 - County,U.S. Senate (Democratic),"Price, Nancy",0
1386 - County,U.S. Senate (Democratic),"Berkley, Shelley",0
1386 - County,U.S. Senate (Democratic),"Brown, Steve",0
1386 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1386 - County,U.S. Senate (Democratic),"Macias, Louis",0
1386 - County,U.S. Senate (Democratic),None Of These Candidates,0
1386 - County,U.S. Senate (Democratic),"Price, Nancy",0
1387 - County,U.S. Senate (Democratic),"Berkley, Shelley",0
1387 - County,U.S. Senate (Democratic),"Brown, Steve",0
1387 - County,U.S. Senate (Democratic),"Ellsworth, Barry",0
1387 - County,U.S. Senate (Democratic),"Macias, Louis",0
1387 - County,U.S. Senate (Democratic),None Of These Candidates,0
1387 - County,U.S. Senate (Democratic),"Price, Nancy",0
1389 - HEN,U.S. Senate (Democratic),"Berkley, Shelley",
1389 - HEN,U.S. Senate (Democratic),"Brown, Steve",
1389 - HEN,U.S. Senate (Democratic),"Ellsworth, Barry",
1389 - HEN,U.S. Senate (Democratic),"Macias, Louis",
1389 - HEN,U.S. Senate (Democratic),None Of These Candidates,
1389 - HEN,U.S. Senate (Democratic),"Price, Nancy",
1390 - HEN,U.S. Senate (Democratic),"Berkley, Shelley",51
1390 - HEN,U.S. Senate (Democratic),"Brown, Steve",3
1390 - HEN,U.S. Senate (Democratic),"Ellsworth, Barry",1
1390 - HEN,U.S. Senate (Democratic),"Macias, Louis",1
1390 - HEN,U.S. Senate (Democratic),None Of These Candidates,1
1390 - HEN,U.S. Senate (Democratic),"Price, Nancy",4
1391 - HEN,U.S. Senate (Democratic),"Berkley, Shelley",29
1391 - HEN,U.S. Senate (Democratic),"Brown, Steve",2
1391 - HEN,U.S. Senate (Democratic),"Ellsworth, Barry",0
1391 - HEN,U.S. Senate (Democratic),"Macias, Louis",1
1391 - HEN,U.S. Senate (Democratic),None Of These Candidates,1
1391 - HEN,U.S. Senate (Democratic),"Price, Nancy",0
1394 - HEN,U.S. Senate (Democratic),"Berkley, Shelley",58
1394 - HEN,U.S. Senate (Democratic),"Brown, Steve",3
1394 - HEN,U.S. Senate (Democratic),"Ellsworth, Barry",0
1394 - HEN,U.S. Senate (Democratic),"Macias, Louis",1
1394 - HEN,U.S. Senate (Democratic),None Of These Candidates,1
1394 - HEN,U.S. Senate (Democratic),"Price, Nancy",1
1395 - HEN,U.S. Senate (Democratic),"Berkley, Shelley",49
1395 - HEN,U.S. Senate (Democratic),"Brown, Steve",2
1395 - HEN,U.S. Senate (Democratic),"Ellsworth, Barry",2
1395 - HEN,U.S. Senate (Democratic),"Macias, Louis",0
1395 - HEN,U.S. Senate (Democratic),None Of These Candidates,1
1395 - HEN,U.S. Senate (Democratic),"Price, Nancy",0
1396 - HEN,U.S. Senate (Democratic),"Berkley, Shelley",36
1396 - HEN,U.S. Senate (Democratic),"Brown, Steve",2
1396 - HEN,U.S. Senate (Democratic),"Ellsworth, Barry",2
1396 - HEN,U.S. Senate (Democratic),"Macias, Louis",1
1396 - HEN,U.S. Senate (Democratic),None Of These Candidates,0
1396 - HEN,U.S. Senate (Democratic),"Price, Nancy",3
1410 - HEN,U.S. Senate (Democratic),"Berkley, Shelley",50
1410 - HEN,U.S. Senate (Democratic),"Brown, Steve",1
1410 - HEN,U.S. Senate (Democratic),"Ellsworth, Barry",1
1410 - HEN,U.S. Senate (Democratic),"Macias, Louis",1
1410 - HEN,U.S. Senate (Democratic),None Of These Candidates,3
1410 - HEN,U.S. Senate (Democratic),"Price, Nancy",4
1411 - HEN,U.S. Senate (Democratic),"Berkley, Shelley",45
1411 - HEN,U.S. Senate (Democratic),"Brown, Steve",5
1411 - HEN,U.S. Senate (Democratic),"Ellsworth, Barry",2
1411 - HEN,U.S. Senate (Democratic),"Macias, Louis",1
1411 - HEN,U.S. Senate (Democratic),None Of These Candidates,2
1411 - HEN,U.S. Senate (Democratic),"Price, Nancy",3
1509 - HEN,U.S. Senate (Democratic),"Berkley, Shelley",46
1509 - HEN,U.S. Senate (Democratic),"Brown, Steve",0
1509 - HEN,U.S. Senate (Democratic),"Ellsworth, Barry",0
1509 - HEN,U.S. Senate (Democratic),"Macias, Louis",2
1509 - HEN,U.S. Senate (Democratic),None Of These Candidates,1
1509 - HEN,U.S. Senate (Democratic),"Price, Nancy",2
1510 - HEN,U.S. Senate (Democratic),"Berkley, Shelley",26
1510 - HEN,U.S. Senate (Democratic),"Brown, Steve",0
1510 - HEN,U.S. Senate (Democratic),"Ellsworth, Barry",1
1510 - HEN,U.S. Senate (Democratic),"Macias, Louis",0
1510 - HEN,U.S. Senate (Democratic),None Of These Candidates,1
1510 - HEN,U.S. Senate (Democratic),"Price, Nancy",1
1511 - HEN,U.S. Senate (Democratic),"Berkley, Shelley",48
1511 - HEN,U.S. Senate (Democratic),"Brown, Steve",1
1511 - HEN,U.S. Senate (Democratic),"Ellsworth, Barry",3
1511 - HEN,U.S. Senate (Democratic),"Macias, Louis",0
1511 - HEN,U.S. Senate (Democratic),None Of These Candidates,2
1511 - HEN,U.S. Senate (Democratic),"Price, Nancy",0
1513 - HEN,U.S. Senate (Democratic),"Berkley, Shelley",38
1513 - HEN,U.S. Senate (Democratic),"Brown, Steve",2
1513 - HEN,U.S. Senate (Democratic),"Ellsworth, Barry",0
1513 - HEN,U.S. Senate (Democratic),"Macias, Louis",0
1513 - HEN,U.S. Senate (Democratic),None Of These Candidates,3
1513 - HEN,U.S. Senate (Democratic),"Price, Nancy",1
1514 - HEN,U.S. Senate (Democratic),"Berkley, Shelley",43
1514 - HEN,U.S. Senate (Democratic),"Brown, Steve",0
1514 - HEN,U.S. Senate (Democratic),"Ellsworth, Barry",0
1514 - HEN,U.S. Senate (Democratic),"Macias, Louis",0
1514 - HEN,U.S. Senate (Democratic),None Of These Candidates,2
1514 - HEN,U.S. Senate (Democratic),"Price, Nancy",2
1517 - HEN,U.S. Senate (Democratic),"Berkley, Shelley",80
1517 - HEN,U.S. Senate (Democratic),"Brown, Steve",5
1517 - HEN,U.S. Senate (Democratic),"Ellsworth, Barry",2
1517 - HEN,U.S. Senate (Democratic),"Macias, Louis",1
1517 - HEN,U.S. Senate (Democratic),None Of These Candidates,2
1517 - HEN,U.S. Senate (Democratic),"Price, Nancy",5
1518 - HEN,U.S. Senate (Democratic),"Berkley, Shelley",70
1518 - HEN,U.S. Senate (Democratic),"Brown, Steve",0
1518 - HEN,U.S. Senate (Democratic),"Ellsworth, Barry",3
1518 - HEN,U.S. Senate (Democratic),"Macias, Louis",0
1518 - HEN,U.S. Senate (Democratic),None Of These Candidates,2
1518 - HEN,U.S. Senate (Democratic),"Price, Nancy",2
1519 - HEN,U.S. Senate (Democratic),"Berkley, Shelley",18
1519 - HEN,U.S. Senate (Democratic),"Brown, Steve",2
1519 - HEN,U.S. Senate (Democratic),"Ellsworth, Barry",0
1519 - HEN,U.S. Senate (Democratic),"Macias, Louis",1
1519 - HEN,U.S. Senate (Democratic),None Of These Candidates,1
1519 - HEN,U.S. Senate (Democratic),"Price, Nancy",0
1520 - HEN,U.S. Senate (Democratic),"Berkley, Shelley",53
1520 - HEN,U.S. Senate (Democratic),"Brown, Steve",1
