precinct,office,candidate,votes
Argenta 02,"Supreme Court Justice, Seat C","Cherry, Michael A.",312
Argenta 02,"Supreme Court Justice, Seat C",None Of These Candidates,108
Argenta 02,"Supreme Court Justice, Seat F","Douglas, Michael L.",322
Argenta 02,"Supreme Court Justice, Seat F",None Of These Candidates,99
Argenta 02,"Supreme Court Justice, Seat G",None Of These Candidates,102
Argenta 02,"Supreme Court Justice, Seat G","Saitta, Nancy M.",318
Argenta 02,"U.S. Representative in Congress, District 2","Amodei, Mark E.",300
Argenta 02,"U.S. Representative in Congress, District 2","Best, Russell",19
Argenta 02,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",28
Argenta 02,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",103
Argenta 02,United States Senator,"Berkley, Shelley",83
Argenta 02,United States Senator,"Heller, Dean",308
Argenta 02,United States Senator,None Of These Candidates,29
Argenta 02,United States Senator,"VANDERBEEK, DAVID LORY",35
Argenta 02,"University Board of Regents, District  9","Knecht, Ron",200
Argenta 02,"University Board of Regents, District  9","Mackedon, Michon",192
Argenta 03,County Comm Dist. NO. 3 (CW),"WAITS, PATSY A.",97
Argenta 03,County Comm Dist. NO. 4 (CW),"ALLAN, JUDIE A.",60
Argenta 03,County Comm Dist. NO. 4 (CW),"STIENMETZ, STEVEN",49
Argenta 03,"LANDER COUNTY Hospital Dist Trustee, Seat A","LAWSON, MARIAN A.",51
Argenta 03,"LANDER COUNTY Hospital Dist Trustee, Seat A","NEVAREZ, MICHELLE",57
Argenta 03,President and Vice President of the United States,"GOODE, VIRGIL",0
Argenta 03,President and Vice President of the United States,"JOHNSON, GARY",0
Argenta 03,President and Vice President of the United States,None Of These Candidates,0
Argenta 03,President and Vice President of the United States,"Obama, Barack",36
Argenta 03,President and Vice President of the United States,"Romney, Mitt",84
Argenta 03,"State Assembly, District 32","Hansen, Ira",97
Argenta 03,"State Board of Education, District 2","Clontz, Donna",48
Argenta 03,"State Board of Education, District 2","Cook, Dave",59
Argenta 03,"Supreme Court Justice, Seat C","Cherry, Michael A.",86
Argenta 03,"Supreme Court Justice, Seat C",None Of These Candidates,21
Argenta 03,"Supreme Court Justice, Seat F","Douglas, Michael L.",92
Argenta 03,"Supreme Court Justice, Seat F",None Of These Candidates,15
Argenta 03,"Supreme Court Justice, Seat G",None Of These Candidates,15
Argenta 03,"Supreme Court Justice, Seat G","Saitta, Nancy M.",92
Argenta 03,"U.S. Representative in Congress, District 2","Amodei, Mark E.",85
Argenta 03,"U.S. Representative in Congress, District 2","Best, Russell",3
Argenta 03,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",1
Argenta 03,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",30
Argenta 03,United States Senator,"Berkley, Shelley",31
Argenta 03,United States Senator,"Heller, Dean",84
Argenta 03,United States Senator,None Of These Candidates,3
Argenta 03,United States Senator,"VANDERBEEK, DAVID LORY",2
Argenta 03,"University Board of Regents, District  9","Knecht, Ron",47
Argenta 03,"University Board of Regents, District  9","Mackedon, Michon",55
Argenta 04,County Comm Dist. NO. 3 (CW),"WAITS, PATSY A.",419
Argenta 04,County Comm Dist. NO. 4 (CW),"ALLAN, JUDIE A.",239
Argenta 04,County Comm Dist. NO. 4 (CW),"STIENMETZ, STEVEN",216
Argenta 04,"LANDER COUNTY Hospital Dist Trustee, Seat A","LAWSON, MARIAN A.",209
Argenta 04,"LANDER COUNTY Hospital Dist Trustee, Seat A","NEVAREZ, MICHELLE",246
Argenta 04,President and Vice President of the United States,"GOODE, VIRGIL",4
Argenta 04,President and Vice President of the United States,"JOHNSON, GARY",1
Argenta 04,President and Vice President of the United States,None Of These Candidates,3
Argenta 04,President and Vice President of the United States,"Obama, Barack",106
Argenta 04,President and Vice President of the United States,"Romney, Mitt",368
Argenta 04,"State Assembly, District 32","Hansen, Ira",427
Argenta 04,"State Board of Education, District 2","Clontz, Donna",194
Argenta 04,"State Board of Education, District 2","Cook, Dave",234
Argenta 04,"Supreme Court Justice, Seat C","Cherry, Michael A.",349
Argenta 04,"Supreme Court Justice, Seat C",None Of These Candidates,89
Argenta 04,"Supreme Court Justice, Seat F","Douglas, Michael L.",361
Argenta 04,"Supreme Court Justice, Seat F",None Of These Candidates,82
Argenta 04,"Supreme Court Justice, Seat G",None Of These Candidates,88
Argenta 04,"Supreme Court Justice, Seat G","Saitta, Nancy M.",353
Argenta 04,"U.S. Representative in Congress, District 2","Amodei, Mark E.",348
Argenta 04,"U.S. Representative in Congress, District 2","Best, Russell",15
Argenta 04,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",18
Argenta 04,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",87
Argenta 04,United States Senator,"Berkley, Shelley",81
Argenta 04,United States Senator,"Heller, Dean",357
Argenta 04,United States Senator,None Of These Candidates,11
Argenta 04,United States Senator,"VANDERBEEK, DAVID LORY",28
Argenta 04,"University Board of Regents, District  9","Knecht, Ron",228
Argenta 04,"University Board of Regents, District  9","Mackedon, Michon",192
Argenta 05,County Comm Dist. NO. 3 (CW),"WAITS, PATSY A.",389
Argenta 05,County Comm Dist. NO. 4 (CW),"ALLAN, JUDIE A.",209
Argenta 05,County Comm Dist. NO. 4 (CW),"STIENMETZ, STEVEN",206
Argenta 05,"LANDER COUNTY Hospital Dist Trustee, Seat A","LAWSON, MARIAN A.",216
Argenta 05,"LANDER COUNTY Hospital Dist Trustee, Seat A","NEVAREZ, MICHELLE",198
Argenta 05,President and Vice President of the United States,"GOODE, VIRGIL",3
Argenta 05,President and Vice President of the United States,"JOHNSON, GARY",3
Argenta 05,President and Vice President of the United States,None Of These Candidates,5
Argenta 05,President and Vice President of the United States,"Obama, Barack",101
Argenta 05,President and Vice President of the United States,"Romney, Mitt",328
Argenta 05,"State Assembly, District 32","Hansen, Ira",398
Argenta 05,"State Board of Education, District 2","Clontz, Donna",157
Argenta 05,"State Board of Education, District 2","Cook, Dave",224
Argenta 05,"Supreme Court Justice, Seat C","Cherry, Michael A.",299
Argenta 05,"Supreme Court Justice, Seat C",None Of These Candidates,107
Argenta 05,"Supreme Court Justice, Seat F","Douglas, Michael L.",320
Argenta 05,"Supreme Court Justice, Seat F",None Of These Candidates,86
Argenta 05,"Supreme Court Justice, Seat G",None Of These Candidates,96
Argenta 05,"Supreme Court Justice, Seat G","Saitta, Nancy M.",307
Argenta 05,"U.S. Representative in Congress, District 2","Amodei, Mark E.",306
Argenta 05,"U.S. Representative in Congress, District 2","Best, Russell",21
Argenta 05,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",28
Argenta 05,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",72
Argenta 05,United States Senator,"Berkley, Shelley",64
Argenta 05,United States Senator,"Heller, Dean",331
Argenta 05,United States Senator,None Of These Candidates,20
Argenta 05,United States Senator,"VANDERBEEK, DAVID LORY",24
Argenta 05,"University Board of Regents, District  9","Knecht, Ron",189
Argenta 05,"University Board of Regents, District  9","Mackedon, Michon",191
Austin 07,AUSTIN Justice of the Peace,"SCHAEFFER, WILLIAM E. (BILL)",93
Austin 07,AUSTIN Justice of the Peace,"WILLIAMS, RAY H. III",20
Austin 07,County Comm Dist. NO. 3 (CW),"WAITS, PATSY A.",93
Austin 07,County Comm Dist. NO. 4 (CW),"ALLAN, JUDIE A.",50
Austin 07,County Comm Dist. NO. 4 (CW),"STIENMETZ, STEVEN",58
Austin 07,"LANDER COUNTY Hospital Dist Trustee, Seat A","LAWSON, MARIAN A.",56
Austin 07,"LANDER COUNTY Hospital Dist Trustee, Seat A","NEVAREZ, MICHELLE",51
Austin 07,President and Vice President of the United States,"GOODE, VIRGIL",3
Austin 07,President and Vice President of the United States,"JOHNSON, GARY",2
Austin 07,President and Vice President of the United States,None Of These Candidates,1
Austin 07,President and Vice President of the United States,"Obama, Barack",31
Austin 07,President and Vice President of the United States,"Romney, Mitt",79
Austin 07,"State Assembly, District 32","Hansen, Ira",101
Austin 07,"State Board of Education, District 2","Clontz, Donna",73
Austin 07,"State Board of Education, District 2","Cook, Dave",34
Austin 07,"Supreme Court Justice, Seat C","Cherry, Michael A.",92
Austin 07,"Supreme Court Justice, Seat C",None Of These Candidates,10
Austin 07,"Supreme Court Justice, Seat F","Douglas, Michael L.",86
Austin 07,"Supreme Court Justice, Seat F",None Of These Candidates,13
Austin 07,"Supreme Court Justice, Seat G",None Of These Candidates,14
Austin 07,"Supreme Court Justice, Seat G","Saitta, Nancy M.",88
Austin 07,"U.S. Representative in Congress, District 2","Amodei, Mark E.",83
Austin 07,"U.S. Representative in Congress, District 2","Best, Russell",5
Austin 07,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",8
Austin 07,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",19
Austin 07,United States Senator,"Berkley, Shelley",17
Austin 07,United States Senator,"Heller, Dean",83
Austin 07,United States Senator,None Of These Candidates,5
Austin 07,United States Senator,"VANDERBEEK, DAVID LORY",10
Austin 07,"University Board of Regents, District  9","Knecht, Ron",24
Austin 07,"University Board of Regents, District  9","Mackedon, Michon",86
Gillman Springs Ranch 08,AUSTIN Justice of the Peace,"SCHAEFFER, WILLIAM E. (BILL)",12
Gillman Springs Ranch 08,AUSTIN Justice of the Peace,"WILLIAMS, RAY H. III",3
Gillman Springs Ranch 08,County Comm Dist. NO. 3 (CW),"WAITS, PATSY A.",14
Gillman Springs Ranch 08,County Comm Dist. NO. 4 (CW),"ALLAN, JUDIE A.",7
Gillman Springs Ranch 08,County Comm Dist. NO. 4 (CW),"STIENMETZ, STEVEN",9
Gillman Springs Ranch 08,"LANDER COUNTY Hospital Dist Trustee, Seat A","LAWSON, MARIAN A.",9
Gillman Springs Ranch 08,"LANDER COUNTY Hospital Dist Trustee, Seat A","NEVAREZ, MICHELLE",7
Gillman Springs Ranch 08,President and Vice President of the United States,"GOODE, VIRGIL",0
Gillman Springs Ranch 08,President and Vice President of the United States,"JOHNSON, GARY",0
Gillman Springs Ranch 08,President and Vice President of the United States,None Of These Candidates,0
Gillman Springs Ranch 08,President and Vice President of the United States,"Obama, Barack",4
Gillman Springs Ranch 08,President and Vice President of the United States,"Romney, Mitt",12
Gillman Springs Ranch 08,"State Assembly, District 32","Hansen, Ira",13
Gillman Springs Ranch 08,"State Board of Education, District 2","Clontz, Donna",8
Gillman Springs Ranch 08,"State Board of Education, District 2","Cook, Dave",8
Gillman Springs Ranch 08,"Supreme Court Justice, Seat C","Cherry, Michael A.",10
Gillman Springs Ranch 08,"Supreme Court Justice, Seat C",None Of These Candidates,5
Gillman Springs Ranch 08,"Supreme Court Justice, Seat F","Douglas, Michael L.",13
Gillman Springs Ranch 08,"Supreme Court Justice, Seat F",None Of These Candidates,2
Gillman Springs Ranch 08,"Supreme Court Justice, Seat G",None Of These Candidates,4
Gillman Springs Ranch 08,"Supreme Court Justice, Seat G","Saitta, Nancy M.",11
Gillman Springs Ranch 08,"U.S. Representative in Congress, District 2","Amodei, Mark E.",12
Gillman Springs Ranch 08,"U.S. Representative in Congress, District 2","Best, Russell",0
Gillman Springs Ranch 08,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",0
Gillman Springs Ranch 08,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",4
Gillman Springs Ranch 08,United States Senator,"Berkley, Shelley",2
Gillman Springs Ranch 08,United States Senator,"Heller, Dean",13
Gillman Springs Ranch 08,United States Senator,None Of These Candidates,1
Gillman Springs Ranch 08,United States Senator,"VANDERBEEK, DAVID LORY",0
Gillman Springs Ranch 08,"University Board of Regents, District  9","Knecht, Ron",9
Gillman Springs Ranch 08,"University Board of Regents, District  9","Mackedon, Michon",7
Kingston 09,AUSTIN Justice of the Peace,"SCHAEFFER, WILLIAM E. (BILL)",53
Kingston 09,AUSTIN Justice of the Peace,"WILLIAMS, RAY H. III",28
Kingston 09,County Comm Dist. NO. 3 (CW),"WAITS, PATSY A.",65
Kingston 09,County Comm Dist. NO. 4 (CW),"ALLAN, JUDIE A.",30
Kingston 09,County Comm Dist. NO. 4 (CW),"STIENMETZ, STEVEN",43
Kingston 09,"LANDER COUNTY Hospital Dist Trustee, Seat A","LAWSON, MARIAN A.",45
Kingston 09,"LANDER COUNTY Hospital Dist Trustee, Seat A","NEVAREZ, MICHELLE",24
Kingston 09,President and Vice President of the United States,"GOODE, VIRGIL",2
Kingston 09,President and Vice President of the United States,"JOHNSON, GARY",1
Kingston 09,President and Vice President of the United States,None Of These Candidates,1
Kingston 09,President and Vice President of the United States,"Obama, Barack",19
Kingston 09,President and Vice President of the United States,"Romney, Mitt",63
Kingston 09,"State Assembly, District 32","Hansen, Ira",64
Kingston 09,"State Board of Education, District 2","Clontz, Donna",27
Kingston 09,"State Board of Education, District 2","Cook, Dave",41
Kingston 09,"Supreme Court Justice, Seat C","Cherry, Michael A.",56
Kingston 09,"Supreme Court Justice, Seat C",None Of These Candidates,20
Kingston 09,"Supreme Court Justice, Seat F","Douglas, Michael L.",54
Kingston 09,"Supreme Court Justice, Seat F",None Of These Candidates,20
Kingston 09,"Supreme Court Justice, Seat G",None Of These Candidates,18
Kingston 09,"Supreme Court Justice, Seat G","Saitta, Nancy M.",55
Kingston 09,"U.S. Representative in Congress, District 2","Amodei, Mark E.",57
Kingston 09,"U.S. Representative in Congress, District 2","Best, Russell",9
Kingston 09,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",5
Kingston 09,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",15
Kingston 09,United States Senator,"Berkley, Shelley",13
Kingston 09,United States Senator,"Heller, Dean",63
Kingston 09,United States Senator,None Of These Candidates,4
Kingston 09,United States Senator,"VANDERBEEK, DAVID LORY",7
Kingston 09,"University Board of Regents, District  9","Knecht, Ron",30
Kingston 09,"University Board of Regents, District  9","Mackedon, Michon",34
Precinct 88,President and Vice President of the United States,"GOODE, VIRGIL",0
Precinct 88,President and Vice President of the United States,"JOHNSON, GARY",0
Precinct 88,President and Vice President of the United States,None Of These Candidates,0
Precinct 88,President and Vice President of the United States,"Obama, Barack",0
Precinct 88,President and Vice President of the United States,"Romney, Mitt",0
Precinct 99,President and Vice President of the United States,"GOODE, VIRGIL",0
Precinct 99,President and Vice President of the United States,"JOHNSON, GARY",0
Precinct 99,President and Vice President of the United States,None Of These Candidates,0
Precinct 99,President and Vice President of the United States,"Obama, Barack",0
Precinct 99,President and Vice President of the United States,"Romney, Mitt",0
Precinct 99,"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
Precinct 99,"U.S. Representative in Congress, District 2","Best, Russell",0
Precinct 99,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",0
Precinct 99,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",0
Precinct 99,United States Senator,"Berkley, Shelley",0
Precinct 99,United States Senator,"Heller, Dean",0
Precinct 99,United States Senator,None Of These Candidates,0
Precinct 99,United States Senator,"VANDERBEEK, DAVID LORY",0
Southern Lander County 06,AUSTIN Justice of the Peace,"SCHAEFFER, WILLIAM E. (BILL)",61
Southern Lander County 06,AUSTIN Justice of the Peace,"WILLIAMS, RAY H. III",15
Southern Lander County 06,County Comm Dist. NO. 3 (CW),"WAITS, PATSY A.",71
Southern Lander County 06,County Comm Dist. NO. 4 (CW),"ALLAN, JUDIE A.",24
Southern Lander County 06,County Comm Dist. NO. 4 (CW),"STIENMETZ, STEVEN",48
Southern Lander County 06,"LANDER COUNTY Hospital Dist Trustee, Seat A","LAWSON, MARIAN A.",37
Southern Lander County 06,"LANDER COUNTY Hospital Dist Trustee, Seat A","NEVAREZ, MICHELLE",27
Southern Lander County 06,President and Vice President of the United States,"GOODE, VIRGIL",0
Southern Lander County 06,President and Vice President of the United States,"JOHNSON, GARY",0
Southern Lander County 06,President and Vice President of the United States,None Of These Candidates,0
Southern Lander County 06,President and Vice President of the United States,"Obama, Barack",6
Southern Lander County 06,President and Vice President of the United States,"Romney, Mitt",74
Southern Lander County 06,"State Assembly, District 32","Hansen, Ira",72
Southern Lander County 06,"State Board of Education, District 2","Clontz, Donna",29
Southern Lander County 06,"State Board of Education, District 2","Cook, Dave",36
Southern Lander County 06,"Supreme Court Justice, Seat C","Cherry, Michael A.",55
Southern Lander County 06,"Supreme Court Justice, Seat C",None Of These Candidates,12
Southern Lander County 06,"Supreme Court Justice, Seat F","Douglas, Michael L.",54
Southern Lander County 06,"Supreme Court Justice, Seat F",None Of These Candidates,13
Southern Lander County 06,"Supreme Court Justice, Seat G",None Of These Candidates,15
Southern Lander County 06,"Supreme Court Justice, Seat G","Saitta, Nancy M.",52
Southern Lander County 06,"U.S. Representative in Congress, District 2","Amodei, Mark E.",72
Southern Lander County 06,"U.S. Representative in Congress, District 2","Best, Russell",1
Southern Lander County 06,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",1
Southern Lander County 06,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",3
Southern Lander County 06,United States Senator,"Berkley, Shelley",6
Southern Lander County 06,United States Senator,"Heller, Dean",70
Southern Lander County 06,United States Senator,None Of These Candidates,0
Southern Lander County 06,United States Senator,"VANDERBEEK, DAVID LORY",4
Southern Lander County 06,"University Board of Regents, District  9","Knecht, Ron",29
Southern Lander County 06,"University Board of Regents, District  9","Mackedon, Michon",42
