precinct,office,candidate,votes
Precinct 4,COUNTY ASSESSOR,"MCLEAN, RANDY W.",0
Precinct 4,DISTRICT ATTORNEY,"GLENNEN, ROBERT E. III",10
Precinct 4,"District Court Judge, District 5, Department 2","DONOHUE, LILLIAN JO ""LIL""",4
Precinct 4,"District Court Judge, District 5, Department 2","LANE, ROBERT W.",7
Precinct 4,Governor,"Goodman, Robert ""Bob""",3
Precinct 4,Governor,None Of These Candidates,0
Precinct 4,Governor,"Sandoval, Brian",9
Precinct 4,Governor,"VanDerBeek, David Lory",0
Precinct 4,Lieutenant Governor,"Flores, Lucy",3
Precinct 4,Lieutenant Governor,"Hutchison, Mark",8
Precinct 4,Lieutenant Governor,"Little, Mike",0
Precinct 4,Lieutenant Governor,None Of These Candidates,1
Precinct 4,Secretary Of State,"Cegavske, Barbara K",6
Precinct 4,Secretary Of State,"Marshall, Kate",5
Precinct 4,Secretary Of State,None Of These Candidates,1
Precinct 4,Sheriff,"BETH, DAVID R.",1
Precinct 4,Sheriff,"ELGAN, KEN",10
Precinct 4,"State Assembly, District 32","Gabriel, Louis ""Wedge""",0
Precinct 4,"State Assembly, District 32","Hansen, Ira",9
Precinct 4,"State Assembly, District 32","Sampaga, John Sharp",3
Precinct 4,State Controller,"Jones, Tom",1
Precinct 4,State Controller,"Knecht, Ron",6
Precinct 4,State Controller,"Martin, Andrew",5
Precinct 4,State Controller,None Of These Candidates,0
Precinct 4,"State Senate, District 14","Gustavson, Don",9
Precinct 4,"State Senate, District 14","Hunt, Joe",3
Precinct 4,State Treasurer,"Cave, Kress K",0
Precinct 4,State Treasurer,None Of These Candidates,0
Precinct 4,State Treasurer,"Schwartz, Dan",8
Precinct 4,State Treasurer,"Wallin, Kim",4
Precinct 4,"Supreme Court Justice, Seat B",None Of These Candidates,0
Precinct 4,"Supreme Court Justice, Seat B","Pickering, Kristina",11
Precinct 4,"Supreme Court Justice, Seat D","Gibbons, Mark",10
Precinct 4,"Supreme Court Justice, Seat D",None Of These Candidates,1
Precinct 4,"U.S. Representative in Congress, District 4","Best, Russell",0
Precinct 4,"U.S. Representative in Congress, District 4","Brown, Steve",0
Precinct 4,"U.S. Representative in Congress, District 4","Hardy, Cresent",8
Precinct 4,"U.S. Representative in Congress, District 4","Horsford, Steven A.",4
Precinct 5,Attorney General,"Hansen, Jonathan J",
Precinct 5,Attorney General,"Laxalt, Adam Paul",
Precinct 5,Attorney General,"Miller, Ross",
Precinct 5,Attorney General,None Of These Candidates,
Precinct 5,Auditor/Recorder,"SCOTT, KAREN",
Precinct 5,Clerk and Treasurer,"ELGAN, LACINDA",
Precinct 5,COUNTY ASSESSOR,"LEE, RUTH P.",
Precinct 5,COUNTY ASSESSOR,"MCLEAN, RANDY W.",
Precinct 5,DISTRICT ATTORNEY,"GLENNEN, ROBERT E. III",
Precinct 5,"District Court Judge, District 5, Department 2","DONOHUE, LILLIAN JO ""LIL""",
Precinct 5,"District Court Judge, District 5, Department 2","LANE, ROBERT W.",
Precinct 5,Governor,"Goodman, Robert ""Bob""",
Precinct 5,Governor,None Of These Candidates,
Precinct 5,Governor,"Sandoval, Brian",
Precinct 5,Governor,"VanDerBeek, David Lory",
Precinct 5,Lieutenant Governor,"Flores, Lucy",
Precinct 5,Lieutenant Governor,"Hutchison, Mark",
Precinct 5,Lieutenant Governor,"Little, Mike",
Precinct 5,Lieutenant Governor,None Of These Candidates,
Precinct 5,Secretary Of State,"Cegavske, Barbara K",
Precinct 5,Secretary Of State,"Marshall, Kate",
Precinct 5,Secretary Of State,None Of These Candidates,
Precinct 5,Sheriff,"BETH, DAVID R.",
Precinct 5,Sheriff,"ELGAN, KEN",
Precinct 5,"State Assembly, District 32","Gabriel, Louis ""Wedge""",
Precinct 5,"State Assembly, District 32","Hansen, Ira",
Precinct 5,"State Assembly, District 32","Sampaga, John Sharp",
Precinct 5,State Controller,"Jones, Tom",
Precinct 5,State Controller,"Knecht, Ron",
Precinct 5,State Controller,"Martin, Andrew",
Precinct 5,State Controller,None Of These Candidates,
Precinct 5,"State Senate, District 14","Gustavson, Don",
Precinct 5,"State Senate, District 14","Hunt, Joe",
Precinct 5,State Treasurer,"Cave, Kress K",
Precinct 5,State Treasurer,None Of These Candidates,
Precinct 5,State Treasurer,"Schwartz, Dan",
Precinct 5,State Treasurer,"Wallin, Kim",
Precinct 5,"Supreme Court Justice, Seat B",None Of These Candidates,
Precinct 5,"Supreme Court Justice, Seat B","Pickering, Kristina",
Precinct 5,"Supreme Court Justice, Seat D","Gibbons, Mark",
Precinct 5,"Supreme Court Justice, Seat D",None Of These Candidates,
Precinct 5,"U.S. Representative in Congress, District 4","Best, Russell",
Precinct 5,"U.S. Representative in Congress, District 4","Brown, Steve",
Precinct 5,"U.S. Representative in Congress, District 4","Hardy, Cresent",
Precinct 5,"U.S. Representative in Congress, District 4","Horsford, Steven A.",
Precinct 99,"U.S. Representative in Congress, District 4","Best, Russell",0
Precinct 99,"U.S. Representative in Congress, District 4","Brown, Steve",0
Precinct 99,"U.S. Representative in Congress, District 4","Hardy, Cresent",0
Precinct 99,"U.S. Representative in Congress, District 4","Horsford, Steven A.",0
