precinct,office,candidate,votes
Fernley 13,Mayor FERNLEY (Nonpartisan),"ORSLEY, KATHLEEN",10
Fernley 13,School Dist Trustee Dist 2 (Nonpartisan),"MCINTYRE, NEAL E.",231
Fernley 13,School Dist Trustee Dist 4 (Nonpartisan),"SHIRLEY, CHARLES W.",228
Fernley 13,Sheriff (Nonpartisan),"ADAMS, STEVE",46
Fernley 13,Sheriff (Nonpartisan),"KANTZ, GREG",22
Fernley 13,Sheriff (Nonpartisan),"MCNEIL, AL",75
Fernley 13,Sheriff (Nonpartisan),"TORRES, ALBERT D.",126
Fernley 13,"State Assembly, District 38 (Republican)","FREY, NORM",80
Fernley 13,"State Assembly, District 38 (Republican)","TITUS, ROBIN L.",99
Fernley 13,State Controller (Republican),"Arlint, Cort R.",17
Fernley 13,State Controller (Republican),"Herr, Barry",19
Fernley 13,State Controller (Republican),"Knecht, Ron",114
Fernley 13,State Controller (Republican),None Of These Candidates,17
Fernley 13,"U.S. Representative in Congress, District 2 (Democratic)","Alm, Vance",7
Fernley 13,"U.S. Representative in Congress, District 2 (Democratic)","Dempsey, Brian",12
Fernley 13,"U.S. Representative in Congress, District 2 (Democratic)","Lee, Ed",8
Fernley 13,"U.S. Representative in Congress, District 2 (Democratic)","Spees, Kristen",23
Fernley 14,"City Councilman Ward 1, City of Fernley (Nonpartisan)","CHARTER, STEPHEN L.",27
Fernley 14,"City Councilman Ward 1, City of Fernley (Nonpartisan)","CHRISTOPHER, ""TIM""",34
Fernley 14,"City Councilman Ward 1, City of Fernley (Nonpartisan)","JONES, RICHARD ""RICK""",21
Fernley 14,"City Councilman Ward 1, City of Fernley (Nonpartisan)","ORSLEY, ALICIA",19
Fernley 14,"City Councilman Ward 1, City of Fernley (Nonpartisan)","WHALEN, SHARI",68
Fernley 14,County Comm Dist. 5 (CW) (Republican),"ARELLANO, VIRGIL J.",27
Fernley 14,County Comm Dist. 5 (CW) (Republican),"HUNEWILL, GREG A.",32
Fernley 14,County Comm Dist. 5 (CW) (Republican),"LUPORI, ED",4
Fernley 14,County Comm Dist. 5 (CW) (Republican),"THOMPSON, CLIFFORD A., JR.",9
Fernley 14,"District Court Judge, District 3, Department 2 (Nonpartisan)","ABERASTURI, LEON",151
Fernley 14,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"BRUMAGE, ERIN C.",34
Fernley 14,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"CLEGG, WILLIAM B.",60
Fernley 14,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"COBON, DENNIS L.",20
Fernley 14,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"DARLING-ZECH, JANICE",45
Fernley 14,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"HANNA, MARTY",42
Fernley 14,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"MURPHY, PAUL C.",55
Fernley 14,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"SNYDER, WILLIAM G., JR.",39
Fernley 14,Governor (Democratic),"Chang, Charles ""Charlie""",2
Fernley 14,Governor (Democratic),"Conquest, Frederick L.",0
Fernley 14,Governor (Democratic),"Frye, Stephen H.",13
Fernley 14,Governor (Democratic),"Goodman, Robert ""Bob""",14
Fernley 14,Governor (Democratic),"Hyepock, Chris",0
Fernley 14,Governor (Democratic),None Of These Candidates,17
Fernley 14,Governor (Democratic),"Rheinhart, Allen",2
Fernley 14,Governor (Democratic),"Rutledge, John",8
Fernley 14,Governor (Democratic),"Shabazz, Abdul H.",1
Fernley 14,Governor (Republican),"Hamilton, Eddie ""In Liberty""",2
Fernley 14,Governor (Republican),"Marinch, Gary",1
Fernley 14,Governor (Republican),None Of These Candidates,4
Fernley 14,Governor (Republican),"Sandoval, Brian",69
Fernley 14,Governor (Republican),"Tarbell, William",2
Fernley 14,Governor (Republican),"Tighe, Thomas J.",0
Fernley 14,Lieutenant Governor (Democratic),"Flores, Lucy",32
Fernley 14,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",10
Fernley 14,Lieutenant Governor (Democratic),None Of These Candidates,14
Fernley 14,Lieutenant Governor (Republican),"Dyer, Chris",10
Fernley 14,Lieutenant Governor (Republican),"Hutchison, Mark",52
Fernley 14,Lieutenant Governor (Republican),"Lowden, Sue",6
Fernley 14,Lieutenant Governor (Republican),None Of These Candidates,10
Fernley 14,Mayor FERNLEY (Nonpartisan),"BORSO, MARGARET",25
Fernley 14,Mayor FERNLEY (Nonpartisan),"EDGINGTON, ROY",60
Fernley 14,Mayor FERNLEY (Nonpartisan),"FELIX, JEFFREY",19
Fernley 14,Mayor FERNLEY (Nonpartisan),"HODGES, JAN NEWCOMBE",18
Fernley 14,Mayor FERNLEY (Nonpartisan),"LACY, ""RAY""",31
Fernley 14,Mayor FERNLEY (Nonpartisan),"ORSLEY, KATHLEEN",17
Fernley 14,School Dist Trustee Dist 2 (Nonpartisan),"MCINTYRE, NEAL E.",155
Fernley 14,School Dist Trustee Dist 4 (Nonpartisan),"SHIRLEY, CHARLES W.",149
Fernley 14,Sheriff (Nonpartisan),"ADAMS, STEVE",34
Fernley 14,Sheriff (Nonpartisan),"KANTZ, GREG",9
Fernley 14,Sheriff (Nonpartisan),"MCNEIL, AL",45
Fernley 14,Sheriff (Nonpartisan),"TORRES, ALBERT D.",78
Fernley 14,"State Assembly, District 38 (Republican)","FREY, NORM",42
Fernley 14,"State Assembly, District 38 (Republican)","TITUS, ROBIN L.",33
Fernley 14,State Controller (Republican),"Arlint, Cort R.",0
Fernley 14,State Controller (Republican),"Herr, Barry",9
Fernley 14,State Controller (Republican),"Knecht, Ron",53
Fernley 14,State Controller (Republican),None Of These Candidates,13
Fernley 14,"U.S. Representative in Congress, District 2 (Democratic)","Alm, Vance",5
Fernley 14,"U.S. Representative in Congress, District 2 (Democratic)","Dempsey, Brian",21
Fernley 14,"U.S. Representative in Congress, District 2 (Democratic)","Lee, Ed",7
Fernley 14,"U.S. Representative in Congress, District 2 (Democratic)","Spees, Kristen",19
Fernley 2,County Comm Dist. 5 (CW) (Republican),"ARELLANO, VIRGIL J.",40
Fernley 2,County Comm Dist. 5 (CW) (Republican),"HUNEWILL, GREG A.",34
Fernley 2,County Comm Dist. 5 (CW) (Republican),"LUPORI, ED",1
Fernley 2,County Comm Dist. 5 (CW) (Republican),"THOMPSON, CLIFFORD A., JR.",1
Fernley 2,"District Court Judge, District 3, Department 2 (Nonpartisan)","ABERASTURI, LEON",92
Fernley 2,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"BRUMAGE, ERIN C.",28
Fernley 2,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"CLEGG, WILLIAM B.",32
Fernley 2,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"COBON, DENNIS L.",16
Fernley 2,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"DARLING-ZECH, JANICE",17
Fernley 2,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"HANNA, MARTY",29
Fernley 2,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"MURPHY, PAUL C.",45
Fernley 2,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"SNYDER, WILLIAM G., JR.",17
Fernley 2,Governor (Democratic),"Chang, Charles ""Charlie""",0
Fernley 2,Governor (Democratic),"Conquest, Frederick L.",0
Fernley 2,Governor (Democratic),"Frye, Stephen H.",4
Fernley 2,Governor (Democratic),"Goodman, Robert ""Bob""",6
Fernley 2,Governor (Democratic),"Hyepock, Chris",1
Fernley 2,Governor (Democratic),None Of These Candidates,6
Fernley 2,Governor (Democratic),"Rheinhart, Allen",1
Fernley 2,Governor (Democratic),"Rutledge, John",0
Fernley 2,Governor (Democratic),"Shabazz, Abdul H.",0
Fernley 2,Governor (Republican),"Hamilton, Eddie ""In Liberty""",0
Fernley 2,Governor (Republican),"Marinch, Gary",1
Fernley 2,Governor (Republican),None Of These Candidates,2
Fernley 2,Governor (Republican),"Sandoval, Brian",80
Fernley 2,Governor (Republican),"Tarbell, William",0
Fernley 2,Governor (Republican),"Tighe, Thomas J.",1
Fernley 2,Lieutenant Governor (Democratic),"Flores, Lucy",11
Fernley 2,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",4
Fernley 2,Lieutenant Governor (Democratic),None Of These Candidates,3
Fernley 2,Lieutenant Governor (Republican),"Dyer, Chris",4
Fernley 2,Lieutenant Governor (Republican),"Hutchison, Mark",43
Fernley 2,Lieutenant Governor (Republican),"Lowden, Sue",30
Fernley 2,Lieutenant Governor (Republican),None Of These Candidates,4
Fernley 2,Mayor FERNLEY (Nonpartisan),"BORSO, MARGARET",24
Fernley 2,Mayor FERNLEY (Nonpartisan),"EDGINGTON, ROY",46
Fernley 2,Mayor FERNLEY (Nonpartisan),"FELIX, JEFFREY",11
Fernley 2,Mayor FERNLEY (Nonpartisan),"HODGES, JAN NEWCOMBE",22
Fernley 2,Mayor FERNLEY (Nonpartisan),"LACY, ""RAY""",7
Fernley 2,Mayor FERNLEY (Nonpartisan),"ORSLEY, KATHLEEN",5
Fernley 2,School Dist Trustee Dist 2 (Nonpartisan),"MCINTYRE, NEAL E.",86
Fernley 2,School Dist Trustee Dist 4 (Nonpartisan),"SHIRLEY, CHARLES W.",85
Fernley 2,Sheriff (Nonpartisan),"ADAMS, STEVE",15
Fernley 2,Sheriff (Nonpartisan),"KANTZ, GREG",7
Fernley 2,Sheriff (Nonpartisan),"MCNEIL, AL",25
Fernley 2,Sheriff (Nonpartisan),"TORRES, ALBERT D.",61
Fernley 2,"State Assembly, District 38 (Republican)","FREY, NORM",35
Fernley 2,"State Assembly, District 38 (Republican)","TITUS, ROBIN L.",38
Fernley 2,State Controller (Republican),"Arlint, Cort R.",7
Fernley 2,State Controller (Republican),"Herr, Barry",8
Fernley 2,State Controller (Republican),"Knecht, Ron",40
Fernley 2,State Controller (Republican),None Of These Candidates,17
Fernley 2,"U.S. Representative in Congress, District 2 (Democratic)","Alm, Vance",4
Fernley 2,"U.S. Representative in Congress, District 2 (Democratic)","Dempsey, Brian",6
Fernley 2,"U.S. Representative in Congress, District 2 (Democratic)","Lee, Ed",0
Fernley 2,"U.S. Representative in Congress, District 2 (Democratic)","Spees, Kristen",7
Fernley 3,County Comm Dist. 5 (CW) (Republican),"ARELLANO, VIRGIL J.",24
Fernley 3,County Comm Dist. 5 (CW) (Republican),"HUNEWILL, GREG A.",21
Fernley 3,County Comm Dist. 5 (CW) (Republican),"LUPORI, ED",6
Fernley 3,County Comm Dist. 5 (CW) (Republican),"THOMPSON, CLIFFORD A., JR.",4
Fernley 3,"District Court Judge, District 3, Department 2 (Nonpartisan)","ABERASTURI, LEON",81
Fernley 3,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"BRUMAGE, ERIN C.",19
Fernley 3,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"CLEGG, WILLIAM B.",22
Fernley 3,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"COBON, DENNIS L.",10
Fernley 3,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"DARLING-ZECH, JANICE",24
Fernley 3,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"HANNA, MARTY",19
Fernley 3,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"MURPHY, PAUL C.",27
Fernley 3,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"SNYDER, WILLIAM G., JR.",18
Fernley 3,Governor (Democratic),"Chang, Charles ""Charlie""",1
Fernley 3,Governor (Democratic),"Conquest, Frederick L.",0
Fernley 3,Governor (Democratic),"Frye, Stephen H.",1
Fernley 3,Governor (Democratic),"Goodman, Robert ""Bob""",3
Fernley 3,Governor (Democratic),"Hyepock, Chris",0
Fernley 3,Governor (Democratic),None Of These Candidates,8
Fernley 3,Governor (Democratic),"Rheinhart, Allen",2
Fernley 3,Governor (Democratic),"Rutledge, John",0
Fernley 3,Governor (Democratic),"Shabazz, Abdul H.",0
Fernley 3,Governor (Republican),"Hamilton, Eddie ""In Liberty""",1
Fernley 3,Governor (Republican),"Marinch, Gary",1
Fernley 3,Governor (Republican),None Of These Candidates,2
Fernley 3,Governor (Republican),"Sandoval, Brian",50
Fernley 3,Governor (Republican),"Tarbell, William",1
Fernley 3,Governor (Republican),"Tighe, Thomas J.",1
Fernley 3,Lieutenant Governor (Democratic),"Flores, Lucy",9
Fernley 3,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",0
Fernley 3,Lieutenant Governor (Democratic),None Of These Candidates,6
Fernley 3,Lieutenant Governor (Republican),"Dyer, Chris",5
Fernley 3,Lieutenant Governor (Republican),"Hutchison, Mark",35
Fernley 3,Lieutenant Governor (Republican),"Lowden, Sue",12
Fernley 3,Lieutenant Governor (Republican),None Of These Candidates,4
Fernley 3,Mayor FERNLEY (Nonpartisan),"BORSO, MARGARET",16
Fernley 3,Mayor FERNLEY (Nonpartisan),"EDGINGTON, ROY",21
Fernley 3,Mayor FERNLEY (Nonpartisan),"FELIX, JEFFREY",13
Fernley 3,Mayor FERNLEY (Nonpartisan),"HODGES, JAN NEWCOMBE",15
Fernley 3,Mayor FERNLEY (Nonpartisan),"LACY, ""RAY""",15
Fernley 3,Mayor FERNLEY (Nonpartisan),"ORSLEY, KATHLEEN",5
Fernley 3,School Dist Trustee Dist 2 (Nonpartisan),"MCINTYRE, NEAL E.",78
Fernley 3,School Dist Trustee Dist 4 (Nonpartisan),"SHIRLEY, CHARLES W.",77
Fernley 3,Sheriff (Nonpartisan),"ADAMS, STEVE",19
Fernley 3,Sheriff (Nonpartisan),"KANTZ, GREG",5
Fernley 3,Sheriff (Nonpartisan),"MCNEIL, AL",29
Fernley 3,Sheriff (Nonpartisan),"TORRES, ALBERT D.",32
Fernley 3,"State Assembly, District 38 (Republican)","FREY, NORM",22
Fernley 3,"State Assembly, District 38 (Republican)","TITUS, ROBIN L.",33
Fernley 3,State Controller (Republican),"Arlint, Cort R.",1
Fernley 3,State Controller (Republican),"Herr, Barry",5
Fernley 3,State Controller (Republican),"Knecht, Ron",39
Fernley 3,State Controller (Republican),None Of These Candidates,8
Fernley 3,"U.S. Representative in Congress, District 2 (Democratic)","Alm, Vance",1
Fernley 3,"U.S. Representative in Congress, District 2 (Democratic)","Dempsey, Brian",6
Fernley 3,"U.S. Representative in Congress, District 2 (Democratic)","Lee, Ed",1
Fernley 3,"U.S. Representative in Congress, District 2 (Democratic)","Spees, Kristen",6
Fernley 4,County Comm Dist. 5 (CW) (Republican),"ARELLANO, VIRGIL J.",43
Fernley 4,County Comm Dist. 5 (CW) (Republican),"HUNEWILL, GREG A.",39
Fernley 4,County Comm Dist. 5 (CW) (Republican),"LUPORI, ED",8
Fernley 4,County Comm Dist. 5 (CW) (Republican),"THOMPSON, CLIFFORD A., JR.",13
Fernley 4,"District Court Judge, District 3, Department 2 (Nonpartisan)","ABERASTURI, LEON",146
Fernley 4,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"BRUMAGE, ERIN C.",42
Fernley 4,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"CLEGG, WILLIAM B.",47
Fernley 4,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"COBON, DENNIS L.",21
Fernley 4,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"DARLING-ZECH, JANICE",47
Fernley 4,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"HANNA, MARTY",23
Fernley 4,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"MURPHY, PAUL C.",52
Fernley 4,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"SNYDER, WILLIAM G., JR.",37
Fernley 4,Governor (Democratic),"Chang, Charles ""Charlie""",3
Fernley 4,Governor (Democratic),"Conquest, Frederick L.",0
Fernley 4,Governor (Democratic),"Frye, Stephen H.",4
Fernley 4,Governor (Democratic),"Goodman, Robert ""Bob""",6
Fernley 4,Governor (Democratic),"Hyepock, Chris",1
Fernley 4,Governor (Democratic),None Of These Candidates,14
Fernley 4,Governor (Democratic),"Rheinhart, Allen",0
Fernley 4,Governor (Democratic),"Rutledge, John",3
Fernley 4,Governor (Democratic),"Shabazz, Abdul H.",0
Fernley 4,Governor (Republican),"Hamilton, Eddie ""In Liberty""",3
Fernley 4,Governor (Republican),"Marinch, Gary",3
Fernley 4,Governor (Republican),None Of These Candidates,10
Fernley 4,Governor (Republican),"Sandoval, Brian",92
Fernley 4,Governor (Republican),"Tarbell, William",1
Fernley 4,Governor (Republican),"Tighe, Thomas J.",1
Fernley 4,Lieutenant Governor (Democratic),"Flores, Lucy",18
Fernley 4,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",5
Fernley 4,Lieutenant Governor (Democratic),None Of These Candidates,11
Fernley 4,Lieutenant Governor (Republican),"Dyer, Chris",8
Fernley 4,Lieutenant Governor (Republican),"Hutchison, Mark",50
Fernley 4,Lieutenant Governor (Republican),"Lowden, Sue",40
Fernley 4,Lieutenant Governor (Republican),None Of These Candidates,10
Fernley 4,Mayor FERNLEY (Nonpartisan),"BORSO, MARGARET",41
Fernley 4,Mayor FERNLEY (Nonpartisan),"EDGINGTON, ROY",44
Fernley 4,Mayor FERNLEY (Nonpartisan),"FELIX, JEFFREY",14
Fernley 4,Mayor FERNLEY (Nonpartisan),"HODGES, JAN NEWCOMBE",36
Fernley 4,Mayor FERNLEY (Nonpartisan),"LACY, ""RAY""",26
Fernley 4,Mayor FERNLEY (Nonpartisan),"ORSLEY, KATHLEEN",11
Fernley 4,School Dist Trustee Dist 2 (Nonpartisan),"MCINTYRE, NEAL E.",138
Fernley 4,School Dist Trustee Dist 4 (Nonpartisan),"SHIRLEY, CHARLES W.",139
Fernley 4,Sheriff (Nonpartisan),"ADAMS, STEVE",19
Fernley 4,Sheriff (Nonpartisan),"KANTZ, GREG",7
Fernley 4,Sheriff (Nonpartisan),"MCNEIL, AL",67
Fernley 4,Sheriff (Nonpartisan),"TORRES, ALBERT D.",74
Fernley 4,"State Assembly, District 38 (Republican)","FREY, NORM",42
Fernley 4,"State Assembly, District 38 (Republican)","TITUS, ROBIN L.",64
Fernley 4,State Controller (Republican),"Arlint, Cort R.",5
Fernley 4,State Controller (Republican),"Herr, Barry",7
Fernley 4,State Controller (Republican),"Knecht, Ron",69
Fernley 4,State Controller (Republican),None Of These Candidates,25
Fernley 4,"U.S. Representative in Congress, District 2 (Democratic)","Alm, Vance",6
Fernley 4,"U.S. Representative in Congress, District 2 (Democratic)","Dempsey, Brian",10
Fernley 4,"U.S. Representative in Congress, District 2 (Democratic)","Lee, Ed",3
Fernley 4,"U.S. Representative in Congress, District 2 (Democratic)","Spees, Kristen",8
Fernley 5,County Comm Dist. 5 (CW) (Republican),"ARELLANO, VIRGIL J.",37
Fernley 5,County Comm Dist. 5 (CW) (Republican),"HUNEWILL, GREG A.",32
Fernley 5,County Comm Dist. 5 (CW) (Republican),"LUPORI, ED",10
Fernley 5,County Comm Dist. 5 (CW) (Republican),"THOMPSON, CLIFFORD A., JR.",10
Fernley 5,"District Court Judge, District 3, Department 2 (Nonpartisan)","ABERASTURI, LEON",119
Fernley 5,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"BRUMAGE, ERIN C.",31
Fernley 5,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"CLEGG, WILLIAM B.",26
Fernley 5,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"COBON, DENNIS L.",21
Fernley 5,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"DARLING-ZECH, JANICE",44
Fernley 5,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"HANNA, MARTY",31
Fernley 5,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"MURPHY, PAUL C.",34
Fernley 5,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"SNYDER, WILLIAM G., JR.",31
Fernley 5,Governor (Democratic),"Chang, Charles ""Charlie""",3
Fernley 5,Governor (Democratic),"Conquest, Frederick L.",0
Fernley 5,Governor (Democratic),"Frye, Stephen H.",4
Fernley 5,Governor (Democratic),"Goodman, Robert ""Bob""",3
Fernley 5,Governor (Democratic),"Hyepock, Chris",0
Fernley 5,Governor (Democratic),None Of These Candidates,11
Fernley 5,Governor (Democratic),"Rheinhart, Allen",2
Fernley 5,Governor (Democratic),"Rutledge, John",1
Fernley 5,Governor (Democratic),"Shabazz, Abdul H.",1
Fernley 5,Governor (Republican),"Hamilton, Eddie ""In Liberty""",1
Fernley 5,Governor (Republican),"Marinch, Gary",2
Fernley 5,Governor (Republican),None Of These Candidates,1
Fernley 5,Governor (Republican),"Sandoval, Brian",95
Fernley 5,Governor (Republican),"Tarbell, William",0
Fernley 5,Governor (Republican),"Tighe, Thomas J.",1
Fernley 5,Lieutenant Governor (Democratic),"Flores, Lucy",17
Fernley 5,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",2
Fernley 5,Lieutenant Governor (Democratic),None Of These Candidates,6
Fernley 5,Lieutenant Governor (Republican),"Dyer, Chris",6
Fernley 5,Lieutenant Governor (Republican),"Hutchison, Mark",59
Fernley 5,Lieutenant Governor (Republican),"Lowden, Sue",31
Fernley 5,Lieutenant Governor (Republican),None Of These Candidates,3
Fernley 5,Mayor FERNLEY (Nonpartisan),"BORSO, MARGARET",33
Fernley 5,Mayor FERNLEY (Nonpartisan),"EDGINGTON, ROY",47
Fernley 5,Mayor FERNLEY (Nonpartisan),"FELIX, JEFFREY",11
Fernley 5,Mayor FERNLEY (Nonpartisan),"HODGES, JAN NEWCOMBE",21
Fernley 5,Mayor FERNLEY (Nonpartisan),"LACY, ""RAY""",17
Fernley 5,Mayor FERNLEY (Nonpartisan),"ORSLEY, KATHLEEN",10
Fernley 5,School Dist Trustee Dist 2 (Nonpartisan),"MCINTYRE, NEAL E.",116
Fernley 5,School Dist Trustee Dist 4 (Nonpartisan),"SHIRLEY, CHARLES W.",116
Fernley 5,Sheriff (Nonpartisan),"ADAMS, STEVE",24
Fernley 5,Sheriff (Nonpartisan),"KANTZ, GREG",6
Fernley 5,Sheriff (Nonpartisan),"MCNEIL, AL",38
Fernley 5,Sheriff (Nonpartisan),"TORRES, ALBERT D.",72
Fernley 5,"State Assembly, District 38 (Republican)","FREY, NORM",37
Fernley 5,"State Assembly, District 38 (Republican)","TITUS, ROBIN L.",58
Fernley 5,State Controller (Republican),"Arlint, Cort R.",7
Fernley 5,State Controller (Republican),"Herr, Barry",17
Fernley 5,State Controller (Republican),"Knecht, Ron",54
Fernley 5,State Controller (Republican),None Of These Candidates,16
Fernley 5,"U.S. Representative in Congress, District 2 (Democratic)","Alm, Vance",1
Fernley 5,"U.S. Representative in Congress, District 2 (Democratic)","Dempsey, Brian",3
Fernley 5,"U.S. Representative in Congress, District 2 (Democratic)","Lee, Ed",7
Fernley 5,"U.S. Representative in Congress, District 2 (Democratic)","Spees, Kristen",10
Fernley 6,County Comm Dist. 5 (CW) (Republican),"ARELLANO, VIRGIL J.",29
Fernley 6,County Comm Dist. 5 (CW) (Republican),"HUNEWILL, GREG A.",18
Fernley 6,County Comm Dist. 5 (CW) (Republican),"LUPORI, ED",3
Fernley 6,County Comm Dist. 5 (CW) (Republican),"THOMPSON, CLIFFORD A., JR.",5
Fernley 6,"District Court Judge, District 3, Department 2 (Nonpartisan)","ABERASTURI, LEON",131
Fernley 6,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"BRUMAGE, ERIN C.",35
Fernley 6,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"CLEGG, WILLIAM B.",34
Fernley 6,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"COBON, DENNIS L.",27
Fernley 6,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"DARLING-ZECH, JANICE",41
Fernley 6,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"HANNA, MARTY",33
Fernley 6,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"MURPHY, PAUL C.",37
Fernley 6,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"SNYDER, WILLIAM G., JR.",27
Fernley 6,Governor (Democratic),"Chang, Charles ""Charlie""",3
Fernley 6,Governor (Democratic),"Conquest, Frederick L.",1
Fernley 6,Governor (Democratic),"Frye, Stephen H.",10
Fernley 6,Governor (Democratic),"Goodman, Robert ""Bob""",17
Fernley 6,Governor (Democratic),"Hyepock, Chris",0
Fernley 6,Governor (Democratic),None Of These Candidates,18
Fernley 6,Governor (Democratic),"Rheinhart, Allen",3
Fernley 6,Governor (Democratic),"Rutledge, John",1
Fernley 6,Governor (Democratic),"Shabazz, Abdul H.",3
Fernley 6,Governor (Republican),"Hamilton, Eddie ""In Liberty""",1
Fernley 6,Governor (Republican),"Marinch, Gary",0
Fernley 6,Governor (Republican),None Of These Candidates,1
Fernley 6,Governor (Republican),"Sandoval, Brian",58
Fernley 6,Governor (Republican),"Tarbell, William",2
Fernley 6,Governor (Republican),"Tighe, Thomas J.",0
Fernley 6,Lieutenant Governor (Democratic),"Flores, Lucy",33
Fernley 6,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",11
Fernley 6,Lieutenant Governor (Democratic),None Of These Candidates,14
Fernley 6,Lieutenant Governor (Republican),"Dyer, Chris",4
Fernley 6,Lieutenant Governor (Republican),"Hutchison, Mark",35
Fernley 6,Lieutenant Governor (Republican),"Lowden, Sue",17
Fernley 6,Lieutenant Governor (Republican),None Of These Candidates,5
Fernley 6,Mayor FERNLEY (Nonpartisan),"BORSO, MARGARET",37
Fernley 6,Mayor FERNLEY (Nonpartisan),"EDGINGTON, ROY",45
Fernley 6,Mayor FERNLEY (Nonpartisan),"FELIX, JEFFREY",9
Fernley 6,Mayor FERNLEY (Nonpartisan),"HODGES, JAN NEWCOMBE",19
Fernley 6,Mayor FERNLEY (Nonpartisan),"LACY, ""RAY""",21
Fernley 6,Mayor FERNLEY (Nonpartisan),"ORSLEY, KATHLEEN",11
Fernley 6,School Dist Trustee Dist 2 (Nonpartisan),"MCINTYRE, NEAL E.",123
Fernley 6,School Dist Trustee Dist 4 (Nonpartisan),"SHIRLEY, CHARLES W.",123
Fernley 6,Sheriff (Nonpartisan),"ADAMS, STEVE",23
Fernley 6,Sheriff (Nonpartisan),"KANTZ, GREG",14
Fernley 6,Sheriff (Nonpartisan),"MCNEIL, AL",43
Fernley 6,Sheriff (Nonpartisan),"TORRES, ALBERT D.",61
Fernley 6,"State Assembly, District 38 (Republican)","FREY, NORM",20
Fernley 6,"State Assembly, District 38 (Republican)","TITUS, ROBIN L.",36
Fernley 6,State Controller (Republican),"Arlint, Cort R.",6
Fernley 6,State Controller (Republican),"Herr, Barry",6
Fernley 6,State Controller (Republican),"Knecht, Ron",31
Fernley 6,State Controller (Republican),None Of These Candidates,15
Fernley 6,"U.S. Representative in Congress, District 2 (Democratic)","Alm, Vance",2
Fernley 6,"U.S. Representative in Congress, District 2 (Democratic)","Dempsey, Brian",23
Fernley 6,"U.S. Representative in Congress, District 2 (Democratic)","Lee, Ed",12
Fernley 6,"U.S. Representative in Congress, District 2 (Democratic)","Spees, Kristen",19
Fernley 7,County Comm Dist. 5 (CW) (Republican),"ARELLANO, VIRGIL J.",32
Fernley 7,County Comm Dist. 5 (CW) (Republican),"HUNEWILL, GREG A.",44
Fernley 7,County Comm Dist. 5 (CW) (Republican),"LUPORI, ED",3
Fernley 7,County Comm Dist. 5 (CW) (Republican),"THOMPSON, CLIFFORD A., JR.",21
Fernley 7,"District Court Judge, District 3, Department 2 (Nonpartisan)","ABERASTURI, LEON",192
Fernley 7,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"BRUMAGE, ERIN C.",41
Fernley 7,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"CLEGG, WILLIAM B.",68
