precinct,office,candidate,votes
East Mason Valley 2,County Comm Dist. 5 (CW) (Republican),"ARELLANO, VIRGIL J.",75
East Mason Valley 2,County Comm Dist. 5 (CW) (Republican),"HUNEWILL, GREG A.",108
East Mason Valley 2,County Comm Dist. 5 (CW) (Republican),"LUPORI, ED",12
East Mason Valley 2,County Comm Dist. 5 (CW) (Republican),"THOMPSON, CLIFFORD A., JR.",22
East Mason Valley 2,"District Court Judge, District 3, Department 2 (Nonpartisan)","ABERASTURI, LEON",262
East Mason Valley 2,Governor (Democratic),"Chang, Charles ""Charlie""",3
East Mason Valley 2,Governor (Democratic),"Conquest, Frederick L.",1
East Mason Valley 2,Governor (Democratic),"Frye, Stephen H.",14
East Mason Valley 2,Governor (Democratic),"Goodman, Robert ""Bob""",15
East Mason Valley 2,Governor (Democratic),"Hyepock, Chris",0
East Mason Valley 2,Governor (Democratic),None Of These Candidates,25
East Mason Valley 2,Governor (Democratic),"Rheinhart, Allen",2
East Mason Valley 2,Governor (Democratic),"Rutledge, John",5
East Mason Valley 2,Governor (Democratic),"Shabazz, Abdul H.",2
East Mason Valley 2,Governor (Republican),"Hamilton, Eddie ""In Liberty""",9
East Mason Valley 2,Governor (Republican),"Marinch, Gary",3
East Mason Valley 2,Governor (Republican),None Of These Candidates,2
East Mason Valley 2,Governor (Republican),"Sandoval, Brian",193
East Mason Valley 2,Governor (Republican),"Tarbell, William",4
East Mason Valley 2,Governor (Republican),"Tighe, Thomas J.",4
East Mason Valley 2,Lieutenant Governor (Democratic),"Flores, Lucy",35
East Mason Valley 2,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",13
East Mason Valley 2,Lieutenant Governor (Democratic),None Of These Candidates,18
East Mason Valley 2,Lieutenant Governor (Republican),"Dyer, Chris",16
East Mason Valley 2,Lieutenant Governor (Republican),"Hutchison, Mark",120
East Mason Valley 2,Lieutenant Governor (Republican),"Lowden, Sue",69
East Mason Valley 2,Lieutenant Governor (Republican),None Of These Candidates,9
East Mason Valley 2,School Dist Trustee Dist 2 (Nonpartisan),"MCINTYRE, NEAL E.",252
East Mason Valley 2,School Dist Trustee Dist 4 (Nonpartisan),"SHIRLEY, CHARLES W.",249
East Mason Valley 2,Sheriff (Nonpartisan),"ADAMS, STEVE",56
East Mason Valley 2,Sheriff (Nonpartisan),"KANTZ, GREG",8
East Mason Valley 2,Sheriff (Nonpartisan),"MCNEIL, AL",185
East Mason Valley 2,Sheriff (Nonpartisan),"TORRES, ALBERT D.",66
East Mason Valley 2,South Lyon County Hospital (Nonpartisan),"PRICE, JUDY",245
East Mason Valley 2,South Lyon County Hospital (Nonpartisan),"STRELO-SMITH, CAROLYN",207
East Mason Valley 2,"State Assembly, District 38 (Republican)","FREY, NORM",51
East Mason Valley 2,"State Assembly, District 38 (Republican)","TITUS, ROBIN L.",165
East Mason Valley 2,State Controller (Republican),"Arlint, Cort R.",17
East Mason Valley 2,State Controller (Republican),"Herr, Barry",21
East Mason Valley 2,State Controller (Republican),"Knecht, Ron",131
East Mason Valley 2,State Controller (Republican),None Of These Candidates,28
East Mason Valley 2,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",11
East Mason Valley 2,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",43
East Mason Valley 2,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",11
East Mason Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",58
East Mason Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",63
East Mason Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",59
East Mason Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",3
Fernley 1,County Comm Dist. 5 (CW) (Republican),"ARELLANO, VIRGIL J.",51
Fernley 1,County Comm Dist. 5 (CW) (Republican),"HUNEWILL, GREG A.",53
Fernley 1,County Comm Dist. 5 (CW) (Republican),"LUPORI, ED",8
Fernley 1,County Comm Dist. 5 (CW) (Republican),"THOMPSON, CLIFFORD A., JR.",16
Fernley 1,"District Court Judge, District 3, Department 2 (Nonpartisan)","ABERASTURI, LEON",207
Fernley 1,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"BRUMAGE, ERIN C.",60
Fernley 1,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"CLEGG, WILLIAM B.",74
Fernley 1,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"COBON, DENNIS L.",31
Fernley 1,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"DARLING-ZECH, JANICE",53
Fernley 1,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"HANNA, MARTY",58
Fernley 1,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"MURPHY, PAUL C.",67
Fernley 1,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"SNYDER, WILLIAM G., JR.",40
Fernley 1,Governor (Democratic),"Chang, Charles ""Charlie""",4
Fernley 1,Governor (Democratic),"Conquest, Frederick L.",1
Fernley 1,Governor (Democratic),"Frye, Stephen H.",11
Fernley 1,Governor (Democratic),"Goodman, Robert ""Bob""",10
Fernley 1,Governor (Democratic),"Hyepock, Chris",2
Fernley 1,Governor (Democratic),None Of These Candidates,19
Fernley 1,Governor (Democratic),"Rheinhart, Allen",7
Fernley 1,Governor (Democratic),"Rutledge, John",8
Fernley 1,Governor (Democratic),"Shabazz, Abdul H.",2
Fernley 1,Governor (Republican),"Hamilton, Eddie ""In Liberty""",3
Fernley 1,Governor (Republican),"Marinch, Gary",0
Fernley 1,Governor (Republican),None Of These Candidates,3
Fernley 1,Governor (Republican),"Sandoval, Brian",127
Fernley 1,Governor (Republican),"Tarbell, William",4
Fernley 1,Governor (Republican),"Tighe, Thomas J.",3
Fernley 1,Lieutenant Governor (Democratic),"Flores, Lucy",49
Fernley 1,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",6
Fernley 1,Lieutenant Governor (Democratic),None Of These Candidates,11
Fernley 1,Lieutenant Governor (Republican),"Dyer, Chris",8
Fernley 1,Lieutenant Governor (Republican),"Hutchison, Mark",73
Fernley 1,Lieutenant Governor (Republican),"Lowden, Sue",48
Fernley 1,Lieutenant Governor (Republican),None Of These Candidates,9
Fernley 1,Mayor FERNLEY (Nonpartisan),"BORSO, MARGARET",51
Fernley 1,Mayor FERNLEY (Nonpartisan),"EDGINGTON, ROY",102
Fernley 1,Mayor FERNLEY (Nonpartisan),"FELIX, JEFFREY",18
Fernley 1,Mayor FERNLEY (Nonpartisan),"HODGES, JAN NEWCOMBE",32
Fernley 1,Mayor FERNLEY (Nonpartisan),"LACY, ""RAY""",31
Fernley 1,Mayor FERNLEY (Nonpartisan),"ORSLEY, KATHLEEN",9
Fernley 1,School Dist Trustee Dist 2 (Nonpartisan),"MCINTYRE, NEAL E.",210
Fernley 1,School Dist Trustee Dist 4 (Nonpartisan),"SHIRLEY, CHARLES W.",206
Fernley 1,Sheriff (Nonpartisan),"ADAMS, STEVE",39
Fernley 1,Sheriff (Nonpartisan),"KANTZ, GREG",21
Fernley 1,Sheriff (Nonpartisan),"MCNEIL, AL",57
Fernley 1,Sheriff (Nonpartisan),"TORRES, ALBERT D.",118
Fernley 1,"State Assembly, District 38 (Republican)","FREY, NORM",47
Fernley 1,"State Assembly, District 38 (Republican)","TITUS, ROBIN L.",87
Fernley 1,State Controller (Republican),"Arlint, Cort R.",17
Fernley 1,State Controller (Republican),"Herr, Barry",15
Fernley 1,State Controller (Republican),"Knecht, Ron",79
Fernley 1,State Controller (Republican),None Of These Candidates,21
Fernley 1,"U.S. Representative in Congress, District 2 (Democratic)","Alm, Vance",8
Fernley 1,"U.S. Representative in Congress, District 2 (Democratic)","Dempsey, Brian",8
Fernley 1,"U.S. Representative in Congress, District 2 (Democratic)","Lee, Ed",6
Fernley 1,"U.S. Representative in Congress, District 2 (Democratic)","Spees, Kristen",37
Fernley 10,County Comm Dist. 5 (CW) (Republican),"ARELLANO, VIRGIL J.",16
Fernley 10,County Comm Dist. 5 (CW) (Republican),"HUNEWILL, GREG A.",20
Fernley 10,County Comm Dist. 5 (CW) (Republican),"LUPORI, ED",3
Fernley 10,County Comm Dist. 5 (CW) (Republican),"THOMPSON, CLIFFORD A., JR.",1
Fernley 10,"District Court Judge, District 3, Department 2 (Nonpartisan)","ABERASTURI, LEON",68
Fernley 10,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"BRUMAGE, ERIN C.",18
Fernley 10,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"CLEGG, WILLIAM B.",15
Fernley 10,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"COBON, DENNIS L.",7
Fernley 10,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"DARLING-ZECH, JANICE",17
Fernley 10,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"HANNA, MARTY",22
Fernley 10,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"MURPHY, PAUL C.",19
Fernley 10,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"SNYDER, WILLIAM G., JR.",13
Fernley 10,Governor (Democratic),"Chang, Charles ""Charlie""",1
Fernley 10,Governor (Democratic),"Conquest, Frederick L.",0
Fernley 10,Governor (Democratic),"Frye, Stephen H.",4
Fernley 10,Governor (Democratic),"Goodman, Robert ""Bob""",2
Fernley 10,Governor (Democratic),"Hyepock, Chris",1
Fernley 10,Governor (Democratic),None Of These Candidates,3
Fernley 10,Governor (Democratic),"Rheinhart, Allen",1
Fernley 10,Governor (Democratic),"Rutledge, John",0
Fernley 10,Governor (Democratic),"Shabazz, Abdul H.",1
Fernley 10,Governor (Republican),"Hamilton, Eddie ""In Liberty""",0
Fernley 10,Governor (Republican),"Marinch, Gary",0
Fernley 10,Governor (Republican),None Of These Candidates,0
Fernley 10,Governor (Republican),"Sandoval, Brian",38
Fernley 10,Governor (Republican),"Tarbell, William",2
Fernley 10,Governor (Republican),"Tighe, Thomas J.",2
Fernley 10,Lieutenant Governor (Democratic),"Flores, Lucy",9
Fernley 10,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",2
Fernley 10,Lieutenant Governor (Democratic),None Of These Candidates,2
Fernley 10,Lieutenant Governor (Republican),"Dyer, Chris",7
Fernley 10,Lieutenant Governor (Republican),"Hutchison, Mark",16
Fernley 10,Lieutenant Governor (Republican),"Lowden, Sue",17
Fernley 10,Lieutenant Governor (Republican),None Of These Candidates,2
Fernley 10,Mayor FERNLEY (Nonpartisan),"BORSO, MARGARET",12
Fernley 10,Mayor FERNLEY (Nonpartisan),"EDGINGTON, ROY",36
Fernley 10,Mayor FERNLEY (Nonpartisan),"FELIX, JEFFREY",2
Fernley 10,Mayor FERNLEY (Nonpartisan),"HODGES, JAN NEWCOMBE",10
Fernley 10,Mayor FERNLEY (Nonpartisan),"LACY, ""RAY""",8
Fernley 10,Mayor FERNLEY (Nonpartisan),"ORSLEY, KATHLEEN",6
Fernley 10,School Dist Trustee Dist 2 (Nonpartisan),"MCINTYRE, NEAL E.",68
Fernley 10,School Dist Trustee Dist 4 (Nonpartisan),"SHIRLEY, CHARLES W.",66
Fernley 10,Sheriff (Nonpartisan),"ADAMS, STEVE",10
Fernley 10,Sheriff (Nonpartisan),"KANTZ, GREG",7
Fernley 10,Sheriff (Nonpartisan),"MCNEIL, AL",21
Fernley 10,Sheriff (Nonpartisan),"TORRES, ALBERT D.",35
Fernley 10,"State Assembly, District 38 (Republican)","FREY, NORM",20
Fernley 10,"State Assembly, District 38 (Republican)","TITUS, ROBIN L.",21
Fernley 10,State Controller (Republican),"Arlint, Cort R.",0
Fernley 10,State Controller (Republican),"Herr, Barry",5
Fernley 10,State Controller (Republican),"Knecht, Ron",27
Fernley 10,State Controller (Republican),None Of These Candidates,10
Fernley 10,"U.S. Representative in Congress, District 2 (Democratic)","Alm, Vance",2
Fernley 10,"U.S. Representative in Congress, District 2 (Democratic)","Dempsey, Brian",2
Fernley 10,"U.S. Representative in Congress, District 2 (Democratic)","Lee, Ed",0
Fernley 10,"U.S. Representative in Congress, District 2 (Democratic)","Spees, Kristen",7
Fernley 11,County Comm Dist. 5 (CW) (Republican),"ARELLANO, VIRGIL J.",33
Fernley 11,County Comm Dist. 5 (CW) (Republican),"HUNEWILL, GREG A.",23
Fernley 11,County Comm Dist. 5 (CW) (Republican),"LUPORI, ED",7
Fernley 11,County Comm Dist. 5 (CW) (Republican),"THOMPSON, CLIFFORD A., JR.",4
Fernley 11,"District Court Judge, District 3, Department 2 (Nonpartisan)","ABERASTURI, LEON",101
Fernley 11,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"BRUMAGE, ERIN C.",28
Fernley 11,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"CLEGG, WILLIAM B.",31
Fernley 11,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"COBON, DENNIS L.",22
Fernley 11,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"DARLING-ZECH, JANICE",33
Fernley 11,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"HANNA, MARTY",30
Fernley 11,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"MURPHY, PAUL C.",27
Fernley 11,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"SNYDER, WILLIAM G., JR.",19
Fernley 11,Governor (Democratic),"Chang, Charles ""Charlie""",2
Fernley 11,Governor (Democratic),"Conquest, Frederick L.",0
Fernley 11,Governor (Democratic),"Frye, Stephen H.",0
Fernley 11,Governor (Democratic),"Goodman, Robert ""Bob""",5
Fernley 11,Governor (Democratic),"Hyepock, Chris",4
Fernley 11,Governor (Democratic),None Of These Candidates,12
Fernley 11,Governor (Democratic),"Rheinhart, Allen",1
Fernley 11,Governor (Democratic),"Rutledge, John",2
Fernley 11,Governor (Democratic),"Shabazz, Abdul H.",1
Fernley 11,Governor (Republican),"Hamilton, Eddie ""In Liberty""",3
Fernley 11,Governor (Republican),"Marinch, Gary",0
Fernley 11,Governor (Republican),None Of These Candidates,0
Fernley 11,Governor (Republican),"Sandoval, Brian",65
Fernley 11,Governor (Republican),"Tarbell, William",2
Fernley 11,Governor (Republican),"Tighe, Thomas J.",0
Fernley 11,Lieutenant Governor (Democratic),"Flores, Lucy",18
Fernley 11,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",3
Fernley 11,Lieutenant Governor (Democratic),None Of These Candidates,6
Fernley 11,Lieutenant Governor (Republican),"Dyer, Chris",11
Fernley 11,Lieutenant Governor (Republican),"Hutchison, Mark",36
Fernley 11,Lieutenant Governor (Republican),"Lowden, Sue",21
Fernley 11,Lieutenant Governor (Republican),None Of These Candidates,2
Fernley 11,Mayor FERNLEY (Nonpartisan),"BORSO, MARGARET",17
Fernley 11,Mayor FERNLEY (Nonpartisan),"EDGINGTON, ROY",48
Fernley 11,Mayor FERNLEY (Nonpartisan),"FELIX, JEFFREY",11
Fernley 11,Mayor FERNLEY (Nonpartisan),"HODGES, JAN NEWCOMBE",11
Fernley 11,Mayor FERNLEY (Nonpartisan),"LACY, ""RAY""",20
Fernley 11,Mayor FERNLEY (Nonpartisan),"ORSLEY, KATHLEEN",9
Fernley 11,School Dist Trustee Dist 2 (Nonpartisan),"MCINTYRE, NEAL E.",106
Fernley 11,School Dist Trustee Dist 4 (Nonpartisan),"SHIRLEY, CHARLES W.",104
Fernley 11,Sheriff (Nonpartisan),"ADAMS, STEVE",16
Fernley 11,Sheriff (Nonpartisan),"KANTZ, GREG",7
Fernley 11,Sheriff (Nonpartisan),"MCNEIL, AL",40
Fernley 11,Sheriff (Nonpartisan),"TORRES, ALBERT D.",54
Fernley 11,"State Assembly, District 38 (Republican)","FREY, NORM",29
Fernley 11,"State Assembly, District 38 (Republican)","TITUS, ROBIN L.",39
Fernley 11,State Controller (Republican),"Arlint, Cort R.",12
Fernley 11,State Controller (Republican),"Herr, Barry",3
Fernley 11,State Controller (Republican),"Knecht, Ron",40
Fernley 11,State Controller (Republican),None Of These Candidates,11
Fernley 11,"U.S. Representative in Congress, District 2 (Democratic)","Alm, Vance",0
Fernley 11,"U.S. Representative in Congress, District 2 (Democratic)","Dempsey, Brian",10
Fernley 11,"U.S. Representative in Congress, District 2 (Democratic)","Lee, Ed",5
Fernley 11,"U.S. Representative in Congress, District 2 (Democratic)","Spees, Kristen",11
Fernley 12,County Comm Dist. 5 (CW) (Republican),"ARELLANO, VIRGIL J.",41
Fernley 12,County Comm Dist. 5 (CW) (Republican),"HUNEWILL, GREG A.",43
Fernley 12,County Comm Dist. 5 (CW) (Republican),"LUPORI, ED",7
Fernley 12,County Comm Dist. 5 (CW) (Republican),"THOMPSON, CLIFFORD A., JR.",7
Fernley 12,"District Court Judge, District 3, Department 2 (Nonpartisan)","ABERASTURI, LEON",161
Fernley 12,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"BRUMAGE, ERIN C.",35
Fernley 12,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"CLEGG, WILLIAM B.",42
Fernley 12,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"COBON, DENNIS L.",21
Fernley 12,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"DARLING-ZECH, JANICE",49
Fernley 12,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"HANNA, MARTY",51
Fernley 12,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"MURPHY, PAUL C.",47
Fernley 12,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"SNYDER, WILLIAM G., JR.",34
Fernley 12,Governor (Democratic),"Chang, Charles ""Charlie""",0
Fernley 12,Governor (Democratic),"Conquest, Frederick L.",1
Fernley 12,Governor (Democratic),"Frye, Stephen H.",6
Fernley 12,Governor (Democratic),"Goodman, Robert ""Bob""",11
Fernley 12,Governor (Democratic),"Hyepock, Chris",1
Fernley 12,Governor (Democratic),None Of These Candidates,13
Fernley 12,Governor (Democratic),"Rheinhart, Allen",2
Fernley 12,Governor (Democratic),"Rutledge, John",4
Fernley 12,Governor (Democratic),"Shabazz, Abdul H.",2
Fernley 12,Governor (Republican),"Hamilton, Eddie ""In Liberty""",4
Fernley 12,Governor (Republican),"Marinch, Gary",0
Fernley 12,Governor (Republican),None Of These Candidates,2
Fernley 12,Governor (Republican),"Sandoval, Brian",104
Fernley 12,Governor (Republican),"Tarbell, William",0
Fernley 12,Governor (Republican),"Tighe, Thomas J.",0
Fernley 12,Lieutenant Governor (Democratic),"Flores, Lucy",26
Fernley 12,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",5
Fernley 12,Lieutenant Governor (Democratic),None Of These Candidates,9
Fernley 12,Lieutenant Governor (Republican),"Dyer, Chris",8
Fernley 12,Lieutenant Governor (Republican),"Hutchison, Mark",64
Fernley 12,Lieutenant Governor (Republican),"Lowden, Sue",31
Fernley 12,Lieutenant Governor (Republican),None Of These Candidates,5
Fernley 12,Mayor FERNLEY (Nonpartisan),"BORSO, MARGARET",14
Fernley 12,Mayor FERNLEY (Nonpartisan),"EDGINGTON, ROY",68
Fernley 12,Mayor FERNLEY (Nonpartisan),"FELIX, JEFFREY",18
Fernley 12,Mayor FERNLEY (Nonpartisan),"HODGES, JAN NEWCOMBE",20
Fernley 12,Mayor FERNLEY (Nonpartisan),"LACY, ""RAY""",42
Fernley 12,Mayor FERNLEY (Nonpartisan),"ORSLEY, KATHLEEN",8
Fernley 12,School Dist Trustee Dist 2 (Nonpartisan),"MCINTYRE, NEAL E.",155
Fernley 12,School Dist Trustee Dist 4 (Nonpartisan),"SHIRLEY, CHARLES W.",154
Fernley 12,Sheriff (Nonpartisan),"ADAMS, STEVE",29
Fernley 12,Sheriff (Nonpartisan),"KANTZ, GREG",10
Fernley 12,Sheriff (Nonpartisan),"MCNEIL, AL",54
Fernley 12,Sheriff (Nonpartisan),"TORRES, ALBERT D.",82
Fernley 12,"State Assembly, District 38 (Republican)","FREY, NORM",48
Fernley 12,"State Assembly, District 38 (Republican)","TITUS, ROBIN L.",57
Fernley 12,State Controller (Republican),"Arlint, Cort R.",10
Fernley 12,State Controller (Republican),"Herr, Barry",10
Fernley 12,State Controller (Republican),"Knecht, Ron",63
Fernley 12,State Controller (Republican),None Of These Candidates,21
Fernley 12,"U.S. Representative in Congress, District 2 (Democratic)","Alm, Vance",1
Fernley 12,"U.S. Representative in Congress, District 2 (Democratic)","Dempsey, Brian",13
Fernley 12,"U.S. Representative in Congress, District 2 (Democratic)","Lee, Ed",2
Fernley 12,"U.S. Representative in Congress, District 2 (Democratic)","Spees, Kristen",20
Fernley 13,"City Councilman Ward 1, City of Fernley (Nonpartisan)","CHARTER, STEPHEN L.",64
Fernley 13,"City Councilman Ward 1, City of Fernley (Nonpartisan)","CHRISTOPHER, ""TIM""",26
Fernley 13,"City Councilman Ward 1, City of Fernley (Nonpartisan)","JONES, RICHARD ""RICK""",42
Fernley 13,"City Councilman Ward 1, City of Fernley (Nonpartisan)","ORSLEY, ALICIA",18
Fernley 13,"City Councilman Ward 1, City of Fernley (Nonpartisan)","WHALEN, SHARI",118
Fernley 13,County Comm Dist. 5 (CW) (Republican),"ARELLANO, VIRGIL J.",68
Fernley 13,County Comm Dist. 5 (CW) (Republican),"HUNEWILL, GREG A.",72
Fernley 13,County Comm Dist. 5 (CW) (Republican),"LUPORI, ED",13
Fernley 13,County Comm Dist. 5 (CW) (Republican),"THOMPSON, CLIFFORD A., JR.",13
Fernley 13,"District Court Judge, District 3, Department 2 (Nonpartisan)","ABERASTURI, LEON",250
Fernley 13,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"BRUMAGE, ERIN C.",59
Fernley 13,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"CLEGG, WILLIAM B.",69
Fernley 13,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"COBON, DENNIS L.",59
Fernley 13,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"DARLING-ZECH, JANICE",49
Fernley 13,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"HANNA, MARTY",109
Fernley 13,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"MURPHY, PAUL C.",70
Fernley 13,Fernley Swimming Pool Gen Imp Dst (Nonpartisan),"SNYDER, WILLIAM G., JR.",35
Fernley 13,Governor (Democratic),"Chang, Charles ""Charlie""",8
Fernley 13,Governor (Democratic),"Conquest, Frederick L.",0
Fernley 13,Governor (Democratic),"Frye, Stephen H.",11
Fernley 13,Governor (Democratic),"Goodman, Robert ""Bob""",17
Fernley 13,Governor (Democratic),"Hyepock, Chris",0
Fernley 13,Governor (Democratic),None Of These Candidates,10
Fernley 13,Governor (Democratic),"Rheinhart, Allen",5
Fernley 13,Governor (Democratic),"Rutledge, John",2
Fernley 13,Governor (Democratic),"Shabazz, Abdul H.",2
Fernley 13,Governor (Republican),"Hamilton, Eddie ""In Liberty""",9
Fernley 13,Governor (Republican),"Marinch, Gary",3
Fernley 13,Governor (Republican),None Of These Candidates,4
Fernley 13,Governor (Republican),"Sandoval, Brian",164
Fernley 13,Governor (Republican),"Tarbell, William",5
Fernley 13,Governor (Republican),"Tighe, Thomas J.",0
Fernley 13,Lieutenant Governor (Democratic),"Flores, Lucy",43
Fernley 13,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",4
Fernley 13,Lieutenant Governor (Democratic),None Of These Candidates,11
Fernley 13,Lieutenant Governor (Republican),"Dyer, Chris",13
Fernley 13,Lieutenant Governor (Republican),"Hutchison, Mark",105
Fernley 13,Lieutenant Governor (Republican),"Lowden, Sue",63
Fernley 13,Lieutenant Governor (Republican),None Of These Candidates,5
Fernley 13,Mayor FERNLEY (Nonpartisan),"BORSO, MARGARET",47
Fernley 13,Mayor FERNLEY (Nonpartisan),"EDGINGTON, ROY",99
Fernley 13,Mayor FERNLEY (Nonpartisan),"FELIX, JEFFREY",33
Fernley 13,Mayor FERNLEY (Nonpartisan),"HODGES, JAN NEWCOMBE",44
Fernley 13,Mayor FERNLEY (Nonpartisan),"LACY, ""RAY""",48
