precinct,office,candidate,votes
Precinct 2,Governor (Democratic),None Of These Candidates,4
Precinct 2,Governor (Democratic),"Rheinhart, Allen",1
Precinct 2,Governor (Democratic),"Rutledge, John",1
Precinct 2,Governor (Democratic),"Shabazz, Abdul H.",1
Precinct 2,Governor (Republican),"Hamilton, Eddie ""In Liberty""",7
Precinct 2,Governor (Republican),"Marinch, Gary",2
Precinct 2,Governor (Republican),None Of These Candidates,17
Precinct 2,Governor (Republican),"Sandoval, Brian",80
Precinct 2,Governor (Republican),"Tarbell, William",4
Precinct 2,Governor (Republican),"Tighe, Thomas J.",1
Precinct 2,Lieutenant Governor (Democratic),"Flores, Lucy",4
Precinct 2,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",3
Precinct 2,Lieutenant Governor (Democratic),None Of These Candidates,3
Precinct 2,Lieutenant Governor (Republican),"Dyer, Chris",8
Precinct 2,Lieutenant Governor (Republican),"Hutchison, Mark",36
Precinct 2,Lieutenant Governor (Republican),"Lowden, Sue",45
Precinct 2,Lieutenant Governor (Republican),None Of These Candidates,20
Precinct 2,State Controller (Republican),"Arlint, Cort R.",9
Precinct 2,State Controller (Republican),"Herr, Barry",10
Precinct 2,State Controller (Republican),"Knecht, Ron",37
Precinct 2,State Controller (Republican),None Of These Candidates,46
Precinct 2,"U.S. Representative in Congress, District 2 (Democratic)","Alm, Vance",0
Precinct 2,"U.S. Representative in Congress, District 2 (Democratic)","Dempsey, Brian",5
Precinct 2,"U.S. Representative in Congress, District 2 (Democratic)","Lee, Ed",2
Precinct 2,"U.S. Representative in Congress, District 2 (Democratic)","Spees, Kristen",1
Precinct 3,County Commissioner District 2 (Republican),"ETCHEGARAY, FRED",40
Precinct 3,County Commissioner District 2 (Republican),"PASTORINO, DAVID A.",9
Precinct 3,"District Court Judge, District 7, Department 1 (Nonpartisan)","DOBRESCU, STEVE L.",47
Precinct 3,"District Court Judge, District 7, Department 2 (Nonpartisan)","FAIRMAN, GARY D.",46
Precinct 3,"EUREKA COUNTY TV District, Seat 4B (Nonpartisan)","EDERA, PETER",47
Precinct 3,"EUREKA COUNTY TV District, Seat 4C (Nonpartisan)","FOULKE, RYAN",44
Precinct 3,Governor (Democratic),"Chang, Charles ""Charlie""",0
Precinct 3,Governor (Democratic),"Conquest, Frederick L.",0
Precinct 3,Governor (Democratic),"Frye, Stephen H.",2
Precinct 3,Governor (Democratic),"Goodman, Robert ""Bob""",0
Precinct 3,Governor (Democratic),"Hyepock, Chris",1
Precinct 3,Governor (Democratic),None Of These Candidates,1
Precinct 3,Governor (Democratic),"Rheinhart, Allen",0
Precinct 3,Governor (Democratic),"Rutledge, John",1
Precinct 3,Governor (Democratic),"Shabazz, Abdul H.",0
Precinct 3,Governor (Republican),"Hamilton, Eddie ""In Liberty""",7
Precinct 3,Governor (Republican),"Marinch, Gary",0
Precinct 3,Governor (Republican),None Of These Candidates,5
Precinct 3,Governor (Republican),"Sandoval, Brian",36
Precinct 3,Governor (Republican),"Tarbell, William",0
Precinct 3,Governor (Republican),"Tighe, Thomas J.",2
Precinct 3,Lieutenant Governor (Democratic),"Flores, Lucy",3
Precinct 3,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",1
Precinct 3,Lieutenant Governor (Democratic),None Of These Candidates,1
Precinct 3,Lieutenant Governor (Republican),"Dyer, Chris",5
Precinct 3,Lieutenant Governor (Republican),"Hutchison, Mark",23
Precinct 3,Lieutenant Governor (Republican),"Lowden, Sue",15
Precinct 3,Lieutenant Governor (Republican),None Of These Candidates,6
Precinct 3,State Controller (Republican),"Arlint, Cort R.",6
Precinct 3,State Controller (Republican),"Herr, Barry",6
Precinct 3,State Controller (Republican),"Knecht, Ron",27
Precinct 3,State Controller (Republican),None Of These Candidates,10
Precinct 3,"U.S. Representative in Congress, District 2 (Democratic)","Alm, Vance",0
Precinct 3,"U.S. Representative in Congress, District 2 (Democratic)","Dempsey, Brian",1
Precinct 3,"U.S. Representative in Congress, District 2 (Democratic)","Lee, Ed",0
Precinct 3,"U.S. Representative in Congress, District 2 (Democratic)","Spees, Kristen",4
Precinct 4,County Commissioner District 2 (Republican),"ETCHEGARAY, FRED",29
Precinct 4,County Commissioner District 2 (Republican),"PASTORINO, DAVID A.",14
Precinct 4,"District Court Judge, District 7, Department 1 (Nonpartisan)","DOBRESCU, STEVE L.",49
Precinct 4,"District Court Judge, District 7, Department 2 (Nonpartisan)","FAIRMAN, GARY D.",46
Precinct 4,"EUREKA COUNTY TV District, Seat 4B (Nonpartisan)","EDERA, PETER",46
Precinct 4,"EUREKA COUNTY TV District, Seat 4C (Nonpartisan)","FOULKE, RYAN",45
Precinct 4,Governor (Democratic),"Chang, Charles ""Charlie""",1
Precinct 4,Governor (Democratic),"Conquest, Frederick L.",0
Precinct 4,Governor (Democratic),"Frye, Stephen H.",1
Precinct 4,Governor (Democratic),"Goodman, Robert ""Bob""",1
Precinct 4,Governor (Democratic),"Hyepock, Chris",1
Precinct 4,Governor (Democratic),None Of These Candidates,3
Precinct 4,Governor (Democratic),"Rheinhart, Allen",1
Precinct 4,Governor (Democratic),"Rutledge, John",0
Precinct 4,Governor (Democratic),"Shabazz, Abdul H.",0
Precinct 4,Governor (Republican),"Hamilton, Eddie ""In Liberty""",1
Precinct 4,Governor (Republican),"Marinch, Gary",3
Precinct 4,Governor (Republican),None Of These Candidates,8
Precinct 4,Governor (Republican),"Sandoval, Brian",28
Precinct 4,Governor (Republican),"Tarbell, William",0
Precinct 4,Governor (Republican),"Tighe, Thomas J.",3
Precinct 4,Lieutenant Governor (Democratic),"Flores, Lucy",5
Precinct 4,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",2
Precinct 4,Lieutenant Governor (Democratic),None Of These Candidates,1
Precinct 4,Lieutenant Governor (Republican),"Dyer, Chris",7
Precinct 4,Lieutenant Governor (Republican),"Hutchison, Mark",16
Precinct 4,Lieutenant Governor (Republican),"Lowden, Sue",16
Precinct 4,Lieutenant Governor (Republican),None Of These Candidates,4
Precinct 4,State Controller (Republican),"Arlint, Cort R.",0
Precinct 4,State Controller (Republican),"Herr, Barry",9
Precinct 4,State Controller (Republican),"Knecht, Ron",14
Precinct 4,State Controller (Republican),None Of These Candidates,20
Precinct 4,"U.S. Representative in Congress, District 2 (Democratic)","Alm, Vance",2
Precinct 4,"U.S. Representative in Congress, District 2 (Democratic)","Dempsey, Brian",5
Precinct 4,"U.S. Representative in Congress, District 2 (Democratic)","Lee, Ed",0
Precinct 4,"U.S. Representative in Congress, District 2 (Democratic)","Spees, Kristen",0
Precinct 99,"U.S. Representative in Congress, District 2 (Democratic)","Alm, Vance",0
Precinct 99,"U.S. Representative in Congress, District 2 (Democratic)","Dempsey, Brian",0
Precinct 99,"U.S. Representative in Congress, District 2 (Democratic)","Lee, Ed",0
Precinct 99,"U.S. Representative in Congress, District 2 (Democratic)","Spees, Kristen",0
