precinct,office,candidate,votes
E Mason Valley 2,"District Court Judge, District 3, Department 1","SCHLEGELMILCH, JOHN ""JP""",321
E Mason Valley 2,Governor,"Goodman, Robert ""Bob""",31
E Mason Valley 2,Governor,None Of These Candidates,8
E Mason Valley 2,Governor,"Sandoval, Brian",439
E Mason Valley 2,Governor,"VanDerBeek, David Lory",13
E Mason Valley 2,Lieutenant Governor,"Flores, Lucy",65
E Mason Valley 2,Lieutenant Governor,"Hutchison, Mark",385
E Mason Valley 2,Lieutenant Governor,"Little, Mike",24
E Mason Valley 2,Lieutenant Governor,None Of These Candidates,12
E Mason Valley 2,PUBLIC ADMINISTRATOR,"MUNRO, DELORES A",157
E Mason Valley 2,PUBLIC ADMINISTRATOR,"PELLEGRINI, AARON A",292
E Mason Valley 2,School Dist Trustee District VI Dayton #2,"COOPER, MELANIE ""SNIDER""",214
E Mason Valley 2,School Dist Trustee District VI Dayton #2,"PETERSON, BRIDGET",192
E Mason Valley 2,Secretary Of State,"Cegavske, Barbara K",323
E Mason Valley 2,Secretary Of State,"Marshall, Kate",148
E Mason Valley 2,Secretary Of State,None Of These Candidates,17
E Mason Valley 2,Sheriff,"MCNEIL, AL",346
E Mason Valley 2,Sheriff,"TORRES, ALBERT D.",139
E Mason Valley 2,"State Assembly, District 38","FASANO, TIM",32
E Mason Valley 2,"State Assembly, District 38","O'CONNOR, JOHN",26
E Mason Valley 2,"State Assembly, District 38","TITUS, ROBIN L.",413
E Mason Valley 2,State Controller,"Jones, Tom",27
E Mason Valley 2,State Controller,"Knecht, Ron",346
E Mason Valley 2,State Controller,"Martin, Andrew",77
E Mason Valley 2,State Controller,None Of These Candidates,26
E Mason Valley 2,"State Senate, District 17","SETTELMEYER, JAMES A.",449
E Mason Valley 2,State Treasurer,"Cave, Kress K",23
E Mason Valley 2,State Treasurer,None Of These Candidates,24
E Mason Valley 2,State Treasurer,"Schwartz, Dan",322
E Mason Valley 2,State Treasurer,"Wallin, Kim",113
E Mason Valley 2,"Supreme Court Justice, Seat B",None Of These Candidates,84
E Mason Valley 2,"Supreme Court Justice, Seat B","Pickering, Kristina",356
E Mason Valley 2,"Supreme Court Justice, Seat D","Gibbons, Mark",374
E Mason Valley 2,"Supreme Court Justice, Seat D",None Of These Candidates,67
E Mason Valley 2,"U.S. Representative in Congress, District 4","Best, Russell",26
E Mason Valley 2,"U.S. Representative in Congress, District 4","Brown, Steve",13
E Mason Valley 2,"U.S. Representative in Congress, District 4","Hardy, Cresent",306
E Mason Valley 2,"U.S. Representative in Congress, District 4","Horsford, Steven A.",132
Fernley 1,Attorney General,"Hansen, Jonathan J",49
Fernley 1,Attorney General,"Laxalt, Adam Paul",304
Fernley 1,Attorney General,"Miller, Ross",151
Fernley 1,Attorney General,None Of These Candidates,11
Fernley 1,COUNTY ASSESSOR,"VILLINES, TROY R",435
Fernley 1,County Clerk-Treasurer,"BRYAN, NIKKI",446
Fernley 1,County Comm Dist. 2 (CW),"ALT, DON",258
Fernley 1,County Comm Dist. 2 (CW),"KELLER, VIDA D.",182
Fernley 1,County Comm Dist. 5 (CW),"HUNEWILL, GREG A",329
Fernley 1,County Comm Dist. 5 (CW),"ROEMER, JOHN",146
Fernley 1,COUNTY RECORDER,"WARR, DAWNA L",430
Fernley 1,DISTRICT ATTORNEY,"RYE, STEPHEN B.",438
Fernley 1,"District Court Judge, District 3, Department 1","KENNEDY, JACK",261
Fernley 1,"District Court Judge, District 3, Department 1","SCHLEGELMILCH, JOHN ""JP""",205
Fernley 1,Fernley Swimming Pool GID District Trustees,"CLEGG, WILLIAM B.",167
Fernley 1,Fernley Swimming Pool GID District Trustees,"DARLING-ZECH, JANICE",182
Fernley 1,Fernley Swimming Pool GID District Trustees,"HANNA, MARTY",167
Fernley 1,Fernley Swimming Pool GID District Trustees,"MURPHY, PAUL C.",215
Fernley 1,Governor,"Goodman, Robert ""Bob""",77
Fernley 1,Governor,None Of These Candidates,11
Fernley 1,Governor,"Sandoval, Brian",409
Fernley 1,Governor,"VanDerBeek, David Lory",19
Fernley 1,Lieutenant Governor,"Flores, Lucy",102
Fernley 1,Lieutenant Governor,"Hutchison, Mark",357
Fernley 1,Lieutenant Governor,"Little, Mike",44
Fernley 1,Lieutenant Governor,None Of These Candidates,12
Fernley 1,Mayor FERNLEY,"BORSO, MARGARET",234
Fernley 1,Mayor FERNLEY,"EDGINGTON, ROY",252
Fernley 1,North Lyon Co Fire Pro District Directors,"JENNE, JIM",182
Fernley 1,North Lyon Co Fire Pro District Directors,"OSBORN, JON K",224
Fernley 1,North Lyon Co Fire Pro District Directors,"WALKER, SCOTT",275
Fernley 1,PUBLIC ADMINISTRATOR,"MUNRO, DELORES A",170
Fernley 1,PUBLIC ADMINISTRATOR,"PELLEGRINI, AARON A",251
Fernley 1,School Dist Trustee District VI Dayton #2,"COOPER, MELANIE ""SNIDER""",156
Fernley 1,School Dist Trustee District VI Dayton #2,"PETERSON, BRIDGET",245
Fernley 1,Secretary Of State,"Cegavske, Barbara K",302
Fernley 1,Secretary Of State,"Marshall, Kate",192
Fernley 1,Secretary Of State,None Of These Candidates,19
Fernley 1,Sheriff,"MCNEIL, AL",215
Fernley 1,Sheriff,"TORRES, ALBERT D.",269
Fernley 1,"State Assembly, District 38","FASANO, TIM",93
Fernley 1,"State Assembly, District 38","O'CONNOR, JOHN",47
Fernley 1,"State Assembly, District 38","TITUS, ROBIN L.",343
Fernley 1,State Controller,"Jones, Tom",44
Fernley 1,State Controller,"Knecht, Ron",316
Fernley 1,State Controller,"Martin, Andrew",129
Fernley 1,State Controller,None Of These Candidates,21
Fernley 1,"State Senate, District 17","SETTELMEYER, JAMES A.",436
Fernley 1,State Treasurer,"Cave, Kress K",43
Fernley 1,State Treasurer,None Of These Candidates,15
Fernley 1,State Treasurer,"Schwartz, Dan",307
Fernley 1,State Treasurer,"Wallin, Kim",144
Fernley 1,"Supreme Court Justice, Seat B",None Of These Candidates,89
Fernley 1,"Supreme Court Justice, Seat B","Pickering, Kristina",364
Fernley 1,"Supreme Court Justice, Seat D","Gibbons, Mark",376
Fernley 1,"Supreme Court Justice, Seat D",None Of These Candidates,75
Fernley 1,"U.S. Representative in Congress, District 2","Amodei, Mark E.",352
Fernley 1,"U.S. Representative in Congress, District 2","HANSEN, JANINE",31
Fernley 1,"U.S. Representative in Congress, District 2","Spees, Kristen",130
Fernley 10,Attorney General,"Hansen, Jonathan J",16
Fernley 10,Attorney General,"Laxalt, Adam Paul",103
Fernley 10,Attorney General,"Miller, Ross",42
Fernley 10,Attorney General,None Of These Candidates,7
Fernley 10,COUNTY ASSESSOR,"VILLINES, TROY R",154
Fernley 10,County Clerk-Treasurer,"BRYAN, NIKKI",159
Fernley 10,County Comm Dist. 2 (CW),"ALT, DON",93
Fernley 10,County Comm Dist. 2 (CW),"KELLER, VIDA D.",65
Fernley 10,County Comm Dist. 5 (CW),"HUNEWILL, GREG A",127
Fernley 10,County Comm Dist. 5 (CW),"ROEMER, JOHN",30
Fernley 10,COUNTY RECORDER,"WARR, DAWNA L",149
Fernley 10,DISTRICT ATTORNEY,"RYE, STEPHEN B.",152
Fernley 10,"District Court Judge, District 3, Department 1","KENNEDY, JACK",97
Fernley 10,"District Court Judge, District 3, Department 1","SCHLEGELMILCH, JOHN ""JP""",53
Fernley 10,Fernley Swimming Pool GID District Trustees,"CLEGG, WILLIAM B.",54
Fernley 10,Fernley Swimming Pool GID District Trustees,"DARLING-ZECH, JANICE",57
Fernley 10,Fernley Swimming Pool GID District Trustees,"HANNA, MARTY",57
Fernley 10,Fernley Swimming Pool GID District Trustees,"MURPHY, PAUL C.",73
Fernley 10,Governor,"Goodman, Robert ""Bob""",9
Fernley 10,Governor,None Of These Candidates,6
Fernley 10,Governor,"Sandoval, Brian",146
Fernley 10,Governor,"VanDerBeek, David Lory",8
Fernley 10,Lieutenant Governor,"Flores, Lucy",20
Fernley 10,Lieutenant Governor,"Hutchison, Mark",125
Fernley 10,Lieutenant Governor,"Little, Mike",17
Fernley 10,Lieutenant Governor,None Of These Candidates,6
Fernley 10,Mayor FERNLEY,"BORSO, MARGARET",69
Fernley 10,Mayor FERNLEY,"EDGINGTON, ROY",95
Fernley 10,North Lyon Co Fire Pro District Directors,"JENNE, JIM",56
Fernley 10,North Lyon Co Fire Pro District Directors,"OSBORN, JON K",86
Fernley 10,North Lyon Co Fire Pro District Directors,"WALKER, SCOTT",94
Fernley 10,PUBLIC ADMINISTRATOR,"MUNRO, DELORES A",53
Fernley 10,PUBLIC ADMINISTRATOR,"PELLEGRINI, AARON A",90
Fernley 10,School Dist Trustee District VI Dayton #2,"COOPER, MELANIE ""SNIDER""",55
Fernley 10,School Dist Trustee District VI Dayton #2,"PETERSON, BRIDGET",86
Fernley 10,Secretary Of State,"Cegavske, Barbara K",103
Fernley 10,Secretary Of State,"Marshall, Kate",52
Fernley 10,Secretary Of State,None Of These Candidates,13
Fernley 10,Sheriff,"MCNEIL, AL",80
Fernley 10,Sheriff,"TORRES, ALBERT D.",85
Fernley 10,"State Assembly, District 38","FASANO, TIM",11
Fernley 10,"State Assembly, District 38","O'CONNOR, JOHN",19
Fernley 10,"State Assembly, District 38","TITUS, ROBIN L.",134
Fernley 10,State Controller,"Jones, Tom",18
Fernley 10,State Controller,"Knecht, Ron",114
Fernley 10,State Controller,"Martin, Andrew",26
Fernley 10,State Controller,None Of These Candidates,7
Fernley 10,"State Senate, District 17","SETTELMEYER, JAMES A.",153
Fernley 10,State Treasurer,"Cave, Kress K",11
Fernley 10,State Treasurer,None Of These Candidates,7
Fernley 10,State Treasurer,"Schwartz, Dan",112
Fernley 10,State Treasurer,"Wallin, Kim",36
Fernley 10,"Supreme Court Justice, Seat B",None Of These Candidates,29
Fernley 10,"Supreme Court Justice, Seat B","Pickering, Kristina",125
Fernley 10,"Supreme Court Justice, Seat D","Gibbons, Mark",128
Fernley 10,"Supreme Court Justice, Seat D",None Of These Candidates,27
Fernley 10,"U.S. Representative in Congress, District 2","Amodei, Mark E.",138
Fernley 10,"U.S. Representative in Congress, District 2","HANSEN, JANINE",13
Fernley 10,"U.S. Representative in Congress, District 2","Spees, Kristen",18
Fernley 11,Attorney General,"Hansen, Jonathan J",28
Fernley 11,Attorney General,"Laxalt, Adam Paul",171
Fernley 11,Attorney General,"Miller, Ross",86
Fernley 11,Attorney General,None Of These Candidates,8
Fernley 11,COUNTY ASSESSOR,"VILLINES, TROY R",253
Fernley 11,County Clerk-Treasurer,"BRYAN, NIKKI",258
Fernley 11,County Comm Dist. 2 (CW),"ALT, DON",148
Fernley 11,County Comm Dist. 2 (CW),"KELLER, VIDA D.",107
Fernley 11,County Comm Dist. 5 (CW),"HUNEWILL, GREG A",195
Fernley 11,County Comm Dist. 5 (CW),"ROEMER, JOHN",74
Fernley 11,COUNTY RECORDER,"WARR, DAWNA L",244
Fernley 11,DISTRICT ATTORNEY,"RYE, STEPHEN B.",256
Fernley 11,"District Court Judge, District 3, Department 1","KENNEDY, JACK",174
Fernley 11,"District Court Judge, District 3, Department 1","SCHLEGELMILCH, JOHN ""JP""",97
Fernley 11,Fernley Swimming Pool GID District Trustees,"CLEGG, WILLIAM B.",94
Fernley 11,Fernley Swimming Pool GID District Trustees,"DARLING-ZECH, JANICE",97
Fernley 11,Fernley Swimming Pool GID District Trustees,"HANNA, MARTY",90
Fernley 11,Fernley Swimming Pool GID District Trustees,"MURPHY, PAUL C.",125
Fernley 11,Governor,"Goodman, Robert ""Bob""",43
Fernley 11,Governor,None Of These Candidates,6
Fernley 11,Governor,"Sandoval, Brian",234
Fernley 11,Governor,"VanDerBeek, David Lory",15
Fernley 11,Lieutenant Governor,"Flores, Lucy",72
Fernley 11,Lieutenant Governor,"Hutchison, Mark",196
Fernley 11,Lieutenant Governor,"Little, Mike",21
Fernley 11,Lieutenant Governor,None Of These Candidates,8
Fernley 11,Mayor FERNLEY,"BORSO, MARGARET",130
Fernley 11,Mayor FERNLEY,"EDGINGTON, ROY",154
Fernley 11,North Lyon Co Fire Pro District Directors,"JENNE, JIM",112
Fernley 11,North Lyon Co Fire Pro District Directors,"OSBORN, JON K",129
Fernley 11,North Lyon Co Fire Pro District Directors,"WALKER, SCOTT",138
Fernley 11,PUBLIC ADMINISTRATOR,"MUNRO, DELORES A",114
Fernley 11,PUBLIC ADMINISTRATOR,"PELLEGRINI, AARON A",134
Fernley 11,School Dist Trustee District VI Dayton #2,"COOPER, MELANIE ""SNIDER""",107
Fernley 11,School Dist Trustee District VI Dayton #2,"PETERSON, BRIDGET",128
Fernley 11,Secretary Of State,"Cegavske, Barbara K",162
Fernley 11,Secretary Of State,"Marshall, Kate",122
Fernley 11,Secretary Of State,None Of These Candidates,13
Fernley 11,Sheriff,"MCNEIL, AL",122
Fernley 11,Sheriff,"TORRES, ALBERT D.",158
Fernley 11,"State Assembly, District 38","FASANO, TIM",42
Fernley 11,"State Assembly, District 38","O'CONNOR, JOHN",33
Fernley 11,"State Assembly, District 38","TITUS, ROBIN L.",201
Fernley 11,State Controller,"Jones, Tom",28
Fernley 11,State Controller,"Knecht, Ron",172
Fernley 11,State Controller,"Martin, Andrew",81
Fernley 11,State Controller,None Of These Candidates,12
Fernley 11,"State Senate, District 17","SETTELMEYER, JAMES A.",255
Fernley 11,State Treasurer,"Cave, Kress K",27
Fernley 11,State Treasurer,None Of These Candidates,10
Fernley 11,State Treasurer,"Schwartz, Dan",177
Fernley 11,State Treasurer,"Wallin, Kim",81
Fernley 11,"Supreme Court Justice, Seat B",None Of These Candidates,52
Fernley 11,"Supreme Court Justice, Seat B","Pickering, Kristina",209
Fernley 11,"Supreme Court Justice, Seat D","Gibbons, Mark",217
Fernley 11,"Supreme Court Justice, Seat D",None Of These Candidates,48
Fernley 11,"U.S. Representative in Congress, District 2","Amodei, Mark E.",211
Fernley 11,"U.S. Representative in Congress, District 2","HANSEN, JANINE",23
Fernley 11,"U.S. Representative in Congress, District 2","Spees, Kristen",64
Fernley 12,Attorney General,"Hansen, Jonathan J",38
Fernley 12,Attorney General,"Laxalt, Adam Paul",245
Fernley 12,Attorney General,"Miller, Ross",112
Fernley 12,Attorney General,None Of These Candidates,9
Fernley 12,COUNTY ASSESSOR,"VILLINES, TROY R",349
Fernley 12,County Clerk-Treasurer,"BRYAN, NIKKI",358
Fernley 12,County Comm Dist. 2 (CW),"ALT, DON",215
Fernley 12,County Comm Dist. 2 (CW),"KELLER, VIDA D.",137
Fernley 12,County Comm Dist. 5 (CW),"HUNEWILL, GREG A",270
Fernley 12,County Comm Dist. 5 (CW),"ROEMER, JOHN",98
Fernley 12,COUNTY RECORDER,"WARR, DAWNA L",344
Fernley 12,DISTRICT ATTORNEY,"RYE, STEPHEN B.",347
Fernley 12,"District Court Judge, District 3, Department 1","KENNEDY, JACK",196
Fernley 12,"District Court Judge, District 3, Department 1","SCHLEGELMILCH, JOHN ""JP""",159
Fernley 12,Fernley Swimming Pool GID District Trustees,"CLEGG, WILLIAM B.",120
Fernley 12,Fernley Swimming Pool GID District Trustees,"DARLING-ZECH, JANICE",128
Fernley 12,Fernley Swimming Pool GID District Trustees,"HANNA, MARTY",144
Fernley 12,Fernley Swimming Pool GID District Trustees,"MURPHY, PAUL C.",155
Fernley 12,Governor,"Goodman, Robert ""Bob""",49
Fernley 12,Governor,None Of These Candidates,8
Fernley 12,Governor,"Sandoval, Brian",337
Fernley 12,Governor,"VanDerBeek, David Lory",13
Fernley 12,Lieutenant Governor,"Flores, Lucy",64
Fernley 12,Lieutenant Governor,"Hutchison, Mark",305
Fernley 12,Lieutenant Governor,"Little, Mike",27
Fernley 12,Lieutenant Governor,None Of These Candidates,9
Fernley 12,Mayor FERNLEY,"BORSO, MARGARET",183
Fernley 12,Mayor FERNLEY,"EDGINGTON, ROY",184
Fernley 12,North Lyon Co Fire Pro District Directors,"JENNE, JIM",129
Fernley 12,North Lyon Co Fire Pro District Directors,"OSBORN, JON K",182
Fernley 12,North Lyon Co Fire Pro District Directors,"WALKER, SCOTT",217
Fernley 12,PUBLIC ADMINISTRATOR,"MUNRO, DELORES A",122
Fernley 12,PUBLIC ADMINISTRATOR,"PELLEGRINI, AARON A",206
Fernley 12,School Dist Trustee District VI Dayton #2,"COOPER, MELANIE ""SNIDER""",123
Fernley 12,School Dist Trustee District VI Dayton #2,"PETERSON, BRIDGET",182
Fernley 12,Secretary Of State,"Cegavske, Barbara K",242
Fernley 12,Secretary Of State,"Marshall, Kate",145
Fernley 12,Secretary Of State,None Of These Candidates,20
Fernley 12,Sheriff,"MCNEIL, AL",171
Fernley 12,Sheriff,"TORRES, ALBERT D.",203
Fernley 12,"State Assembly, District 38","FASANO, TIM",60
Fernley 12,"State Assembly, District 38","O'CONNOR, JOHN",46
Fernley 12,"State Assembly, District 38","TITUS, ROBIN L.",282
Fernley 12,State Controller,"Jones, Tom",36
Fernley 12,State Controller,"Knecht, Ron",268
Fernley 12,State Controller,"Martin, Andrew",84
Fernley 12,State Controller,None Of These Candidates,14
Fernley 12,"State Senate, District 17","SETTELMEYER, JAMES A.",353
Fernley 12,State Treasurer,"Cave, Kress K",29
Fernley 12,State Treasurer,None Of These Candidates,15
Fernley 12,State Treasurer,"Schwartz, Dan",262
Fernley 12,State Treasurer,"Wallin, Kim",96
Fernley 12,"Supreme Court Justice, Seat B",None Of These Candidates,81
Fernley 12,"Supreme Court Justice, Seat B","Pickering, Kristina",275
Fernley 12,"Supreme Court Justice, Seat D","Gibbons, Mark",292
Fernley 12,"Supreme Court Justice, Seat D",None Of These Candidates,72
Fernley 12,"U.S. Representative in Congress, District 2","Amodei, Mark E.",303
Fernley 12,"U.S. Representative in Congress, District 2","HANSEN, JANINE",22
Fernley 12,"U.S. Representative in Congress, District 2","Spees, Kristen",79
Fernley 13,Attorney General,"Hansen, Jonathan J",30
Fernley 13,Attorney General,"Laxalt, Adam Paul",373
Fernley 13,Attorney General,"Miller, Ross",183
Fernley 13,Attorney General,None Of These Candidates,11
Fernley 13,"City Council Ward 1, City of Fernley","CHARTER, STEPHEN L.",241
Fernley 13,"City Council Ward 1, City of Fernley","WHALEN, SHARI",280
Fernley 13,COUNTY ASSESSOR,"VILLINES, TROY R",523
Fernley 13,County Clerk-Treasurer,"BRYAN, NIKKI",532
Fernley 13,County Comm Dist. 2 (CW),"ALT, DON",293
Fernley 13,County Comm Dist. 2 (CW),"KELLER, VIDA D.",223
Fernley 13,County Comm Dist. 5 (CW),"HUNEWILL, GREG A",427
Fernley 13,County Comm Dist. 5 (CW),"ROEMER, JOHN",127
Fernley 13,COUNTY RECORDER,"WARR, DAWNA L",507
Fernley 13,DISTRICT ATTORNEY,"RYE, STEPHEN B.",516
Fernley 13,"District Court Judge, District 3, Department 1","KENNEDY, JACK",364
Fernley 13,"District Court Judge, District 3, Department 1","SCHLEGELMILCH, JOHN ""JP""",194
Fernley 13,Fernley Swimming Pool GID District Trustees,"CLEGG, WILLIAM B.",195
Fernley 13,Fernley Swimming Pool GID District Trustees,"DARLING-ZECH, JANICE",172
Fernley 13,Fernley Swimming Pool GID District Trustees,"HANNA, MARTY",237
Fernley 13,Fernley Swimming Pool GID District Trustees,"MURPHY, PAUL C.",221
Fernley 13,Governor,"Goodman, Robert ""Bob""",72
Fernley 13,Governor,None Of These Candidates,11
Fernley 13,Governor,"Sandoval, Brian",502
Fernley 13,Governor,"VanDerBeek, David Lory",16
Fernley 13,Lieutenant Governor,"Flores, Lucy",111
Fernley 13,Lieutenant Governor,"Hutchison, Mark",446
Fernley 13,Lieutenant Governor,"Little, Mike",28
Fernley 13,Lieutenant Governor,None Of These Candidates,14
Fernley 13,Mayor FERNLEY,"BORSO, MARGARET",286
Fernley 13,Mayor FERNLEY,"EDGINGTON, ROY",273
Fernley 13,North Lyon Co Fire Pro District Directors,"JENNE, JIM",211
Fernley 13,North Lyon Co Fire Pro District Directors,"OSBORN, JON K",264
Fernley 13,North Lyon Co Fire Pro District Directors,"WALKER, SCOTT",331
Fernley 13,PUBLIC ADMINISTRATOR,"MUNRO, DELORES A",202
Fernley 13,PUBLIC ADMINISTRATOR,"PELLEGRINI, AARON A",278
Fernley 13,School Dist Trustee District VI Dayton #2,"COOPER, MELANIE ""SNIDER""",195
Fernley 13,School Dist Trustee District VI Dayton #2,"PETERSON, BRIDGET",266
Fernley 13,Secretary Of State,"Cegavske, Barbara K",365
Fernley 13,Secretary Of State,"Marshall, Kate",205
Fernley 13,Secretary Of State,None Of These Candidates,26
Fernley 13,Sheriff,"MCNEIL, AL",308
Fernley 13,Sheriff,"TORRES, ALBERT D.",253
Fernley 13,"State Assembly, District 38","FASANO, TIM",72
Fernley 13,"State Assembly, District 38","O'CONNOR, JOHN",70
Fernley 13,"State Assembly, District 38","TITUS, ROBIN L.",423
Fernley 13,State Controller,"Jones, Tom",41
Fernley 13,State Controller,"Knecht, Ron",390
Fernley 13,State Controller,"Martin, Andrew",129
Fernley 13,State Controller,None Of These Candidates,28
Fernley 13,"State Senate, District 17","SETTELMEYER, JAMES A.",525
Fernley 13,State Treasurer,"Cave, Kress K",29
Fernley 13,State Treasurer,None Of These Candidates,22
Fernley 13,State Treasurer,"Schwartz, Dan",380
Fernley 13,State Treasurer,"Wallin, Kim",160
Fernley 13,"Supreme Court Justice, Seat B",None Of These Candidates,96
Fernley 13,"Supreme Court Justice, Seat B","Pickering, Kristina",422
Fernley 13,"Supreme Court Justice, Seat D","Gibbons, Mark",444
Fernley 13,"Supreme Court Justice, Seat D",None Of These Candidates,84
Fernley 13,"U.S. Representative in Congress, District 2","Amodei, Mark E.",445
Fernley 13,"U.S. Representative in Congress, District 2","HANSEN, JANINE",31
Fernley 13,"U.S. Representative in Congress, District 2","Spees, Kristen",120
Fernley 14,Attorney General,"Hansen, Jonathan J",43
Fernley 14,Attorney General,"Laxalt, Adam Paul",159
Fernley 14,Attorney General,"Miller, Ross",112
Fernley 14,Attorney General,None Of These Candidates,13
Fernley 14,"City Council Ward 1, City of Fernley","CHARTER, STEPHEN L.",134
Fernley 14,"City Council Ward 1, City of Fernley","WHALEN, SHARI",166
Fernley 14,COUNTY ASSESSOR,"VILLINES, TROY R",288
Fernley 14,County Clerk-Treasurer,"BRYAN, NIKKI",293
Fernley 14,County Comm Dist. 2 (CW),"ALT, DON",171
Fernley 14,County Comm Dist. 2 (CW),"KELLER, VIDA D.",122
Fernley 14,County Comm Dist. 5 (CW),"HUNEWILL, GREG A",217
Fernley 14,County Comm Dist. 5 (CW),"ROEMER, JOHN",89
Fernley 14,COUNTY RECORDER,"WARR, DAWNA L",285
Fernley 14,DISTRICT ATTORNEY,"RYE, STEPHEN B.",292
Fernley 14,"District Court Judge, District 3, Department 1","KENNEDY, JACK",174
Fernley 14,"District Court Judge, District 3, Department 1","SCHLEGELMILCH, JOHN ""JP""",128
Fernley 14,Fernley Swimming Pool GID District Trustees,"CLEGG, WILLIAM B.",125
Fernley 14,Fernley Swimming Pool GID District Trustees,"DARLING-ZECH, JANICE",111
Fernley 14,Fernley Swimming Pool GID District Trustees,"HANNA, MARTY",126
Fernley 14,Fernley Swimming Pool GID District Trustees,"MURPHY, PAUL C.",139
Fernley 14,Governor,"Goodman, Robert ""Bob""",40
Fernley 14,Governor,None Of These Candidates,9
Fernley 14,Governor,"Sandoval, Brian",264
