precinct,office,candidate,votes
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",4
Precinct 1,"WHITE PINE Hospital Dist Trustee, Seat 1 (Nonpartisan)","GIANOLI, JULIE",209
Precinct 10,COUNTY CLERK (Republican),"BALDWIN, NICHOLE",17
Precinct 10,COUNTY CLERK (Republican),"LYTLE, PATRICE",26
Precinct 10,COUNTY CLERK (Republican),"ROSE, ELIZABETH ""BETH""",13
Precinct 10,County Commissioner Seat 5 (Democratic),"CHACHAS, GEORGE",19
Precinct 10,County Commissioner Seat 5 (Democratic),"LEMICH, MIKE",2
Precinct 10,County Commissioner Seat 5 (Democratic),"PEREA, GARY",12
Precinct 10,"District Court Judge, District 7, Department  1 (Nonpartisan)","DOBRESCU, STEVE L.",83
Precinct 10,"District Court Judge, District 7, Department  2 (Nonpartisan)","FAIRMAN, GARY D.",78
Precinct 10,Governor (Democratic),"Chang, Charles ""Charlie""",1
Precinct 10,Governor (Democratic),"Conquest, Frederick L.",0
Precinct 10,Governor (Democratic),"Frye, Stephen H.",3
Precinct 10,Governor (Democratic),"Goodman, Robert ""Bob""",5
Precinct 10,Governor (Democratic),"Hyepock, Chris",3
Precinct 10,Governor (Democratic),None Of These Candidates,16
Precinct 10,Governor (Democratic),"Rheinhart, Allen",0
Precinct 10,Governor (Democratic),"Rutledge, John",4
Precinct 10,Governor (Democratic),"Shabazz, Abdul H.",0
Precinct 10,Governor (Republican),"Hamilton, Eddie ""In Liberty""",5
Precinct 10,Governor (Republican),"Marinch, Gary",0
Precinct 10,Governor (Republican),None Of These Candidates,9
Precinct 10,Governor (Republican),"Sandoval, Brian",36
Precinct 10,Governor (Republican),"Tarbell, William",5
Precinct 10,Governor (Republican),"Tighe, Thomas J.",3
Precinct 10,Lieutenant Governor (Democratic),"Flores, Lucy",10
Precinct 10,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",7
Precinct 10,Lieutenant Governor (Democratic),None Of These Candidates,14
Precinct 10,Lieutenant Governor (Republican),"Dyer, Chris",1
Precinct 10,Lieutenant Governor (Republican),"Hutchison, Mark",27
Precinct 10,Lieutenant Governor (Republican),"Lowden, Sue",23
Precinct 10,Lieutenant Governor (Republican),None Of These Candidates,6
Precinct 10,School Board Trustee Seat A (Nonpartisan),"HUNT, LORI",72
Precinct 10,School Board Trustee Seat B (Nonpartisan),"MANGUM, PETE",78
Precinct 10,School Board Trustee Seat E (Nonpartisan),"HIBBS, MATT",68
Precinct 10,Sheriff (Nonpartisan),"MARQUEZ, STEVE",17
Precinct 10,Sheriff (Nonpartisan),"ROBISON, PENNY JO",34
Precinct 10,Sheriff (Nonpartisan),"WATTS, DAN",54
Precinct 10,Soil Conservation Seat EE (Nonpartisan),"URBANOWITZ, SETH",73
Precinct 10,State Controller (Republican),"Arlint, Cort R.",6
Precinct 10,State Controller (Republican),"Herr, Barry",6
Precinct 10,State Controller (Republican),"Knecht, Ron",21
Precinct 10,State Controller (Republican),None Of These Candidates,19
Precinct 10,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",4
Precinct 10,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",19
Precinct 10,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",6
Precinct 10,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",13
Precinct 10,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",20
Precinct 10,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",15
Precinct 10,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",2
Precinct 10,"WHITE PINE Hospital Dist Trustee, Seat 1 (Nonpartisan)","GIANOLI, JULIE",73
Precinct 2,COUNTY CLERK (Republican),"BALDWIN, NICHOLE",19
Precinct 2,COUNTY CLERK (Republican),"LYTLE, PATRICE",17
Precinct 2,COUNTY CLERK (Republican),"ROSE, ELIZABETH ""BETH""",19
Precinct 2,County Commissioner Seat 5 (Democratic),"CHACHAS, GEORGE",24
Precinct 2,County Commissioner Seat 5 (Democratic),"LEMICH, MIKE",24
Precinct 2,County Commissioner Seat 5 (Democratic),"PEREA, GARY",30
Precinct 2,"District Court Judge, District 7, Department  1 (Nonpartisan)","DOBRESCU, STEVE L.",141
Precinct 2,"District Court Judge, District 7, Department  2 (Nonpartisan)","FAIRMAN, GARY D.",137
Precinct 2,Governor (Democratic),"Chang, Charles ""Charlie""",7
Precinct 2,Governor (Democratic),"Conquest, Frederick L.",1
Precinct 2,Governor (Democratic),"Frye, Stephen H.",8
Precinct 2,Governor (Democratic),"Goodman, Robert ""Bob""",18
Precinct 2,Governor (Democratic),"Hyepock, Chris",2
Precinct 2,Governor (Democratic),None Of These Candidates,33
Precinct 2,Governor (Democratic),"Rheinhart, Allen",1
Precinct 2,Governor (Democratic),"Rutledge, John",3
Precinct 2,Governor (Democratic),"Shabazz, Abdul H.",1
Precinct 2,Governor (Republican),"Hamilton, Eddie ""In Liberty""",2
Precinct 2,Governor (Republican),"Marinch, Gary",1
Precinct 2,Governor (Republican),None Of These Candidates,1
Precinct 2,Governor (Republican),"Sandoval, Brian",48
Precinct 2,Governor (Republican),"Tarbell, William",0
Precinct 2,Governor (Republican),"Tighe, Thomas J.",2
Precinct 2,Lieutenant Governor (Democratic),"Flores, Lucy",26
Precinct 2,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",11
Precinct 2,Lieutenant Governor (Democratic),None Of These Candidates,33
Precinct 2,Lieutenant Governor (Republican),"Dyer, Chris",7
Precinct 2,Lieutenant Governor (Republican),"Hutchison, Mark",30
Precinct 2,Lieutenant Governor (Republican),"Lowden, Sue",13
Precinct 2,Lieutenant Governor (Republican),None Of These Candidates,3
Precinct 2,School Board Trustee Seat A (Nonpartisan),"HUNT, LORI",132
Precinct 2,School Board Trustee Seat B (Nonpartisan),"MANGUM, PETE",124
Precinct 2,School Board Trustee Seat E (Nonpartisan),"HIBBS, MATT",126
Precinct 2,Sheriff (Nonpartisan),"MARQUEZ, STEVE",37
Precinct 2,Sheriff (Nonpartisan),"ROBISON, PENNY JO",81
Precinct 2,Sheriff (Nonpartisan),"WATTS, DAN",40
Precinct 2,Soil Conservation Seat EE (Nonpartisan),"URBANOWITZ, SETH",124
Precinct 2,State Controller (Republican),"Arlint, Cort R.",3
Precinct 2,State Controller (Republican),"Herr, Barry",5
Precinct 2,State Controller (Republican),"Knecht, Ron",34
Precinct 2,State Controller (Republican),None Of These Candidates,8
Precinct 2,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",9
Precinct 2,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",44
Precinct 2,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",12
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",16
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",18
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",14
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",2
Precinct 2,"WHITE PINE Hospital Dist Trustee, Seat 1 (Nonpartisan)","GIANOLI, JULIE",136
Precinct 3,COUNTY CLERK (Republican),"BALDWIN, NICHOLE",27
Precinct 3,COUNTY CLERK (Republican),"LYTLE, PATRICE",26
Precinct 3,COUNTY CLERK (Republican),"ROSE, ELIZABETH ""BETH""",29
Precinct 3,County Commissioner Seat 5 (Democratic),"CHACHAS, GEORGE",15
Precinct 3,County Commissioner Seat 5 (Democratic),"LEMICH, MIKE",33
Precinct 3,County Commissioner Seat 5 (Democratic),"PEREA, GARY",37
Precinct 3,"District Court Judge, District 7, Department  1 (Nonpartisan)","DOBRESCU, STEVE L.",182
Precinct 3,"District Court Judge, District 7, Department  2 (Nonpartisan)","FAIRMAN, GARY D.",175
Precinct 3,Governor (Democratic),"Chang, Charles ""Charlie""",1
Precinct 3,Governor (Democratic),"Conquest, Frederick L.",0
Precinct 3,Governor (Democratic),"Frye, Stephen H.",9
Precinct 3,Governor (Democratic),"Goodman, Robert ""Bob""",20
Precinct 3,Governor (Democratic),"Hyepock, Chris",4
Precinct 3,Governor (Democratic),None Of These Candidates,42
Precinct 3,Governor (Democratic),"Rheinhart, Allen",0
Precinct 3,Governor (Democratic),"Rutledge, John",4
Precinct 3,Governor (Democratic),"Shabazz, Abdul H.",2
Precinct 3,Governor (Republican),"Hamilton, Eddie ""In Liberty""",3
Precinct 3,Governor (Republican),"Marinch, Gary",6
Precinct 3,Governor (Republican),None Of These Candidates,3
Precinct 3,Governor (Republican),"Sandoval, Brian",67
Precinct 3,Governor (Republican),"Tarbell, William",2
Precinct 3,Governor (Republican),"Tighe, Thomas J.",2
Precinct 3,Lieutenant Governor (Democratic),"Flores, Lucy",42
Precinct 3,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",10
Precinct 3,Lieutenant Governor (Democratic),None Of These Candidates,27
Precinct 3,Lieutenant Governor (Republican),"Dyer, Chris",7
Precinct 3,Lieutenant Governor (Republican),"Hutchison, Mark",41
Precinct 3,Lieutenant Governor (Republican),"Lowden, Sue",29
Precinct 3,Lieutenant Governor (Republican),None Of These Candidates,6
Precinct 3,School Board Trustee Seat A (Nonpartisan),"HUNT, LORI",174
Precinct 3,School Board Trustee Seat B (Nonpartisan),"MANGUM, PETE",173
Precinct 3,School Board Trustee Seat E (Nonpartisan),"HIBBS, MATT",169
Precinct 3,Sheriff (Nonpartisan),"MARQUEZ, STEVE",48
Precinct 3,Sheriff (Nonpartisan),"ROBISON, PENNY JO",89
Precinct 3,Sheriff (Nonpartisan),"WATTS, DAN",60
Precinct 3,Soil Conservation Seat EE (Nonpartisan),"URBANOWITZ, SETH",170
Precinct 3,State Controller (Republican),"Arlint, Cort R.",6
Precinct 3,State Controller (Republican),"Herr, Barry",20
Precinct 3,State Controller (Republican),"Knecht, Ron",32
Precinct 3,State Controller (Republican),None Of These Candidates,18
Precinct 3,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",12
Precinct 3,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",49
Precinct 3,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",14
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",36
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",15
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",24
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",2
Precinct 3,"WHITE PINE Hospital Dist Trustee, Seat 1 (Nonpartisan)","GIANOLI, JULIE",178
Precinct 4,COUNTY CLERK (Republican),"BALDWIN, NICHOLE",47
Precinct 4,COUNTY CLERK (Republican),"LYTLE, PATRICE",34
Precinct 4,COUNTY CLERK (Republican),"ROSE, ELIZABETH ""BETH""",42
Precinct 4,County Commissioner Seat 5 (Democratic),"CHACHAS, GEORGE",16
Precinct 4,County Commissioner Seat 5 (Democratic),"LEMICH, MIKE",34
Precinct 4,County Commissioner Seat 5 (Democratic),"PEREA, GARY",47
Precinct 4,"District Court Judge, District 7, Department  1 (Nonpartisan)","DOBRESCU, STEVE L.",235
Precinct 4,"District Court Judge, District 7, Department  2 (Nonpartisan)","FAIRMAN, GARY D.",230
Precinct 4,Governor (Democratic),"Chang, Charles ""Charlie""",8
Precinct 4,Governor (Democratic),"Conquest, Frederick L.",2
Precinct 4,Governor (Democratic),"Frye, Stephen H.",5
Precinct 4,Governor (Democratic),"Goodman, Robert ""Bob""",18
Precinct 4,Governor (Democratic),"Hyepock, Chris",1
Precinct 4,Governor (Democratic),None Of These Candidates,45
Precinct 4,Governor (Democratic),"Rheinhart, Allen",4
Precinct 4,Governor (Democratic),"Rutledge, John",3
Precinct 4,Governor (Democratic),"Shabazz, Abdul H.",2
Precinct 4,Governor (Republican),"Hamilton, Eddie ""In Liberty""",2
Precinct 4,Governor (Republican),"Marinch, Gary",1
Precinct 4,Governor (Republican),None Of These Candidates,14
Precinct 4,Governor (Republican),"Sandoval, Brian",104
Precinct 4,Governor (Republican),"Tarbell, William",0
Precinct 4,Governor (Republican),"Tighe, Thomas J.",3
Precinct 4,Lieutenant Governor (Democratic),"Flores, Lucy",33
Precinct 4,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",18
Precinct 4,Lieutenant Governor (Democratic),None Of These Candidates,36
Precinct 4,Lieutenant Governor (Republican),"Dyer, Chris",10
Precinct 4,Lieutenant Governor (Republican),"Hutchison, Mark",51
Precinct 4,Lieutenant Governor (Republican),"Lowden, Sue",49
Precinct 4,Lieutenant Governor (Republican),None Of These Candidates,14
Precinct 4,School Board Trustee Seat A (Nonpartisan),"HUNT, LORI",222
Precinct 4,School Board Trustee Seat B (Nonpartisan),"MANGUM, PETE",227
Precinct 4,School Board Trustee Seat E (Nonpartisan),"HIBBS, MATT",220
Precinct 4,Sheriff (Nonpartisan),"MARQUEZ, STEVE",68
Precinct 4,Sheriff (Nonpartisan),"ROBISON, PENNY JO",76
Precinct 4,Sheriff (Nonpartisan),"WATTS, DAN",113
Precinct 4,Soil Conservation Seat EE (Nonpartisan),"URBANOWITZ, SETH",212
Precinct 4,State Controller (Republican),"Arlint, Cort R.",6
Precinct 4,State Controller (Republican),"Herr, Barry",17
Precinct 4,State Controller (Republican),"Knecht, Ron",50
Precinct 4,State Controller (Republican),None Of These Candidates,39
Precinct 4,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",12
Precinct 4,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",57
Precinct 4,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",12
Precinct 4,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",35
Precinct 4,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",33
Precinct 4,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",42
Precinct 4,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",3
Precinct 4,"WHITE PINE Hospital Dist Trustee, Seat 1 (Nonpartisan)","GIANOLI, JULIE",229
Precinct 5,COUNTY CLERK (Republican),"BALDWIN, NICHOLE",69
Precinct 5,COUNTY CLERK (Republican),"LYTLE, PATRICE",75
Precinct 5,COUNTY CLERK (Republican),"ROSE, ELIZABETH ""BETH""",59
Precinct 5,County Commissioner Seat 5 (Democratic),"CHACHAS, GEORGE",12
Precinct 5,County Commissioner Seat 5 (Democratic),"LEMICH, MIKE",42
Precinct 5,County Commissioner Seat 5 (Democratic),"PEREA, GARY",57
Precinct 5,"District Court Judge, District 7, Department  1 (Nonpartisan)","DOBRESCU, STEVE L.",332
Precinct 5,"District Court Judge, District 7, Department  2 (Nonpartisan)","FAIRMAN, GARY D.",326
Precinct 5,Governor (Democratic),"Chang, Charles ""Charlie""",3
Precinct 5,Governor (Democratic),"Conquest, Frederick L.",2
Precinct 5,Governor (Democratic),"Frye, Stephen H.",2
Precinct 5,Governor (Democratic),"Goodman, Robert ""Bob""",28
Precinct 5,Governor (Democratic),"Hyepock, Chris",1
Precinct 5,Governor (Democratic),None Of These Candidates,56
Precinct 5,Governor (Democratic),"Rheinhart, Allen",5
Precinct 5,Governor (Democratic),"Rutledge, John",8
Precinct 5,Governor (Democratic),"Shabazz, Abdul H.",0
Precinct 5,Governor (Republican),"Hamilton, Eddie ""In Liberty""",7
Precinct 5,Governor (Republican),"Marinch, Gary",3
Precinct 5,Governor (Republican),None Of These Candidates,28
Precinct 5,Governor (Republican),"Sandoval, Brian",156
Precinct 5,Governor (Republican),"Tarbell, William",7
Precinct 5,Governor (Republican),"Tighe, Thomas J.",5
Precinct 5,Lieutenant Governor (Democratic),"Flores, Lucy",44
Precinct 5,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",15
Precinct 5,Lieutenant Governor (Democratic),None Of These Candidates,44
Precinct 5,Lieutenant Governor (Republican),"Dyer, Chris",13
Precinct 5,Lieutenant Governor (Republican),"Hutchison, Mark",77
Precinct 5,Lieutenant Governor (Republican),"Lowden, Sue",89
Precinct 5,Lieutenant Governor (Republican),None Of These Candidates,27
Precinct 5,School Board Trustee Seat A (Nonpartisan),"HUNT, LORI",310
Precinct 5,School Board Trustee Seat B (Nonpartisan),"MANGUM, PETE",315
Precinct 5,School Board Trustee Seat E (Nonpartisan),"HIBBS, MATT",298
Precinct 5,Sheriff (Nonpartisan),"MARQUEZ, STEVE",123
Precinct 5,Sheriff (Nonpartisan),"ROBISON, PENNY JO",103
Precinct 5,Sheriff (Nonpartisan),"WATTS, DAN",135
Precinct 5,Soil Conservation Seat EE (Nonpartisan),"URBANOWITZ, SETH",298
Precinct 5,State Controller (Republican),"Arlint, Cort R.",15
Precinct 5,State Controller (Republican),"Herr, Barry",23
Precinct 5,State Controller (Republican),"Knecht, Ron",79
Precinct 5,State Controller (Republican),None Of These Candidates,74
Precinct 5,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",14
Precinct 5,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",68
Precinct 5,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",16
Precinct 5,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",50
Precinct 5,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",68
Precinct 5,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",64
Precinct 5,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",4
Precinct 5,"WHITE PINE Hospital Dist Trustee, Seat 1 (Nonpartisan)","GIANOLI, JULIE",315
Precinct 6,COUNTY CLERK (Republican),"BALDWIN, NICHOLE",32
Precinct 6,COUNTY CLERK (Republican),"LYTLE, PATRICE",15
Precinct 6,COUNTY CLERK (Republican),"ROSE, ELIZABETH ""BETH""",18
Precinct 6,County Commissioner Seat 5 (Democratic),"CHACHAS, GEORGE",27
Precinct 6,County Commissioner Seat 5 (Democratic),"LEMICH, MIKE",29
Precinct 6,County Commissioner Seat 5 (Democratic),"PEREA, GARY",30
Precinct 6,"District Court Judge, District 7, Department  1 (Nonpartisan)","DOBRESCU, STEVE L.",166
Precinct 6,"District Court Judge, District 7, Department  2 (Nonpartisan)","FAIRMAN, GARY D.",163
Precinct 6,Governor (Democratic),"Chang, Charles ""Charlie""",5
Precinct 6,Governor (Democratic),"Conquest, Frederick L.",6
Precinct 6,Governor (Democratic),"Frye, Stephen H.",6
Precinct 6,Governor (Democratic),"Goodman, Robert ""Bob""",18
Precinct 6,Governor (Democratic),"Hyepock, Chris",6
Precinct 6,Governor (Democratic),None Of These Candidates,29
Precinct 6,Governor (Democratic),"Rheinhart, Allen",1
Precinct 6,Governor (Democratic),"Rutledge, John",12
Precinct 6,Governor (Democratic),"Shabazz, Abdul H.",0
Precinct 6,Governor (Republican),"Hamilton, Eddie ""In Liberty""",5
Precinct 6,Governor (Republican),"Marinch, Gary",3
Precinct 6,Governor (Republican),None Of These Candidates,12
Precinct 6,Governor (Republican),"Sandoval, Brian",47
Precinct 6,Governor (Republican),"Tarbell, William",0
Precinct 6,Governor (Republican),"Tighe, Thomas J.",1
Precinct 6,Lieutenant Governor (Democratic),"Flores, Lucy",36
Precinct 6,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",24
Precinct 6,Lieutenant Governor (Democratic),None Of These Candidates,23
Precinct 6,Lieutenant Governor (Republican),"Dyer, Chris",5
Precinct 6,Lieutenant Governor (Republican),"Hutchison, Mark",24
Precinct 6,Lieutenant Governor (Republican),"Lowden, Sue",26
Precinct 6,Lieutenant Governor (Republican),None Of These Candidates,9
Precinct 6,School Board Trustee Seat A (Nonpartisan),"HUNT, LORI",165
Precinct 6,School Board Trustee Seat B (Nonpartisan),"MANGUM, PETE",165
Precinct 6,School Board Trustee Seat E (Nonpartisan),"HIBBS, MATT",172
Precinct 6,Sheriff (Nonpartisan),"MARQUEZ, STEVE",51
Precinct 6,Sheriff (Nonpartisan),"ROBISON, PENNY JO",75
Precinct 6,Sheriff (Nonpartisan),"WATTS, DAN",63
Precinct 6,Soil Conservation Seat EE (Nonpartisan),"URBANOWITZ, SETH",163
Precinct 6,State Controller (Republican),"Arlint, Cort R.",11
Precinct 6,State Controller (Republican),"Herr, Barry",11
Precinct 6,State Controller (Republican),"Knecht, Ron",22
Precinct 6,State Controller (Republican),None Of These Candidates,19
Precinct 6,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",23
Precinct 6,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",46
Precinct 6,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",13
Precinct 6,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",15
Precinct 6,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",20
Precinct 6,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",22
Precinct 6,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",3
Precinct 6,"WHITE PINE Hospital Dist Trustee, Seat 1 (Nonpartisan)","GIANOLI, JULIE",166
Precinct 7,COUNTY CLERK (Republican),"BALDWIN, NICHOLE",12
Precinct 7,COUNTY CLERK (Republican),"LYTLE, PATRICE",11
Precinct 7,COUNTY CLERK (Republican),"ROSE, ELIZABETH ""BETH""",15
Precinct 7,County Commissioner Seat 5 (Democratic),"CHACHAS, GEORGE",12
Precinct 7,County Commissioner Seat 5 (Democratic),"LEMICH, MIKE",15
Precinct 7,County Commissioner Seat 5 (Democratic),"PEREA, GARY",8
Precinct 7,"District Court Judge, District 7, Department  1 (Nonpartisan)","DOBRESCU, STEVE L.",80
Precinct 7,"District Court Judge, District 7, Department  2 (Nonpartisan)","FAIRMAN, GARY D.",76
Precinct 7,Governor (Democratic),"Chang, Charles ""Charlie""",0
Precinct 7,Governor (Democratic),"Conquest, Frederick L.",0
Precinct 7,Governor (Democratic),"Frye, Stephen H.",4
Precinct 7,Governor (Democratic),"Goodman, Robert ""Bob""",11
Precinct 7,Governor (Democratic),"Hyepock, Chris",0
Precinct 7,Governor (Democratic),None Of These Candidates,13
Precinct 7,Governor (Democratic),"Rheinhart, Allen",2
Precinct 7,Governor (Democratic),"Rutledge, John",2
Precinct 7,Governor (Democratic),"Shabazz, Abdul H.",0
Precinct 7,Governor (Republican),"Hamilton, Eddie ""In Liberty""",3
Precinct 7,Governor (Republican),"Marinch, Gary",2
Precinct 7,Governor (Republican),None Of These Candidates,5
Precinct 7,Governor (Republican),"Sandoval, Brian",25
Precinct 7,Governor (Republican),"Tarbell, William",3
Precinct 7,Governor (Republican),"Tighe, Thomas J.",2
Precinct 7,Lieutenant Governor (Democratic),"Flores, Lucy",12
Precinct 7,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",6
Precinct 7,Lieutenant Governor (Democratic),None Of These Candidates,14
Precinct 7,Lieutenant Governor (Republican),"Dyer, Chris",4
Precinct 7,Lieutenant Governor (Republican),"Hutchison, Mark",15
Precinct 7,Lieutenant Governor (Republican),"Lowden, Sue",17
Precinct 7,Lieutenant Governor (Republican),None Of These Candidates,4
Precinct 7,School Board Trustee Seat A (Nonpartisan),"HUNT, LORI",80
Precinct 7,School Board Trustee Seat B (Nonpartisan),"MANGUM, PETE",78
Precinct 7,School Board Trustee Seat E (Nonpartisan),"HIBBS, MATT",78
Precinct 7,Sheriff (Nonpartisan),"MARQUEZ, STEVE",17
Precinct 7,Sheriff (Nonpartisan),"ROBISON, PENNY JO",43
Precinct 7,Sheriff (Nonpartisan),"WATTS, DAN",29
Precinct 7,Soil Conservation Seat EE (Nonpartisan),"URBANOWITZ, SETH",76
Precinct 7,State Controller (Republican),"Arlint, Cort R.",10
Precinct 7,State Controller (Republican),"Herr, Barry",8
Precinct 7,State Controller (Republican),"Knecht, Ron",8
Precinct 7,State Controller (Republican),None Of These Candidates,12
Precinct 7,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",8
Precinct 7,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",17
Precinct 7,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",4
Precinct 7,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",8
Precinct 7,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",11
Precinct 7,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",16
