precinct,office,candidate,votes
2 - CALIENTE,Governor (Republican),None Of These Candidates,6
2 - CALIENTE,Governor (Republican),"Sandoval, Brian",108
2 - CALIENTE,Governor (Republican),"Tarbell, William",2
2 - CALIENTE,Governor (Republican),"Tighe, Thomas J.",5
2 - CALIENTE,"GROVER C. DILS Hospital Dst, Trustee Dst A (Nonpartisan)","HANSEN, TERESA",197
2 - CALIENTE,"GROVER C. DILS Hospital Dst, Trustee Dst E (Nonpartisan)","SCARBRO, DIXIE",190
2 - CALIENTE,Lieutenant Governor (Democratic),"Flores, Lucy",30
2 - CALIENTE,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",16
2 - CALIENTE,Lieutenant Governor (Democratic),None Of These Candidates,13
2 - CALIENTE,Lieutenant Governor (Republican),"Dyer, Chris",12
2 - CALIENTE,Lieutenant Governor (Republican),"Hutchison, Mark",66
2 - CALIENTE,Lieutenant Governor (Republican),"Lowden, Sue",43
2 - CALIENTE,Lieutenant Governor (Republican),None Of These Candidates,12
2 - CALIENTE,SCHOOL BOARD School Dist Trustee Dist B-AL (Nonpartisan),"HARR, CAROLYN C.",198
2 - CALIENTE,SCHOOL BOARD School Dist Trustee Dist D-AL (Nonpartisan),"MIZER, JOSEPH ""TY""",200
2 - CALIENTE,SCHOOL BOARD School Dist Trustee Dist E-AL (Nonpartisan),"POULSEN, WADE",191
2 - CALIENTE,Sheriff (Nonpartisan),"LEE, KERRY D.",208
2 - CALIENTE,State Controller (Republican),"Arlint, Cort R.",15
2 - CALIENTE,State Controller (Republican),"Herr, Barry",28
2 - CALIENTE,State Controller (Republican),"Knecht, Ron",50
2 - CALIENTE,State Controller (Republican),None Of These Candidates,38
2 - CALIENTE,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",11
2 - CALIENTE,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",41
2 - CALIENTE,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",10
2 - CALIENTE,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",37
2 - CALIENTE,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",67
2 - CALIENTE,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",21
2 - CALIENTE,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",2
3 - PANACA,COUNTY ASSESSOR (Republican),"BLEAK, COLLIN",42
3 - PANACA,COUNTY ASSESSOR (Republican),"HOLT, MARK",85
3 - PANACA,COUNTY ASSESSOR (Republican),"PEARCE, SUMMER",6
3 - PANACA,"District Court Judge, District 7, Department 1 (Nonpartisan)","DOBRESCU, STEVE L.",146
3 - PANACA,"District Court Judge, District 7, Department 2 (Nonpartisan)","FAIRMAN, GARY D.",150
3 - PANACA,Governor (Democratic),"Chang, Charles ""Charlie""",0
3 - PANACA,Governor (Democratic),"Conquest, Frederick L.",0
3 - PANACA,Governor (Democratic),"Frye, Stephen H.",6
3 - PANACA,Governor (Democratic),"Goodman, Robert ""Bob""",7
3 - PANACA,Governor (Democratic),"Hyepock, Chris",0
3 - PANACA,Governor (Democratic),None Of These Candidates,8
3 - PANACA,Governor (Democratic),"Rheinhart, Allen",1
3 - PANACA,Governor (Democratic),"Rutledge, John",0
3 - PANACA,Governor (Democratic),"Shabazz, Abdul H.",0
3 - PANACA,Governor (Republican),"Hamilton, Eddie ""In Liberty""",2
3 - PANACA,Governor (Republican),"Marinch, Gary",1
3 - PANACA,Governor (Republican),None Of These Candidates,12
3 - PANACA,Governor (Republican),"Sandoval, Brian",114
3 - PANACA,Governor (Republican),"Tarbell, William",5
3 - PANACA,Governor (Republican),"Tighe, Thomas J.",0
3 - PANACA,"GROVER C. DILS Hospital Dst, Trustee Dst A (Nonpartisan)","HANSEN, TERESA",142
3 - PANACA,"GROVER C. DILS Hospital Dst, Trustee Dst E (Nonpartisan)","SCARBRO, DIXIE",139
3 - PANACA,Lieutenant Governor (Democratic),"Flores, Lucy",15
3 - PANACA,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",3
3 - PANACA,Lieutenant Governor (Democratic),None Of These Candidates,4
3 - PANACA,Lieutenant Governor (Republican),"Dyer, Chris",8
3 - PANACA,Lieutenant Governor (Republican),"Hutchison, Mark",69
3 - PANACA,Lieutenant Governor (Republican),"Lowden, Sue",37
3 - PANACA,Lieutenant Governor (Republican),None Of These Candidates,18
3 - PANACA,SCHOOL BOARD School Dist Trustee Dist B-AL (Nonpartisan),"HARR, CAROLYN C.",151
3 - PANACA,SCHOOL BOARD School Dist Trustee Dist D-AL (Nonpartisan),"MIZER, JOSEPH ""TY""",141
3 - PANACA,SCHOOL BOARD School Dist Trustee Dist E-AL (Nonpartisan),"POULSEN, WADE",141
3 - PANACA,Sheriff (Nonpartisan),"LEE, KERRY D.",158
3 - PANACA,State Controller (Republican),"Arlint, Cort R.",19
3 - PANACA,State Controller (Republican),"Herr, Barry",27
3 - PANACA,State Controller (Republican),"Knecht, Ron",38
3 - PANACA,State Controller (Republican),None Of These Candidates,38
3 - PANACA,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",4
3 - PANACA,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",12
3 - PANACA,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",5
3 - PANACA,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",48
3 - PANACA,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",41
3 - PANACA,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",29
3 - PANACA,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",2
4 - PIOCHE,COUNTY ASSESSOR (Republican),"BLEAK, COLLIN",75
4 - PIOCHE,COUNTY ASSESSOR (Republican),"HOLT, MARK",67
4 - PIOCHE,COUNTY ASSESSOR (Republican),"PEARCE, SUMMER",9
4 - PIOCHE,"District Court Judge, District 7, Department 1 (Nonpartisan)","DOBRESCU, STEVE L.",179
4 - PIOCHE,"District Court Judge, District 7, Department 2 (Nonpartisan)","FAIRMAN, GARY D.",175
4 - PIOCHE,Governor (Democratic),"Chang, Charles ""Charlie""",2
4 - PIOCHE,Governor (Democratic),"Conquest, Frederick L.",0
4 - PIOCHE,Governor (Democratic),"Frye, Stephen H.",2
4 - PIOCHE,Governor (Democratic),"Goodman, Robert ""Bob""",9
4 - PIOCHE,Governor (Democratic),"Hyepock, Chris",1
4 - PIOCHE,Governor (Democratic),None Of These Candidates,33
4 - PIOCHE,Governor (Democratic),"Rheinhart, Allen",4
4 - PIOCHE,Governor (Democratic),"Rutledge, John",1
4 - PIOCHE,Governor (Democratic),"Shabazz, Abdul H.",0
4 - PIOCHE,Governor (Republican),"Hamilton, Eddie ""In Liberty""",2
4 - PIOCHE,Governor (Republican),"Marinch, Gary",2
4 - PIOCHE,Governor (Republican),None Of These Candidates,9
4 - PIOCHE,Governor (Republican),"Sandoval, Brian",138
4 - PIOCHE,Governor (Republican),"Tarbell, William",1
4 - PIOCHE,Governor (Republican),"Tighe, Thomas J.",0
4 - PIOCHE,"GROVER C. DILS Hospital Dst, Trustee Dst A (Nonpartisan)","HANSEN, TERESA",174
4 - PIOCHE,"GROVER C. DILS Hospital Dst, Trustee Dst E (Nonpartisan)","SCARBRO, DIXIE",160
4 - PIOCHE,Lieutenant Governor (Democratic),"Flores, Lucy",23
4 - PIOCHE,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",9
4 - PIOCHE,Lieutenant Governor (Democratic),None Of These Candidates,18
4 - PIOCHE,Lieutenant Governor (Republican),"Dyer, Chris",10
4 - PIOCHE,Lieutenant Governor (Republican),"Hutchison, Mark",70
4 - PIOCHE,Lieutenant Governor (Republican),"Lowden, Sue",60
4 - PIOCHE,Lieutenant Governor (Republican),None Of These Candidates,12
4 - PIOCHE,SCHOOL BOARD School Dist Trustee Dist B-AL (Nonpartisan),"HARR, CAROLYN C.",162
4 - PIOCHE,SCHOOL BOARD School Dist Trustee Dist D-AL (Nonpartisan),"MIZER, JOSEPH ""TY""",165
4 - PIOCHE,SCHOOL BOARD School Dist Trustee Dist E-AL (Nonpartisan),"POULSEN, WADE",153
4 - PIOCHE,Sheriff (Nonpartisan),"LEE, KERRY D.",185
4 - PIOCHE,State Controller (Republican),"Arlint, Cort R.",14
4 - PIOCHE,State Controller (Republican),"Herr, Barry",33
4 - PIOCHE,State Controller (Republican),"Knecht, Ron",50
4 - PIOCHE,State Controller (Republican),None Of These Candidates,46
4 - PIOCHE,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",3
4 - PIOCHE,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",40
4 - PIOCHE,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",6
4 - PIOCHE,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",51
4 - PIOCHE,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",61
4 - PIOCHE,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",29
4 - PIOCHE,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",1
5 - RACHEL,COUNTY ASSESSOR (Republican),"BLEAK, COLLIN",0
5 - RACHEL,COUNTY ASSESSOR (Republican),"HOLT, MARK",9
5 - RACHEL,COUNTY ASSESSOR (Republican),"PEARCE, SUMMER",3
5 - RACHEL,"District Court Judge, District 7, Department 1 (Nonpartisan)","DOBRESCU, STEVE L.",14
5 - RACHEL,"District Court Judge, District 7, Department 2 (Nonpartisan)","FAIRMAN, GARY D.",13
5 - RACHEL,Governor (Democratic),"Chang, Charles ""Charlie""",0
5 - RACHEL,Governor (Democratic),"Conquest, Frederick L.",0
5 - RACHEL,Governor (Democratic),"Frye, Stephen H.",0
5 - RACHEL,Governor (Democratic),"Goodman, Robert ""Bob""",0
5 - RACHEL,Governor (Democratic),"Hyepock, Chris",0
5 - RACHEL,Governor (Democratic),None Of These Candidates,1
5 - RACHEL,Governor (Democratic),"Rheinhart, Allen",0
5 - RACHEL,Governor (Democratic),"Rutledge, John",0
5 - RACHEL,Governor (Democratic),"Shabazz, Abdul H.",0
5 - RACHEL,Governor (Republican),"Hamilton, Eddie ""In Liberty""",2
5 - RACHEL,Governor (Republican),"Marinch, Gary",0
5 - RACHEL,Governor (Republican),None Of These Candidates,3
5 - RACHEL,Governor (Republican),"Sandoval, Brian",8
5 - RACHEL,Governor (Republican),"Tarbell, William",0
5 - RACHEL,Governor (Republican),"Tighe, Thomas J.",0
5 - RACHEL,"GROVER C. DILS Hospital Dst, Trustee Dst A (Nonpartisan)","HANSEN, TERESA",16
5 - RACHEL,"GROVER C. DILS Hospital Dst, Trustee Dst E (Nonpartisan)","SCARBRO, DIXIE",16
5 - RACHEL,Lieutenant Governor (Democratic),"Flores, Lucy",2
5 - RACHEL,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",0
5 - RACHEL,Lieutenant Governor (Democratic),None Of These Candidates,0
5 - RACHEL,Lieutenant Governor (Republican),"Dyer, Chris",0
5 - RACHEL,Lieutenant Governor (Republican),"Hutchison, Mark",4
5 - RACHEL,Lieutenant Governor (Republican),"Lowden, Sue",4
5 - RACHEL,Lieutenant Governor (Republican),None Of These Candidates,5
5 - RACHEL,SCHOOL BOARD School Dist Trustee Dist B-AL (Nonpartisan),"HARR, CAROLYN C.",16
5 - RACHEL,SCHOOL BOARD School Dist Trustee Dist D-AL (Nonpartisan),"MIZER, JOSEPH ""TY""",15
5 - RACHEL,SCHOOL BOARD School Dist Trustee Dist E-AL (Nonpartisan),"POULSEN, WADE",15
5 - RACHEL,Sheriff (Nonpartisan),"LEE, KERRY D.",17
5 - RACHEL,State Controller (Republican),"Arlint, Cort R.",2
5 - RACHEL,State Controller (Republican),"Herr, Barry",0
5 - RACHEL,State Controller (Republican),"Knecht, Ron",3
5 - RACHEL,State Controller (Republican),None Of These Candidates,6
5 - RACHEL,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",0
5 - RACHEL,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",1
5 - RACHEL,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",1
5 - RACHEL,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",3
5 - RACHEL,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",5
5 - RACHEL,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",0
5 - RACHEL,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",1
Precinct 99,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",0
Precinct 99,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",0
Precinct 99,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",0
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",0
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",0
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",0
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",0
