precinct,office,candidate,votes
IONE 05,County Sheriff - NYE - NonPartisan (Nonpartisan),"WEHRLY, SHARON",0
IONE 05,County Sheriff - NYE - NonPartisan (Nonpartisan),"ZANE, MARK A.",0
IONE 05,District Attorney (Democratic),"DEL VECCHIO, NICHOLAS ANTHONY",0
IONE 05,District Attorney (Democratic),"KUNZI, BRIAN T.",2
IONE 05,"District Court Judge, District 5, Department  1 (Nonpartisan)","WANKER, KIMBERLY A. ""KIM""",2
IONE 05,Governor (Democratic),"Chang, Charles ""Charlie""",0
IONE 05,Governor (Democratic),"Conquest, Frederick L.",0
IONE 05,Governor (Democratic),"Frye, Stephen H.",0
IONE 05,Governor (Democratic),"Goodman, Robert ""Bob""",0
IONE 05,Governor (Democratic),"Hyepock, Chris",0
IONE 05,Governor (Democratic),None Of These Candidates,2
IONE 05,Governor (Democratic),"Rheinhart, Allen",0
IONE 05,Governor (Democratic),"Rutledge, John",0
IONE 05,Governor (Democratic),"Shabazz, Abdul H.",0
IONE 05,Governor (Republican),"Hamilton, Eddie ""In Liberty""",0
IONE 05,Governor (Republican),"Marinch, Gary",0
IONE 05,Governor (Republican),None Of These Candidates,0
IONE 05,Governor (Republican),"Sandoval, Brian",0
IONE 05,Governor (Republican),"Tarbell, William",0
IONE 05,Governor (Republican),"Tighe, Thomas J.",0
IONE 05,Lieutenant Governor (Democratic),"Flores, Lucy",0
IONE 05,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",0
IONE 05,Lieutenant Governor (Democratic),None Of These Candidates,2
IONE 05,Lieutenant Governor (Republican),"Dyer, Chris",0
IONE 05,Lieutenant Governor (Republican),"Hutchison, Mark",0
IONE 05,Lieutenant Governor (Republican),"Lowden, Sue",0
IONE 05,Lieutenant Governor (Republican),None Of These Candidates,0
IONE 05,PUBLIC ADMINISTRATOR (Republican),"DOLE, BUTCH",0
IONE 05,PUBLIC ADMINISTRATOR (Republican),"DORAND-RUDOLF, ROBIN",0
IONE 05,PUBLIC ADMINISTRATOR (Republican),"PILKINGTON, ROBERT R.",0
IONE 05,State Controller (Republican),"Arlint, Cort R.",0
IONE 05,State Controller (Republican),"Herr, Barry",0
IONE 05,State Controller (Republican),"Knecht, Ron",0
IONE 05,State Controller (Republican),None Of These Candidates,0
IONE 05,"State Senate, District 14 (Democratic)","HARRISON, K.C.",2
IONE 05,"State Senate, District 14 (Democratic)","Hunt, Joe",0
IONE 05,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",2
IONE 05,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",0
IONE 05,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",0
IONE 05,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",0
IONE 05,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",0
IONE 05,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",0
IONE 05,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",0
MANHATTAN 07,COUNTY ASSESSOR (Republican),"BLUNDO, LEO",3
MANHATTAN 07,COUNTY ASSESSOR (Republican),"BRADSHAW, ALBERT ""NICK"", IV",8
MANHATTAN 07,COUNTY ASSESSOR (Republican),"MARSHALL, RICHARD C.",1
MANHATTAN 07,COUNTY ASSESSOR (Republican),"MATSON, SHIRLEY L.",2
MANHATTAN 07,COUNTY ASSESSOR (Republican),"STRINGER, SHEREE",7
MANHATTAN 07,County Sheriff - NYE - NonPartisan (Nonpartisan),"BECHT, WILLIAM ""BILL""",5
MANHATTAN 07,County Sheriff - NYE - NonPartisan (Nonpartisan),"CURTIN, GREGORY F.",0
MANHATTAN 07,County Sheriff - NYE - NonPartisan (Nonpartisan),"MARSHALL, RICK",2
MANHATTAN 07,County Sheriff - NYE - NonPartisan (Nonpartisan),"MIELZYNSKI, RAY ""THE FLAGMAN""",0
MANHATTAN 07,County Sheriff - NYE - NonPartisan (Nonpartisan),"MORGAN, GALEN J.",0
MANHATTAN 07,County Sheriff - NYE - NonPartisan (Nonpartisan),"MURPHY, ERIC",5
MANHATTAN 07,County Sheriff - NYE - NonPartisan (Nonpartisan),"O'DONNELL, TOM",1
MANHATTAN 07,County Sheriff - NYE - NonPartisan (Nonpartisan),"VERDI, CARLO J.",0
MANHATTAN 07,County Sheriff - NYE - NonPartisan (Nonpartisan),"WEHRLY, SHARON",4
MANHATTAN 07,County Sheriff - NYE - NonPartisan (Nonpartisan),"ZANE, MARK A.",18
MANHATTAN 07,District Attorney (Democratic),"DEL VECCHIO, NICHOLAS ANTHONY",0
MANHATTAN 07,District Attorney (Democratic),"KUNZI, BRIAN T.",4
MANHATTAN 07,"District Court Judge, District 5, Department  1 (Nonpartisan)","WANKER, KIMBERLY A. ""KIM""",33
MANHATTAN 07,Governor (Democratic),"Chang, Charles ""Charlie""",0
MANHATTAN 07,Governor (Democratic),"Conquest, Frederick L.",0
MANHATTAN 07,Governor (Democratic),"Frye, Stephen H.",0
MANHATTAN 07,Governor (Democratic),"Goodman, Robert ""Bob""",0
MANHATTAN 07,Governor (Democratic),"Hyepock, Chris",0
MANHATTAN 07,Governor (Democratic),None Of These Candidates,3
MANHATTAN 07,Governor (Democratic),"Rheinhart, Allen",0
MANHATTAN 07,Governor (Democratic),"Rutledge, John",1
MANHATTAN 07,Governor (Democratic),"Shabazz, Abdul H.",0
MANHATTAN 07,Governor (Republican),"Hamilton, Eddie ""In Liberty""",0
MANHATTAN 07,Governor (Republican),"Marinch, Gary",0
MANHATTAN 07,Governor (Republican),None Of These Candidates,1
MANHATTAN 07,Governor (Republican),"Sandoval, Brian",19
MANHATTAN 07,Governor (Republican),"Tarbell, William",0
MANHATTAN 07,Governor (Republican),"Tighe, Thomas J.",1
MANHATTAN 07,Lieutenant Governor (Democratic),"Flores, Lucy",3
MANHATTAN 07,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",0
MANHATTAN 07,Lieutenant Governor (Democratic),None Of These Candidates,1
MANHATTAN 07,Lieutenant Governor (Republican),"Dyer, Chris",2
MANHATTAN 07,Lieutenant Governor (Republican),"Hutchison, Mark",11
MANHATTAN 07,Lieutenant Governor (Republican),"Lowden, Sue",5
MANHATTAN 07,Lieutenant Governor (Republican),None Of These Candidates,3
MANHATTAN 07,PUBLIC ADMINISTRATOR (Republican),"DOLE, BUTCH",7
MANHATTAN 07,PUBLIC ADMINISTRATOR (Republican),"DORAND-RUDOLF, ROBIN",7
MANHATTAN 07,PUBLIC ADMINISTRATOR (Republican),"PILKINGTON, ROBERT R.",6
MANHATTAN 07,State Controller (Republican),"Arlint, Cort R.",0
MANHATTAN 07,State Controller (Republican),"Herr, Barry",3
MANHATTAN 07,State Controller (Republican),"Knecht, Ron",10
MANHATTAN 07,State Controller (Republican),None Of These Candidates,8
MANHATTAN 07,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",1
MANHATTAN 07,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",3
MANHATTAN 07,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",0
MANHATTAN 07,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",4
MANHATTAN 07,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",4
MANHATTAN 07,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",11
MANHATTAN 07,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",2
MERCURY 08,COUNTY ASSESSOR (Republican),"BLUNDO, LEO",0
MERCURY 08,COUNTY ASSESSOR (Republican),"BRADSHAW, ALBERT ""NICK"", IV",0
MERCURY 08,COUNTY ASSESSOR (Republican),"MARSHALL, RICHARD C.",1
MERCURY 08,COUNTY ASSESSOR (Republican),"MATSON, SHIRLEY L.",0
MERCURY 08,COUNTY ASSESSOR (Republican),"STRINGER, SHEREE",0
MERCURY 08,County Sheriff - NYE - NonPartisan (Nonpartisan),"BECHT, WILLIAM ""BILL""",0
MERCURY 08,County Sheriff - NYE - NonPartisan (Nonpartisan),"CURTIN, GREGORY F.",0
MERCURY 08,County Sheriff - NYE - NonPartisan (Nonpartisan),"MARSHALL, RICK",1
MERCURY 08,County Sheriff - NYE - NonPartisan (Nonpartisan),"MIELZYNSKI, RAY ""THE FLAGMAN""",0
MERCURY 08,County Sheriff - NYE - NonPartisan (Nonpartisan),"MORGAN, GALEN J.",0
MERCURY 08,County Sheriff - NYE - NonPartisan (Nonpartisan),"MURPHY, ERIC",1
MERCURY 08,County Sheriff - NYE - NonPartisan (Nonpartisan),"O'DONNELL, TOM",0
MERCURY 08,County Sheriff - NYE - NonPartisan (Nonpartisan),"VERDI, CARLO J.",0
MERCURY 08,County Sheriff - NYE - NonPartisan (Nonpartisan),"WEHRLY, SHARON",0
MERCURY 08,County Sheriff - NYE - NonPartisan (Nonpartisan),"ZANE, MARK A.",0
MERCURY 08,District Attorney (Democratic),"DEL VECCHIO, NICHOLAS ANTHONY",0
MERCURY 08,District Attorney (Democratic),"KUNZI, BRIAN T.",1
MERCURY 08,"District Court Judge, District 5, Department  1 (Nonpartisan)","WANKER, KIMBERLY A. ""KIM""",2
MERCURY 08,Governor (Democratic),"Chang, Charles ""Charlie""",0
MERCURY 08,Governor (Democratic),"Conquest, Frederick L.",0
MERCURY 08,Governor (Democratic),"Frye, Stephen H.",0
MERCURY 08,Governor (Democratic),"Goodman, Robert ""Bob""",0
MERCURY 08,Governor (Democratic),"Hyepock, Chris",0
MERCURY 08,Governor (Democratic),None Of These Candidates,1
MERCURY 08,Governor (Democratic),"Rheinhart, Allen",0
MERCURY 08,Governor (Democratic),"Rutledge, John",0
MERCURY 08,Governor (Democratic),"Shabazz, Abdul H.",0
MERCURY 08,Governor (Republican),"Hamilton, Eddie ""In Liberty""",0
MERCURY 08,Governor (Republican),"Marinch, Gary",0
MERCURY 08,Governor (Republican),None Of These Candidates,0
MERCURY 08,Governor (Republican),"Sandoval, Brian",1
MERCURY 08,Governor (Republican),"Tarbell, William",0
MERCURY 08,Governor (Republican),"Tighe, Thomas J.",0
MERCURY 08,Lieutenant Governor (Democratic),"Flores, Lucy",1
MERCURY 08,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",0
MERCURY 08,Lieutenant Governor (Democratic),None Of These Candidates,0
MERCURY 08,Lieutenant Governor (Republican),"Dyer, Chris",0
MERCURY 08,Lieutenant Governor (Republican),"Hutchison, Mark",1
MERCURY 08,Lieutenant Governor (Republican),"Lowden, Sue",0
MERCURY 08,Lieutenant Governor (Republican),None Of These Candidates,0
MERCURY 08,PUBLIC ADMINISTRATOR (Republican),"DOLE, BUTCH",0
MERCURY 08,PUBLIC ADMINISTRATOR (Republican),"DORAND-RUDOLF, ROBIN",0
MERCURY 08,PUBLIC ADMINISTRATOR (Republican),"PILKINGTON, ROBERT R.",1
MERCURY 08,State Controller (Republican),"Arlint, Cort R.",0
MERCURY 08,State Controller (Republican),"Herr, Barry",0
MERCURY 08,State Controller (Republican),"Knecht, Ron",0
MERCURY 08,State Controller (Republican),None Of These Candidates,1
MERCURY 08,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",0
MERCURY 08,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",1
MERCURY 08,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",0
MERCURY 08,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",0
MERCURY 08,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",1
MERCURY 08,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",0
MERCURY 08,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",0
PAHRUMP 09,COUNTY ASSESSOR (Republican),"BLUNDO, LEO",48
PAHRUMP 09,COUNTY ASSESSOR (Republican),"BRADSHAW, ALBERT ""NICK"", IV",7
PAHRUMP 09,COUNTY ASSESSOR (Republican),"MARSHALL, RICHARD C.",14
PAHRUMP 09,COUNTY ASSESSOR (Republican),"MATSON, SHIRLEY L.",83
PAHRUMP 09,COUNTY ASSESSOR (Republican),"STRINGER, SHEREE",117
PAHRUMP 09,County Sheriff - NYE - NonPartisan (Nonpartisan),"BECHT, WILLIAM ""BILL""",55
PAHRUMP 09,County Sheriff - NYE - NonPartisan (Nonpartisan),"CURTIN, GREGORY F.",11
PAHRUMP 09,County Sheriff - NYE - NonPartisan (Nonpartisan),"MARSHALL, RICK",62
PAHRUMP 09,County Sheriff - NYE - NonPartisan (Nonpartisan),"MIELZYNSKI, RAY ""THE FLAGMAN""",53
PAHRUMP 09,County Sheriff - NYE - NonPartisan (Nonpartisan),"MORGAN, GALEN J.",73
PAHRUMP 09,County Sheriff - NYE - NonPartisan (Nonpartisan),"MURPHY, ERIC",44
PAHRUMP 09,County Sheriff - NYE - NonPartisan (Nonpartisan),"O'DONNELL, TOM",18
PAHRUMP 09,County Sheriff - NYE - NonPartisan (Nonpartisan),"VERDI, CARLO J.",3
PAHRUMP 09,County Sheriff - NYE - NonPartisan (Nonpartisan),"WEHRLY, SHARON",135
PAHRUMP 09,County Sheriff - NYE - NonPartisan (Nonpartisan),"ZANE, MARK A.",13
PAHRUMP 09,District Attorney (Democratic),"DEL VECCHIO, NICHOLAS ANTHONY",40
PAHRUMP 09,District Attorney (Democratic),"KUNZI, BRIAN T.",74
PAHRUMP 09,"District Court Judge, District 5, Department  1 (Nonpartisan)","WANKER, KIMBERLY A. ""KIM""",402
PAHRUMP 09,Governor (Democratic),"Chang, Charles ""Charlie""",5
PAHRUMP 09,Governor (Democratic),"Conquest, Frederick L.",0
PAHRUMP 09,Governor (Democratic),"Frye, Stephen H.",6
PAHRUMP 09,Governor (Democratic),"Goodman, Robert ""Bob""",27
PAHRUMP 09,Governor (Democratic),"Hyepock, Chris",19
PAHRUMP 09,Governor (Democratic),None Of These Candidates,47
PAHRUMP 09,Governor (Democratic),"Rheinhart, Allen",3
PAHRUMP 09,Governor (Democratic),"Rutledge, John",3
PAHRUMP 09,Governor (Democratic),"Shabazz, Abdul H.",1
PAHRUMP 09,Governor (Republican),"Hamilton, Eddie ""In Liberty""",16
PAHRUMP 09,Governor (Republican),"Marinch, Gary",1
PAHRUMP 09,Governor (Republican),None Of These Candidates,16
PAHRUMP 09,Governor (Republican),"Sandoval, Brian",230
PAHRUMP 09,Governor (Republican),"Tarbell, William",7
PAHRUMP 09,Governor (Republican),"Tighe, Thomas J.",4
PAHRUMP 09,"Justice of the Peace, PAHRUMP, Dept. 2 (Nonpartisan)","GENT, NATHAN",47
PAHRUMP 09,"Justice of the Peace, PAHRUMP, Dept. 2 (Nonpartisan)","JASPERSON, KENT",292
PAHRUMP 09,"Justice of the Peace, PAHRUMP, Dept. 2 (Nonpartisan)","SPRINGS, ANITA M.",105
PAHRUMP 09,Lieutenant Governor (Democratic),"Flores, Lucy",55
PAHRUMP 09,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",40
PAHRUMP 09,Lieutenant Governor (Democratic),None Of These Candidates,21
PAHRUMP 09,Lieutenant Governor (Republican),"Dyer, Chris",17
PAHRUMP 09,Lieutenant Governor (Republican),"Hutchison, Mark",94
PAHRUMP 09,Lieutenant Governor (Republican),"Lowden, Sue",151
PAHRUMP 09,Lieutenant Governor (Republican),None Of These Candidates,10
PAHRUMP 09,PUBLIC ADMINISTRATOR (Republican),"DOLE, BUTCH",72
PAHRUMP 09,PUBLIC ADMINISTRATOR (Republican),"DORAND-RUDOLF, ROBIN",103
PAHRUMP 09,PUBLIC ADMINISTRATOR (Republican),"PILKINGTON, ROBERT R.",78
PAHRUMP 09,State Controller (Republican),"Arlint, Cort R.",51
PAHRUMP 09,State Controller (Republican),"Herr, Barry",51
PAHRUMP 09,State Controller (Republican),"Knecht, Ron",119
PAHRUMP 09,State Controller (Republican),None Of These Candidates,40
PAHRUMP 09,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",20
PAHRUMP 09,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",76
PAHRUMP 09,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",16
PAHRUMP 09,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",93
PAHRUMP 09,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",101
PAHRUMP 09,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",56
PAHRUMP 09,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",10
PAHRUMP 10,COUNTY ASSESSOR (Republican),"BLUNDO, LEO",7
PAHRUMP 10,COUNTY ASSESSOR (Republican),"BRADSHAW, ALBERT ""NICK"", IV",5
PAHRUMP 10,COUNTY ASSESSOR (Republican),"MARSHALL, RICHARD C.",13
PAHRUMP 10,COUNTY ASSESSOR (Republican),"MATSON, SHIRLEY L.",40
PAHRUMP 10,COUNTY ASSESSOR (Republican),"STRINGER, SHEREE",39
PAHRUMP 10,County Sheriff - NYE - NonPartisan (Nonpartisan),"BECHT, WILLIAM ""BILL""",33
PAHRUMP 10,County Sheriff - NYE - NonPartisan (Nonpartisan),"CURTIN, GREGORY F.",0
PAHRUMP 10,County Sheriff - NYE - NonPartisan (Nonpartisan),"MARSHALL, RICK",21
PAHRUMP 10,County Sheriff - NYE - NonPartisan (Nonpartisan),"MIELZYNSKI, RAY ""THE FLAGMAN""",16
PAHRUMP 10,County Sheriff - NYE - NonPartisan (Nonpartisan),"MORGAN, GALEN J.",28
PAHRUMP 10,County Sheriff - NYE - NonPartisan (Nonpartisan),"MURPHY, ERIC",21
PAHRUMP 10,County Sheriff - NYE - NonPartisan (Nonpartisan),"O'DONNELL, TOM",11
PAHRUMP 10,County Sheriff - NYE - NonPartisan (Nonpartisan),"VERDI, CARLO J.",0
PAHRUMP 10,County Sheriff - NYE - NonPartisan (Nonpartisan),"WEHRLY, SHARON",53
PAHRUMP 10,County Sheriff - NYE - NonPartisan (Nonpartisan),"ZANE, MARK A.",7
PAHRUMP 10,District Attorney (Democratic),"DEL VECCHIO, NICHOLAS ANTHONY",16
PAHRUMP 10,District Attorney (Democratic),"KUNZI, BRIAN T.",44
PAHRUMP 10,"District Court Judge, District 5, Department  1 (Nonpartisan)","WANKER, KIMBERLY A. ""KIM""",170
PAHRUMP 10,Governor (Democratic),"Chang, Charles ""Charlie""",3
PAHRUMP 10,Governor (Democratic),"Conquest, Frederick L.",2
PAHRUMP 10,Governor (Democratic),"Frye, Stephen H.",9
PAHRUMP 10,Governor (Democratic),"Goodman, Robert ""Bob""",14
PAHRUMP 10,Governor (Democratic),"Hyepock, Chris",5
PAHRUMP 10,Governor (Democratic),None Of These Candidates,23
PAHRUMP 10,Governor (Democratic),"Rheinhart, Allen",2
PAHRUMP 10,Governor (Democratic),"Rutledge, John",1
PAHRUMP 10,Governor (Democratic),"Shabazz, Abdul H.",0
PAHRUMP 10,Governor (Republican),"Hamilton, Eddie ""In Liberty""",11
PAHRUMP 10,Governor (Republican),"Marinch, Gary",2
PAHRUMP 10,Governor (Republican),None Of These Candidates,8
PAHRUMP 10,Governor (Republican),"Sandoval, Brian",84
PAHRUMP 10,Governor (Republican),"Tarbell, William",1
PAHRUMP 10,Governor (Republican),"Tighe, Thomas J.",2
PAHRUMP 10,"Justice of the Peace, PAHRUMP, Dept. 2 (Nonpartisan)","GENT, NATHAN",27
PAHRUMP 10,"Justice of the Peace, PAHRUMP, Dept. 2 (Nonpartisan)","JASPERSON, KENT",111
PAHRUMP 10,"Justice of the Peace, PAHRUMP, Dept. 2 (Nonpartisan)","SPRINGS, ANITA M.",47
PAHRUMP 10,Lieutenant Governor (Democratic),"Flores, Lucy",30
PAHRUMP 10,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",15
PAHRUMP 10,Lieutenant Governor (Democratic),None Of These Candidates,15
PAHRUMP 10,Lieutenant Governor (Republican),"Dyer, Chris",7
PAHRUMP 10,Lieutenant Governor (Republican),"Hutchison, Mark",52
PAHRUMP 10,Lieutenant Governor (Republican),"Lowden, Sue",40
PAHRUMP 10,Lieutenant Governor (Republican),None Of These Candidates,8
PAHRUMP 10,PUBLIC ADMINISTRATOR (Republican),"DOLE, BUTCH",31
PAHRUMP 10,PUBLIC ADMINISTRATOR (Republican),"DORAND-RUDOLF, ROBIN",48
PAHRUMP 10,PUBLIC ADMINISTRATOR (Republican),"PILKINGTON, ROBERT R.",23
PAHRUMP 10,State Controller (Republican),"Arlint, Cort R.",9
PAHRUMP 10,State Controller (Republican),"Herr, Barry",19
PAHRUMP 10,State Controller (Republican),"Knecht, Ron",47
PAHRUMP 10,State Controller (Republican),None Of These Candidates,27
PAHRUMP 10,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",3
PAHRUMP 10,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",54
PAHRUMP 10,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",3
PAHRUMP 10,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",23
PAHRUMP 10,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",55
PAHRUMP 10,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",20
PAHRUMP 10,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",1
PAHRUMP 11,COUNTY ASSESSOR (Republican),"BLUNDO, LEO",19
PAHRUMP 11,COUNTY ASSESSOR (Republican),"BRADSHAW, ALBERT ""NICK"", IV",13
PAHRUMP 11,COUNTY ASSESSOR (Republican),"MARSHALL, RICHARD C.",14
PAHRUMP 11,COUNTY ASSESSOR (Republican),"MATSON, SHIRLEY L.",51
PAHRUMP 11,COUNTY ASSESSOR (Republican),"STRINGER, SHEREE",51
PAHRUMP 11,County Commissioner District IV (Republican),"BERGMAN, GARY W.",33
PAHRUMP 11,County Commissioner District IV (Republican),"BORASKY, ANDREW ""BUTCH""",64
PAHRUMP 11,County Commissioner District IV (Republican),"HARGIS, JULIE",29
PAHRUMP 11,County Commissioner District IV (Republican),"JONES, BOB",23
PAHRUMP 11,County Sheriff - NYE - NonPartisan (Nonpartisan),"BECHT, WILLIAM ""BILL""",46
PAHRUMP 11,County Sheriff - NYE - NonPartisan (Nonpartisan),"CURTIN, GREGORY F.",5
PAHRUMP 11,County Sheriff - NYE - NonPartisan (Nonpartisan),"MARSHALL, RICK",41
PAHRUMP 11,County Sheriff - NYE - NonPartisan (Nonpartisan),"MIELZYNSKI, RAY ""THE FLAGMAN""",31
PAHRUMP 11,County Sheriff - NYE - NonPartisan (Nonpartisan),"MORGAN, GALEN J.",34
PAHRUMP 11,County Sheriff - NYE - NonPartisan (Nonpartisan),"MURPHY, ERIC",43
PAHRUMP 11,County Sheriff - NYE - NonPartisan (Nonpartisan),"O'DONNELL, TOM",9
PAHRUMP 11,County Sheriff - NYE - NonPartisan (Nonpartisan),"VERDI, CARLO J.",3
PAHRUMP 11,County Sheriff - NYE - NonPartisan (Nonpartisan),"WEHRLY, SHARON",65
PAHRUMP 11,County Sheriff - NYE - NonPartisan (Nonpartisan),"ZANE, MARK A.",7
PAHRUMP 11,District Attorney (Democratic),"DEL VECCHIO, NICHOLAS ANTHONY",27
PAHRUMP 11,District Attorney (Democratic),"KUNZI, BRIAN T.",57
PAHRUMP 11,"District Court Judge, District 5, Department  1 (Nonpartisan)","WANKER, KIMBERLY A. ""KIM""",251
PAHRUMP 11,Governor (Democratic),"Chang, Charles ""Charlie""",2
PAHRUMP 11,Governor (Democratic),"Conquest, Frederick L.",4
PAHRUMP 11,Governor (Democratic),"Frye, Stephen H.",6
PAHRUMP 11,Governor (Democratic),"Goodman, Robert ""Bob""",21
PAHRUMP 11,Governor (Democratic),"Hyepock, Chris",5
PAHRUMP 11,Governor (Democratic),None Of These Candidates,31
PAHRUMP 11,Governor (Democratic),"Rheinhart, Allen",8
PAHRUMP 11,Governor (Democratic),"Rutledge, John",8
PAHRUMP 11,Governor (Democratic),"Shabazz, Abdul H.",3
PAHRUMP 11,Governor (Republican),"Hamilton, Eddie ""In Liberty""",4
PAHRUMP 11,Governor (Republican),"Marinch, Gary",4
PAHRUMP 11,Governor (Republican),None Of These Candidates,14
PAHRUMP 11,Governor (Republican),"Sandoval, Brian",128
PAHRUMP 11,Governor (Republican),"Tarbell, William",1
PAHRUMP 11,Governor (Republican),"Tighe, Thomas J.",4
PAHRUMP 11,"Justice of the Peace, PAHRUMP, Dept. 2 (Nonpartisan)","GENT, NATHAN",35
PAHRUMP 11,"Justice of the Peace, PAHRUMP, Dept. 2 (Nonpartisan)","JASPERSON, KENT",174
PAHRUMP 11,"Justice of the Peace, PAHRUMP, Dept. 2 (Nonpartisan)","SPRINGS, ANITA M.",63
PAHRUMP 11,Lieutenant Governor (Democratic),"Flores, Lucy",51
PAHRUMP 11,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",18
PAHRUMP 11,Lieutenant Governor (Democratic),None Of These Candidates,20
PAHRUMP 11,Lieutenant Governor (Republican),"Dyer, Chris",12
PAHRUMP 11,Lieutenant Governor (Republican),"Hutchison, Mark",55
PAHRUMP 11,Lieutenant Governor (Republican),"Lowden, Sue",71
PAHRUMP 11,Lieutenant Governor (Republican),None Of These Candidates,13
PAHRUMP 11,PUBLIC ADMINISTRATOR (Republican),"DOLE, BUTCH",37
PAHRUMP 11,PUBLIC ADMINISTRATOR (Republican),"DORAND-RUDOLF, ROBIN",54
PAHRUMP 11,PUBLIC ADMINISTRATOR (Republican),"PILKINGTON, ROBERT R.",47
PAHRUMP 11,School Board Trustee Area III (Nonpartisan),"FLOYD, MIKE",238
PAHRUMP 11,State Controller (Republican),"Arlint, Cort R.",16
PAHRUMP 11,State Controller (Republican),"Herr, Barry",28
PAHRUMP 11,State Controller (Republican),"Knecht, Ron",76
PAHRUMP 11,State Controller (Republican),None Of These Candidates,28
PAHRUMP 11,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",13
PAHRUMP 11,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",69
PAHRUMP 11,"U.S. Representative in Congress, District 4 (Democratic)","Zeller, Sid",8
PAHRUMP 11,"U.S. Representative in Congress, District 4 (Republican)","Hardy, Cresent",46
PAHRUMP 11,"U.S. Representative in Congress, District 4 (Republican)","Innis, Niger",52
PAHRUMP 11,"U.S. Representative in Congress, District 4 (Republican)","Monroe, Mike",41
PAHRUMP 11,"U.S. Representative in Congress, District 4 (Republican)","Poliak, Carlo ""Mazunga""",6
PAHRUMP 16,COUNTY ASSESSOR (Republican),"BLUNDO, LEO",31
PAHRUMP 16,COUNTY ASSESSOR (Republican),"BRADSHAW, ALBERT ""NICK"", IV",6
PAHRUMP 16,COUNTY ASSESSOR (Republican),"MARSHALL, RICHARD C.",15
PAHRUMP 16,COUNTY ASSESSOR (Republican),"MATSON, SHIRLEY L.",50
PAHRUMP 16,COUNTY ASSESSOR (Republican),"STRINGER, SHEREE",42
PAHRUMP 16,County Sheriff - NYE - NonPartisan (Nonpartisan),"BECHT, WILLIAM ""BILL""",47
PAHRUMP 16,County Sheriff - NYE - NonPartisan (Nonpartisan),"CURTIN, GREGORY F.",0
PAHRUMP 16,County Sheriff - NYE - NonPartisan (Nonpartisan),"MARSHALL, RICK",53
PAHRUMP 16,County Sheriff - NYE - NonPartisan (Nonpartisan),"MIELZYNSKI, RAY ""THE FLAGMAN""",24
PAHRUMP 16,County Sheriff - NYE - NonPartisan (Nonpartisan),"MORGAN, GALEN J.",24
PAHRUMP 16,County Sheriff - NYE - NonPartisan (Nonpartisan),"MURPHY, ERIC",29
PAHRUMP 16,County Sheriff - NYE - NonPartisan (Nonpartisan),"O'DONNELL, TOM",16
