precinct,office,candidate,votes
Precinct 107,"Supreme Court Justice, Seat F","Douglas, Michael L.",430
Precinct 107,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",359
Precinct 107,"Supreme Court Justice, Seat F",None Of These Candidates,225
Precinct 107,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",196
Precinct 107,"U.S. Representative in Congress, District 2","GIBBONS, JIM",823
Precinct 107,"U.S. Representative in Congress, District 2","HANSEN, JANINE",24
Precinct 107,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",12
Precinct 107,U.S. Senate,"HURST, THOMAS L.",5
Precinct 107,U.S. Senate,"MARINCH, GARY",0
Precinct 107,U.S. Senate,None Of These Candidates,15
Precinct 107,U.S. Senate,"REID, HARRY",484
Precinct 107,U.S. Senate,"SCHUMANN, DAVID K.",8
Precinct 107,U.S. Senate,"ZISER, RICHARD",565
Precinct 109,Mayor CARSON CITY,"MASAYKO, RAY",511
Precinct 109,Mayor CARSON CITY,"TEIXEIRA, MARV",489
Precinct 109,President,"BADNARIK, MICHAEL",1
Precinct 109,President,"BUSH, GEORGE W.",616
Precinct 109,President,"COBB, DAVID",3
Precinct 109,President,"KERRY, JOHN F.",412
Precinct 109,President,"NADER, RALPH",3
Precinct 109,President,None Of These Candidates,7
Precinct 109,President,"PEROUTKA, MICHAEL A.",4
Precinct 109,School Trustee District 5,"COHEN, KIM",338
Precinct 109,School Trustee District 5,"MCKENNA, JOHN",540
Precinct 109,School Trustee District 7,"DAILEY, DEBBY",332
Precinct 109,School Trustee District 7,"WILSON, JOANNA",499
Precinct 109,"State Assembly, District 40","KNECHT, RON",486
Precinct 109,"State Assembly, District 40","PARNELL, BONNIE",514
Precinct 109,"State Assembly, District 40","YOCHUMO, MERRITT. K.",9
Precinct 109,"State Board of Education, District 9","COOK, DAVE",467
Precinct 109,"State Board of Education, District 9","MYERS, BARBARA J.",456
Precinct 109,Supervisor Ward 2,"ALDEAN, SHELLY",575
Precinct 109,Supervisor Ward 2,"BEISENSTEINE, REBECCA",343
Precinct 109,"Supreme Court Justice, Seat A","HARDESTY, JIM",608
Precinct 109,"Supreme Court Justice, Seat A",None Of These Candidates,122
Precinct 109,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",254
Precinct 109,"Supreme Court Justice, Seat E","MASON, JOHN E.",342
Precinct 109,"Supreme Court Justice, Seat E",None Of These Candidates,130
Precinct 109,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",516
Precinct 109,"Supreme Court Justice, Seat F","Douglas, Michael L.",426
Precinct 109,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",331
Precinct 109,"Supreme Court Justice, Seat F",None Of These Candidates,206
Precinct 109,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",250
Precinct 109,"U.S. Representative in Congress, District 2","GIBBONS, JIM",713
Precinct 109,"U.S. Representative in Congress, District 2","HANSEN, JANINE",23
Precinct 109,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",21
Precinct 109,U.S. Senate,"HURST, THOMAS L.",8
Precinct 109,U.S. Senate,"MARINCH, GARY",4
Precinct 109,U.S. Senate,None Of These Candidates,14
Precinct 109,U.S. Senate,"REID, HARRY",545
Precinct 109,U.S. Senate,"SCHUMANN, DAVID K.",5
Precinct 109,U.S. Senate,"ZISER, RICHARD",457
Precinct 111,Mayor CARSON CITY,"MASAYKO, RAY",551
Precinct 111,Mayor CARSON CITY,"TEIXEIRA, MARV",545
Precinct 111,President,"BADNARIK, MICHAEL",6
Precinct 111,President,"BUSH, GEORGE W.",596
Precinct 111,President,"COBB, DAVID",1
Precinct 111,President,"KERRY, JOHN F.",523
Precinct 111,President,"NADER, RALPH",9
Precinct 111,President,None Of These Candidates,9
Precinct 111,President,"PEROUTKA, MICHAEL A.",2
Precinct 111,School Trustee District 5,"COHEN, KIM",444
Precinct 111,School Trustee District 5,"MCKENNA, JOHN",512
Precinct 111,School Trustee District 7,"DAILEY, DEBBY",364
Precinct 111,School Trustee District 7,"WILSON, JOANNA",584
Precinct 111,"State Assembly, District 40","KNECHT, RON",513
Precinct 111,"State Assembly, District 40","PARNELL, BONNIE",555
Precinct 111,"State Assembly, District 40","YOCHUMO, MERRITT. K.",39
Precinct 111,"State Board of Education, District 9","COOK, DAVE",429
Precinct 111,"State Board of Education, District 9","MYERS, BARBARA J.",585
Precinct 111,Supervisor Ward 2,"ALDEAN, SHELLY",560
Precinct 111,Supervisor Ward 2,"BEISENSTEINE, REBECCA",433
Precinct 111,"Supreme Court Justice, Seat A","HARDESTY, JIM",609
Precinct 111,"Supreme Court Justice, Seat A",None Of These Candidates,172
Precinct 111,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",314
Precinct 111,"Supreme Court Justice, Seat E","MASON, JOHN E.",352
Precinct 111,"Supreme Court Justice, Seat E",None Of These Candidates,190
Precinct 111,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",543
Precinct 111,"Supreme Court Justice, Seat F","Douglas, Michael L.",444
Precinct 111,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",326
Precinct 111,"Supreme Court Justice, Seat F",None Of These Candidates,293
Precinct 111,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",348
Precinct 111,"U.S. Representative in Congress, District 2","GIBBONS, JIM",679
Precinct 111,"U.S. Representative in Congress, District 2","HANSEN, JANINE",54
Precinct 111,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",27
Precinct 111,U.S. Senate,"HURST, THOMAS L.",13
Precinct 111,U.S. Senate,"MARINCH, GARY",6
Precinct 111,U.S. Senate,None Of These Candidates,18
Precinct 111,U.S. Senate,"REID, HARRY",669
Precinct 111,U.S. Senate,"SCHUMANN, DAVID K.",19
Precinct 111,U.S. Senate,"ZISER, RICHARD",409
Precinct 113,Mayor CARSON CITY,"MASAYKO, RAY",447
Precinct 113,Mayor CARSON CITY,"TEIXEIRA, MARV",526
Precinct 113,President,"BADNARIK, MICHAEL",2
Precinct 113,President,"BUSH, GEORGE W.",636
Precinct 113,President,"COBB, DAVID",3
Precinct 113,President,"KERRY, JOHN F.",359
Precinct 113,President,"NADER, RALPH",9
Precinct 113,President,None Of These Candidates,8
Precinct 113,President,"PEROUTKA, MICHAEL A.",3
Precinct 113,School Trustee District 5,"COHEN, KIM",346
Precinct 113,School Trustee District 5,"MCKENNA, JOHN",527
Precinct 113,School Trustee District 7,"DAILEY, DEBBY",330
Precinct 113,School Trustee District 7,"WILSON, JOANNA",519
Precinct 113,"State Assembly, District 38","GOMEZ, DENNIS C.",30
Precinct 113,"State Assembly, District 38","Grady, Tom",595
Precinct 113,"State Assembly, District 38","JAMES, CATHYLEE",360
Precinct 113,"State Board of Education, District 9","COOK, DAVE",476
Precinct 113,"State Board of Education, District 9","MYERS, BARBARA J.",436
Precinct 113,Supervisor Ward 2,"ALDEAN, SHELLY",548
Precinct 113,Supervisor Ward 2,"BEISENSTEINE, REBECCA",360
Precinct 113,"Supreme Court Justice, Seat A","HARDESTY, JIM",636
Precinct 113,"Supreme Court Justice, Seat A",None Of These Candidates,101
Precinct 113,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",230
Precinct 113,"Supreme Court Justice, Seat E","MASON, JOHN E.",314
Precinct 113,"Supreme Court Justice, Seat E",None Of These Candidates,126
Precinct 113,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",528
Precinct 113,"Supreme Court Justice, Seat F","Douglas, Michael L.",437
Precinct 113,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",318
Precinct 113,"Supreme Court Justice, Seat F",None Of These Candidates,194
Precinct 113,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",222
Precinct 113,"U.S. Representative in Congress, District 2","GIBBONS, JIM",730
Precinct 113,"U.S. Representative in Congress, District 2","HANSEN, JANINE",29
Precinct 113,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",14
Precinct 113,U.S. Senate,"HURST, THOMAS L.",10
Precinct 113,U.S. Senate,"MARINCH, GARY",4
Precinct 113,U.S. Senate,None Of These Candidates,18
Precinct 113,U.S. Senate,"REID, HARRY",483
Precinct 113,U.S. Senate,"SCHUMANN, DAVID K.",10
Precinct 113,U.S. Senate,"ZISER, RICHARD",489
Precinct 201,Mayor CARSON CITY,"MASAYKO, RAY",388
Precinct 201,Mayor CARSON CITY,"TEIXEIRA, MARV",388
Precinct 201,President,"BADNARIK, MICHAEL",4
Precinct 201,President,"BUSH, GEORGE W.",449
Precinct 201,President,"COBB, DAVID",1
Precinct 201,President,"KERRY, JOHN F.",351
Precinct 201,President,"NADER, RALPH",6
Precinct 201,President,None Of These Candidates,13
Precinct 201,President,"PEROUTKA, MICHAEL A.",4
Precinct 201,School Trustee District 5,"COHEN, KIM",298
Precinct 201,School Trustee District 5,"MCKENNA, JOHN",389
Precinct 201,School Trustee District 7,"DAILEY, DEBBY",233
Precinct 201,School Trustee District 7,"WILSON, JOANNA",427
Precinct 201,"State Assembly, District 40","KNECHT, RON",355
Precinct 201,"State Assembly, District 40","PARNELL, BONNIE",416
Precinct 201,"State Assembly, District 40","YOCHUMO, MERRITT. K.",24
Precinct 201,"State Board of Education, District 9","COOK, DAVE",352
Precinct 201,"State Board of Education, District 9","MYERS, BARBARA J.",362
Precinct 201,Supervisor Ward 2,"ALDEAN, SHELLY",435
Precinct 201,Supervisor Ward 2,"BEISENSTEINE, REBECCA",270
Precinct 201,"Supreme Court Justice, Seat A","HARDESTY, JIM",453
Precinct 201,"Supreme Court Justice, Seat A",None Of These Candidates,118
Precinct 201,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",201
Precinct 201,"Supreme Court Justice, Seat E","MASON, JOHN E.",261
Precinct 201,"Supreme Court Justice, Seat E",None Of These Candidates,136
Precinct 201,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",366
Precinct 201,"Supreme Court Justice, Seat F","Douglas, Michael L.",320
Precinct 201,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",236
Precinct 201,"Supreme Court Justice, Seat F",None Of These Candidates,191
Precinct 201,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",235
Precinct 201,"U.S. Representative in Congress, District 2","GIBBONS, JIM",516
Precinct 201,"U.S. Representative in Congress, District 2","HANSEN, JANINE",33
Precinct 201,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",11
Precinct 201,U.S. Senate,"HURST, THOMAS L.",11
Precinct 201,U.S. Senate,"MARINCH, GARY",0
Precinct 201,U.S. Senate,None Of These Candidates,14
Precinct 201,U.S. Senate,"REID, HARRY",474
Precinct 201,U.S. Senate,"SCHUMANN, DAVID K.",10
Precinct 201,U.S. Senate,"ZISER, RICHARD",305
Precinct 203,Mayor CARSON CITY,"MASAYKO, RAY",361
Precinct 203,Mayor CARSON CITY,"TEIXEIRA, MARV",452
Precinct 203,President,"BADNARIK, MICHAEL",3
Precinct 203,President,"BUSH, GEORGE W.",481
Precinct 203,President,"COBB, DAVID",0
Precinct 203,President,"KERRY, JOHN F.",356
Precinct 203,President,"NADER, RALPH",4
Precinct 203,President,None Of These Candidates,6
Precinct 203,President,"PEROUTKA, MICHAEL A.",2
Precinct 203,School Trustee District 5,"COHEN, KIM",290
Precinct 203,School Trustee District 5,"MCKENNA, JOHN",444
Precinct 203,School Trustee District 7,"DAILEY, DEBBY",297
Precinct 203,School Trustee District 7,"WILSON, JOANNA",404
Precinct 203,"State Assembly, District 40","KNECHT, RON",397
Precinct 203,"State Assembly, District 40","PARNELL, BONNIE",410
Precinct 203,"State Assembly, District 40","YOCHUMO, MERRITT. K.",21
Precinct 203,"State Board of Education, District 9","COOK, DAVE",348
Precinct 203,"State Board of Education, District 9","MYERS, BARBARA J.",411
Precinct 203,Supervisor Ward 2,"ALDEAN, SHELLY",428
Precinct 203,Supervisor Ward 2,"BEISENSTEINE, REBECCA",306
Precinct 203,"Supreme Court Justice, Seat A","HARDESTY, JIM",501
Precinct 203,"Supreme Court Justice, Seat A",None Of These Candidates,97
Precinct 203,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",194
Precinct 203,"Supreme Court Justice, Seat E","MASON, JOHN E.",256
Precinct 203,"Supreme Court Justice, Seat E",None Of These Candidates,132
Precinct 203,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",405
Precinct 203,"Supreme Court Justice, Seat F","Douglas, Michael L.",349
Precinct 203,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",252
Precinct 203,"Supreme Court Justice, Seat F",None Of These Candidates,172
Precinct 203,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",218
Precinct 203,"U.S. Representative in Congress, District 2","GIBBONS, JIM",553
Precinct 203,"U.S. Representative in Congress, District 2","HANSEN, JANINE",35
Precinct 203,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",19
Precinct 203,U.S. Senate,"HURST, THOMAS L.",7
Precinct 203,U.S. Senate,"MARINCH, GARY",5
Precinct 203,U.S. Senate,None Of These Candidates,13
Precinct 203,U.S. Senate,"REID, HARRY",463
Precinct 203,U.S. Senate,"SCHUMANN, DAVID K.",6
Precinct 203,U.S. Senate,"ZISER, RICHARD",351
Precinct 205,Mayor CARSON CITY,"MASAYKO, RAY",533
Precinct 205,Mayor CARSON CITY,"TEIXEIRA, MARV",505
Precinct 205,President,"BADNARIK, MICHAEL",6
Precinct 205,President,"BUSH, GEORGE W.",628
Precinct 205,President,"COBB, DAVID",1
Precinct 205,President,"KERRY, JOHN F.",427
Precinct 205,President,"NADER, RALPH",4
Precinct 205,President,None Of These Candidates,7
Precinct 205,President,"PEROUTKA, MICHAEL A.",0
Precinct 205,School Trustee District 5,"COHEN, KIM",427
Precinct 205,School Trustee District 5,"MCKENNA, JOHN",496
Precinct 205,School Trustee District 7,"DAILEY, DEBBY",356
Precinct 205,School Trustee District 7,"WILSON, JOANNA",546
Precinct 205,"State Assembly, District 40","KNECHT, RON",501
Precinct 205,"State Assembly, District 40","PARNELL, BONNIE",523
Precinct 205,"State Assembly, District 40","YOCHUMO, MERRITT. K.",30
Precinct 205,"State Board of Education, District 9","COOK, DAVE",418
Precinct 205,"State Board of Education, District 9","MYERS, BARBARA J.",536
Precinct 205,Supervisor Ward 2,"ALDEAN, SHELLY",585
Precinct 205,Supervisor Ward 2,"BEISENSTEINE, REBECCA",353
Precinct 205,"Supreme Court Justice, Seat A","HARDESTY, JIM",595
Precinct 205,"Supreme Court Justice, Seat A",None Of These Candidates,131
Precinct 205,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",294
Precinct 205,"Supreme Court Justice, Seat E","MASON, JOHN E.",374
Precinct 205,"Supreme Court Justice, Seat E",None Of These Candidates,148
Precinct 205,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",491
Precinct 205,"Supreme Court Justice, Seat F","Douglas, Michael L.",429
Precinct 205,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",322
Precinct 205,"Supreme Court Justice, Seat F",None Of These Candidates,240
Precinct 205,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",299
Precinct 205,"U.S. Representative in Congress, District 2","GIBBONS, JIM",722
Precinct 205,"U.S. Representative in Congress, District 2","HANSEN, JANINE",22
Precinct 205,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",11
Precinct 205,U.S. Senate,"HURST, THOMAS L.",9
Precinct 205,U.S. Senate,"MARINCH, GARY",1
Precinct 205,U.S. Senate,None Of These Candidates,16
Precinct 205,U.S. Senate,"REID, HARRY",583
Precinct 205,U.S. Senate,"SCHUMANN, DAVID K.",6
Precinct 205,U.S. Senate,"ZISER, RICHARD",445
Precinct 207,Mayor CARSON CITY,"MASAYKO, RAY",471
Precinct 207,Mayor CARSON CITY,"TEIXEIRA, MARV",468
Precinct 207,President,"BADNARIK, MICHAEL",2
Precinct 207,President,"BUSH, GEORGE W.",498
Precinct 207,President,"COBB, DAVID",1
Precinct 207,President,"KERRY, JOHN F.",459
Precinct 207,President,"NADER, RALPH",4
Precinct 207,President,None Of These Candidates,10
Precinct 207,President,"PEROUTKA, MICHAEL A.",4
Precinct 207,School Trustee District 5,"COHEN, KIM",336
Precinct 207,School Trustee District 5,"MCKENNA, JOHN",482
Precinct 207,School Trustee District 7,"DAILEY, DEBBY",340
Precinct 207,School Trustee District 7,"WILSON, JOANNA",465
Precinct 207,"State Assembly, District 40","KNECHT, RON",428
Precinct 207,"State Assembly, District 40","PARNELL, BONNIE",496
Precinct 207,"State Assembly, District 40","YOCHUMO, MERRITT. K.",22
Precinct 207,"State Board of Education, District 9","COOK, DAVE",416
Precinct 207,"State Board of Education, District 9","MYERS, BARBARA J.",444
Precinct 207,Supervisor Ward 2,"ALDEAN, SHELLY",464
Precinct 207,Supervisor Ward 2,"BEISENSTEINE, REBECCA",385
Precinct 207,"Supreme Court Justice, Seat A","HARDESTY, JIM",531
Precinct 207,"Supreme Court Justice, Seat A",None Of These Candidates,129
Precinct 207,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",253
Precinct 207,"Supreme Court Justice, Seat E","MASON, JOHN E.",310
Precinct 207,"Supreme Court Justice, Seat E",None Of These Candidates,138
Precinct 207,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",459
Precinct 207,"Supreme Court Justice, Seat F","Douglas, Michael L.",366
Precinct 207,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",318
Precinct 207,"Supreme Court Justice, Seat F",None Of These Candidates,192
Precinct 207,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",291
Precinct 207,"U.S. Representative in Congress, District 2","GIBBONS, JIM",604
Precinct 207,"U.S. Representative in Congress, District 2","HANSEN, JANINE",37
Precinct 207,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",7
Precinct 207,U.S. Senate,"HURST, THOMAS L.",10
Precinct 207,U.S. Senate,"MARINCH, GARY",4
Precinct 207,U.S. Senate,None Of These Candidates,13
Precinct 207,U.S. Senate,"REID, HARRY",592
Precinct 207,U.S. Senate,"SCHUMANN, DAVID K.",8
Precinct 207,U.S. Senate,"ZISER, RICHARD",334
Precinct 209,Mayor CARSON CITY,"MASAYKO, RAY",364
Precinct 209,Mayor CARSON CITY,"TEIXEIRA, MARV",373
Precinct 209,President,"BADNARIK, MICHAEL",2
Precinct 209,President,"BUSH, GEORGE W.",409
Precinct 209,President,"COBB, DAVID",1
Precinct 209,President,"KERRY, JOHN F.",329
Precinct 209,President,"NADER, RALPH",17
Precinct 209,President,None Of These Candidates,9
Precinct 209,President,"PEROUTKA, MICHAEL A.",6
Precinct 209,School Trustee District 5,"COHEN, KIM",294
Precinct 209,School Trustee District 5,"MCKENNA, JOHN",379
Precinct 209,School Trustee District 7,"DAILEY, DEBBY",298
Precinct 209,School Trustee District 7,"WILSON, JOANNA",360
Precinct 209,"State Assembly, District 40","KNECHT, RON",337
Precinct 209,"State Assembly, District 40","PARNELL, BONNIE",388
Precinct 209,"State Assembly, District 40","YOCHUMO, MERRITT. K.",27
Precinct 209,"State Board of Education, District 9","COOK, DAVE",332
Precinct 209,"State Board of Education, District 9","MYERS, BARBARA J.",349
Precinct 209,Supervisor Ward 2,"ALDEAN, SHELLY",398
Precinct 209,Supervisor Ward 2,"BEISENSTEINE, REBECCA",285
Precinct 209,"Supreme Court Justice, Seat A","HARDESTY, JIM",443
Precinct 209,"Supreme Court Justice, Seat A",None Of These Candidates,109
Precinct 209,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",180
Precinct 209,"Supreme Court Justice, Seat E","MASON, JOHN E.",233
Precinct 209,"Supreme Court Justice, Seat E",None Of These Candidates,99
Precinct 209,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",398
Precinct 209,"Supreme Court Justice, Seat F","Douglas, Michael L.",317
Precinct 209,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",230
Precinct 209,"Supreme Court Justice, Seat F",None Of These Candidates,158
Precinct 209,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",193
Precinct 209,"U.S. Representative in Congress, District 2","GIBBONS, JIM",500
Precinct 209,"U.S. Representative in Congress, District 2","HANSEN, JANINE",46
Precinct 209,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",10
Precinct 209,U.S. Senate,"HURST, THOMAS L.",11
Precinct 209,U.S. Senate,"MARINCH, GARY",8
Precinct 209,U.S. Senate,None Of These Candidates,12
Precinct 209,U.S. Senate,"REID, HARRY",461
Precinct 209,U.S. Senate,"SCHUMANN, DAVID K.",14
Precinct 209,U.S. Senate,"ZISER, RICHARD",261
Precinct 211,Mayor CARSON CITY,"MASAYKO, RAY",150
Precinct 211,Mayor CARSON CITY,"TEIXEIRA, MARV",173
Precinct 211,President,"BADNARIK, MICHAEL",0
Precinct 211,President,"BUSH, GEORGE W.",222
Precinct 211,President,"COBB, DAVID",0
Precinct 211,President,"KERRY, JOHN F.",108
Precinct 211,President,"NADER, RALPH",0
Precinct 211,President,None Of These Candidates,2
Precinct 211,President,"PEROUTKA, MICHAEL A.",1
Precinct 211,School Trustee District 5,"COHEN, KIM",149
Precinct 211,School Trustee District 5,"MCKENNA, JOHN",142
Precinct 211,School Trustee District 7,"DAILEY, DEBBY",129
Precinct 211,School Trustee District 7,"WILSON, JOANNA",159
Precinct 211,"State Assembly, District 38","GOMEZ, DENNIS C.",9
Precinct 211,"State Assembly, District 38","Grady, Tom",197
Precinct 211,"State Assembly, District 38","JAMES, CATHYLEE",119
Precinct 211,"State Board of Education, District 9","COOK, DAVE",157
Precinct 211,"State Board of Education, District 9","MYERS, BARBARA J.",149
Precinct 211,Supervisor Ward 2,"ALDEAN, SHELLY",166
