precinct,office,candidate,votes
Precinct 2,"State Assembly, District 35","KING, RACHEL MARIE",15
Precinct 2,"State Senate, Rural Senatorial District","HANSEN, JANINE",97
Precinct 2,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",148
Precinct 2,"Supreme Court Justice, Seat B",None Of These Candidates,59
Precinct 2,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",105
Precinct 2,"Supreme Court Justice, Seat B","Schumacher, Deborah",76
Precinct 2,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",53
Precinct 2,"Supreme Court Justice, Seat D","Gibbons, Mark",110
Precinct 2,"Supreme Court Justice, Seat D",None Of These Candidates,72
Precinct 2,"U.S. Representative in Congress, District 2","Bergland, Craig",3
Precinct 2,"U.S. Representative in Congress, District 2","DERBY, JILL",36
Precinct 2,"U.S. Representative in Congress, District 2","Everhart, John",13
Precinct 2,"U.S. Representative in Congress, District 2","HELLER, DEAN",186
Precinct 2,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",8
Precinct 3,County Commissioner District 1,"FIORENZI, LEONARD",38
Precinct 3,County Commissioner District 1,"ROBINSON, WAYNE D.",55
Precinct 3,County Commissioner District 3,"BAILEY, DONNA R.",48
Precinct 3,County Commissioner District 3,"PAGE, MIKE",46
Precinct 3,President,"Baldwin, Chuck",3
Precinct 3,President,"Barr, Bob",0
Precinct 3,President,"McCain, John",74
Precinct 3,President,"McKinney, Cynthia",0
Precinct 3,President,"NADER, RALPH",0
Precinct 3,President,None Of These Candidates,3
Precinct 3,President,"Obama, Barack",18
Precinct 3,"State Assembly, District 35","GOICOECHEA, PETE",78
Precinct 3,"State Assembly, District 35","KING, RACHEL MARIE",17
Precinct 3,"State Senate, Rural Senatorial District","HANSEN, JANINE",44
Precinct 3,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",52
Precinct 3,"Supreme Court Justice, Seat B",None Of These Candidates,18
Precinct 3,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",54
Precinct 3,"Supreme Court Justice, Seat B","Schumacher, Deborah",18
Precinct 3,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",23
Precinct 3,"Supreme Court Justice, Seat D","Gibbons, Mark",40
Precinct 3,"Supreme Court Justice, Seat D",None Of These Candidates,25
Precinct 3,"U.S. Representative in Congress, District 2","Bergland, Craig",3
Precinct 3,"U.S. Representative in Congress, District 2","DERBY, JILL",17
Precinct 3,"U.S. Representative in Congress, District 2","Everhart, John",7
Precinct 3,"U.S. Representative in Congress, District 2","HELLER, DEAN",69
Precinct 3,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",2
Precinct 4,County Commissioner District 1,"FIORENZI, LEONARD",61
Precinct 4,County Commissioner District 1,"ROBINSON, WAYNE D.",58
Precinct 4,County Commissioner District 3,"BAILEY, DONNA R.",42
Precinct 4,County Commissioner District 3,"PAGE, MIKE",76
Precinct 4,Crescent Valley Town Advisory Board,"GANN, DAWN",105
Precinct 4,Crescent Valley Town Advisory Board,"HENRY, CHARLES G.",98
Precinct 4,Crescent Valley Town Advisory Board,"KIRKPATRICK, PEGGY",86
Precinct 4,Crescent Valley Town Advisory Board,"MALLORY, DEE",20
Precinct 4,Crescent Valley Town Advisory Board,"REDFIELD, TAMMY",27
Precinct 4,Crescent Valley Town Advisory Board,"SCHWARTZ, KOLLENE",99
Precinct 4,Crescent Valley Town Advisory Board,"SHARROW, GLORIA",90
Precinct 4,President,"Baldwin, Chuck",0
Precinct 4,President,"Barr, Bob",0
Precinct 4,President,"McCain, John",74
Precinct 4,President,"McKinney, Cynthia",1
Precinct 4,President,"NADER, RALPH",0
Precinct 4,President,None Of These Candidates,9
Precinct 4,President,"Obama, Barack",44
Precinct 4,"State Assembly, District 35","GOICOECHEA, PETE",83
Precinct 4,"State Assembly, District 35","KING, RACHEL MARIE",43
Precinct 4,"State Senate, Rural Senatorial District","HANSEN, JANINE",65
Precinct 4,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",59
Precinct 4,"Supreme Court Justice, Seat B",None Of These Candidates,27
Precinct 4,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",61
Precinct 4,"Supreme Court Justice, Seat B","Schumacher, Deborah",36
Precinct 4,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",36
Precinct 4,"Supreme Court Justice, Seat D","Gibbons, Mark",51
Precinct 4,"Supreme Court Justice, Seat D",None Of These Candidates,33
Precinct 4,"U.S. Representative in Congress, District 2","Bergland, Craig",0
Precinct 4,"U.S. Representative in Congress, District 2","DERBY, JILL",40
Precinct 4,"U.S. Representative in Congress, District 2","Everhart, John",14
Precinct 4,"U.S. Representative in Congress, District 2","HELLER, DEAN",68
Precinct 4,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",3
Precinct 88,President,"Baldwin, Chuck",0
Precinct 88,President,"Barr, Bob",0
Precinct 88,President,"McCain, John",0
Precinct 88,President,"McKinney, Cynthia",0
Precinct 88,President,"NADER, RALPH",0
Precinct 88,President,None Of These Candidates,0
Precinct 88,President,"Obama, Barack",0
Precinct 99,President,"Baldwin, Chuck",0
Precinct 99,President,"Barr, Bob",0
Precinct 99,President,"McCain, John",0
Precinct 99,President,"McKinney, Cynthia",0
Precinct 99,President,"NADER, RALPH",0
Precinct 99,President,None Of These Candidates,0
Precinct 99,President,"Obama, Barack",0
Precinct 99,"U.S. Representative in Congress, District 2","Bergland, Craig",0
Precinct 99,"U.S. Representative in Congress, District 2","DERBY, JILL",0
Precinct 99,"U.S. Representative in Congress, District 2","Everhart, John",0
Precinct 99,"U.S. Representative in Congress, District 2","HELLER, DEAN",0
Precinct 99,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",0
