precinct,office,candidate,votes
Precinct 11,County Comm Dist. 1 (CW),"NEFF, DAVID E.",139
Precinct 11,County Comm Dist. 3 (CW),"ELLISON, JOHN",339
Precinct 11,County Comm Dist. 5 (CW),"RUSSELL, WARREN",253
Precinct 11,County Comm Dist. 5 (CW),"WEEKS, ZEB",90
Precinct 11,"District Court Judge, District 4, Department  1","MEMEO, MIKE",229
Precinct 11,"District Court Judge, District 4, Department  1","TORVINEN, MARK",142
Precinct 11,ELKO CONVENTION  AUD BD SEAT A,"GRAVELIN, VICTORIA E.",133
Precinct 11,ELKO CONVENTION  AUD BD SEAT A,"MORFIN, GARY H.",218
Precinct 11,President and Vice President of the United States,"Baldwin, Chuck",8
Precinct 11,President and Vice President of the United States,"Barr, Bob",0
Precinct 11,President and Vice President of the United States,"McCain, John",218
Precinct 11,President and Vice President of the United States,"McKinney, Cynthia",1
Precinct 11,President and Vice President of the United States,"NADER, RALPH",5
Precinct 11,President and Vice President of the United States,None Of These Candidates,4
Precinct 11,President and Vice President of the United States,"Obama, Barack",142
Precinct 11,School Board Trustee Dist. 4 - AL,"FOBES, GORDON L.",180
Precinct 11,School Board Trustee Dist. 4 - AL,"HARTWIG, DEAN A.",169
Precinct 11,"State Assembly, District 33","CARPENTER, JOHN C.",231
Precinct 11,"State Assembly, District 33","TRIGGS, ZACHARY",136
Precinct 11,"State Senate, Rural Senatorial District","HANSEN, JANINE",141
Precinct 11,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",230
Precinct 11,"Supreme Court Justice, Seat B",None Of These Candidates,63
Precinct 11,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",174
Precinct 11,"Supreme Court Justice, Seat B","Schumacher, Deborah",135
Precinct 11,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",83
Precinct 11,"Supreme Court Justice, Seat D","Gibbons, Mark",202
Precinct 11,"Supreme Court Justice, Seat D",None Of These Candidates,77
Precinct 11,"U.S. Representative in Congress, District 2","Bergland, Craig",4
Precinct 11,"U.S. Representative in Congress, District 2","DERBY, JILL",148
Precinct 11,"U.S. Representative in Congress, District 2","Everhart, John",26
Precinct 11,"U.S. Representative in Congress, District 2","HELLER, DEAN",190
Precinct 11,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",9
Precinct 12,County Comm Dist. 1 (CW),"DAHL, DEMAR",512
Precinct 12,County Comm Dist. 1 (CW),"NEFF, DAVID E.",234
Precinct 12,County Comm Dist. 3 (CW),"ELLISON, JOHN",665
Precinct 12,County Comm Dist. 5 (CW),"RUSSELL, WARREN",528
Precinct 12,County Comm Dist. 5 (CW),"WEEKS, ZEB",179
Precinct 12,"District Court Judge, District 4, Department  1","MEMEO, MIKE",418
Precinct 12,"District Court Judge, District 4, Department  1","TORVINEN, MARK",331
Precinct 12,ELKO CONVENTION  AUD BD SEAT A,"GRAVELIN, VICTORIA E.",252
Precinct 12,ELKO CONVENTION  AUD BD SEAT A,"MORFIN, GARY H.",456
Precinct 12,President and Vice President of the United States,"Baldwin, Chuck",8
Precinct 12,President and Vice President of the United States,"Barr, Bob",2
Precinct 12,President and Vice President of the United States,"McCain, John",542
Precinct 12,President and Vice President of the United States,"McKinney, Cynthia",2
Precinct 12,President and Vice President of the United States,"NADER, RALPH",3
Precinct 12,President and Vice President of the United States,None Of These Candidates,7
Precinct 12,President and Vice President of the United States,"Obama, Barack",207
Precinct 12,School Board Trustee Dist. 4 - AL,"FOBES, GORDON L.",325
Precinct 12,School Board Trustee Dist. 4 - AL,"HARTWIG, DEAN A.",376
Precinct 12,"State Assembly, District 33","CARPENTER, JOHN C.",536
Precinct 12,"State Assembly, District 33","TRIGGS, ZACHARY",213
Precinct 12,"State Senate, Rural Senatorial District","HANSEN, JANINE",260
Precinct 12,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",490
Precinct 12,"Supreme Court Justice, Seat B",None Of These Candidates,129
Precinct 12,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",371
Precinct 12,"Supreme Court Justice, Seat B","Schumacher, Deborah",237
Precinct 12,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",174
Precinct 12,"Supreme Court Justice, Seat D","Gibbons, Mark",366
Precinct 12,"Supreme Court Justice, Seat D",None Of These Candidates,187
Precinct 12,"U.S. Representative in Congress, District 2","Bergland, Craig",6
Precinct 12,"U.S. Representative in Congress, District 2","DERBY, JILL",183
Precinct 12,"U.S. Representative in Congress, District 2","Everhart, John",46
Precinct 12,"U.S. Representative in Congress, District 2","HELLER, DEAN",503
Precinct 12,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",15
Precinct 13,County Comm Dist. 1 (CW),"DAHL, DEMAR",143
Precinct 13,County Comm Dist. 1 (CW),"NEFF, DAVID E.",64
Precinct 13,County Comm Dist. 3 (CW),"ELLISON, JOHN",189
Precinct 13,County Comm Dist. 5 (CW),"RUSSELL, WARREN",141
Precinct 13,County Comm Dist. 5 (CW),"WEEKS, ZEB",63
Precinct 13,"District Court Judge, District 4, Department  1","MEMEO, MIKE",117
Precinct 13,"District Court Judge, District 4, Department  1","TORVINEN, MARK",93
Precinct 13,ELKO CONVENTION  AUD BD SEAT A,"GRAVELIN, VICTORIA E.",79
Precinct 13,ELKO CONVENTION  AUD BD SEAT A,"MORFIN, GARY H.",117
Precinct 13,President and Vice President of the United States,"Baldwin, Chuck",4
Precinct 13,President and Vice President of the United States,"Barr, Bob",0
Precinct 13,President and Vice President of the United States,"McCain, John",167
Precinct 13,President and Vice President of the United States,"McKinney, Cynthia",0
Precinct 13,President and Vice President of the United States,"NADER, RALPH",3
Precinct 13,President and Vice President of the United States,None Of These Candidates,2
Precinct 13,President and Vice President of the United States,"Obama, Barack",43
Precinct 13,School Board Trustee Dist. 4 - AL,"FOBES, GORDON L.",86
Precinct 13,School Board Trustee Dist. 4 - AL,"HARTWIG, DEAN A.",112
Precinct 13,"State Assembly, District 33","CARPENTER, JOHN C.",138
Precinct 13,"State Assembly, District 33","TRIGGS, ZACHARY",74
Precinct 13,"State Senate, Rural Senatorial District","HANSEN, JANINE",83
Precinct 13,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",127
Precinct 13,"Supreme Court Justice, Seat B",None Of These Candidates,44
Precinct 13,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",103
Precinct 13,"Supreme Court Justice, Seat B","Schumacher, Deborah",62
Precinct 13,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",54
Precinct 13,"Supreme Court Justice, Seat D","Gibbons, Mark",95
Precinct 13,"Supreme Court Justice, Seat D",None Of These Candidates,59
Precinct 13,"U.S. Representative in Congress, District 2","Bergland, Craig",4
Precinct 13,"U.S. Representative in Congress, District 2","DERBY, JILL",36
Precinct 13,"U.S. Representative in Congress, District 2","Everhart, John",13
Precinct 13,"U.S. Representative in Congress, District 2","HELLER, DEAN",152
Precinct 13,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",4
Precinct 14,County Comm Dist. 1 (CW),"DAHL, DEMAR",523
Precinct 14,County Comm Dist. 1 (CW),"NEFF, DAVID E.",188
Precinct 14,County Comm Dist. 3 (CW),"ELLISON, JOHN",659
Precinct 14,County Comm Dist. 5 (CW),"RUSSELL, WARREN",525
Precinct 14,County Comm Dist. 5 (CW),"WEEKS, ZEB",154
Precinct 14,"District Court Judge, District 4, Department  1","MEMEO, MIKE",375
Precinct 14,"District Court Judge, District 4, Department  1","TORVINEN, MARK",351
Precinct 14,ELKO CONVENTION  AUD BD SEAT A,"GRAVELIN, VICTORIA E.",289
Precinct 14,ELKO CONVENTION  AUD BD SEAT A,"MORFIN, GARY H.",381
Precinct 14,President and Vice President of the United States,"Baldwin, Chuck",4
Precinct 14,President and Vice President of the United States,"Barr, Bob",2
Precinct 14,President and Vice President of the United States,"McCain, John",553
Precinct 14,President and Vice President of the United States,"McKinney, Cynthia",1
Precinct 14,President and Vice President of the United States,"NADER, RALPH",6
Precinct 14,President and Vice President of the United States,None Of These Candidates,4
Precinct 14,President and Vice President of the United States,"Obama, Barack",175
Precinct 14,School Board Trustee Dist. 4 - AL,"FOBES, GORDON L.",302
Precinct 14,School Board Trustee Dist. 4 - AL,"HARTWIG, DEAN A.",376
Precinct 14,"State Assembly, District 33","CARPENTER, JOHN C.",497
Precinct 14,"State Assembly, District 33","TRIGGS, ZACHARY",227
Precinct 14,"State Senate, Rural Senatorial District","HANSEN, JANINE",197
Precinct 14,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",531
Precinct 14,"Supreme Court Justice, Seat B",None Of These Candidates,108
Precinct 14,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",357
Precinct 14,"Supreme Court Justice, Seat B","Schumacher, Deborah",244
Precinct 14,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",177
Precinct 14,"Supreme Court Justice, Seat D","Gibbons, Mark",391
Precinct 14,"Supreme Court Justice, Seat D",None Of These Candidates,132
Precinct 14,"U.S. Representative in Congress, District 2","Bergland, Craig",5
Precinct 14,"U.S. Representative in Congress, District 2","DERBY, JILL",163
Precinct 14,"U.S. Representative in Congress, District 2","Everhart, John",24
Precinct 14,"U.S. Representative in Congress, District 2","HELLER, DEAN",525
Precinct 14,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",7
Precinct 15,CARLIN TV Seat B,"SHAWCROFT, KEVIN L.",117
Precinct 15,CARLIN TV Seat B,"TRUJILLO, HEATHER B.",239
Precinct 15,County Comm Dist. 1 (CW),"DAHL, DEMAR",198
Precinct 15,County Comm Dist. 1 (CW),"NEFF, DAVID E.",161
Precinct 15,County Comm Dist. 3 (CW),"ELLISON, JOHN",329
Precinct 15,County Comm Dist. 5 (CW),"RUSSELL, WARREN",245
Precinct 15,County Comm Dist. 5 (CW),"WEEKS, ZEB",94
Precinct 15,"District Court Judge, District 4, Department  1","MEMEO, MIKE",217
Precinct 15,"District Court Judge, District 4, Department  1","TORVINEN, MARK",140
Precinct 15,President and Vice President of the United States,"Baldwin, Chuck",3
Precinct 15,President and Vice President of the United States,"Barr, Bob",4
Precinct 15,President and Vice President of the United States,"McCain, John",237
Precinct 15,President and Vice President of the United States,"McKinney, Cynthia",2
Precinct 15,President and Vice President of the United States,"NADER, RALPH",2
Precinct 15,President and Vice President of the United States,None Of These Candidates,2
Precinct 15,President and Vice President of the United States,"Obama, Barack",120
Precinct 15,School Board Trustee Dist. 4 - AL,"FOBES, GORDON L.",188
Precinct 15,School Board Trustee Dist. 4 - AL,"HARTWIG, DEAN A.",154
Precinct 15,"State Assembly, District 33","CARPENTER, JOHN C.",235
Precinct 15,"State Assembly, District 33","TRIGGS, ZACHARY",124
Precinct 15,"State Senate, Rural Senatorial District","HANSEN, JANINE",152
Precinct 15,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",209
Precinct 15,"Supreme Court Justice, Seat B",None Of These Candidates,67
Precinct 15,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",185
Precinct 15,"Supreme Court Justice, Seat B","Schumacher, Deborah",110
Precinct 15,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",101
Precinct 15,"Supreme Court Justice, Seat D","Gibbons, Mark",188
Precinct 15,"Supreme Court Justice, Seat D",None Of These Candidates,68
Precinct 15,"U.S. Representative in Congress, District 2","Bergland, Craig",3
Precinct 15,"U.S. Representative in Congress, District 2","DERBY, JILL",116
Precinct 15,"U.S. Representative in Congress, District 2","Everhart, John",31
Precinct 15,"U.S. Representative in Congress, District 2","HELLER, DEAN",201
Precinct 15,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",10
Precinct 16,CARLIN TV Seat B,"SHAWCROFT, KEVIN L.",99
Precinct 16,CARLIN TV Seat B,"TRUJILLO, HEATHER B.",183
Precinct 16,County Comm Dist. 1 (CW),"DAHL, DEMAR",179
Precinct 16,County Comm Dist. 1 (CW),"NEFF, DAVID E.",104
Precinct 16,County Comm Dist. 3 (CW),"ELLISON, JOHN",265
Precinct 16,County Comm Dist. 5 (CW),"RUSSELL, WARREN",200
Precinct 16,County Comm Dist. 5 (CW),"WEEKS, ZEB",69
Precinct 16,"District Court Judge, District 4, Department  1","MEMEO, MIKE",151
Precinct 16,"District Court Judge, District 4, Department  1","TORVINEN, MARK",129
Precinct 16,President and Vice President of the United States,"Baldwin, Chuck",0
Precinct 16,President and Vice President of the United States,"Barr, Bob",3
Precinct 16,President and Vice President of the United States,"McCain, John",216
Precinct 16,President and Vice President of the United States,"McKinney, Cynthia",0
Precinct 16,President and Vice President of the United States,"NADER, RALPH",4
Precinct 16,President and Vice President of the United States,None Of These Candidates,3
Precinct 16,President and Vice President of the United States,"Obama, Barack",70
Precinct 16,School Board Trustee Dist. 4 - AL,"FOBES, GORDON L.",131
Precinct 16,School Board Trustee Dist. 4 - AL,"HARTWIG, DEAN A.",132
Precinct 16,"State Assembly, District 33","CARPENTER, JOHN C.",206
Precinct 16,"State Assembly, District 33","TRIGGS, ZACHARY",79
Precinct 16,"State Senate, Rural Senatorial District","HANSEN, JANINE",111
Precinct 16,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",177
Precinct 16,"Supreme Court Justice, Seat B",None Of These Candidates,44
Precinct 16,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",134
Precinct 16,"Supreme Court Justice, Seat B","Schumacher, Deborah",106
Precinct 16,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",76
Precinct 16,"Supreme Court Justice, Seat D","Gibbons, Mark",156
Precinct 16,"Supreme Court Justice, Seat D",None Of These Candidates,50
Precinct 16,"U.S. Representative in Congress, District 2","Bergland, Craig",4
Precinct 16,"U.S. Representative in Congress, District 2","DERBY, JILL",79
Precinct 16,"U.S. Representative in Congress, District 2","Everhart, John",18
Precinct 16,"U.S. Representative in Congress, District 2","HELLER, DEAN",175
Precinct 16,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",10
Precinct 17,County Comm Dist. 1 (CW),"DAHL, DEMAR",15
Precinct 17,County Comm Dist. 1 (CW),"NEFF, DAVID E.",3
Precinct 17,County Comm Dist. 3 (CW),"ELLISON, JOHN",17
Precinct 17,County Comm Dist. 5 (CW),"RUSSELL, WARREN",16
Precinct 17,County Comm Dist. 5 (CW),"WEEKS, ZEB",1
Precinct 17,"District Court Judge, District 4, Department  1","MEMEO, MIKE",3
Precinct 17,"District Court Judge, District 4, Department  1","TORVINEN, MARK",15
Precinct 17,ELKO CONVENTION  AUD BD SEAT A,"GRAVELIN, VICTORIA E.",8
Precinct 17,ELKO CONVENTION  AUD BD SEAT A,"MORFIN, GARY H.",8
Precinct 17,President and Vice President of the United States,"Baldwin, Chuck",0
Precinct 17,President and Vice President of the United States,"Barr, Bob",0
Precinct 17,President and Vice President of the United States,"McCain, John",12
Precinct 17,President and Vice President of the United States,"McKinney, Cynthia",0
Precinct 17,President and Vice President of the United States,"NADER, RALPH",0
Precinct 17,President and Vice President of the United States,None Of These Candidates,0
Precinct 17,President and Vice President of the United States,"Obama, Barack",6
Precinct 17,School Board Trustee Dist. 4 - AL,"FOBES, GORDON L.",3
Precinct 17,School Board Trustee Dist. 4 - AL,"HARTWIG, DEAN A.",15
Precinct 17,"State Assembly, District 33","CARPENTER, JOHN C.",15
Precinct 17,"State Assembly, District 33","TRIGGS, ZACHARY",3
Precinct 17,"State Senate, Rural Senatorial District","HANSEN, JANINE",4
Precinct 17,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",14
Precinct 17,"Supreme Court Justice, Seat B",None Of These Candidates,2
Precinct 17,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",10
Precinct 17,"Supreme Court Justice, Seat B","Schumacher, Deborah",6
Precinct 17,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",6
Precinct 17,"Supreme Court Justice, Seat D","Gibbons, Mark",10
Precinct 17,"Supreme Court Justice, Seat D",None Of These Candidates,2
Precinct 17,"U.S. Representative in Congress, District 2","Bergland, Craig",0
Precinct 17,"U.S. Representative in Congress, District 2","DERBY, JILL",4
Precinct 17,"U.S. Representative in Congress, District 2","Everhart, John",2
Precinct 17,"U.S. Representative in Congress, District 2","HELLER, DEAN",12
Precinct 17,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",0
Precinct 18,County Comm Dist. 1 (CW),"DAHL, DEMAR",137
Precinct 18,County Comm Dist. 1 (CW),"NEFF, DAVID E.",90
Precinct 18,County Comm Dist. 3 (CW),"ELLISON, JOHN",198
Precinct 18,County Comm Dist. 5 (CW),"RUSSELL, WARREN",137
Precinct 18,County Comm Dist. 5 (CW),"WEEKS, ZEB",68
Precinct 18,"District Court Judge, District 4, Department  1","MEMEO, MIKE",88
Precinct 18,"District Court Judge, District 4, Department  1","TORVINEN, MARK",133
Precinct 18,President and Vice President of the United States,"Baldwin, Chuck",0
Precinct 18,President and Vice President of the United States,"Barr, Bob",4
Precinct 18,President and Vice President of the United States,"McCain, John",160
Precinct 18,President and Vice President of the United States,"McKinney, Cynthia",1
Precinct 18,President and Vice President of the United States,"NADER, RALPH",2
Precinct 18,President and Vice President of the United States,None Of These Candidates,1
Precinct 18,President and Vice President of the United States,"Obama, Barack",66
Precinct 18,School Board Trustee Dist. 4 - AL,"FOBES, GORDON L.",94
Precinct 18,School Board Trustee Dist. 4 - AL,"HARTWIG, DEAN A.",106
Precinct 18,"State Assembly, District 33","CARPENTER, JOHN C.",156
Precinct 18,"State Assembly, District 33","TRIGGS, ZACHARY",70
Precinct 18,"State Senate, Rural Senatorial District","HANSEN, JANINE",83
Precinct 18,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",144
Precinct 18,"Supreme Court Justice, Seat B",None Of These Candidates,49
Precinct 18,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",105
Precinct 18,"Supreme Court Justice, Seat B","Schumacher, Deborah",63
Precinct 18,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",52
Precinct 18,"Supreme Court Justice, Seat D","Gibbons, Mark",109
Precinct 18,"Supreme Court Justice, Seat D",None Of These Candidates,56
Precinct 18,"U.S. Representative in Congress, District 2","Bergland, Craig",4
Precinct 18,"U.S. Representative in Congress, District 2","DERBY, JILL",66
Precinct 18,"U.S. Representative in Congress, District 2","Everhart, John",13
Precinct 18,"U.S. Representative in Congress, District 2","HELLER, DEAN",141
Precinct 18,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",7
Precinct 19,County Comm Dist. 1 (CW),"DAHL, DEMAR",156
Precinct 19,County Comm Dist. 1 (CW),"NEFF, DAVID E.",62
Precinct 19,County Comm Dist. 3 (CW),"ELLISON, JOHN",198
Precinct 19,County Comm Dist. 5 (CW),"RUSSELL, WARREN",141
Precinct 19,County Comm Dist. 5 (CW),"WEEKS, ZEB",60
Precinct 19,"District Court Judge, District 4, Department  1","MEMEO, MIKE",88
Precinct 19,"District Court Judge, District 4, Department  1","TORVINEN, MARK",131
Precinct 19,President and Vice President of the United States,"Baldwin, Chuck",0
Precinct 19,President and Vice President of the United States,"Barr, Bob",3
Precinct 19,President and Vice President of the United States,"McCain, John",153
Precinct 19,President and Vice President of the United States,"McKinney, Cynthia",1
Precinct 19,President and Vice President of the United States,"NADER, RALPH",1
Precinct 19,President and Vice President of the United States,None Of These Candidates,3
Precinct 19,President and Vice President of the United States,"Obama, Barack",68
Precinct 19,School Board Trustee Dist. 4 - AL,"FOBES, GORDON L.",94
Precinct 19,School Board Trustee Dist. 4 - AL,"HARTWIG, DEAN A.",98
Precinct 19,"State Assembly, District 33","CARPENTER, JOHN C.",162
Precinct 19,"State Assembly, District 33","TRIGGS, ZACHARY",61
Precinct 19,"State Senate, Rural Senatorial District","HANSEN, JANINE",77
Precinct 19,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",145
Precinct 19,"Supreme Court Justice, Seat B",None Of These Candidates,50
Precinct 19,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",98
Precinct 19,"Supreme Court Justice, Seat B","Schumacher, Deborah",67
Precinct 19,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",60
Precinct 19,"Supreme Court Justice, Seat D","Gibbons, Mark",102
Precinct 19,"Supreme Court Justice, Seat D",None Of These Candidates,50
Precinct 19,"U.S. Representative in Congress, District 2","Bergland, Craig",2
Precinct 19,"U.S. Representative in Congress, District 2","DERBY, JILL",74
Precinct 19,"U.S. Representative in Congress, District 2","Everhart, John",7
Precinct 19,"U.S. Representative in Congress, District 2","HELLER, DEAN",137
Precinct 19,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",2
Precinct 2,County Comm Dist. 1 (CW),"DAHL, DEMAR",191
Precinct 2,County Comm Dist. 1 (CW),"NEFF, DAVID E.",130
Precinct 2,County Comm Dist. 3 (CW),"ELLISON, JOHN",286
Precinct 2,County Comm Dist. 5 (CW),"RUSSELL, WARREN",212
Precinct 2,County Comm Dist. 5 (CW),"WEEKS, ZEB",87
Precinct 2,"District Court Judge, District 4, Department  1","MEMEO, MIKE",180
Precinct 2,"District Court Judge, District 4, Department  1","TORVINEN, MARK",150
Precinct 2,ELKO CONVENTION  AUD BD SEAT A,"GRAVELIN, VICTORIA E.",144
Precinct 2,ELKO CONVENTION  AUD BD SEAT A,"MORFIN, GARY H.",171
Precinct 2,President and Vice President of the United States,"Baldwin, Chuck",4
Precinct 2,President and Vice President of the United States,"Barr, Bob",1
Precinct 2,President and Vice President of the United States,"McCain, John",197
Precinct 2,President and Vice President of the United States,"McKinney, Cynthia",2
Precinct 2,President and Vice President of the United States,"NADER, RALPH",4
Precinct 2,President and Vice President of the United States,None Of These Candidates,4
Precinct 2,President and Vice President of the United States,"Obama, Barack",129
Precinct 2,School Board Trustee Dist. 4 - AL,"FOBES, GORDON L.",147
Precinct 2,School Board Trustee Dist. 4 - AL,"HARTWIG, DEAN A.",161
Precinct 2,"State Assembly, District 33","CARPENTER, JOHN C.",187
Precinct 2,"State Assembly, District 33","TRIGGS, ZACHARY",144
Precinct 2,"State Senate, Rural Senatorial District","HANSEN, JANINE",130
Precinct 2,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",196
Precinct 2,"Supreme Court Justice, Seat B",None Of These Candidates,61
Precinct 2,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",158
Precinct 2,"Supreme Court Justice, Seat B","Schumacher, Deborah",96
Precinct 2,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",94
Precinct 2,"Supreme Court Justice, Seat D","Gibbons, Mark",165
Precinct 2,"Supreme Court Justice, Seat D",None Of These Candidates,59
Precinct 2,"U.S. Representative in Congress, District 2","Bergland, Craig",4
Precinct 2,"U.S. Representative in Congress, District 2","DERBY, JILL",141
Precinct 2,"U.S. Representative in Congress, District 2","Everhart, John",22
Precinct 2,"U.S. Representative in Congress, District 2","HELLER, DEAN",159
Precinct 2,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",2
Precinct 20,Council Member Seat 3 and 4,"BLAKE, BRYANT",266
Precinct 20,Council Member Seat 3 and 4,"GORUM, JOHNNY",224
