candidate,party,percent,votes,office
"HELLER, DEAN",REP,85.11%,"1,709","U.S. Representative in Congress, District 2 (Republican)"
"SMACK, JAMES W.",REP,14.89%,299,"U.S. Representative in Congress, District 2 (Republican)"
"ALLF, NANCY LEE",NP,14.74%,451,"Supreme Court Justice, Seat B (Nonpartisan)"
"CHAIREZ, DON",NP,14.12%,432,"Supreme Court Justice, Seat B (Nonpartisan)"
"PICKERING, MARY ""KRIS""",NP,33.63%,"1,029","Supreme Court Justice, Seat B (Nonpartisan)"
"SCHUMACHER, DEBORAH",NP,25.65%,785,"Supreme Court Justice, Seat B (Nonpartisan)"
NONE OF THESE CANDIDATES,,11.86%,363,"Supreme Court Justice, Seat B (Nonpartisan)"
