candidate,party,votes,percent,office
"AMODEI, MARK E.",REPUBLICAN,7866,67.05,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"FASANO, TIMOTHY",INDEPENDENT AMERICAN,138,1.18,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"LEHMANN, HELMUTH",INDEPENDENT,444,3.78,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"MARSHALL, KATE",DEMOCRAT,3284,27.99,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
