precinct,office,candidate,votes
Precinct 213,"U.S. Representative in Congress, District 2","Amodei, Mark E.",158
Precinct 213,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",6
Precinct 213,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",4
Precinct 213,"U.S. Representative in Congress, District 2","MARSHALL, KATE",83
Precinct 301,"U.S. Representative in Congress, District 2","Amodei, Mark E.",206
Precinct 301,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",7
Precinct 301,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",6
Precinct 301,"U.S. Representative in Congress, District 2","MARSHALL, KATE",137
Precinct 303,"U.S. Representative in Congress, District 2","Amodei, Mark E.",167
Precinct 303,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",3
Precinct 303,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",9
Precinct 303,"U.S. Representative in Congress, District 2","MARSHALL, KATE",129
Precinct 305,"U.S. Representative in Congress, District 2","Amodei, Mark E.",324
Precinct 305,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",2
Precinct 305,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",18
Precinct 305,"U.S. Representative in Congress, District 2","MARSHALL, KATE",179
Precinct 307,"U.S. Representative in Congress, District 2","Amodei, Mark E.",118
Precinct 307,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",3
Precinct 307,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",4
Precinct 307,"U.S. Representative in Congress, District 2","MARSHALL, KATE",80
Precinct 309,"U.S. Representative in Congress, District 2","Amodei, Mark E.",86
Precinct 309,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",2
Precinct 309,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",3
Precinct 309,"U.S. Representative in Congress, District 2","MARSHALL, KATE",58
Precinct 311,"U.S. Representative in Congress, District 2","Amodei, Mark E.",470
Precinct 311,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",10
Precinct 311,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",23
Precinct 311,"U.S. Representative in Congress, District 2","MARSHALL, KATE",217
Precinct 401,"U.S. Representative in Congress, District 2","Amodei, Mark E.",171
Precinct 401,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",6
Precinct 401,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",14
Precinct 401,"U.S. Representative in Congress, District 2","MARSHALL, KATE",128
Precinct 403,"U.S. Representative in Congress, District 2","Amodei, Mark E.",244
Precinct 403,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",8
Precinct 403,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",19
Precinct 403,"U.S. Representative in Congress, District 2","MARSHALL, KATE",219
Precinct 405,"U.S. Representative in Congress, District 2","Amodei, Mark E.",225
Precinct 405,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",5
Precinct 405,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",18
Precinct 405,"U.S. Representative in Congress, District 2","MARSHALL, KATE",156
Precinct 407,"U.S. Representative in Congress, District 2","Amodei, Mark E.",280
Precinct 407,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",8
Precinct 407,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",6
Precinct 407,"U.S. Representative in Congress, District 2","MARSHALL, KATE",103
Precinct 409,"U.S. Representative in Congress, District 2","Amodei, Mark E.",281
Precinct 409,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",11
Precinct 409,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",20
Precinct 409,"U.S. Representative in Congress, District 2","MARSHALL, KATE",239
Precinct 411,"U.S. Representative in Congress, District 2","Amodei, Mark E.",263
Precinct 411,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",5
Precinct 411,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",5
Precinct 411,"U.S. Representative in Congress, District 2","MARSHALL, KATE",140
Precinct 999,"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
Precinct 999,"U.S. Representative in Congress, District 2","FASANO, TIMOTHY",0
Precinct 999,"U.S. Representative in Congress, District 2","LEHMANN, HELMUTH",0
Precinct 999,"U.S. Representative in Congress, District 2","MARSHALL, KATE",0
