candidate,party,votes,percent,office
"AMODEI, MARK E.",REPUBLICAN,158,75.24,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"FASANO, TIMOTHY",INDEPENDENT AMERICAN,9,4.29,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"LEHMANN, HELMUTH",INDEPENDENT,13,6.19,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"MARSHALL, KATE",DEMOCRAT,30,14.29,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
