candidate,party,votes,percent,office
"AMODEI, MARK E.",REPUBLICAN,525,60.41,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"FASANO, TIMOTHY",INDEPENDENT AMERICAN,45,5.18,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"LEHMANN, HELMUTH",INDEPENDENT,82,9.44,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"MARSHALL, KATE",DEMOCRAT,217,24.97,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
