candidate,party,votes,percent,office
"AMODEI, MARK E.",REPUBLICAN,514,52.40,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"FASANO, TIMOTHY",INDEPENDENT AMERICAN,52,5.30,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"LEHMANN, HELMUTH",INDEPENDENT,80,8.15,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"MARSHALL, KATE",DEMOCRAT,335,34.15,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
