candidate,party,votes,percent,office
"AMODEI, MARK E.",REPUBLICAN,5833,65.93,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"FASANO, TIMOTHY",INDEPENDENT AMERICAN,241,2.72,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"LEHMANN, HELMUTH",INDEPENDENT,360,4.07,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"MARSHALL, KATE",DEMOCRAT,2413,27.27,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
