candidate,party,votes,percent,office
"AMODEI, MARK E.",REPUBLICAN,3002,68.51,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"FASANO, TIMOTHY",INDEPENDENT AMERICAN,171,3.90,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"LEHMANN, HELMUTH",INDEPENDENT,216,4.93,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"MARSHALL, KATE",DEMOCRAT,993,22.66,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
