candidate,party,votes,percent,office
"AMODEI, MARK E.",REPUBLICAN,895,64.48,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"FASANO, TIMOTHY",INDEPENDENT AMERICAN,39,2.81,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"LEHMANN, HELMUTH",INDEPENDENT,51,3.67,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"MARSHALL, KATE",DEMOCRAT,403,29.03,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
