candidate,party,votes,percent,office
"AMODEI, MARK E.",REPUBLICAN,1471,65.82,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"FASANO, TIMOTHY",INDEPENDENT AMERICAN,51,2.28,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"LEHMANN, HELMUTH",INDEPENDENT,133,5.95,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
"MARSHALL, KATE",DEMOCRAT,580,25.95,"U.S REPRESENTATIVE IN CONGRESS, DISTRICT 2"
