precinct,office,candidate,votes
AMARGOSA VLY 06,State Treasurer,"Martin, Steven E.",166
AMARGOSA VLY 06,State Treasurer,None Of These Candidates,10
AMARGOSA VLY 06,"Supreme Court Justice, Seat A","Hardesty, James W.",202
AMARGOSA VLY 06,"Supreme Court Justice, Seat A",None Of These Candidates,76
AMARGOSA VLY 06,"Supreme Court Justice, Seat E",None Of These Candidates,68
AMARGOSA VLY 06,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",210
AMARGOSA VLY 06,"U.S. Representative in Congress, District 2","Best, Russell",27
AMARGOSA VLY 06,"U.S. Representative in Congress, District 2","HELLER, DEAN",181
AMARGOSA VLY 06,"U.S. Representative in Congress, District 2","Price, Nancy",89
AMARGOSA VLY 06,U.S. Senate,"Angle, Sharron",192
AMARGOSA VLY 06,U.S. Senate,"Ashjian, Scott",3
AMARGOSA VLY 06,U.S. Senate,"Fasano, Tim",4
AMARGOSA VLY 06,U.S. Senate,"Haines, Michael L.",1
AMARGOSA VLY 06,U.S. Senate,"Holland, Jesse",3
AMARGOSA VLY 06,U.S. Senate,None Of These Candidates,5
AMARGOSA VLY 06,U.S. Senate,"Reeves, Jeffrey C.",4
AMARGOSA VLY 06,U.S. Senate,"REID, HARRY",93
AMARGOSA VLY 06,U.S. Senate,"Stand, Wil",2
AMARGOSA VLY 06,"University Board of Regents, District 8","MELCHER, KEVIN C.",125
AMARGOSA VLY 06,"University Board of Regents, District 8","PUCCINELLI, MARGARET",133
BEATTY 01,Attorney General,"Barrick, Travis",137
BEATTY 01,Attorney General,"CORTEZ MASTO, CATHERINE",124
BEATTY 01,Attorney General,"Hansen, Joel F.",58
BEATTY 01,Attorney General,None Of These Candidates,14
BEATTY 01,COUNTY ASSESSOR,"MATSON, SHIRLEY",160
BEATTY 01,COUNTY ASSESSOR,"MUSSELMAN, SANDRA M.",167
BEATTY 01,COUNTY CLERK,"MERLINO, SANDRA ""SAM""",261
BEATTY 01,COUNTY CLERK,"OPATIK, NORMA JEAN",63
BEATTY 01,COUNTY RECORDER,"BEATTY, DEBORAH",184
BEATTY 01,COUNTY RECORDER,"FOSTER, BYRON P.",131
BEATTY 01,County Sheriff - NYE - NonPartisan,"COBEL, SCOTT",152
BEATTY 01,County Sheriff - NYE - NonPartisan,"DEMEO, TONY",176
BEATTY 01,COUNTY TREASURER,"BUDAHL, GARY S.",134
BEATTY 01,COUNTY TREASURER,"MAHER, MICHAEL W.",192
BEATTY 01,DISTRICT ATTORNEY,"KENT, RON",198
BEATTY 01,DISTRICT ATTORNEY,"KUNZI, BRIAN T.",136
BEATTY 01,Governor,"Curtis, David Scott",5
BEATTY 01,Governor,"DiSimone, Eugene ""Gino""",22
BEATTY 01,Governor,"Fitzgibbons, Floyd",9
BEATTY 01,Governor,"Honig, Aaron Y.",2
BEATTY 01,Governor,"Lampitt, Jr., Arthur Forest",12
BEATTY 01,Governor,None Of These Candidates,8
BEATTY 01,Governor,"Reid, Rory",73
BEATTY 01,Governor,"Sandoval, Brian",211
BEATTY 01,Lieutenant Governor,"Fitzgibbons, Ryan",36
BEATTY 01,Lieutenant Governor,"KROLICKI, BRIAN K.",209
BEATTY 01,Lieutenant Governor,None Of These Candidates,8
BEATTY 01,Lieutenant Governor,"Sferrazza, Jessica",84
BEATTY 01,PUBLIC ADMINISTRATOR,"FINLINSON, FALKON",165
BEATTY 01,PUBLIC ADMINISTRATOR,"JOKINEN, DONNA J.",143
BEATTY 01,Secretary Of State,"Lauer, Rob",140
BEATTY 01,Secretary Of State,"MILLER, ROSS",139
BEATTY 01,Secretary Of State,None Of These Candidates,14
BEATTY 01,Secretary Of State,"Wagner, John",39
BEATTY 01,"State Assembly, District 36","GOEDHART, ED",186
BEATTY 01,"State Assembly, District 36","HIBBLE, RON",111
BEATTY 01,"State Assembly, District 36","VANDERBEEK, DAVID",37
BEATTY 01,State Controller,"Herr, Barry",160
BEATTY 01,State Controller,"Markowitz, Warren",47
BEATTY 01,State Controller,None Of These Candidates,17
BEATTY 01,State Controller,"WALLIN, KIM R.",100
BEATTY 01,State Treasurer,"Hawkins, Mike",35
BEATTY 01,State Treasurer,"MARSHALL, KATE",101
BEATTY 01,State Treasurer,"Martin, Steven E.",176
BEATTY 01,State Treasurer,None Of These Candidates,17
BEATTY 01,"Supreme Court Justice, Seat A","Hardesty, James W.",233
BEATTY 01,"Supreme Court Justice, Seat A",None Of These Candidates,61
BEATTY 01,"Supreme Court Justice, Seat E",None Of These Candidates,65
BEATTY 01,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",234
BEATTY 01,"U.S. Representative in Congress, District 2","Best, Russell",28
BEATTY 01,"U.S. Representative in Congress, District 2","HELLER, DEAN",222
BEATTY 01,"U.S. Representative in Congress, District 2","Price, Nancy",85
BEATTY 01,U.S. Senate,"Angle, Sharron",195
BEATTY 01,U.S. Senate,"Ashjian, Scott",14
BEATTY 01,U.S. Senate,"Fasano, Tim",7
BEATTY 01,U.S. Senate,"Haines, Michael L.",2
BEATTY 01,U.S. Senate,"Holland, Jesse",9
BEATTY 01,U.S. Senate,None Of These Candidates,10
BEATTY 01,U.S. Senate,"Reeves, Jeffrey C.",1
BEATTY 01,U.S. Senate,"REID, HARRY",103
BEATTY 01,U.S. Senate,"Stand, Wil",2
BEATTY 01,"University Board of Regents, District 8","MELCHER, KEVIN C.",139
BEATTY 01,"University Board of Regents, District 8","PUCCINELLI, MARGARET",148
CURRANT 02,Attorney General,"Barrick, Travis",20
CURRANT 02,Attorney General,"CORTEZ MASTO, CATHERINE",5
CURRANT 02,Attorney General,"Hansen, Joel F.",15
CURRANT 02,Attorney General,None Of These Candidates,3
CURRANT 02,COUNTY ASSESSOR,"MATSON, SHIRLEY",19
CURRANT 02,COUNTY ASSESSOR,"MUSSELMAN, SANDRA M.",25
CURRANT 02,COUNTY CLERK,"MERLINO, SANDRA ""SAM""",33
CURRANT 02,COUNTY CLERK,"OPATIK, NORMA JEAN",9
CURRANT 02,COUNTY RECORDER,"BEATTY, DEBORAH",14
CURRANT 02,COUNTY RECORDER,"FOSTER, BYRON P.",30
CURRANT 02,County Sheriff - NYE - NonPartisan,"COBEL, SCOTT",11
CURRANT 02,County Sheriff - NYE - NonPartisan,"DEMEO, TONY",32
CURRANT 02,COUNTY TREASURER,"BUDAHL, GARY S.",9
CURRANT 02,COUNTY TREASURER,"MAHER, MICHAEL W.",33
CURRANT 02,DISTRICT ATTORNEY,"KENT, RON",27
CURRANT 02,DISTRICT ATTORNEY,"KUNZI, BRIAN T.",16
CURRANT 02,Governor,"Curtis, David Scott",0
CURRANT 02,Governor,"DiSimone, Eugene ""Gino""",0
CURRANT 02,Governor,"Fitzgibbons, Floyd",2
CURRANT 02,Governor,"Honig, Aaron Y.",0
CURRANT 02,Governor,"Lampitt, Jr., Arthur Forest",2
CURRANT 02,Governor,None Of These Candidates,0
CURRANT 02,Governor,"Reid, Rory",5
CURRANT 02,Governor,"Sandoval, Brian",35
CURRANT 02,Lieutenant Governor,"Fitzgibbons, Ryan",6
CURRANT 02,Lieutenant Governor,"KROLICKI, BRIAN K.",32
CURRANT 02,Lieutenant Governor,None Of These Candidates,2
CURRANT 02,Lieutenant Governor,"Sferrazza, Jessica",4
CURRANT 02,PUBLIC ADMINISTRATOR,"FINLINSON, FALKON",32
CURRANT 02,PUBLIC ADMINISTRATOR,"JOKINEN, DONNA J.",7
CURRANT 02,Secretary Of State,"Lauer, Rob",26
CURRANT 02,Secretary Of State,"MILLER, ROSS",6
CURRANT 02,Secretary Of State,None Of These Candidates,3
CURRANT 02,Secretary Of State,"Wagner, John",8
CURRANT 02,"State Assembly, District 36","GOEDHART, ED",34
CURRANT 02,"State Assembly, District 36","HIBBLE, RON",6
CURRANT 02,"State Assembly, District 36","VANDERBEEK, DAVID",4
CURRANT 02,State Controller,"Herr, Barry",26
CURRANT 02,State Controller,"Markowitz, Warren",7
CURRANT 02,State Controller,None Of These Candidates,4
CURRANT 02,State Controller,"WALLIN, KIM R.",6
CURRANT 02,State Treasurer,"Hawkins, Mike",5
CURRANT 02,State Treasurer,"MARSHALL, KATE",6
CURRANT 02,State Treasurer,"Martin, Steven E.",27
CURRANT 02,State Treasurer,None Of These Candidates,5
CURRANT 02,"Supreme Court Justice, Seat A","Hardesty, James W.",30
CURRANT 02,"Supreme Court Justice, Seat A",None Of These Candidates,10
CURRANT 02,"Supreme Court Justice, Seat E",None Of These Candidates,12
CURRANT 02,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",29
CURRANT 02,"U.S. Representative in Congress, District 2","Best, Russell",3
CURRANT 02,"U.S. Representative in Congress, District 2","HELLER, DEAN",35
CURRANT 02,"U.S. Representative in Congress, District 2","Price, Nancy",6
CURRANT 02,U.S. Senate,"Angle, Sharron",35
CURRANT 02,U.S. Senate,"Ashjian, Scott",0
CURRANT 02,U.S. Senate,"Fasano, Tim",1
CURRANT 02,U.S. Senate,"Haines, Michael L.",0
CURRANT 02,U.S. Senate,"Holland, Jesse",0
CURRANT 02,U.S. Senate,None Of These Candidates,1
CURRANT 02,U.S. Senate,"Reeves, Jeffrey C.",2
CURRANT 02,U.S. Senate,"REID, HARRY",4
CURRANT 02,U.S. Senate,"Stand, Wil",0
CURRANT 02,"University Board of Regents, District 8","MELCHER, KEVIN C.",12
CURRANT 02,"University Board of Regents, District 8","PUCCINELLI, MARGARET",22
DUCKWATER 03,Attorney General,"Barrick, Travis",8
DUCKWATER 03,Attorney General,"CORTEZ MASTO, CATHERINE",20
DUCKWATER 03,Attorney General,"Hansen, Joel F.",8
DUCKWATER 03,Attorney General,None Of These Candidates,0
DUCKWATER 03,COUNTY ASSESSOR,"MATSON, SHIRLEY",8
DUCKWATER 03,COUNTY ASSESSOR,"MUSSELMAN, SANDRA M.",28
DUCKWATER 03,COUNTY CLERK,"MERLINO, SANDRA ""SAM""",29
DUCKWATER 03,COUNTY CLERK,"OPATIK, NORMA JEAN",5
DUCKWATER 03,COUNTY RECORDER,"BEATTY, DEBORAH",18
DUCKWATER 03,COUNTY RECORDER,"FOSTER, BYRON P.",16
DUCKWATER 03,County Sheriff - NYE - NonPartisan,"COBEL, SCOTT",13
DUCKWATER 03,County Sheriff - NYE - NonPartisan,"DEMEO, TONY",20
DUCKWATER 03,COUNTY TREASURER,"BUDAHL, GARY S.",25
DUCKWATER 03,COUNTY TREASURER,"MAHER, MICHAEL W.",11
DUCKWATER 03,DISTRICT ATTORNEY,"KENT, RON",18
DUCKWATER 03,DISTRICT ATTORNEY,"KUNZI, BRIAN T.",18
DUCKWATER 03,Governor,"Curtis, David Scott",1
DUCKWATER 03,Governor,"DiSimone, Eugene ""Gino""",1
DUCKWATER 03,Governor,"Fitzgibbons, Floyd",2
DUCKWATER 03,Governor,"Honig, Aaron Y.",2
DUCKWATER 03,Governor,"Lampitt, Jr., Arthur Forest",2
DUCKWATER 03,Governor,None Of These Candidates,2
DUCKWATER 03,Governor,"Reid, Rory",15
DUCKWATER 03,Governor,"Sandoval, Brian",11
DUCKWATER 03,Lieutenant Governor,"Fitzgibbons, Ryan",5
DUCKWATER 03,Lieutenant Governor,"KROLICKI, BRIAN K.",9
DUCKWATER 03,Lieutenant Governor,None Of These Candidates,1
DUCKWATER 03,Lieutenant Governor,"Sferrazza, Jessica",21
DUCKWATER 03,PUBLIC ADMINISTRATOR,"FINLINSON, FALKON",14
DUCKWATER 03,PUBLIC ADMINISTRATOR,"JOKINEN, DONNA J.",22
DUCKWATER 03,Secretary Of State,"Lauer, Rob",7
DUCKWATER 03,Secretary Of State,"MILLER, ROSS",21
DUCKWATER 03,Secretary Of State,None Of These Candidates,1
DUCKWATER 03,Secretary Of State,"Wagner, John",7
DUCKWATER 03,"State Assembly, District 36","GOEDHART, ED",10
DUCKWATER 03,"State Assembly, District 36","HIBBLE, RON",20
DUCKWATER 03,"State Assembly, District 36","VANDERBEEK, DAVID",6
DUCKWATER 03,State Controller,"Herr, Barry",8
DUCKWATER 03,State Controller,"Markowitz, Warren",6
DUCKWATER 03,State Controller,None Of These Candidates,0
DUCKWATER 03,State Controller,"WALLIN, KIM R.",22
DUCKWATER 03,State Treasurer,"Hawkins, Mike",4
DUCKWATER 03,State Treasurer,"MARSHALL, KATE",24
DUCKWATER 03,State Treasurer,"Martin, Steven E.",7
DUCKWATER 03,State Treasurer,None Of These Candidates,1
DUCKWATER 03,"Supreme Court Justice, Seat A","Hardesty, James W.",30
DUCKWATER 03,"Supreme Court Justice, Seat A",None Of These Candidates,6
DUCKWATER 03,"Supreme Court Justice, Seat E",None Of These Candidates,6
DUCKWATER 03,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",28
DUCKWATER 03,"U.S. Representative in Congress, District 2","Best, Russell",5
DUCKWATER 03,"U.S. Representative in Congress, District 2","HELLER, DEAN",18
DUCKWATER 03,"U.S. Representative in Congress, District 2","Price, Nancy",13
DUCKWATER 03,U.S. Senate,"Angle, Sharron",8
DUCKWATER 03,U.S. Senate,"Ashjian, Scott",2
DUCKWATER 03,U.S. Senate,"Fasano, Tim",0
DUCKWATER 03,U.S. Senate,"Haines, Michael L.",0
DUCKWATER 03,U.S. Senate,"Holland, Jesse",1
DUCKWATER 03,U.S. Senate,None Of These Candidates,1
DUCKWATER 03,U.S. Senate,"Reeves, Jeffrey C.",3
DUCKWATER 03,U.S. Senate,"REID, HARRY",21
DUCKWATER 03,U.S. Senate,"Stand, Wil",0
DUCKWATER 03,"University Board of Regents, District 8","MELCHER, KEVIN C.",11
DUCKWATER 03,"University Board of Regents, District 8","PUCCINELLI, MARGARET",23
FORTY BAR 18,Attorney General,"Barrick, Travis",13
FORTY BAR 18,Attorney General,"CORTEZ MASTO, CATHERINE",22
FORTY BAR 18,Attorney General,"Hansen, Joel F.",13
FORTY BAR 18,Attorney General,None Of These Candidates,2
FORTY BAR 18,COUNTY ASSESSOR,"MATSON, SHIRLEY",22
FORTY BAR 18,COUNTY ASSESSOR,"MUSSELMAN, SANDRA M.",27
FORTY BAR 18,COUNTY CLERK,"MERLINO, SANDRA ""SAM""",25
FORTY BAR 18,COUNTY CLERK,"OPATIK, NORMA JEAN",13
FORTY BAR 18,COUNTY RECORDER,"BEATTY, DEBORAH",16
FORTY BAR 18,COUNTY RECORDER,"FOSTER, BYRON P.",20
FORTY BAR 18,County Sheriff - NYE - NonPartisan,"COBEL, SCOTT",24
FORTY BAR 18,County Sheriff - NYE - NonPartisan,"DEMEO, TONY",18
FORTY BAR 18,COUNTY TREASURER,"BUDAHL, GARY S.",26
FORTY BAR 18,COUNTY TREASURER,"MAHER, MICHAEL W.",24
FORTY BAR 18,DISTRICT ATTORNEY,"KENT, RON",29
FORTY BAR 18,DISTRICT ATTORNEY,"KUNZI, BRIAN T.",20
FORTY BAR 18,Governor,"Curtis, David Scott",0
FORTY BAR 18,Governor,"DiSimone, Eugene ""Gino""",1
FORTY BAR 18,Governor,"Fitzgibbons, Floyd",3
FORTY BAR 18,Governor,"Honig, Aaron Y.",0
FORTY BAR 18,Governor,"Lampitt, Jr., Arthur Forest",4
FORTY BAR 18,Governor,None Of These Candidates,3
FORTY BAR 18,Governor,"Reid, Rory",19
FORTY BAR 18,Governor,"Sandoval, Brian",21
FORTY BAR 18,Lieutenant Governor,"Fitzgibbons, Ryan",9
FORTY BAR 18,Lieutenant Governor,"KROLICKI, BRIAN K.",17
FORTY BAR 18,Lieutenant Governor,None Of These Candidates,2
FORTY BAR 18,Lieutenant Governor,"Sferrazza, Jessica",22
FORTY BAR 18,PUBLIC ADMINISTRATOR,"FINLINSON, FALKON",22
FORTY BAR 18,PUBLIC ADMINISTRATOR,"JOKINEN, DONNA J.",23
FORTY BAR 18,Secretary Of State,"Lauer, Rob",10
FORTY BAR 18,Secretary Of State,"MILLER, ROSS",26
FORTY BAR 18,Secretary Of State,None Of These Candidates,5
FORTY BAR 18,Secretary Of State,"Wagner, John",11
FORTY BAR 18,"State Assembly, District 36","GOEDHART, ED",23
FORTY BAR 18,"State Assembly, District 36","HIBBLE, RON",23
FORTY BAR 18,"State Assembly, District 36","VANDERBEEK, DAVID",6
FORTY BAR 18,State Controller,"Herr, Barry",14
FORTY BAR 18,State Controller,"Markowitz, Warren",11
FORTY BAR 18,State Controller,None Of These Candidates,3
FORTY BAR 18,State Controller,"WALLIN, KIM R.",23
FORTY BAR 18,State Treasurer,"Hawkins, Mike",11
FORTY BAR 18,State Treasurer,"MARSHALL, KATE",24
FORTY BAR 18,State Treasurer,"Martin, Steven E.",13
FORTY BAR 18,State Treasurer,None Of These Candidates,3
FORTY BAR 18,"Supreme Court Justice, Seat A","Hardesty, James W.",25
FORTY BAR 18,"Supreme Court Justice, Seat A",None Of These Candidates,19
FORTY BAR 18,"Supreme Court Justice, Seat E",None Of These Candidates,17
FORTY BAR 18,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",27
FORTY BAR 18,"U.S. Representative in Congress, District 2","Best, Russell",6
FORTY BAR 18,"U.S. Representative in Congress, District 2","HELLER, DEAN",20
FORTY BAR 18,"U.S. Representative in Congress, District 2","Price, Nancy",22
FORTY BAR 18,U.S. Senate,"Angle, Sharron",23
FORTY BAR 18,U.S. Senate,"Ashjian, Scott",2
FORTY BAR 18,U.S. Senate,"Fasano, Tim",0
FORTY BAR 18,U.S. Senate,"Haines, Michael L.",0
FORTY BAR 18,U.S. Senate,"Holland, Jesse",2
FORTY BAR 18,U.S. Senate,None Of These Candidates,1
FORTY BAR 18,U.S. Senate,"Reeves, Jeffrey C.",0
FORTY BAR 18,U.S. Senate,"REID, HARRY",24
FORTY BAR 18,U.S. Senate,"Stand, Wil",0
FORTY BAR 18,"University Board of Regents, District 8","MELCHER, KEVIN C.",18
FORTY BAR 18,"University Board of Regents, District 8","PUCCINELLI, MARGARET",18
GABBS 04,Attorney General,"Barrick, Travis",47
GABBS 04,Attorney General,"CORTEZ MASTO, CATHERINE",25
GABBS 04,Attorney General,"Hansen, Joel F.",23
GABBS 04,Attorney General,None Of These Candidates,5
GABBS 04,COUNTY ASSESSOR,"MATSON, SHIRLEY",53
GABBS 04,COUNTY ASSESSOR,"MUSSELMAN, SANDRA M.",46
GABBS 04,COUNTY CLERK,"MERLINO, SANDRA ""SAM""",73
GABBS 04,COUNTY CLERK,"OPATIK, NORMA JEAN",21
GABBS 04,COUNTY RECORDER,"BEATTY, DEBORAH",63
GABBS 04,COUNTY RECORDER,"FOSTER, BYRON P.",32
GABBS 04,County Sheriff - NYE - NonPartisan,"COBEL, SCOTT",59
GABBS 04,County Sheriff - NYE - NonPartisan,"DEMEO, TONY",39
GABBS 04,COUNTY TREASURER,"BUDAHL, GARY S.",38
GABBS 04,COUNTY TREASURER,"MAHER, MICHAEL W.",60
GABBS 04,DISTRICT ATTORNEY,"KENT, RON",63
GABBS 04,DISTRICT ATTORNEY,"KUNZI, BRIAN T.",37
GABBS 04,Governor,"Curtis, David Scott",1
GABBS 04,Governor,"DiSimone, Eugene ""Gino""",3
GABBS 04,Governor,"Fitzgibbons, Floyd",7
GABBS 04,Governor,"Honig, Aaron Y.",0
GABBS 04,Governor,"Lampitt, Jr., Arthur Forest",3
GABBS 04,Governor,None Of These Candidates,2
GABBS 04,Governor,"Reid, Rory",18
GABBS 04,Governor,"Sandoval, Brian",66
GABBS 04,Lieutenant Governor,"Fitzgibbons, Ryan",7
GABBS 04,Lieutenant Governor,"KROLICKI, BRIAN K.",60
GABBS 04,Lieutenant Governor,None Of These Candidates,5
GABBS 04,Lieutenant Governor,"Sferrazza, Jessica",29
GABBS 04,PUBLIC ADMINISTRATOR,"FINLINSON, FALKON",58
GABBS 04,PUBLIC ADMINISTRATOR,"JOKINEN, DONNA J.",37
GABBS 04,Secretary Of State,"Lauer, Rob",49
GABBS 04,Secretary Of State,"MILLER, ROSS",30
GABBS 04,Secretary Of State,None Of These Candidates,7
GABBS 04,Secretary Of State,"Wagner, John",15
GABBS 04,"State Assembly, District 36","GOEDHART, ED",58
GABBS 04,"State Assembly, District 36","HIBBLE, RON",29
GABBS 04,"State Assembly, District 36","VANDERBEEK, DAVID",13
GABBS 04,State Controller,"Herr, Barry",52
GABBS 04,State Controller,"Markowitz, Warren",11
GABBS 04,State Controller,None Of These Candidates,2
GABBS 04,State Controller,"WALLIN, KIM R.",34
GABBS 04,State Treasurer,"Hawkins, Mike",14
GABBS 04,State Treasurer,"MARSHALL, KATE",34
GABBS 04,State Treasurer,"Martin, Steven E.",50
GABBS 04,State Treasurer,None Of These Candidates,2
GABBS 04,"Supreme Court Justice, Seat A","Hardesty, James W.",72
GABBS 04,"Supreme Court Justice, Seat A",None Of These Candidates,27
GABBS 04,"Supreme Court Justice, Seat E",None Of These Candidates,31
GABBS 04,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",66
GABBS 04,"U.S. Representative in Congress, District 2","Best, Russell",11
GABBS 04,"U.S. Representative in Congress, District 2","HELLER, DEAN",71
GABBS 04,"U.S. Representative in Congress, District 2","Price, Nancy",19
GABBS 04,U.S. Senate,"Angle, Sharron",52
GABBS 04,U.S. Senate,"Ashjian, Scott",7
GABBS 04,U.S. Senate,"Fasano, Tim",1
GABBS 04,U.S. Senate,"Haines, Michael L.",0
GABBS 04,U.S. Senate,"Holland, Jesse",1
GABBS 04,U.S. Senate,None Of These Candidates,11
GABBS 04,U.S. Senate,"Reeves, Jeffrey C.",1
GABBS 04,U.S. Senate,"REID, HARRY",24
GABBS 04,U.S. Senate,"Stand, Wil",2
GABBS 04,"University Board of Regents, District 8","MELCHER, KEVIN C.",43
GABBS 04,"University Board of Regents, District 8","PUCCINELLI, MARGARET",50
IONE 05,Attorney General,"Barrick, Travis",3
IONE 05,Attorney General,"CORTEZ MASTO, CATHERINE",12
IONE 05,Attorney General,"Hansen, Joel F.",1
IONE 05,Attorney General,None Of These Candidates,1
IONE 05,COUNTY ASSESSOR,"MATSON, SHIRLEY",4
IONE 05,COUNTY ASSESSOR,"MUSSELMAN, SANDRA M.",12
IONE 05,COUNTY CLERK,"MERLINO, SANDRA ""SAM""",11
IONE 05,COUNTY CLERK,"OPATIK, NORMA JEAN",4
IONE 05,COUNTY RECORDER,"BEATTY, DEBORAH",8
IONE 05,COUNTY RECORDER,"FOSTER, BYRON P.",7
IONE 05,County Sheriff - NYE - NonPartisan,"COBEL, SCOTT",6
IONE 05,County Sheriff - NYE - NonPartisan,"DEMEO, TONY",10
IONE 05,COUNTY TREASURER,"BUDAHL, GARY S.",10
IONE 05,COUNTY TREASURER,"MAHER, MICHAEL W.",6
IONE 05,DISTRICT ATTORNEY,"KENT, RON",5
IONE 05,DISTRICT ATTORNEY,"KUNZI, BRIAN T.",11
IONE 05,Governor,"Curtis, David Scott",1
IONE 05,Governor,"DiSimone, Eugene ""Gino""",0
IONE 05,Governor,"Fitzgibbons, Floyd",0
IONE 05,Governor,"Honig, Aaron Y.",0
IONE 05,Governor,"Lampitt, Jr., Arthur Forest",0
IONE 05,Governor,None Of These Candidates,1
IONE 05,Governor,"Reid, Rory",8
IONE 05,Governor,"Sandoval, Brian",7
IONE 05,Lieutenant Governor,"Fitzgibbons, Ryan",1
IONE 05,Lieutenant Governor,"KROLICKI, BRIAN K.",3
IONE 05,Lieutenant Governor,None Of These Candidates,0
IONE 05,Lieutenant Governor,"Sferrazza, Jessica",13
IONE 05,PUBLIC ADMINISTRATOR,"FINLINSON, FALKON",3
IONE 05,PUBLIC ADMINISTRATOR,"JOKINEN, DONNA J.",13
IONE 05,Secretary Of State,"Lauer, Rob",4
IONE 05,Secretary Of State,"MILLER, ROSS",10
IONE 05,Secretary Of State,None Of These Candidates,0
IONE 05,Secretary Of State,"Wagner, John",3
IONE 05,"State Assembly, District 36","GOEDHART, ED",5
IONE 05,"State Assembly, District 36","HIBBLE, RON",10
IONE 05,"State Assembly, District 36","VANDERBEEK, DAVID",1
IONE 05,State Controller,"Herr, Barry",5
IONE 05,State Controller,"Markowitz, Warren",1
IONE 05,State Controller,None Of These Candidates,1
IONE 05,State Controller,"WALLIN, KIM R.",10
IONE 05,State Treasurer,"Hawkins, Mike",1
IONE 05,State Treasurer,"MARSHALL, KATE",10
IONE 05,State Treasurer,"Martin, Steven E.",5
IONE 05,State Treasurer,None Of These Candidates,1
IONE 05,"Supreme Court Justice, Seat A","Hardesty, James W.",8
IONE 05,"Supreme Court Justice, Seat A",None Of These Candidates,8
IONE 05,"Supreme Court Justice, Seat E",None Of These Candidates,8
IONE 05,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",8
