precinct,office,candidate,votes
Precinct 01 (Ballot Styl,State Controller (Republican),"Herr, Barry",68
Precinct 01 (Ballot Styl,State Controller (Republican),None Of These Candidates,73
Precinct 01 (Ballot Styl,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Denis ""Sam""",7
Precinct 01 (Ballot Styl,"U.S. Representative in Congress, District 2 (Democratic)","McKenna, Ken",33
Precinct 01 (Ballot Styl,"U.S. Representative in Congress, District 2 (Democratic)","Price, Nancy",27
Precinct 01 (Ballot Styl,"U.S. Representative in Congress, District 2 (Republican)","Colletti, Patrick J.",47
Precinct 01 (Ballot Styl,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",178
Precinct 01 (Ballot Styl,United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",1
Precinct 01 (Ballot Styl,United States Senator (Democratic),"Miller, Alex",13
Precinct 01 (Ballot Styl,United States Senator (Democratic),None Of These Candidates,21
Precinct 01 (Ballot Styl,United States Senator (Democratic),"Poliak, Carlo",1
Precinct 01 (Ballot Styl,United States Senator (Democratic),"Reid, Harry",40
Precinct 01 (Ballot Styl,United States Senator (Republican),"Angle, Sharron",66
Precinct 01 (Ballot Styl,United States Senator (Republican),"Bernstein, Gary",3
Precinct 01 (Ballot Styl,United States Senator (Republican),"Chachas, John",20
Precinct 01 (Ballot Styl,United States Senator (Republican),"Christensen, Chad",0
Precinct 01 (Ballot Styl,United States Senator (Republican),"Lowden, Sue",53
Precinct 01 (Ballot Styl,United States Senator (Republican),"Mabey, Garn",0
Precinct 01 (Ballot Styl,United States Senator (Republican),"Marinch, Gary",1
Precinct 01 (Ballot Styl,United States Senator (Republican),"Nadell, Brian",0
Precinct 01 (Ballot Styl,United States Senator (Republican),None Of These Candidates,8
Precinct 01 (Ballot Styl,United States Senator (Republican),"Parson, Bill",3
Precinct 01 (Ballot Styl,United States Senator (Republican),"Stern, Cecilia",1
Precinct 01 (Ballot Styl,United States Senator (Republican),"Suominen, Terry",0
Precinct 01 (Ballot Styl,United States Senator (Republican),"Tarkanian, Danny",71
Precinct 01 (Ballot Styl,"University Board of Regents, District  8 (Nonpartisan)","FEEST, MARK",146
Precinct 01 (Ballot Styl,"University Board of Regents, District  8 (Nonpartisan)","MELCHER, KEVIN C.",58
Precinct 01 (Ballot Styl,"University Board of Regents, District  8 (Nonpartisan)","PUCCINELLI, MARGARET",99
Precinct 02 (Ballot Styl,Attorney General (Republican),"Barrick, Travis",63
Precinct 02 (Ballot Styl,Attorney General (Republican),"Hafter, Jacob",38
Precinct 02 (Ballot Styl,Attorney General (Republican),None Of These Candidates,35
Precinct 02 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"BIRD, BRANDON",68
Precinct 02 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"GAILEY, DENNIS K.",80
Precinct 02 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"GENT, RICH",104
Precinct 02 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"HENDRIX, CLAY",63
Precinct 02 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"HYDE, MATT",83
Precinct 02 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"JOHNSON, DESTRY",46
Precinct 02 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"LAMMEL, JODY",68
Precinct 02 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"LUDLOW, MIKE",71
Precinct 02 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"MCFARLANE, NONA",105
Precinct 02 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"NELSEN, WENDY WAGNER",74
Precinct 02 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"SMACK, JAMES",47
Precinct 02 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"SOMMER, JACOB",64
Precinct 02 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"WIDEMAN, RICH",20
Precinct 02 (Ballot Styl,COUNTY ASSESSOR (Republican),"ACKERMAN, VINCE",31
Precinct 02 (Ballot Styl,COUNTY ASSESSOR (Republican),"GREEN, NORMA J.",110
Precinct 02 (Ballot Styl,County Comm Dist. 2 (CW) (Republican),"CROWDER, STEVE",36
Precinct 02 (Ballot Styl,County Comm Dist. 2 (CW) (Republican),"OLSEN, PETE",79
Precinct 02 (Ballot Styl,County Comm Dist. 2 (CW) (Republican),"TEWELL, JOHN",26
Precinct 02 (Ballot Styl,COUNTY RECORDER (Republican),"CROWDER, ART",44
Precinct 02 (Ballot Styl,COUNTY RECORDER (Republican),"SIMS, JOAN",93
Precinct 02 (Ballot Styl,Governor (Democratic),"Conquest, Frederick L.",16
Precinct 02 (Ballot Styl,Governor (Democratic),None Of These Candidates,21
Precinct 02 (Ballot Styl,Governor (Democratic),"Reid, Rory",37
Precinct 02 (Ballot Styl,Governor (Republican),"Atwood, Tony",2
Precinct 02 (Ballot Styl,Governor (Republican),"GIBBONS, JIM",41
Precinct 02 (Ballot Styl,Governor (Republican),"Lusak, Stanleigh Harold",6
Precinct 02 (Ballot Styl,Governor (Republican),"Montandon, Michael L.",10
Precinct 02 (Ballot Styl,Governor (Republican),None Of These Candidates,4
Precinct 02 (Ballot Styl,Governor (Republican),"Sandoval, Brian",79
Precinct 02 (Ballot Styl,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",8
Precinct 02 (Ballot Styl,Lieutenant Governor (Democratic),"Murad, Paul",8
Precinct 02 (Ballot Styl,Lieutenant Governor (Democratic),None Of These Candidates,10
Precinct 02 (Ballot Styl,Lieutenant Governor (Democratic),"Randazzo, Robert S.",3
Precinct 02 (Ballot Styl,Lieutenant Governor (Democratic),"Sferrazza, Jessica",44
Precinct 02 (Ballot Styl,Lieutenant Governor (Republican),"Krolicki, Brian",100
Precinct 02 (Ballot Styl,Lieutenant Governor (Republican),None Of These Candidates,13
Precinct 02 (Ballot Styl,Lieutenant Governor (Republican),"Woollen, Barbara Lee",28
Precinct 02 (Ballot Styl,Sheriff - CHURCHILL - NP (Nonpartisan),"EAST, RAY",10
Precinct 02 (Ballot Styl,Sheriff - CHURCHILL - NP (Nonpartisan),"GIOVE, TONY",13
Precinct 02 (Ballot Styl,Sheriff - CHURCHILL - NP (Nonpartisan),"INGRAM, RICHARD",77
Precinct 02 (Ballot Styl,Sheriff - CHURCHILL - NP (Nonpartisan),"TROTTER, BENJAMIN D.",78
Precinct 02 (Ballot Styl,Sheriff - CHURCHILL - NP (Nonpartisan),"WARD, DANIEL P.",14
Precinct 02 (Ballot Styl,Sheriff - CHURCHILL - NP (Nonpartisan),"WHITTEN, WAYNE",52
Precinct 02 (Ballot Styl,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",213
Precinct 02 (Ballot Styl,State Controller (Republican),"Dagani, Gregory Nance",44
Precinct 02 (Ballot Styl,State Controller (Republican),"Herr, Barry",61
Precinct 02 (Ballot Styl,State Controller (Republican),None Of These Candidates,32
Precinct 02 (Ballot Styl,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Denis ""Sam""",8
Precinct 02 (Ballot Styl,"U.S. Representative in Congress, District 2 (Democratic)","McKenna, Ken",26
Precinct 02 (Ballot Styl,"U.S. Representative in Congress, District 2 (Democratic)","Price, Nancy",30
Precinct 02 (Ballot Styl,"U.S. Representative in Congress, District 2 (Republican)","Colletti, Patrick J.",21
Precinct 02 (Ballot Styl,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",120
Precinct 02 (Ballot Styl,United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",5
Precinct 02 (Ballot Styl,United States Senator (Democratic),"Miller, Alex",11
Precinct 02 (Ballot Styl,United States Senator (Democratic),None Of These Candidates,14
Precinct 02 (Ballot Styl,United States Senator (Democratic),"Poliak, Carlo",2
Precinct 02 (Ballot Styl,United States Senator (Democratic),"Reid, Harry",42
Precinct 02 (Ballot Styl,United States Senator (Republican),"Angle, Sharron",47
Precinct 02 (Ballot Styl,United States Senator (Republican),"Bernstein, Gary",0
Precinct 02 (Ballot Styl,United States Senator (Republican),"Chachas, John",3
Precinct 02 (Ballot Styl,United States Senator (Republican),"Christensen, Chad",1
Precinct 02 (Ballot Styl,United States Senator (Republican),"Lowden, Sue",37
Precinct 02 (Ballot Styl,United States Senator (Republican),"Mabey, Garn",0
Precinct 02 (Ballot Styl,United States Senator (Republican),"Marinch, Gary",0
Precinct 02 (Ballot Styl,United States Senator (Republican),"Nadell, Brian",0
Precinct 02 (Ballot Styl,United States Senator (Republican),None Of These Candidates,3
Precinct 02 (Ballot Styl,United States Senator (Republican),"Parson, Bill",5
Precinct 02 (Ballot Styl,United States Senator (Republican),"Stern, Cecilia",2
Precinct 02 (Ballot Styl,United States Senator (Republican),"Suominen, Terry",0
Precinct 02 (Ballot Styl,United States Senator (Republican),"Tarkanian, Danny",45
Precinct 02 (Ballot Styl,"University Board of Regents, District  8 (Nonpartisan)","FEEST, MARK",97
Precinct 02 (Ballot Styl,"University Board of Regents, District  8 (Nonpartisan)","MELCHER, KEVIN C.",48
Precinct 02 (Ballot Styl,"University Board of Regents, District  8 (Nonpartisan)","PUCCINELLI, MARGARET",79
Precinct 03 (Ballot Styl,Attorney General (Republican),"Barrick, Travis",55
Precinct 03 (Ballot Styl,Attorney General (Republican),"Hafter, Jacob",34
Precinct 03 (Ballot Styl,Attorney General (Republican),None Of These Candidates,52
Precinct 03 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"BIRD, BRANDON",73
Precinct 03 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"GAILEY, DENNIS K.",112
Precinct 03 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"GENT, RICH",107
Precinct 03 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"HENDRIX, CLAY",72
Precinct 03 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"HYDE, MATT",82
Precinct 03 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"JOHNSON, DESTRY",49
Precinct 03 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"LAMMEL, JODY",64
Precinct 03 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"LUDLOW, MIKE",108
Precinct 03 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"MCFARLANE, NONA",107
Precinct 03 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"NELSEN, WENDY WAGNER",54
Precinct 03 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"SMACK, JAMES",49
Precinct 03 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"SOMMER, JACOB",80
Precinct 03 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"WIDEMAN, RICH",16
Precinct 03 (Ballot Styl,COUNTY ASSESSOR (Republican),"ACKERMAN, VINCE",19
Precinct 03 (Ballot Styl,COUNTY ASSESSOR (Republican),"GREEN, NORMA J.",132
Precinct 03 (Ballot Styl,County Comm Dist. 2 (CW) (Republican),"CROWDER, STEVE",18
Precinct 03 (Ballot Styl,County Comm Dist. 2 (CW) (Republican),"OLSEN, PETE",108
Precinct 03 (Ballot Styl,County Comm Dist. 2 (CW) (Republican),"TEWELL, JOHN",27
Precinct 03 (Ballot Styl,COUNTY RECORDER (Republican),"CROWDER, ART",46
Precinct 03 (Ballot Styl,COUNTY RECORDER (Republican),"SIMS, JOAN",102
Precinct 03 (Ballot Styl,Governor (Democratic),"Conquest, Frederick L.",20
Precinct 03 (Ballot Styl,Governor (Democratic),None Of These Candidates,23
Precinct 03 (Ballot Styl,Governor (Democratic),"Reid, Rory",44
Precinct 03 (Ballot Styl,Governor (Republican),"Atwood, Tony",3
Precinct 03 (Ballot Styl,Governor (Republican),"GIBBONS, JIM",42
Precinct 03 (Ballot Styl,Governor (Republican),"Lusak, Stanleigh Harold",0
Precinct 03 (Ballot Styl,Governor (Republican),"Montandon, Michael L.",16
Precinct 03 (Ballot Styl,Governor (Republican),None Of These Candidates,8
Precinct 03 (Ballot Styl,Governor (Republican),"Sandoval, Brian",87
Precinct 03 (Ballot Styl,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",9
Precinct 03 (Ballot Styl,Lieutenant Governor (Democratic),"Murad, Paul",13
Precinct 03 (Ballot Styl,Lieutenant Governor (Democratic),None Of These Candidates,4
Precinct 03 (Ballot Styl,Lieutenant Governor (Democratic),"Randazzo, Robert S.",4
Precinct 03 (Ballot Styl,Lieutenant Governor (Democratic),"Sferrazza, Jessica",57
Precinct 03 (Ballot Styl,Lieutenant Governor (Republican),"Krolicki, Brian",119
Precinct 03 (Ballot Styl,Lieutenant Governor (Republican),None Of These Candidates,18
Precinct 03 (Ballot Styl,Lieutenant Governor (Republican),"Woollen, Barbara Lee",16
Precinct 03 (Ballot Styl,Sheriff - CHURCHILL - NP (Nonpartisan),"EAST, RAY",8
Precinct 03 (Ballot Styl,Sheriff - CHURCHILL - NP (Nonpartisan),"GIOVE, TONY",8
Precinct 03 (Ballot Styl,Sheriff - CHURCHILL - NP (Nonpartisan),"INGRAM, RICHARD",74
Precinct 03 (Ballot Styl,Sheriff - CHURCHILL - NP (Nonpartisan),"TROTTER, BENJAMIN D.",94
Precinct 03 (Ballot Styl,Sheriff - CHURCHILL - NP (Nonpartisan),"WARD, DANIEL P.",19
Precinct 03 (Ballot Styl,Sheriff - CHURCHILL - NP (Nonpartisan),"WHITTEN, WAYNE",66
Precinct 03 (Ballot Styl,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",224
Precinct 03 (Ballot Styl,State Controller (Republican),"Dagani, Gregory Nance",31
Precinct 03 (Ballot Styl,State Controller (Republican),"Herr, Barry",51
Precinct 03 (Ballot Styl,State Controller (Republican),None Of These Candidates,59
Precinct 03 (Ballot Styl,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Denis ""Sam""",6
Precinct 03 (Ballot Styl,"U.S. Representative in Congress, District 2 (Democratic)","McKenna, Ken",53
Precinct 03 (Ballot Styl,"U.S. Representative in Congress, District 2 (Democratic)","Price, Nancy",27
Precinct 03 (Ballot Styl,"U.S. Representative in Congress, District 2 (Republican)","Colletti, Patrick J.",21
Precinct 03 (Ballot Styl,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",133
Precinct 03 (Ballot Styl,United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",4
Precinct 03 (Ballot Styl,United States Senator (Democratic),"Miller, Alex",10
Precinct 03 (Ballot Styl,United States Senator (Democratic),None Of These Candidates,14
Precinct 03 (Ballot Styl,United States Senator (Democratic),"Poliak, Carlo",7
Precinct 03 (Ballot Styl,United States Senator (Democratic),"Reid, Harry",52
Precinct 03 (Ballot Styl,United States Senator (Republican),"Angle, Sharron",63
Precinct 03 (Ballot Styl,United States Senator (Republican),"Bernstein, Gary",0
Precinct 03 (Ballot Styl,United States Senator (Republican),"Chachas, John",13
Precinct 03 (Ballot Styl,United States Senator (Republican),"Christensen, Chad",4
Precinct 03 (Ballot Styl,United States Senator (Republican),"Lowden, Sue",18
Precinct 03 (Ballot Styl,United States Senator (Republican),"Mabey, Garn",0
Precinct 03 (Ballot Styl,United States Senator (Republican),"Marinch, Gary",0
Precinct 03 (Ballot Styl,United States Senator (Republican),"Nadell, Brian",0
Precinct 03 (Ballot Styl,United States Senator (Republican),None Of These Candidates,8
Precinct 03 (Ballot Styl,United States Senator (Republican),"Parson, Bill",4
Precinct 03 (Ballot Styl,United States Senator (Republican),"Stern, Cecilia",1
Precinct 03 (Ballot Styl,United States Senator (Republican),"Suominen, Terry",0
Precinct 03 (Ballot Styl,United States Senator (Republican),"Tarkanian, Danny",45
Precinct 03 (Ballot Styl,"University Board of Regents, District  8 (Nonpartisan)","FEEST, MARK",103
Precinct 03 (Ballot Styl,"University Board of Regents, District  8 (Nonpartisan)","MELCHER, KEVIN C.",61
Precinct 03 (Ballot Styl,"University Board of Regents, District  8 (Nonpartisan)","PUCCINELLI, MARGARET",88
Precinct 04 (Ballot Styl,Attorney General (Republican),"Barrick, Travis",48
Precinct 04 (Ballot Styl,Attorney General (Republican),"Hafter, Jacob",43
Precinct 04 (Ballot Styl,Attorney General (Republican),None Of These Candidates,33
Precinct 04 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"BIRD, BRANDON",53
Precinct 04 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"GAILEY, DENNIS K.",82
Precinct 04 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"GENT, RICH",88
Precinct 04 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"HENDRIX, CLAY",56
Precinct 04 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"HYDE, MATT",67
Precinct 04 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"JOHNSON, DESTRY",35
Precinct 04 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"LAMMEL, JODY",74
Precinct 04 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"LUDLOW, MIKE",50
Precinct 04 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"MCFARLANE, NONA",89
Precinct 04 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"NELSEN, WENDY WAGNER",62
Precinct 04 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"SMACK, JAMES",66
Precinct 04 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"SOMMER, JACOB",47
Precinct 04 (Ballot Styl,Board of School Trustees - vf 4 (Nonpartisan),"WIDEMAN, RICH",33
Precinct 04 (Ballot Styl,COUNTY ASSESSOR (Republican),"ACKERMAN, VINCE",25
Precinct 04 (Ballot Styl,COUNTY ASSESSOR (Republican),"GREEN, NORMA J.",104
Precinct 04 (Ballot Styl,County Comm Dist. 2 (CW) (Republican),"CROWDER, STEVE",16
Precinct 04 (Ballot Styl,County Comm Dist. 2 (CW) (Republican),"OLSEN, PETE",70
Precinct 04 (Ballot Styl,County Comm Dist. 2 (CW) (Republican),"TEWELL, JOHN",44
Precinct 04 (Ballot Styl,COUNTY RECORDER (Republican),"CROWDER, ART",42
Precinct 04 (Ballot Styl,COUNTY RECORDER (Republican),"SIMS, JOAN",83
Precinct 04 (Ballot Styl,Governor (Democratic),"Conquest, Frederick L.",20
Precinct 04 (Ballot Styl,Governor (Democratic),None Of These Candidates,21
Precinct 04 (Ballot Styl,Governor (Democratic),"Reid, Rory",24
Precinct 04 (Ballot Styl,Governor (Republican),"Atwood, Tony",0
Precinct 04 (Ballot Styl,Governor (Republican),"GIBBONS, JIM",39
Precinct 04 (Ballot Styl,Governor (Republican),"Lusak, Stanleigh Harold",2
Precinct 04 (Ballot Styl,Governor (Republican),"Montandon, Michael L.",12
Precinct 04 (Ballot Styl,Governor (Republican),None Of These Candidates,8
Precinct 04 (Ballot Styl,Governor (Republican),"Sandoval, Brian",71
Precinct 04 (Ballot Styl,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",6
Precinct 04 (Ballot Styl,Lieutenant Governor (Democratic),"Murad, Paul",10
Precinct 04 (Ballot Styl,Lieutenant Governor (Democratic),None Of These Candidates,12
Precinct 04 (Ballot Styl,Lieutenant Governor (Democratic),"Randazzo, Robert S.",2
Precinct 04 (Ballot Styl,Lieutenant Governor (Democratic),"Sferrazza, Jessica",36
Precinct 04 (Ballot Styl,Lieutenant Governor (Republican),"Krolicki, Brian",90
Precinct 04 (Ballot Styl,Lieutenant Governor (Republican),None Of These Candidates,12
Precinct 04 (Ballot Styl,Lieutenant Governor (Republican),"Woollen, Barbara Lee",26
Precinct 04 (Ballot Styl,Sheriff - CHURCHILL - NP (Nonpartisan),"EAST, RAY",9
Precinct 04 (Ballot Styl,Sheriff - CHURCHILL - NP (Nonpartisan),"GIOVE, TONY",18
Precinct 04 (Ballot Styl,Sheriff - CHURCHILL - NP (Nonpartisan),"INGRAM, RICHARD",55
Precinct 04 (Ballot Styl,Sheriff - CHURCHILL - NP (Nonpartisan),"TROTTER, BENJAMIN D.",94
Precinct 04 (Ballot Styl,Sheriff - CHURCHILL - NP (Nonpartisan),"WARD, DANIEL P.",15
Precinct 04 (Ballot Styl,Sheriff - CHURCHILL - NP (Nonpartisan),"WHITTEN, WAYNE",34
Precinct 04 (Ballot Styl,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",186
Precinct 04 (Ballot Styl,State Controller (Republican),"Dagani, Gregory Nance",34
Precinct 04 (Ballot Styl,State Controller (Republican),"Herr, Barry",47
Precinct 04 (Ballot Styl,State Controller (Republican),None Of These Candidates,39
Precinct 04 (Ballot Styl,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Denis ""Sam""",6
Precinct 04 (Ballot Styl,"U.S. Representative in Congress, District 2 (Democratic)","McKenna, Ken",35
Precinct 04 (Ballot Styl,"U.S. Representative in Congress, District 2 (Democratic)","Price, Nancy",19
Precinct 04 (Ballot Styl,"U.S. Representative in Congress, District 2 (Republican)","Colletti, Patrick J.",29
Precinct 04 (Ballot Styl,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",99
Precinct 04 (Ballot Styl,United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",4
Precinct 04 (Ballot Styl,United States Senator (Democratic),"Miller, Alex",18
Precinct 04 (Ballot Styl,United States Senator (Democratic),None Of These Candidates,13
Precinct 04 (Ballot Styl,United States Senator (Democratic),"Poliak, Carlo",1
Precinct 04 (Ballot Styl,United States Senator (Democratic),"Reid, Harry",30
Precinct 04 (Ballot Styl,United States Senator (Republican),"Angle, Sharron",43
Precinct 04 (Ballot Styl,United States Senator (Republican),"Bernstein, Gary",0
Precinct 04 (Ballot Styl,United States Senator (Republican),"Chachas, John",10
Precinct 04 (Ballot Styl,United States Senator (Republican),"Christensen, Chad",4
Precinct 04 (Ballot Styl,United States Senator (Republican),"Lowden, Sue",16
Precinct 04 (Ballot Styl,United States Senator (Republican),"Mabey, Garn",0
Precinct 04 (Ballot Styl,United States Senator (Republican),"Marinch, Gary",0
Precinct 04 (Ballot Styl,United States Senator (Republican),"Nadell, Brian",0
Precinct 04 (Ballot Styl,United States Senator (Republican),None Of These Candidates,7
Precinct 04 (Ballot Styl,United States Senator (Republican),"Parson, Bill",5
Precinct 04 (Ballot Styl,United States Senator (Republican),"Stern, Cecilia",0
Precinct 04 (Ballot Styl,United States Senator (Republican),"Suominen, Terry",0
Precinct 05 (Ballot Styl,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",211
Precinct 05 (Ballot Styl,State Controller (Republican),"Dagani, Gregory Nance",38
Precinct 05 (Ballot Styl,State Controller (Republican),"Herr, Barry",50
Precinct 05 (Ballot Styl,State Controller (Republican),None Of These Candidates,35
Precinct 05 (Ballot Styl,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Denis ""Sam""",7
Precinct 05 (Ballot Styl,"U.S. Representative in Congress, District 2 (Democratic)","McKenna, Ken",41
Precinct 05 (Ballot Styl,"U.S. Representative in Congress, District 2 (Democratic)","Price, Nancy",24
