precinct,office,candidate,votes
Precinct 1,United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",3
Precinct 1,United States Senator (Democratic),"Miller, Alex",13
Precinct 1,United States Senator (Democratic),None Of These Candidates,11
Precinct 1,United States Senator (Democratic),"Poliak, Carlo",2
Precinct 1,United States Senator (Democratic),"Reid, Harry",10
Precinct 1,United States Senator (Republican),"Angle, Sharron",17
Precinct 1,United States Senator (Republican),"Bernstein, Gary",1
Precinct 1,United States Senator (Republican),"Chachas, John",3
Precinct 1,United States Senator (Republican),"Christensen, Chad",5
Precinct 1,United States Senator (Republican),"Lowden, Sue",23
Precinct 1,United States Senator (Republican),"Mabey, Garn",0
Precinct 1,United States Senator (Republican),"Marinch, Gary",0
Precinct 1,United States Senator (Republican),"Nadell, Brian",0
Precinct 1,United States Senator (Republican),None Of These Candidates,5
Precinct 1,United States Senator (Republican),"Parson, Bill",1
Precinct 1,United States Senator (Republican),"Stern, Cecilia",0
Precinct 1,United States Senator (Republican),"Suominen, Terry",0
Precinct 1,United States Senator (Republican),"Tarkanian, Danny",24
Precinct 1,"University Board of Regents, District  8 (Nonpartisan)","FEEST, MARK",17
Precinct 1,"University Board of Regents, District  8 (Nonpartisan)","MELCHER, KEVIN C.",53
Precinct 1,"University Board of Regents, District  8 (Nonpartisan)","PUCCINELLI, MARGARET",40
Precinct 2,Attorney General (Republican),"Barrick, Travis",7
Precinct 2,Attorney General (Republican),"Hafter, Jacob",6
Precinct 2,Attorney General (Republican),None Of These Candidates,1
Precinct 2,DISTRICT ATTORNEY (Republican),"ARABIA, CHRISTOPHER",9
Precinct 2,DISTRICT ATTORNEY (Republican),"LAWSON, ANDRE",5
Precinct 2,Governor (Democratic),"Conquest, Frederick L.",
Precinct 2,Governor (Democratic),None Of These Candidates,
Precinct 2,Governor (Democratic),"Reid, Rory",
Precinct 2,Governor (Republican),"Atwood, Tony",1
Precinct 2,Governor (Republican),"GIBBONS, JIM",3
Precinct 2,Governor (Republican),"Lusak, Stanleigh Harold",0
Precinct 2,Governor (Republican),"Montandon, Michael L.",2
Precinct 2,Governor (Republican),None Of These Candidates,0
Precinct 2,Governor (Republican),"Sandoval, Brian",8
Precinct 2,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",
Precinct 2,Lieutenant Governor (Democratic),"Murad, Paul",
Precinct 2,Lieutenant Governor (Democratic),None Of These Candidates,
Precinct 2,Lieutenant Governor (Democratic),"Randazzo, Robert S.",
Precinct 2,Lieutenant Governor (Democratic),"Sferrazza, Jessica",
Precinct 2,Lieutenant Governor (Republican),"Krolicki, Brian",9
Precinct 2,Lieutenant Governor (Republican),None Of These Candidates,1
Precinct 2,Lieutenant Governor (Republican),"Woollen, Barbara Lee",4
Precinct 2,"School Board Trustee, Seat A (Nonpartisan)","BROADBENT, ROBERT",16
Precinct 2,"School Board Trustee, Seat C (Nonpartisan)","HARTMAN, FREDERICK N.",16
Precinct 2,"School Board Trustee, Seat E (Nonpartisan)","DOWERS, ROBERT",16
Precinct 2,Sheriff - ESMERALDA (Nonpartisan),"ELGAN, KENNETH N.",14
Precinct 2,"State Assembly, District 36 (Democratic)","HIBBLE, RON",
Precinct 2,"State Assembly, District 36 (Democratic)","SCHIFFMAN, HARRY J.",
Precinct 2,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",15
Precinct 2,State Controller (Republican),"Dagani, Gregory Nance",2
Precinct 2,State Controller (Republican),"Herr, Barry",10
Precinct 2,State Controller (Republican),None Of These Candidates,2
Precinct 2,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Denis ""Sam""",
Precinct 2,"U.S. Representative in Congress, District 2 (Democratic)","McKenna, Ken",
Precinct 2,"U.S. Representative in Congress, District 2 (Democratic)","Price, Nancy",
Precinct 2,"U.S. Representative in Congress, District 2 (Republican)","Colletti, Patrick J.",1
Precinct 2,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",13
Precinct 2,United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",
Precinct 2,United States Senator (Democratic),"Miller, Alex",
Precinct 2,United States Senator (Democratic),None Of These Candidates,
Precinct 2,United States Senator (Democratic),"Poliak, Carlo",
Precinct 2,United States Senator (Democratic),"Reid, Harry",
Precinct 2,United States Senator (Republican),"Angle, Sharron",3
Precinct 2,United States Senator (Republican),"Bernstein, Gary",0
Precinct 2,United States Senator (Republican),"Chachas, John",0
Precinct 2,United States Senator (Republican),"Christensen, Chad",0
Precinct 2,United States Senator (Republican),"Lowden, Sue",6
Precinct 2,United States Senator (Republican),"Mabey, Garn",0
Precinct 2,United States Senator (Republican),"Marinch, Gary",0
Precinct 2,United States Senator (Republican),"Nadell, Brian",0
Precinct 2,United States Senator (Republican),None Of These Candidates,0
Precinct 2,United States Senator (Republican),"Parson, Bill",0
Precinct 2,United States Senator (Republican),"Stern, Cecilia",0
Precinct 2,United States Senator (Republican),"Suominen, Terry",0
Precinct 2,United States Senator (Republican),"Tarkanian, Danny",5
Precinct 2,"University Board of Regents, District  8 (Nonpartisan)","FEEST, MARK",0
Precinct 2,"University Board of Regents, District  8 (Nonpartisan)","MELCHER, KEVIN C.",8
Precinct 2,"University Board of Regents, District  8 (Nonpartisan)","PUCCINELLI, MARGARET",10
Precinct 3,Attorney General (Republican),"Barrick, Travis",24
Precinct 3,Attorney General (Republican),"Hafter, Jacob",31
Precinct 3,Attorney General (Republican),None Of These Candidates,14
Precinct 3,DISTRICT ATTORNEY (Republican),"ARABIA, CHRISTOPHER",49
Precinct 3,DISTRICT ATTORNEY (Republican),"LAWSON, ANDRE",19
Precinct 3,Governor (Democratic),"Conquest, Frederick L.",10
Precinct 3,Governor (Democratic),None Of These Candidates,3
Precinct 3,Governor (Democratic),"Reid, Rory",6
Precinct 3,Governor (Republican),"Atwood, Tony",4
Precinct 3,Governor (Republican),"GIBBONS, JIM",30
Precinct 3,Governor (Republican),"Lusak, Stanleigh Harold",1
Precinct 3,Governor (Republican),"Montandon, Michael L.",4
Precinct 3,Governor (Republican),None Of These Candidates,5
Precinct 3,Governor (Republican),"Sandoval, Brian",26
Precinct 3,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",5
Precinct 3,Lieutenant Governor (Democratic),"Murad, Paul",5
Precinct 3,Lieutenant Governor (Democratic),None Of These Candidates,2
Precinct 3,Lieutenant Governor (Democratic),"Randazzo, Robert S.",2
Precinct 3,Lieutenant Governor (Democratic),"Sferrazza, Jessica",5
Precinct 3,Lieutenant Governor (Republican),"Krolicki, Brian",50
Precinct 3,Lieutenant Governor (Republican),None Of These Candidates,8
Precinct 3,Lieutenant Governor (Republican),"Woollen, Barbara Lee",11
Precinct 3,"School Board Trustee, Seat A (Nonpartisan)","BROADBENT, ROBERT",84
Precinct 3,"School Board Trustee, Seat C (Nonpartisan)","HARTMAN, FREDERICK N.",92
Precinct 3,"School Board Trustee, Seat E (Nonpartisan)","DOWERS, ROBERT",100
Precinct 3,Sheriff - ESMERALDA (Nonpartisan),"ELGAN, KENNETH N.",99
Precinct 3,"State Assembly, District 36 (Democratic)","HIBBLE, RON",9
Precinct 3,"State Assembly, District 36 (Democratic)","SCHIFFMAN, HARRY J.",7
Precinct 3,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",73
Precinct 3,State Controller (Republican),"Dagani, Gregory Nance",18
Precinct 3,State Controller (Republican),"Herr, Barry",31
Precinct 3,State Controller (Republican),None Of These Candidates,19
Precinct 3,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Denis ""Sam""",3
Precinct 3,"U.S. Representative in Congress, District 2 (Democratic)","McKenna, Ken",8
Precinct 3,"U.S. Representative in Congress, District 2 (Democratic)","Price, Nancy",7
Precinct 3,"U.S. Representative in Congress, District 2 (Republican)","Colletti, Patrick J.",19
Precinct 3,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",50
Precinct 3,United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",0
Precinct 3,United States Senator (Democratic),"Miller, Alex",9
Precinct 3,United States Senator (Democratic),None Of These Candidates,5
Precinct 3,United States Senator (Democratic),"Poliak, Carlo",1
Precinct 3,United States Senator (Democratic),"Reid, Harry",4
Precinct 3,United States Senator (Republican),"Angle, Sharron",31
Precinct 3,United States Senator (Republican),"Bernstein, Gary",1
Precinct 3,United States Senator (Republican),"Chachas, John",1
Precinct 3,United States Senator (Republican),"Christensen, Chad",2
Precinct 3,United States Senator (Republican),"Lowden, Sue",9
Precinct 3,United States Senator (Republican),"Mabey, Garn",0
Precinct 3,United States Senator (Republican),"Marinch, Gary",0
Precinct 3,United States Senator (Republican),"Nadell, Brian",0
Precinct 3,United States Senator (Republican),None Of These Candidates,1
Precinct 3,United States Senator (Republican),"Parson, Bill",2
Precinct 3,United States Senator (Republican),"Stern, Cecilia",0
Precinct 3,United States Senator (Republican),"Suominen, Terry",1
Precinct 3,United States Senator (Republican),"Tarkanian, Danny",22
Precinct 3,"University Board of Regents, District  8 (Nonpartisan)","FEEST, MARK",21
Precinct 3,"University Board of Regents, District  8 (Nonpartisan)","MELCHER, KEVIN C.",34
Precinct 3,"University Board of Regents, District  8 (Nonpartisan)","PUCCINELLI, MARGARET",29
Precinct 4,Attorney General (Republican),"Barrick, Travis",
Precinct 4,Attorney General (Republican),"Hafter, Jacob",
Precinct 4,Attorney General (Republican),None Of These Candidates,
Precinct 4,DISTRICT ATTORNEY (Republican),"ARABIA, CHRISTOPHER",
Precinct 4,DISTRICT ATTORNEY (Republican),"LAWSON, ANDRE",
Precinct 4,Governor (Democratic),"Conquest, Frederick L.",
Precinct 4,Governor (Democratic),None Of These Candidates,
Precinct 4,Governor (Democratic),"Reid, Rory",
Precinct 4,Governor (Republican),"Atwood, Tony",
Precinct 4,Governor (Republican),"GIBBONS, JIM",
Precinct 4,Governor (Republican),"Lusak, Stanleigh Harold",
Precinct 4,Governor (Republican),"Montandon, Michael L.",
Precinct 4,Governor (Republican),None Of These Candidates,
Precinct 4,Governor (Republican),"Sandoval, Brian",
Precinct 4,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",
Precinct 4,Lieutenant Governor (Democratic),"Murad, Paul",
Precinct 4,Lieutenant Governor (Democratic),None Of These Candidates,
Precinct 4,Lieutenant Governor (Democratic),"Randazzo, Robert S.",
Precinct 4,Lieutenant Governor (Democratic),"Sferrazza, Jessica",
Precinct 4,Lieutenant Governor (Republican),"Krolicki, Brian",
Precinct 4,Lieutenant Governor (Republican),None Of These Candidates,
Precinct 4,Lieutenant Governor (Republican),"Woollen, Barbara Lee",
Precinct 4,"School Board Trustee, Seat A (Nonpartisan)","BROADBENT, ROBERT",
Precinct 4,"School Board Trustee, Seat C (Nonpartisan)","HARTMAN, FREDERICK N.",
Precinct 4,"School Board Trustee, Seat E (Nonpartisan)","DOWERS, ROBERT",
Precinct 4,Sheriff - ESMERALDA (Nonpartisan),"ELGAN, KENNETH N.",
Precinct 4,"State Assembly, District 36 (Democratic)","HIBBLE, RON",
Precinct 4,"State Assembly, District 36 (Democratic)","SCHIFFMAN, HARRY J.",
Precinct 4,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",
Precinct 4,State Controller (Republican),"Dagani, Gregory Nance",
Precinct 4,State Controller (Republican),"Herr, Barry",
Precinct 4,State Controller (Republican),None Of These Candidates,
Precinct 4,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Denis ""Sam""",
Precinct 4,"U.S. Representative in Congress, District 2 (Democratic)","McKenna, Ken",
Precinct 4,"U.S. Representative in Congress, District 2 (Democratic)","Price, Nancy",
Precinct 4,"U.S. Representative in Congress, District 2 (Republican)","Colletti, Patrick J.",
Precinct 4,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",
Precinct 4,United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",
Precinct 4,United States Senator (Democratic),"Miller, Alex",
Precinct 4,United States Senator (Democratic),None Of These Candidates,
Precinct 4,United States Senator (Democratic),"Poliak, Carlo",
Precinct 4,United States Senator (Democratic),"Reid, Harry",
Precinct 4,United States Senator (Republican),"Angle, Sharron",
Precinct 4,United States Senator (Republican),"Bernstein, Gary",
Precinct 4,United States Senator (Republican),"Chachas, John",
Precinct 4,United States Senator (Republican),"Christensen, Chad",
Precinct 4,United States Senator (Republican),"Lowden, Sue",
Precinct 4,United States Senator (Republican),"Mabey, Garn",
Precinct 4,United States Senator (Republican),"Marinch, Gary",
Precinct 4,United States Senator (Republican),"Nadell, Brian",
Precinct 4,United States Senator (Republican),None Of These Candidates,
Precinct 4,United States Senator (Republican),"Parson, Bill",
Precinct 4,United States Senator (Republican),"Stern, Cecilia",
Precinct 4,United States Senator (Republican),"Suominen, Terry",
Precinct 4,United States Senator (Republican),"Tarkanian, Danny",
Precinct 4,"University Board of Regents, District  8 (Nonpartisan)","FEEST, MARK",
Precinct 4,"University Board of Regents, District  8 (Nonpartisan)","MELCHER, KEVIN C.",
Precinct 4,"University Board of Regents, District  8 (Nonpartisan)","PUCCINELLI, MARGARET",
Precinct 5,Attorney General (Republican),"Barrick, Travis",
Precinct 5,Attorney General (Republican),"Hafter, Jacob",
Precinct 5,Attorney General (Republican),None Of These Candidates,
Precinct 5,DISTRICT ATTORNEY (Republican),"ARABIA, CHRISTOPHER",
Precinct 5,DISTRICT ATTORNEY (Republican),"LAWSON, ANDRE",
Precinct 5,Governor (Democratic),"Conquest, Frederick L.",
Precinct 5,Governor (Democratic),None Of These Candidates,
Precinct 5,Governor (Democratic),"Reid, Rory",
Precinct 5,Governor (Republican),"Atwood, Tony",
Precinct 5,Governor (Republican),"GIBBONS, JIM",
Precinct 5,Governor (Republican),"Lusak, Stanleigh Harold",
Precinct 5,Governor (Republican),"Montandon, Michael L.",
Precinct 5,Governor (Republican),None Of These Candidates,
Precinct 5,Governor (Republican),"Sandoval, Brian",
Precinct 5,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",
Precinct 5,Lieutenant Governor (Democratic),"Murad, Paul",
Precinct 5,Lieutenant Governor (Democratic),None Of These Candidates,
Precinct 5,Lieutenant Governor (Democratic),"Randazzo, Robert S.",
Precinct 5,Lieutenant Governor (Democratic),"Sferrazza, Jessica",
Precinct 5,Lieutenant Governor (Republican),"Krolicki, Brian",
Precinct 5,Lieutenant Governor (Republican),None Of These Candidates,
Precinct 5,Lieutenant Governor (Republican),"Woollen, Barbara Lee",
Precinct 5,"School Board Trustee, Seat A (Nonpartisan)","BROADBENT, ROBERT",
Precinct 5,"School Board Trustee, Seat C (Nonpartisan)","HARTMAN, FREDERICK N.",
Precinct 5,"School Board Trustee, Seat E (Nonpartisan)","DOWERS, ROBERT",
Precinct 5,Sheriff - ESMERALDA (Nonpartisan),"ELGAN, KENNETH N.",
Precinct 5,"State Assembly, District 36 (Democratic)","HIBBLE, RON",
Precinct 5,"State Assembly, District 36 (Democratic)","SCHIFFMAN, HARRY J.",
Precinct 5,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",
Precinct 5,State Controller (Republican),"Dagani, Gregory Nance",
Precinct 5,State Controller (Republican),"Herr, Barry",
Precinct 5,State Controller (Republican),None Of These Candidates,
Precinct 5,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Denis ""Sam""",
Precinct 5,"U.S. Representative in Congress, District 2 (Democratic)","McKenna, Ken",
Precinct 5,"U.S. Representative in Congress, District 2 (Democratic)","Price, Nancy",
Precinct 5,"U.S. Representative in Congress, District 2 (Republican)","Colletti, Patrick J.",
Precinct 5,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",
Precinct 5,United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",
Precinct 5,United States Senator (Democratic),"Miller, Alex",
Precinct 5,United States Senator (Democratic),None Of These Candidates,
Precinct 5,United States Senator (Democratic),"Poliak, Carlo",
Precinct 5,United States Senator (Democratic),"Reid, Harry",
Precinct 5,United States Senator (Republican),"Angle, Sharron",
Precinct 5,United States Senator (Republican),"Bernstein, Gary",
Precinct 5,United States Senator (Republican),"Chachas, John",
Precinct 5,United States Senator (Republican),"Christensen, Chad",
Precinct 5,United States Senator (Republican),"Lowden, Sue",
Precinct 5,United States Senator (Republican),"Mabey, Garn",
Precinct 5,United States Senator (Republican),"Marinch, Gary",
Precinct 5,United States Senator (Republican),"Nadell, Brian",
Precinct 5,United States Senator (Republican),None Of These Candidates,
Precinct 5,United States Senator (Republican),"Parson, Bill",
Precinct 5,United States Senator (Republican),"Stern, Cecilia",
Precinct 5,United States Senator (Republican),"Suominen, Terry",
Precinct 5,United States Senator (Republican),"Tarkanian, Danny",
Precinct 5,"University Board of Regents, District  8 (Nonpartisan)","FEEST, MARK",
Precinct 5,"University Board of Regents, District  8 (Nonpartisan)","MELCHER, KEVIN C.",
Precinct 5,"University Board of Regents, District  8 (Nonpartisan)","PUCCINELLI, MARGARET",
Precinct 99,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Denis ""Sam""",0
Precinct 99,"U.S. Representative in Congress, District 2 (Democratic)","McKenna, Ken",0
Precinct 99,"U.S. Representative in Congress, District 2 (Democratic)","Price, Nancy",0
Precinct 99,"U.S. Representative in Congress, District 2 (Republican)","Colletti, Patrick J.",0
Precinct 99,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",0
Precinct 99,United States Senator (Democratic),"Hamilton, Eduardo ""Mr. Clean""",0
Precinct 99,United States Senator (Democratic),"Miller, Alex",0
