precinct,office,candidate,votes
Precinct 3,State Controller,"Markowitz, Warren",25
Precinct 3,State Controller,None Of These Candidates,15
Precinct 3,State Controller,"WALLIN, KIM R.",29
Precinct 3,State Treasurer,"Hawkins, Mike",16
Precinct 3,State Treasurer,"MARSHALL, KATE",36
Precinct 3,State Treasurer,"Martin, Steven E.",87
Precinct 3,State Treasurer,None Of These Candidates,7
Precinct 3,"Supreme Court Justice, Seat A","Hardesty, James W.",108
Precinct 3,"Supreme Court Justice, Seat A",None Of These Candidates,28
Precinct 3,"Supreme Court Justice, Seat E",None Of These Candidates,22
Precinct 3,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",114
Precinct 3,"U.S. Representative in Congress, District 2","Best, Russell",18
Precinct 3,"U.S. Representative in Congress, District 2","HELLER, DEAN",113
Precinct 3,"U.S. Representative in Congress, District 2","Price, Nancy",13
Precinct 3,U.S. Senate,"Angle, Sharron",105
Precinct 3,U.S. Senate,"Ashjian, Scott",3
Precinct 3,U.S. Senate,"Fasano, Tim",5
Precinct 3,U.S. Senate,"Haines, Michael L.",1
Precinct 3,U.S. Senate,"Holland, Jesse",1
Precinct 3,U.S. Senate,None Of These Candidates,6
Precinct 3,U.S. Senate,"Reeves, Jeffrey C.",3
Precinct 3,U.S. Senate,"REID, HARRY",21
Precinct 3,U.S. Senate,"Stand, Wil",3
Precinct 3,"University Board of Regents, District 8","MELCHER, KEVIN C.",71
Precinct 3,"University Board of Regents, District 8","PUCCINELLI, MARGARET",59
Precinct 4,Attorney General,"Barrick, Travis",7
Precinct 4,Attorney General,"CORTEZ MASTO, CATHERINE",5
Precinct 4,Attorney General,"Hansen, Joel F.",1
Precinct 4,Attorney General,None Of These Candidates,1
Precinct 4,Auditor/Recorder,"BAIRD, LORIE",4
Precinct 4,Auditor/Recorder,"SCOTT, KAREN",10
Precinct 4,COUNTY ASSESSOR,"LEE, RUTH P.",15
Precinct 4,County Clerk/Treasurer,"ELGAN, LACINDA ""CINDY""",13
Precinct 4,DISTRICT ATTORNEY,"ARABIA, CHRISTOPHER",7
Precinct 4,DISTRICT ATTORNEY,"BULLOCK, JACK T. II",1
Precinct 4,DISTRICT ATTORNEY,"WEHRMEISTER, ARTHUR",6
Precinct 4,Governor,"Curtis, David Scott",0
Precinct 4,Governor,"DiSimone, Eugene ""Gino""",0
Precinct 4,Governor,"Fitzgibbons, Floyd",0
Precinct 4,Governor,"Honig, Aaron Y.",0
Precinct 4,Governor,"Lampitt, Jr., Arthur Forest",0
Precinct 4,Governor,None Of These Candidates,0
Precinct 4,Governor,"Reid, Rory",4
Precinct 4,Governor,"Sandoval, Brian",10
Precinct 4,Lieutenant Governor,"Fitzgibbons, Ryan",2
Precinct 4,Lieutenant Governor,"KROLICKI, BRIAN K.",6
Precinct 4,Lieutenant Governor,None Of These Candidates,1
Precinct 4,Lieutenant Governor,"Sferrazza, Jessica",5
Precinct 4,PUBLIC ADMINISTRATOR,"HALL, FRANK",12
Precinct 4,Secretary Of State,"Lauer, Rob",9
Precinct 4,Secretary Of State,"MILLER, ROSS",5
Precinct 4,Secretary Of State,None Of These Candidates,0
Precinct 4,Secretary Of State,"Wagner, John",1
Precinct 4,"State Assembly, District 36","GOEDHART, ED",9
Precinct 4,"State Assembly, District 36","HIBBLE, RON",4
Precinct 4,"State Assembly, District 36","VANDERBEEK, DAVID",1
Precinct 4,State Controller,"Herr, Barry",9
Precinct 4,State Controller,"Markowitz, Warren",0
Precinct 4,State Controller,None Of These Candidates,0
Precinct 4,State Controller,"WALLIN, KIM R.",5
Precinct 4,State Treasurer,"Hawkins, Mike",1
Precinct 4,State Treasurer,"MARSHALL, KATE",5
Precinct 4,State Treasurer,"Martin, Steven E.",7
Precinct 4,State Treasurer,None Of These Candidates,1
Precinct 4,"Supreme Court Justice, Seat A","Hardesty, James W.",8
Precinct 4,"Supreme Court Justice, Seat A",None Of These Candidates,4
Precinct 4,"Supreme Court Justice, Seat E",None Of These Candidates,4
Precinct 4,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",10
Precinct 4,"U.S. Representative in Congress, District 2","Best, Russell",1
Precinct 4,"U.S. Representative in Congress, District 2","HELLER, DEAN",9
Precinct 4,"U.S. Representative in Congress, District 2","Price, Nancy",4
Precinct 4,U.S. Senate,"Angle, Sharron",10
Precinct 4,U.S. Senate,"Ashjian, Scott",0
Precinct 4,U.S. Senate,"Fasano, Tim",0
Precinct 4,U.S. Senate,"Haines, Michael L.",0
Precinct 4,U.S. Senate,"Holland, Jesse",0
Precinct 4,U.S. Senate,None Of These Candidates,1
Precinct 4,U.S. Senate,"Reeves, Jeffrey C.",0
Precinct 4,U.S. Senate,"REID, HARRY",4
Precinct 4,U.S. Senate,"Stand, Wil",0
Precinct 4,"University Board of Regents, District 8","MELCHER, KEVIN C.",4
Precinct 4,"University Board of Regents, District 8","PUCCINELLI, MARGARET",9
Precinct 5,Attorney General,"Barrick, Travis",
Precinct 5,Attorney General,"CORTEZ MASTO, CATHERINE",
Precinct 5,Attorney General,"Hansen, Joel F.",
Precinct 5,Attorney General,None Of These Candidates,
Precinct 5,Auditor/Recorder,"BAIRD, LORIE",
Precinct 5,Auditor/Recorder,"SCOTT, KAREN",
Precinct 5,COUNTY ASSESSOR,"LEE, RUTH P.",
Precinct 5,County Clerk/Treasurer,"ELGAN, LACINDA ""CINDY""",
Precinct 5,DISTRICT ATTORNEY,"ARABIA, CHRISTOPHER",
Precinct 5,DISTRICT ATTORNEY,"BULLOCK, JACK T. II",
Precinct 5,DISTRICT ATTORNEY,"WEHRMEISTER, ARTHUR",
Precinct 5,Governor,"Curtis, David Scott",
Precinct 5,Governor,"DiSimone, Eugene ""Gino""",
Precinct 5,Governor,"Fitzgibbons, Floyd",
Precinct 5,Governor,"Honig, Aaron Y.",
Precinct 5,Governor,"Lampitt, Jr., Arthur Forest",
Precinct 5,Governor,None Of These Candidates,
Precinct 5,Governor,"Reid, Rory",
Precinct 5,Governor,"Sandoval, Brian",
Precinct 5,Lieutenant Governor,"Fitzgibbons, Ryan",
Precinct 5,Lieutenant Governor,"KROLICKI, BRIAN K.",
Precinct 5,Lieutenant Governor,None Of These Candidates,
Precinct 5,Lieutenant Governor,"Sferrazza, Jessica",
Precinct 5,PUBLIC ADMINISTRATOR,"HALL, FRANK",
Precinct 5,Secretary Of State,"Lauer, Rob",
Precinct 5,Secretary Of State,"MILLER, ROSS",
Precinct 5,Secretary Of State,None Of These Candidates,
Precinct 5,Secretary Of State,"Wagner, John",
Precinct 5,"State Assembly, District 36","GOEDHART, ED",
Precinct 5,"State Assembly, District 36","HIBBLE, RON",
Precinct 5,"State Assembly, District 36","VANDERBEEK, DAVID",
Precinct 5,State Controller,"Herr, Barry",
Precinct 5,State Controller,"Markowitz, Warren",
Precinct 5,State Controller,None Of These Candidates,
Precinct 5,State Controller,"WALLIN, KIM R.",
Precinct 5,State Treasurer,"Hawkins, Mike",
Precinct 5,State Treasurer,"MARSHALL, KATE",
Precinct 5,State Treasurer,"Martin, Steven E.",
Precinct 5,State Treasurer,None Of These Candidates,
Precinct 5,"Supreme Court Justice, Seat A","Hardesty, James W.",
Precinct 5,"Supreme Court Justice, Seat A",None Of These Candidates,
Precinct 5,"Supreme Court Justice, Seat E",None Of These Candidates,
Precinct 5,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",
Precinct 5,"U.S. Representative in Congress, District 2","Best, Russell",
Precinct 5,"U.S. Representative in Congress, District 2","HELLER, DEAN",
Precinct 5,"U.S. Representative in Congress, District 2","Price, Nancy",
Precinct 5,U.S. Senate,"Angle, Sharron",
Precinct 5,U.S. Senate,"Ashjian, Scott",
Precinct 5,U.S. Senate,"Fasano, Tim",
Precinct 5,U.S. Senate,"Haines, Michael L.",
Precinct 5,U.S. Senate,"Holland, Jesse",
Precinct 5,U.S. Senate,None Of These Candidates,
Precinct 5,U.S. Senate,"Reeves, Jeffrey C.",
Precinct 5,U.S. Senate,"REID, HARRY",
Precinct 5,U.S. Senate,"Stand, Wil",
Precinct 5,"University Board of Regents, District 8","MELCHER, KEVIN C.",
Precinct 5,"University Board of Regents, District 8","PUCCINELLI, MARGARET",
Precinct 99,"U.S. Representative in Congress, District 2","Best, Russell",0
Precinct 99,"U.S. Representative in Congress, District 2","HELLER, DEAN",0
Precinct 99,"U.S. Representative in Congress, District 2","Price, Nancy",0
Precinct 99,U.S. Senate,"Angle, Sharron",0
Precinct 99,U.S. Senate,"Ashjian, Scott",0
Precinct 99,U.S. Senate,"Fasano, Tim",0
Precinct 99,U.S. Senate,"Haines, Michael L.",0
Precinct 99,U.S. Senate,"Holland, Jesse",0
Precinct 99,U.S. Senate,None Of These Candidates,0
Precinct 99,U.S. Senate,"Reeves, Jeffrey C.",0
Precinct 99,U.S. Senate,"REID, HARRY",0
Precinct 99,U.S. Senate,"Stand, Wil",0
