precinct,office,candidate,votes,jurisdiction
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",6,Esmeralda
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0,Esmeralda
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",2,Esmeralda
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",0,Esmeralda
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",0,Esmeralda
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",7,Esmeralda
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Esmeralda
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",1,Esmeralda
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",25,Esmeralda
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",10,Esmeralda
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0,Esmeralda
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",0,Esmeralda
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",0,Esmeralda
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",0,Esmeralda
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",0,Esmeralda
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Esmeralda
Precinct 2,United States Senator (Democratic),"Berkley, Shelley",,Esmeralda
Precinct 2,United States Senator (Democratic),"Brown, Steve",,Esmeralda
Precinct 2,United States Senator (Democratic),"Ellsworth, Barry",,Esmeralda
Precinct 2,United States Senator (Democratic),"Macias, Louis",,Esmeralda
Precinct 2,United States Senator (Democratic),None Of These Candidates,,Esmeralda
Precinct 2,United States Senator (Democratic),"Price, Nancy",,Esmeralda
Precinct 4,United States Senator (Democratic),"Berkley, Shelley",,Esmeralda
Precinct 4,United States Senator (Democratic),"Brown, Steve",,Esmeralda
Precinct 4,United States Senator (Democratic),"Ellsworth, Barry",,Esmeralda
Precinct 4,United States Senator (Democratic),"Macias, Louis",,Esmeralda
Precinct 4,United States Senator (Democratic),None Of These Candidates,,Esmeralda
Precinct 4,United States Senator (Democratic),"Price, Nancy",,Esmeralda
Precinct 5,United States Senator (Democratic),"Berkley, Shelley",,Esmeralda
Precinct 5,United States Senator (Democratic),"Brown, Steve",,Esmeralda
Precinct 5,United States Senator (Democratic),"Ellsworth, Barry",,Esmeralda
Precinct 5,United States Senator (Democratic),"Macias, Louis",,Esmeralda
Precinct 5,United States Senator (Democratic),None Of These Candidates,,Esmeralda
Precinct 5,United States Senator (Democratic),"Price, Nancy",,Esmeralda
Precinct 4,United States Senator (Republican),"Brooks, Sherry",,Esmeralda
Precinct 4,United States Senator (Republican),"Charles, Richard",,Esmeralda
Precinct 4,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",,Esmeralda
Precinct 4,United States Senator (Republican),"Heller, Dean",,Esmeralda
Precinct 4,United States Senator (Republican),None Of These Candidates,,Esmeralda
Precinct 4,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",,Esmeralda
Precinct 5,United States Senator (Republican),"Brooks, Sherry",,Esmeralda
Precinct 5,United States Senator (Republican),"Charles, Richard",,Esmeralda
Precinct 5,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",,Esmeralda
Precinct 5,United States Senator (Republican),"Heller, Dean",,Esmeralda
Precinct 5,United States Senator (Republican),None Of These Candidates,,Esmeralda
Precinct 5,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",,Esmeralda
Precinct 4,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",,Esmeralda
Precinct 4,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",,Esmeralda
Precinct 4,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",,Esmeralda
Precinct 4,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",,Esmeralda
Precinct 4,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",,Esmeralda
Precinct 4,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",,Esmeralda
Precinct 4,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",,Esmeralda
Precinct 4,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",,Esmeralda
Precinct 4,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",,Esmeralda
Precinct 5,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",,Esmeralda
Precinct 5,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",,Esmeralda
Precinct 5,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",,Esmeralda
Precinct 5,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",,Esmeralda
Precinct 5,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",,Esmeralda
Precinct 5,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",,Esmeralda
Precinct 5,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",,Esmeralda
Precinct 5,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",,Esmeralda
Precinct 5,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",,Esmeralda
