precinct,office,candidate,votes,jurisdiction
5372 - County,United States Senator (Democratic),"Brown, Steve",4,Clark
5372 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5372 - County,United States Senator (Democratic),"Macias, Louis",4,Clark
5372 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
5372 - County,United States Senator (Democratic),"Price, Nancy",4,Clark
5384 - LAS,United States Senator (Democratic),"Berkley, Shelley",35,Clark
5384 - LAS,United States Senator (Democratic),"Brown, Steve",1,Clark
5384 - LAS,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5384 - LAS,United States Senator (Democratic),"Macias, Louis",7,Clark
5384 - LAS,United States Senator (Democratic),None Of These Candidates,2,Clark
5384 - LAS,United States Senator (Democratic),"Price, Nancy",3,Clark
5390 - County,United States Senator (Democratic),"Berkley, Shelley",26,Clark
5390 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
5390 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5390 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5390 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
5390 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
5393 - County,United States Senator (Democratic),"Berkley, Shelley",37,Clark
5393 - County,United States Senator (Democratic),"Brown, Steve",7,Clark
5393 - County,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
5393 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5393 - County,United States Senator (Democratic),None Of These Candidates,3,Clark
5393 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
5394 - County,United States Senator (Democratic),"Berkley, Shelley",97,Clark
5394 - County,United States Senator (Democratic),"Brown, Steve",3,Clark
5394 - County,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
5394 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
5394 - County,United States Senator (Democratic),None Of These Candidates,4,Clark
5394 - County,United States Senator (Democratic),"Price, Nancy",6,Clark
5395 - County,United States Senator (Democratic),"Berkley, Shelley",48,Clark
5395 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
5395 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5395 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5395 - County,United States Senator (Democratic),None Of These Candidates,3,Clark
5395 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
5396 - County,United States Senator (Democratic),"Berkley, Shelley",52,Clark
5396 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
5396 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
5396 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
5396 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
5396 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
5397 - County,United States Senator (Democratic),"Berkley, Shelley",68,Clark
5397 - County,United States Senator (Democratic),"Brown, Steve",3,Clark
5397 - County,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
5397 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5397 - County,United States Senator (Democratic),None Of These Candidates,4,Clark
5397 - County,United States Senator (Democratic),"Price, Nancy",6,Clark
5400 - County,United States Senator (Democratic),"Berkley, Shelley",42,Clark
5400 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
5400 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
5400 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5400 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
5400 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
5403 - County,United States Senator (Democratic),"Berkley, Shelley",21,Clark
5403 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
5403 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5403 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
5403 - County,United States Senator (Democratic),None Of These Candidates,3,Clark
5403 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
5404 - County,United States Senator (Democratic),"Berkley, Shelley",41,Clark
5404 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
5404 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
5404 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5404 - County,United States Senator (Democratic),None Of These Candidates,3,Clark
5404 - County,United States Senator (Democratic),"Price, Nancy",5,Clark
5405 - County,United States Senator (Democratic),"Berkley, Shelley",46,Clark
5405 - County,United States Senator (Democratic),"Brown, Steve",4,Clark
5405 - County,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
5405 - County,United States Senator (Democratic),"Macias, Louis",4,Clark
5405 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
5405 - County,United States Senator (Democratic),"Price, Nancy",7,Clark
5410 - County,United States Senator (Democratic),"Berkley, Shelley",44,Clark
5410 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
5410 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5410 - County,United States Senator (Democratic),"Macias, Louis",6,Clark
5410 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
5410 - County,United States Senator (Democratic),"Price, Nancy",4,Clark
5412 - County,United States Senator (Democratic),"Berkley, Shelley",35,Clark
5412 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
5412 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
5412 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
5412 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
5412 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
5413 - County,United States Senator (Democratic),"Berkley, Shelley",39,Clark
5413 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
5413 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5413 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
5413 - County,United States Senator (Democratic),None Of These Candidates,5,Clark
5413 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
5417 - County,United States Senator (Democratic),"Berkley, Shelley",36,Clark
5417 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
5417 - County,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
5417 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
5417 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
5417 - County,United States Senator (Democratic),"Price, Nancy",5,Clark
5425 - County,United States Senator (Democratic),"Berkley, Shelley",83,Clark
5425 - County,United States Senator (Democratic),"Brown, Steve",8,Clark
5425 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5425 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5425 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
5425 - County,United States Senator (Democratic),"Price, Nancy",7,Clark
5430 - County,United States Senator (Democratic),"Berkley, Shelley",90,Clark
5430 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
5430 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
5430 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5430 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
5430 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
5501 - County,United States Senator (Democratic),"Berkley, Shelley",22,Clark
5501 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
5501 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5501 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5501 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
5501 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
5502 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
5502 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
5502 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5502 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5502 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
5502 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
5503 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
5503 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
5503 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5503 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5503 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
5503 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
5504 - County,United States Senator (Democratic),"Berkley, Shelley",60,Clark
5504 - County,United States Senator (Democratic),"Brown, Steve",5,Clark
5504 - County,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
5504 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
5504 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
5504 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
5505 - County,United States Senator (Democratic),"Berkley, Shelley",51,Clark
5505 - County,United States Senator (Democratic),"Brown, Steve",7,Clark
5505 - County,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
5505 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5505 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
5505 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
5511 - County,United States Senator (Democratic),"Berkley, Shelley",33,Clark
5511 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
5511 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5511 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5511 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
5511 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
5512 - County,United States Senator (Democratic),"Berkley, Shelley",37,Clark
5512 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
5512 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5512 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
5512 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
5512 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
5513 - County,United States Senator (Democratic),"Berkley, Shelley",64,Clark
5513 - County,United States Senator (Democratic),"Brown, Steve",3,Clark
5513 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
5513 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5513 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
5513 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
5515 - County,United States Senator (Democratic),"Berkley, Shelley",51,Clark
5515 - County,United States Senator (Democratic),"Brown, Steve",4,Clark
5515 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5515 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5515 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
5515 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
5521 - County,United States Senator (Democratic),"Berkley, Shelley",38,Clark
5521 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
5521 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5521 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5521 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
5521 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
5522 - County,United States Senator (Democratic),"Berkley, Shelley",39,Clark
5522 - County,United States Senator (Democratic),"Brown, Steve",4,Clark
5522 - County,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
5522 - County,United States Senator (Democratic),"Macias, Louis",3,Clark
5522 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
5522 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
5523 - County,United States Senator (Democratic),"Berkley, Shelley",46,Clark
5523 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
5523 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5523 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
5523 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
5523 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
5524 - County,United States Senator (Democratic),"Berkley, Shelley",20,Clark
5524 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
5524 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5524 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5524 - County,United States Senator (Democratic),None Of These Candidates,3,Clark
5524 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
5525 - County,United States Senator (Democratic),"Berkley, Shelley",22,Clark
5525 - County,United States Senator (Democratic),"Brown, Steve",3,Clark
5525 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5525 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5525 - County,United States Senator (Democratic),None Of These Candidates,4,Clark
5525 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
5531 - County,United States Senator (Democratic),"Berkley, Shelley",25,Clark
5531 - County,United States Senator (Democratic),"Brown, Steve",4,Clark
5531 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5531 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5531 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
5531 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
5532 - LAS,United States Senator (Democratic),"Berkley, Shelley",25,Clark
5532 - LAS,United States Senator (Democratic),"Brown, Steve",2,Clark
5532 - LAS,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5532 - LAS,United States Senator (Democratic),"Macias, Louis",1,Clark
5532 - LAS,United States Senator (Democratic),None Of These Candidates,1,Clark
5532 - LAS,United States Senator (Democratic),"Price, Nancy",0,Clark
5533 - LAS,United States Senator (Democratic),"Berkley, Shelley",56,Clark
5533 - LAS,United States Senator (Democratic),"Brown, Steve",1,Clark
5533 - LAS,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5533 - LAS,United States Senator (Democratic),"Macias, Louis",2,Clark
5533 - LAS,United States Senator (Democratic),None Of These Candidates,1,Clark
5533 - LAS,United States Senator (Democratic),"Price, Nancy",1,Clark
5534 - LAS,United States Senator (Democratic),"Berkley, Shelley",33,Clark
5534 - LAS,United States Senator (Democratic),"Brown, Steve",1,Clark
5534 - LAS,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5534 - LAS,United States Senator (Democratic),"Macias, Louis",1,Clark
5534 - LAS,United States Senator (Democratic),None Of These Candidates,2,Clark
5534 - LAS,United States Senator (Democratic),"Price, Nancy",3,Clark
5535 - LAS,United States Senator (Democratic),"Berkley, Shelley",24,Clark
5535 - LAS,United States Senator (Democratic),"Brown, Steve",0,Clark
5535 - LAS,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5535 - LAS,United States Senator (Democratic),"Macias, Louis",1,Clark
5535 - LAS,United States Senator (Democratic),None Of These Candidates,0,Clark
5535 - LAS,United States Senator (Democratic),"Price, Nancy",2,Clark
5536 - LAS,United States Senator (Democratic),"Berkley, Shelley",97,Clark
5536 - LAS,United States Senator (Democratic),"Brown, Steve",4,Clark
5536 - LAS,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
5536 - LAS,United States Senator (Democratic),"Macias, Louis",2,Clark
5536 - LAS,United States Senator (Democratic),None Of These Candidates,4,Clark
5536 - LAS,United States Senator (Democratic),"Price, Nancy",1,Clark
5537 - LAS,United States Senator (Democratic),"Berkley, Shelley",51,Clark
5537 - LAS,United States Senator (Democratic),"Brown, Steve",1,Clark
5537 - LAS,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
5537 - LAS,United States Senator (Democratic),"Macias, Louis",4,Clark
5537 - LAS,United States Senator (Democratic),None Of These Candidates,2,Clark
5537 - LAS,United States Senator (Democratic),"Price, Nancy",2,Clark
5542 - LAS,United States Senator (Democratic),"Berkley, Shelley",33,Clark
5542 - LAS,United States Senator (Democratic),"Brown, Steve",4,Clark
5542 - LAS,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
5542 - LAS,United States Senator (Democratic),"Macias, Louis",0,Clark
5542 - LAS,United States Senator (Democratic),None Of These Candidates,0,Clark
5542 - LAS,United States Senator (Democratic),"Price, Nancy",0,Clark
5543 - County,United States Senator (Democratic),"Berkley, Shelley",9,Clark
5543 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
5543 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5543 - County,United States Senator (Democratic),"Macias, Louis",4,Clark
5543 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
5543 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
5544 - LAS,United States Senator (Democratic),"Berkley, Shelley",47,Clark
5544 - LAS,United States Senator (Democratic),"Brown, Steve",6,Clark
5544 - LAS,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5544 - LAS,United States Senator (Democratic),"Macias, Louis",2,Clark
5544 - LAS,United States Senator (Democratic),None Of These Candidates,3,Clark
5544 - LAS,United States Senator (Democratic),"Price, Nancy",4,Clark
5545 - LAS,United States Senator (Democratic),"Berkley, Shelley",104,Clark
5545 - LAS,United States Senator (Democratic),"Brown, Steve",9,Clark
5545 - LAS,United States Senator (Democratic),"Ellsworth, Barry",5,Clark
5545 - LAS,United States Senator (Democratic),"Macias, Louis",1,Clark
5545 - LAS,United States Senator (Democratic),None Of These Candidates,5,Clark
5545 - LAS,United States Senator (Democratic),"Price, Nancy",12,Clark
5552 - LAS,United States Senator (Democratic),"Berkley, Shelley",67,Clark
5552 - LAS,United States Senator (Democratic),"Brown, Steve",1,Clark
5552 - LAS,United States Senator (Democratic),"Ellsworth, Barry",6,Clark
5552 - LAS,United States Senator (Democratic),"Macias, Louis",1,Clark
5552 - LAS,United States Senator (Democratic),None Of These Candidates,4,Clark
5552 - LAS,United States Senator (Democratic),"Price, Nancy",5,Clark
5553 - LAS,United States Senator (Democratic),"Berkley, Shelley",61,Clark
5553 - LAS,United States Senator (Democratic),"Brown, Steve",6,Clark
5553 - LAS,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5553 - LAS,United States Senator (Democratic),"Macias, Louis",0,Clark
5553 - LAS,United States Senator (Democratic),None Of These Candidates,4,Clark
5553 - LAS,United States Senator (Democratic),"Price, Nancy",4,Clark
5554 - LAS,United States Senator (Democratic),"Berkley, Shelley",53,Clark
5554 - LAS,United States Senator (Democratic),"Brown, Steve",1,Clark
5554 - LAS,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5554 - LAS,United States Senator (Democratic),"Macias, Louis",1,Clark
5554 - LAS,United States Senator (Democratic),None Of These Candidates,3,Clark
5554 - LAS,United States Senator (Democratic),"Price, Nancy",3,Clark
5555 - LAS,United States Senator (Democratic),"Berkley, Shelley",48,Clark
5555 - LAS,United States Senator (Democratic),"Brown, Steve",1,Clark
5555 - LAS,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
5555 - LAS,United States Senator (Democratic),"Macias, Louis",3,Clark
5555 - LAS,United States Senator (Democratic),None Of These Candidates,1,Clark
5555 - LAS,United States Senator (Democratic),"Price, Nancy",6,Clark
5560 - County,United States Senator (Democratic),"Berkley, Shelley",62,Clark
5560 - County,United States Senator (Democratic),"Brown, Steve",4,Clark
5560 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5560 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
5560 - County,United States Senator (Democratic),None Of These Candidates,4,Clark
5560 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
5562 - LAS,United States Senator (Democratic),"Berkley, Shelley",42,Clark
5562 - LAS,United States Senator (Democratic),"Brown, Steve",2,Clark
5562 - LAS,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5562 - LAS,United States Senator (Democratic),"Macias, Louis",2,Clark
5562 - LAS,United States Senator (Democratic),None Of These Candidates,0,Clark
5562 - LAS,United States Senator (Democratic),"Price, Nancy",0,Clark
5564 - LAS,United States Senator (Democratic),"Berkley, Shelley",68,Clark
5564 - LAS,United States Senator (Democratic),"Brown, Steve",5,Clark
5564 - LAS,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
5564 - LAS,United States Senator (Democratic),"Macias, Louis",0,Clark
5564 - LAS,United States Senator (Democratic),None Of These Candidates,2,Clark
5564 - LAS,United States Senator (Democratic),"Price, Nancy",8,Clark
5565 - LAS,United States Senator (Democratic),"Berkley, Shelley",82,Clark
5565 - LAS,United States Senator (Democratic),"Brown, Steve",11,Clark
5565 - LAS,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
5565 - LAS,United States Senator (Democratic),"Macias, Louis",2,Clark
5565 - LAS,United States Senator (Democratic),None Of These Candidates,6,Clark
5565 - LAS,United States Senator (Democratic),"Price, Nancy",6,Clark
5566 - County,United States Senator (Democratic),"Berkley, Shelley",78,Clark
5566 - County,United States Senator (Democratic),"Brown, Steve",3,Clark
5566 - County,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
5566 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5566 - County,United States Senator (Democratic),None Of These Candidates,3,Clark
5566 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
5567 - County,United States Senator (Democratic),"Berkley, Shelley",74,Clark
5567 - County,United States Senator (Democratic),"Brown, Steve",7,Clark
5567 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5567 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
5567 - County,United States Senator (Democratic),None Of These Candidates,3,Clark
5567 - County,United States Senator (Democratic),"Price, Nancy",6,Clark
5568 - County,United States Senator (Democratic),"Berkley, Shelley",72,Clark
5568 - County,United States Senator (Democratic),"Brown, Steve",6,Clark
5568 - County,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
5568 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5568 - County,United States Senator (Democratic),None Of These Candidates,3,Clark
5568 - County,United States Senator (Democratic),"Price, Nancy",8,Clark
5569 - County,United States Senator (Democratic),"Berkley, Shelley",65,Clark
5569 - County,United States Senator (Democratic),"Brown, Steve",4,Clark
5569 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5569 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
5569 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
5569 - County,United States Senator (Democratic),"Price, Nancy",6,Clark
5570 - County,United States Senator (Democratic),"Berkley, Shelley",132,Clark
5570 - County,United States Senator (Democratic),"Brown, Steve",13,Clark
5570 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
5570 - County,United States Senator (Democratic),"Macias, Louis",5,Clark
5570 - County,United States Senator (Democratic),None Of These Candidates,3,Clark
5570 - County,United States Senator (Democratic),"Price, Nancy",5,Clark
5571 - County,United States Senator (Democratic),"Berkley, Shelley",80,Clark
5571 - County,United States Senator (Democratic),"Brown, Steve",3,Clark
5571 - County,United States Senator (Democratic),"Ellsworth, Barry",5,Clark
5571 - County,United States Senator (Democratic),"Macias, Louis",5,Clark
5571 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
5571 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
5572 - County,United States Senator (Democratic),"Berkley, Shelley",80,Clark
5572 - County,United States Senator (Democratic),"Brown, Steve",8,Clark
5572 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5572 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5572 - County,United States Senator (Democratic),None Of These Candidates,4,Clark
5572 - County,United States Senator (Democratic),"Price, Nancy",7,Clark
5573 - County,United States Senator (Democratic),"Berkley, Shelley",74,Clark
5573 - County,United States Senator (Democratic),"Brown, Steve",8,Clark
5573 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
5573 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
5573 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
5573 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
5574 - County,United States Senator (Democratic),"Berkley, Shelley",40,Clark
5574 - County,United States Senator (Democratic),"Brown, Steve",3,Clark
5574 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5574 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5574 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
5574 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
5575 - County,United States Senator (Democratic),"Berkley, Shelley",70,Clark
5575 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
5575 - County,United States Senator (Democratic),"Ellsworth, Barry",5,Clark
5575 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5575 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
5575 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
5576 - County,United States Senator (Democratic),"Berkley, Shelley",33,Clark
5576 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
5576 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
5576 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5576 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
5576 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
5577 - County,United States Senator (Democratic),"Berkley, Shelley",34,Clark
5577 - County,United States Senator (Democratic),"Brown, Steve",8,Clark
5577 - County,United States Senator (Democratic),"Ellsworth, Barry",5,Clark
5577 - County,United States Senator (Democratic),"Macias, Louis",3,Clark
5577 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
5577 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
5578 - County,United States Senator (Democratic),"Berkley, Shelley",32,Clark
5578 - County,United States Senator (Democratic),"Brown, Steve",3,Clark
5578 - County,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
5578 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5578 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
5578 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
5579 - County,United States Senator (Democratic),"Berkley, Shelley",19,Clark
5579 - County,United States Senator (Democratic),"Brown, Steve",4,Clark
5579 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
5579 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5579 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
5579 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
5580 - County,United States Senator (Democratic),"Berkley, Shelley",60,Clark
5580 - County,United States Senator (Democratic),"Brown, Steve",4,Clark
5580 - County,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
5580 - County,United States Senator (Democratic),"Macias, Louis",3,Clark
5580 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
5580 - County,United States Senator (Democratic),"Price, Nancy",6,Clark
5581 - County,United States Senator (Democratic),"Berkley, Shelley",36,Clark
5581 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
5581 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
5581 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
5581 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
5581 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
5582 - County,United States Senator (Democratic),"Berkley, Shelley",68,Clark
5582 - County,United States Senator (Democratic),"Brown, Steve",6,Clark
5582 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
5582 - County,United States Senator (Democratic),"Macias, Louis",3,Clark
5582 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
5582 - County,United States Senator (Democratic),"Price, Nancy",5,Clark
5583 - County,United States Senator (Democratic),"Berkley, Shelley",23,Clark
5583 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
5583 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
5583 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5583 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
5583 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
5584 - County,United States Senator (Democratic),"Berkley, Shelley",46,Clark
5584 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
5584 - County,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
5584 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
5584 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
5584 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
