county,precinct,office,district,candidate,votes
Clark,464,U.S. Senate,,None Of These Candidates,0
Clark,464,U.S. Senate,,Thomas Sawyer,0
Clark,464,U.S. Senate,,Jarrod Williams,0
Clark,465,President,,Darrell Castle,1
Clark,465,President,,Hillary Clinton,142
Clark,465,President,,Roque De La Fuente,3
Clark,465,President,,Gary Johnson,3
Clark,465,President,,None Of These Candidates,1
Clark,465,President,,Donald Trump,12
Clark,465,State House,7,Jennifer Fawzy,16
Clark,465,State House,7,Dina Neal,135
Clark,465,State Senate,4,Kelvin Atkinson,137
Clark,465,U.S. House,4,Steve Brown,5
Clark,465,U.S. House,4,Cresent Hardy,15
Clark,465,U.S. House,4,Ruben Kihuen,134
Clark,465,U.S. House,4,Mike Little,0
Clark,465,U.S. Senate,,Catherine Cortez Masto,134
Clark,465,U.S. Senate,,Tony Gumina,0
Clark,465,U.S. Senate,,Joe Heck,13
Clark,465,U.S. Senate,,Tom Jones,0
Clark,465,U.S. Senate,,None Of These Candidates,8
Clark,465,U.S. Senate,,Thomas Sawyer,2
Clark,465,U.S. Senate,,Jarrod Williams,1
Clark,465,President,,Darrell Castle,0
Clark,465,President,,Hillary Clinton,0
Clark,465,President,,Roque De La Fuente,0
Clark,465,President,,Gary Johnson,0
Clark,465,President,,None Of These Candidates,0
Clark,465,President,,Donald Trump,0
Clark,465,State House,7,Jennifer Fawzy,0
Clark,465,State House,7,Dina Neal,0
Clark,465,State Senate,4,Kelvin Atkinson,0
Clark,465,U.S. House,4,Steve Brown,0
Clark,465,U.S. House,4,Cresent Hardy,0
Clark,465,U.S. House,4,Ruben Kihuen,0
Clark,465,U.S. House,4,Mike Little,0
Clark,465,U.S. Senate,,Catherine Cortez Masto,0
Clark,465,U.S. Senate,,Tony Gumina,0
Clark,465,U.S. Senate,,Joe Heck,0
Clark,465,U.S. Senate,,Tom Jones,0
Clark,465,U.S. Senate,,None Of These Candidates,0
Clark,465,U.S. Senate,,Thomas Sawyer,0
Clark,465,U.S. Senate,,Jarrod Williams,0
Clark,465,President,,Darrell Castle,0
Clark,465,President,,Hillary Clinton,655
Clark,465,President,,Roque De La Fuente,3
Clark,465,President,,Gary Johnson,8
Clark,465,President,,None Of These Candidates,14
Clark,465,President,,Donald Trump,93
Clark,465,State House,7,Jennifer Fawzy,90
Clark,465,State House,7,Dina Neal,629
Clark,465,State Senate,4,Kelvin Atkinson,645
Clark,465,U.S. House,4,Steve Brown,39
Clark,465,U.S. House,4,Cresent Hardy,83
Clark,465,U.S. House,4,Ruben Kihuen,596
Clark,465,U.S. House,4,Mike Little,22
Clark,465,U.S. Senate,,Catherine Cortez Masto,615
Clark,465,U.S. Senate,,Tony Gumina,7
Clark,465,U.S. Senate,,Joe Heck,69
Clark,465,U.S. Senate,,Tom Jones,10
Clark,465,U.S. Senate,,None Of These Candidates,37
Clark,465,U.S. Senate,,Thomas Sawyer,8
Clark,465,U.S. Senate,,Jarrod Williams,9
Clark,500,President,,Darrell Castle,0
Clark,500,President,,Hillary Clinton,103
Clark,500,President,,Roque De La Fuente,1
Clark,500,President,,Gary Johnson,8
Clark,500,President,,None Of These Candidates,3
Clark,500,President,,Donald Trump,34
Clark,500,State House,15,Elliot Anderson,104
Clark,500,State House,15,Stan Vaughan,36
Clark,500,U.S. House,1,Kamau Bakari,4
Clark,500,U.S. House,1,Reuben D'Silva,17
Clark,500,U.S. House,1,Mary Perry,33
Clark,500,U.S. House,1,Dina Titus,92
Clark,500,U.S. Senate,,Catherine Cortez Masto,101
Clark,500,U.S. Senate,,Tony Gumina,0
Clark,500,U.S. Senate,,Joe Heck,33
Clark,500,U.S. Senate,,Tom Jones,3
Clark,500,U.S. Senate,,None Of These Candidates,7
Clark,500,U.S. Senate,,Thomas Sawyer,5
Clark,500,U.S. Senate,,Jarrod Williams,0
Clark,501,President,,Darrell Castle,0
Clark,501,President,,Hillary Clinton,0
Clark,501,President,,Roque De La Fuente,0
Clark,501,President,,Gary Johnson,0
Clark,501,President,,None Of These Candidates,0
Clark,501,President,,Donald Trump,0
Clark,501,State House,16,Heidi Swank,0
Clark,501,State House,16,Edmund Uehling,0
Clark,501,U.S. House,1,Kamau Bakari,0
Clark,501,U.S. House,1,Reuben D'Silva,0
Clark,501,U.S. House,1,Mary Perry,0
Clark,501,U.S. House,1,Dina Titus,0
Clark,501,U.S. Senate,,Catherine Cortez Masto,0
Clark,501,U.S. Senate,,Tony Gumina,0
Clark,501,U.S. Senate,,Joe Heck,0
Clark,501,U.S. Senate,,Tom Jones,0
Clark,501,U.S. Senate,,None Of These Candidates,0
Clark,501,U.S. Senate,,Thomas Sawyer,0
Clark,501,U.S. Senate,,Jarrod Williams,0
Clark,502,President,,Darrell Castle,6
Clark,502,President,,Hillary Clinton,549
Clark,502,President,,Roque De La Fuente,1
Clark,502,President,,Gary Johnson,21
Clark,502,President,,None Of These Candidates,11
Clark,502,President,,Donald Trump,207
Clark,502,State House,14,Maggie Carlton,534
Clark,502,State House,14,Melody Howard,205
Clark,502,U.S. House,1,Kamau Bakari,14
Clark,502,U.S. House,1,Reuben D'Silva,67
Clark,502,U.S. House,1,Mary Perry,165
Clark,502,U.S. House,1,Dina Titus,505
Clark,502,U.S. Senate,,Catherine Cortez Masto,507
Clark,502,U.S. Senate,,Tony Gumina,10
Clark,502,U.S. Senate,,Joe Heck,179
Clark,502,U.S. Senate,,Tom Jones,10
Clark,502,U.S. Senate,,None Of These Candidates,48
Clark,502,U.S. Senate,,Thomas Sawyer,10
Clark,502,U.S. Senate,,Jarrod Williams,6
Clark,503,President,,Darrell Castle,8
Clark,503,President,,Hillary Clinton,583
Clark,503,President,,Roque De La Fuente,2
Clark,503,President,,Gary Johnson,23
Clark,503,President,,None Of These Candidates,25
Clark,503,President,,Donald Trump,231
Clark,503,State House,14,Maggie Carlton,593
Clark,503,State House,14,Melody Howard,222
Clark,503,U.S. House,1,Kamau Bakari,18
Clark,503,U.S. House,1,Reuben D'Silva,92
Clark,503,U.S. House,1,Mary Perry,173
Clark,503,U.S. House,1,Dina Titus,569
Clark,503,U.S. Senate,,Catherine Cortez Masto,570
Clark,503,U.S. Senate,,Tony Gumina,5
Clark,503,U.S. Senate,,Joe Heck,184
Clark,503,U.S. Senate,,Tom Jones,20
Clark,503,U.S. Senate,,None Of These Candidates,58
Clark,503,U.S. Senate,,Thomas Sawyer,14
Clark,503,U.S. Senate,,Jarrod Williams,5
Clark,503,President,,Darrell Castle,3
Clark,503,President,,Hillary Clinton,308
Clark,503,President,,Roque De La Fuente,0
Clark,503,President,,Gary Johnson,12
Clark,503,President,,None Of These Candidates,10
Clark,503,President,,Donald Trump,254
Clark,503,State House,15,Elliot Anderson,331
Clark,503,State House,15,Stan Vaughan,223
Clark,503,U.S. House,1,Kamau Bakari,22
Clark,503,U.S. House,1,Reuben D'Silva,47
Clark,503,U.S. House,1,Mary Perry,196
Clark,503,U.S. House,1,Dina Titus,306
Clark,503,U.S. Senate,,Catherine Cortez Masto,294
Clark,503,U.S. Senate,,Tony Gumina,3
Clark,503,U.S. Senate,,Joe Heck,213
Clark,503,U.S. Senate,,Tom Jones,17
Clark,503,U.S. Senate,,None Of These Candidates,20
Clark,503,U.S. Senate,,Thomas Sawyer,18
Clark,503,U.S. Senate,,Jarrod Williams,7
Clark,504,President,,Darrell Castle,2
Clark,504,President,,Hillary Clinton,502
Clark,504,President,,Roque De La Fuente,2
Clark,504,President,,Gary Johnson,33
Clark,504,President,,None Of These Candidates,29
Clark,504,President,,Donald Trump,474
Clark,504,State House,16,Heidi Swank,526
Clark,504,State House,16,Edmund Uehling,325
Clark,504,U.S. House,1,Kamau Bakari,17
Clark,504,U.S. House,1,Reuben D'Silva,34
Clark,504,U.S. House,1,Mary Perry,462
Clark,504,U.S. House,1,Dina Titus,479
Clark,504,U.S. Senate,,Catherine Cortez Masto,466
Clark,504,U.S. Senate,,Tony Gumina,14
Clark,504,U.S. Senate,,Joe Heck,479
Clark,504,U.S. Senate,,Tom Jones,12
Clark,504,U.S. Senate,,None Of These Candidates,38
Clark,504,U.S. Senate,,Thomas Sawyer,10
Clark,504,U.S. Senate,,Jarrod Williams,3
Clark,505,President,,Darrell Castle,6
Clark,505,President,,Hillary Clinton,317
Clark,505,President,,Roque De La Fuente,4
Clark,505,President,,Gary Johnson,7
Clark,505,President,,None Of These Candidates,17
Clark,505,President,,Donald Trump,85
Clark,505,State House,15,Elliot Anderson,331
Clark,505,State House,15,Stan Vaughan,82
Clark,505,U.S. House,1,Kamau Bakari,12
Clark,505,U.S. House,1,Reuben D'Silva,30
Clark,505,U.S. House,1,Mary Perry,73
Clark,505,U.S. House,1,Dina Titus,306
Clark,505,U.S. Senate,,Catherine Cortez Masto,304
Clark,505,U.S. Senate,,Tony Gumina,4
Clark,505,U.S. Senate,,Joe Heck,72
Clark,505,U.S. Senate,,Tom Jones,6
Clark,505,U.S. Senate,,None Of These Candidates,28
Clark,505,U.S. Senate,,Thomas Sawyer,7
Clark,505,U.S. Senate,,Jarrod Williams,4
Clark,532,President,,Darrell Castle,6
Clark,532,President,,Hillary Clinton,637
Clark,532,President,,Roque De La Fuente,3
Clark,532,President,,Gary Johnson,24
Clark,532,President,,None Of These Candidates,20
Clark,532,President,,Donald Trump,197
Clark,532,State House,14,Maggie Carlton,651
Clark,532,State House,14,Melody Howard,186
Clark,532,U.S. House,1,Kamau Bakari,12
Clark,532,U.S. House,1,Reuben D'Silva,79
Clark,532,U.S. House,1,Mary Perry,148
Clark,532,U.S. House,1,Dina Titus,611
Clark,532,U.S. Senate,,Catherine Cortez Masto,603
Clark,532,U.S. Senate,,Tony Gumina,11
Clark,532,U.S. Senate,,Joe Heck,167
Clark,532,U.S. Senate,,Tom Jones,15
Clark,532,U.S. Senate,,None Of These Candidates,42
Clark,532,U.S. Senate,,Thomas Sawyer,19
Clark,532,U.S. Senate,,Jarrod Williams,9
Clark,532,President,,Darrell Castle,2
Clark,532,President,,Hillary Clinton,453
Clark,532,President,,Roque De La Fuente,3
Clark,532,President,,Gary Johnson,27
Clark,532,President,,None Of These Candidates,21
Clark,532,President,,Donald Trump,319
Clark,532,State House,12,James Ohrenschall,434
Clark,532,State House,12,Mark Riggins,305
Clark,532,State House,12,Troy Warren,39
Clark,532,U.S. House,1,Kamau Bakari,13
Clark,532,U.S. House,1,Reuben D'Silva,73
Clark,532,U.S. House,1,Mary Perry,264
Clark,532,U.S. House,1,Dina Titus,452
Clark,532,U.S. Senate,,Catherine Cortez Masto,442
Clark,532,U.S. Senate,,Tony Gumina,8
Clark,532,U.S. Senate,,Joe Heck,308
Clark,532,U.S. Senate,,Tom Jones,9
Clark,532,U.S. Senate,,None Of These Candidates,33
Clark,532,U.S. Senate,,Thomas Sawyer,7
Clark,532,U.S. Senate,,Jarrod Williams,6
Clark,532,President,,Darrell Castle,2
Clark,532,President,,Hillary Clinton,333
Clark,532,President,,Roque De La Fuente,1
Clark,532,President,,Gary Johnson,17
Clark,532,President,,None Of These Candidates,19
Clark,532,President,,Donald Trump,408
Clark,532,State House,12,James Ohrenschall,335
Clark,532,State House,12,Mark Riggins,376
Clark,532,State House,12,Troy Warren,27
Clark,532,U.S. House,1,Kamau Bakari,11
Clark,532,U.S. House,1,Reuben D'Silva,65
Clark,532,U.S. House,1,Mary Perry,354
Clark,532,U.S. House,1,Dina Titus,327
Clark,532,U.S. Senate,,Catherine Cortez Masto,335
Clark,532,U.S. Senate,,Tony Gumina,8
Clark,532,U.S. Senate,,Joe Heck,394
Clark,532,U.S. Senate,,Tom Jones,3
Clark,532,U.S. Senate,,None Of These Candidates,14
Clark,532,U.S. Senate,,Thomas Sawyer,5
Clark,532,U.S. Senate,,Jarrod Williams,7
Clark,533,President,,Darrell Castle,1
Clark,533,President,,Hillary Clinton,472
Clark,533,President,,Roque De La Fuente,2
Clark,533,President,,Gary Johnson,21
Clark,533,President,,None Of These Candidates,21
Clark,533,President,,Donald Trump,273
Clark,533,State House,12,James Ohrenschall,450
Clark,533,State House,12,Mark Riggins,273
Clark,533,State House,12,Troy Warren,18
Clark,533,U.S. House,4,Steve Brown,16
Clark,533,U.S. House,4,Cresent Hardy,287
Clark,533,U.S. House,4,Ruben Kihuen,435
Clark,533,U.S. House,4,Mike Little,16
Clark,533,U.S. Senate,,Catherine Cortez Masto,431
Clark,533,U.S. Senate,,Tony Gumina,11
Clark,533,U.S. Senate,,Joe Heck,275
Clark,533,U.S. Senate,,Tom Jones,11
Clark,533,U.S. Senate,,None Of These Candidates,35
Clark,533,U.S. Senate,,Thomas Sawyer,8
Clark,533,U.S. Senate,,Jarrod Williams,5
Clark,533,President,,Darrell Castle,5
Clark,533,President,,Hillary Clinton,257
Clark,533,President,,Roque De La Fuente,3
Clark,533,President,,Gary Johnson,10
Clark,533,President,,None Of These Candidates,10
Clark,533,President,,Donald Trump,89
Clark,533,State House,15,Elliot Anderson,272
Clark,533,State House,15,Stan Vaughan,89
Clark,533,U.S. House,1,Kamau Bakari,5
Clark,533,U.S. House,1,Reuben D'Silva,38
Clark,533,U.S. House,1,Mary Perry,75
Clark,533,U.S. House,1,Dina Titus,247
Clark,533,U.S. Senate,,Catherine Cortez Masto,248
Clark,533,U.S. Senate,,Tony Gumina,4
Clark,533,U.S. Senate,,Joe Heck,86
Clark,533,U.S. Senate,,Tom Jones,8
Clark,533,U.S. Senate,,None Of These Candidates,12
Clark,533,U.S. Senate,,Thomas Sawyer,2
Clark,533,U.S. Senate,,Jarrod Williams,8
Clark,533,President,,Darrell Castle,5
Clark,533,President,,Hillary Clinton,532
Clark,533,President,,Roque De La Fuente,4
Clark,533,President,,Gary Johnson,32
Clark,533,President,,None Of These Candidates,22
Clark,533,President,,Donald Trump,181
Clark,533,State House,15,Elliot Anderson,552
Clark,533,State House,15,Stan Vaughan,173
Clark,533,U.S. House,1,Kamau Bakari,18
Clark,533,U.S. House,1,Reuben D'Silva,65
Clark,533,U.S. House,1,Mary Perry,156
Clark,533,U.S. House,1,Dina Titus,507
Clark,533,U.S. Senate,,Catherine Cortez Masto,520
Clark,533,U.S. Senate,,Tony Gumina,12
Clark,533,U.S. Senate,,Joe Heck,156
Clark,533,U.S. Senate,,Tom Jones,9
Clark,533,U.S. Senate,,None Of These Candidates,43
Clark,533,U.S. Senate,,Thomas Sawyer,12
Clark,533,U.S. Senate,,Jarrod Williams,9
Clark,535,President,,Darrell Castle,1
Clark,535,President,,Hillary Clinton,573
Clark,535,President,,Roque De La Fuente,1
Clark,535,President,,Gary Johnson,26
Clark,535,President,,None Of These Candidates,22
Clark,535,President,,Donald Trump,179
Clark,535,State House,16,Heidi Swank,602
Clark,535,State House,16,Edmund Uehling,127
Clark,535,U.S. House,1,Kamau Bakari,15
Clark,535,U.S. House,1,Reuben D'Silva,89
Clark,535,U.S. House,1,Mary Perry,140
Clark,535,U.S. House,1,Dina Titus,530
Clark,535,U.S. Senate,,Catherine Cortez Masto,539
Clark,535,U.S. Senate,,Tony Gumina,12
Clark,535,U.S. Senate,,Joe Heck,161
Clark,535,U.S. Senate,,Tom Jones,14
Clark,535,U.S. Senate,,None Of These Candidates,33
Clark,535,U.S. Senate,,Thomas Sawyer,16
Clark,535,U.S. Senate,,Jarrod Williams,9
Clark,535,President,,Darrell Castle,0
Clark,535,President,,Hillary Clinton,234
Clark,535,President,,Roque De La Fuente,1
Clark,535,President,,Gary Johnson,3
Clark,535,President,,None Of These Candidates,7
Clark,535,President,,Donald Trump,90
Clark,535,State House,16,Heidi Swank,239
Clark,535,State House,16,Edmund Uehling,62
Clark,535,U.S. House,1,Kamau Bakari,7
Clark,535,U.S. House,1,Reuben D'Silva,24
Clark,535,U.S. House,1,Mary Perry,80
Clark,535,U.S. House,1,Dina Titus,212
Clark,535,U.S. Senate,,Catherine Cortez Masto,219
Clark,535,U.S. Senate,,Tony Gumina,4
Clark,535,U.S. Senate,,Joe Heck,80
Clark,535,U.S. Senate,,Tom Jones,7
Clark,535,U.S. Senate,,None Of These Candidates,9
Clark,535,U.S. Senate,,Thomas Sawyer,2
Clark,535,U.S. Senate,,Jarrod Williams,4
Clark,537,President,,Darrell Castle,5
Clark,537,President,,Hillary Clinton,415
Clark,537,President,,Roque De La Fuente,1
Clark,537,President,,Gary Johnson,15
Clark,537,President,,None Of These Candidates,11
Clark,537,President,,Donald Trump,97
Clark,537,State House,16,Heidi Swank,436
Clark,537,State House,16,Edmund Uehling,70
Clark,537,U.S. House,1,Kamau Bakari,18
Clark,537,U.S. House,1,Reuben D'Silva,46
Clark,537,U.S. House,1,Mary Perry,74
Clark,537,U.S. House,1,Dina Titus,388
Clark,537,U.S. Senate,,Catherine Cortez Masto,396
Clark,537,U.S. Senate,,Tony Gumina,5
Clark,537,U.S. Senate,,Joe Heck,92
Clark,537,U.S. Senate,,Tom Jones,7
Clark,537,U.S. Senate,,None Of These Candidates,23
Clark,537,U.S. Senate,,Thomas Sawyer,5
Clark,537,U.S. Senate,,Jarrod Williams,7
Clark,538,President,,Darrell Castle,2
Clark,538,President,,Hillary Clinton,347
Clark,538,President,,Roque De La Fuente,3
Clark,538,President,,Gary Johnson,10
Clark,538,President,,None Of These Candidates,8
Clark,538,President,,Donald Trump,132
Clark,538,State House,15,Elliot Anderson,347
Clark,538,State House,15,Stan Vaughan,102
Clark,538,U.S. House,1,Kamau Bakari,7
Clark,538,U.S. House,1,Reuben D'Silva,41
Clark,538,U.S. House,1,Mary Perry,96
Clark,538,U.S. House,1,Dina Titus,331
Clark,538,U.S. Senate,,Catherine Cortez Masto,328
Clark,538,U.S. Senate,,Tony Gumina,2
Clark,538,U.S. Senate,,Joe Heck,109
Clark,538,U.S. Senate,,Tom Jones,3
Clark,538,U.S. Senate,,None Of These Candidates,24
Clark,538,U.S. Senate,,Thomas Sawyer,11
Clark,538,U.S. Senate,,Jarrod Williams,7
Clark,539,President,,Darrell Castle,1
Clark,539,President,,Hillary Clinton,272
Clark,539,President,,Roque De La Fuente,0
Clark,539,President,,Gary Johnson,11
Clark,539,President,,None Of These Candidates,6
Clark,539,President,,Donald Trump,177
Clark,539,State House,15,Elliot Anderson,284
Clark,539,State House,15,Stan Vaughan,157
Clark,539,U.S. House,1,Kamau Bakari,10
Clark,539,U.S. House,1,Reuben D'Silva,29
Clark,539,U.S. House,1,Mary Perry,136
Clark,539,U.S. House,1,Dina Titus,274
Clark,539,U.S. Senate,,Catherine Cortez Masto,254
Clark,539,U.S. Senate,,Tony Gumina,3
Clark,539,U.S. Senate,,Joe Heck,147
Clark,539,U.S. Senate,,Tom Jones,5
Clark,539,U.S. Senate,,None Of These Candidates,34
Clark,539,U.S. Senate,,Thomas Sawyer,13
Clark,539,U.S. Senate,,Jarrod Williams,3
Clark,539,President,,Darrell Castle,6
Clark,539,President,,Hillary Clinton,361
Clark,539,President,,Roque De La Fuente,0
Clark,539,President,,Gary Johnson,20
Clark,539,President,,None Of These Candidates,14
Clark,539,President,,Donald Trump,317
Clark,539,State House,12,James Ohrenschall,364
Clark,539,State House,12,Mark Riggins,297
Clark,539,State House,12,Troy Warren,28
Clark,539,U.S. House,1,Kamau Bakari,19
Clark,539,U.S. House,1,Reuben D'Silva,32
Clark,539,U.S. House,1,Mary Perry,264
Clark,539,U.S. House,1,Dina Titus,382
Clark,539,U.S. Senate,,Catherine Cortez Masto,350
Clark,539,U.S. Senate,,Tony Gumina,7
Clark,539,U.S. Senate,,Joe Heck,298
Clark,539,U.S. Senate,,Tom Jones,12
Clark,539,U.S. Senate,,None Of These Candidates,25
Clark,539,U.S. Senate,,Thomas Sawyer,13
Clark,539,U.S. Senate,,Jarrod Williams,4
Clark,539,President,,Darrell Castle,2
Clark,539,President,,Hillary Clinton,332
Clark,539,President,,Roque De La Fuente,2
Clark,539,President,,Gary Johnson,14
Clark,539,President,,None Of These Candidates,16
Clark,539,President,,Donald Trump,334
Clark,539,State House,12,James Ohrenschall,359
Clark,539,State House,12,Mark Riggins,259
Clark,539,State House,12,Troy Warren,39
Clark,539,U.S. House,1,Kamau Bakari,13
Clark,539,U.S. House,1,Reuben D'Silva,43
Clark,539,U.S. House,1,Mary Perry,233
Clark,539,U.S. House,1,Dina Titus,382
Clark,539,U.S. Senate,,Catherine Cortez Masto,333
Clark,539,U.S. Senate,,Tony Gumina,8
Clark,539,U.S. Senate,,Joe Heck,264
Clark,539,U.S. Senate,,Tom Jones,23
Clark,539,U.S. Senate,,None Of These Candidates,40
Clark,539,U.S. Senate,,Thomas Sawyer,12
Clark,539,U.S. Senate,,Jarrod Williams,9
Clark,539,President,,Darrell Castle,1
Clark,539,President,,Hillary Clinton,178
Clark,539,President,,Roque De La Fuente,1
Clark,539,President,,Gary Johnson,8
Clark,539,President,,None Of These Candidates,3
Clark,539,President,,Donald Trump,221
Clark,539,State House,12,James Ohrenschall,185
Clark,539,State House,12,Mark Riggins,186
Clark,539,State House,12,Troy Warren,15
Clark,539,U.S. House,1,Kamau Bakari,7
Clark,539,U.S. House,1,Reuben D'Silva,14
Clark,539,U.S. House,1,Mary Perry,169
Clark,539,U.S. House,1,Dina Titus,209
Clark,539,U.S. Senate,,Catherine Cortez Masto,190
Clark,539,U.S. Senate,,Tony Gumina,2
Clark,539,U.S. Senate,,Joe Heck,181
Clark,539,U.S. Senate,,Tom Jones,11
Clark,539,U.S. Senate,,None Of These Candidates,11
Clark,539,U.S. Senate,,Thomas Sawyer,5
Clark,539,U.S. Senate,,Jarrod Williams,4
Clark,539,President,,Darrell Castle,4
Clark,539,President,,Hillary Clinton,521
Clark,539,President,,Roque De La Fuente,0
Clark,539,President,,Gary Johnson,19
Clark,539,President,,None Of These Candidates,11
Clark,539,President,,Donald Trump,387
Clark,539,State House,12,James Ohrenschall,505
Clark,539,State House,12,Mark Riggins,351
Clark,539,State House,12,Troy Warren,25
Clark,539,U.S. House,1,Kamau Bakari,14
Clark,539,U.S. House,1,Reuben D'Silva,49
Clark,539,U.S. House,1,Mary Perry,312
Clark,539,U.S. House,1,Dina Titus,527
Clark,539,U.S. Senate,,Catherine Cortez Masto,505
Clark,539,U.S. Senate,,Tony Gumina,9
Clark,539,U.S. Senate,,Joe Heck,351
Clark,539,U.S. Senate,,Tom Jones,10
Clark,539,U.S. Senate,,None Of These Candidates,36
Clark,539,U.S. Senate,,Thomas Sawyer,13
Clark,539,U.S. Senate,,Jarrod Williams,2
Clark,539,President,,Darrell Castle,1
Clark,539,President,,Hillary Clinton,577
Clark,539,President,,Roque De La Fuente,0
Clark,539,President,,Gary Johnson,23
Clark,539,President,,None Of These Candidates,24
Clark,539,President,,Donald Trump,553
Clark,539,State House,12,James Ohrenschall,549
Clark,539,State House,12,Mark Riggins,538
Clark,539,State House,12,Troy Warren,30
Clark,539,U.S. House,1,Kamau Bakari,23
Clark,539,U.S. House,1,Reuben D'Silva,33
Clark,539,U.S. House,1,Mary Perry,478
Clark,539,U.S. House,1,Dina Titus,611
Clark,539,U.S. Senate,,Catherine Cortez Masto,571
Clark,539,U.S. Senate,,Tony Gumina,10
Clark,539,U.S. Senate,,Joe Heck,510
Clark,539,U.S. Senate,,Tom Jones,18
Clark,539,U.S. Senate,,None Of These Candidates,34
Clark,539,U.S. Senate,,Thomas Sawyer,12
Clark,539,U.S. Senate,,Jarrod Williams,4
Clark,540,President,,Darrell Castle,5
Clark,540,President,,Hillary Clinton,346
Clark,540,President,,Roque De La Fuente,0
Clark,540,President,,Gary Johnson,10
Clark,540,President,,None Of These Candidates,7
Clark,540,President,,Donald Trump,185
Clark,540,State House,15,Elliot Anderson,365
Clark,540,State House,15,Stan Vaughan,143
Clark,540,U.S. House,1,Kamau Bakari,10
Clark,540,U.S. House,1,Reuben D'Silva,40
Clark,540,U.S. House,1,Mary Perry,139
Clark,540,U.S. House,1,Dina Titus,345
Clark,540,U.S. Senate,,Catherine Cortez Masto,335
Clark,540,U.S. Senate,,Tony Gumina,4
Clark,540,U.S. Senate,,Joe Heck,153
Clark,540,U.S. Senate,,Tom Jones,8
Clark,540,U.S. Senate,,None Of These Candidates,26
Clark,540,U.S. Senate,,Thomas Sawyer,8
Clark,540,U.S. Senate,,Jarrod Williams,5
Clark,540,President,,Darrell Castle,4
Clark,540,President,,Hillary Clinton,287
Clark,540,President,,Roque De La Fuente,2
Clark,540,President,,Gary Johnson,15
Clark,540,President,,None Of These Candidates,14
Clark,540,President,,Donald Trump,131
Clark,540,State House,14,Maggie Carlton,277
Clark,540,State House,14,Melody Howard,135
Clark,540,U.S. House,1,Kamau Bakari,15
Clark,540,U.S. House,1,Reuben D'Silva,57
Clark,540,U.S. House,1,Mary Perry,107
Clark,540,U.S. House,1,Dina Titus,253
Clark,540,U.S. Senate,,Catherine Cortez Masto,266
Clark,540,U.S. Senate,,Tony Gumina,7
Clark,540,U.S. Senate,,Joe Heck,126
Clark,540,U.S. Senate,,Tom Jones,5
Clark,540,U.S. Senate,,None Of These Candidates,27
Clark,540,U.S. Senate,,Thomas Sawyer,4
Clark,540,U.S. Senate,,Jarrod Williams,4
Clark,540,President,,Darrell Castle,5
Clark,540,President,,Hillary Clinton,647
Clark,540,President,,Roque De La Fuente,2
Clark,540,President,,Gary Johnson,5
Clark,540,President,,None Of These Candidates,17
Clark,540,President,,Donald Trump,241
Clark,540,State House,14,Maggie Carlton,610
Clark,540,State House,14,Melody Howard,235
Clark,540,U.S. House,1,Kamau Bakari,13
Clark,540,U.S. House,1,Reuben D'Silva,48
Clark,540,U.S. House,1,Mary Perry,192
Clark,540,U.S. House,1,Dina Titus,624
Clark,540,U.S. Senate,,Catherine Cortez Masto,590
Clark,540,U.S. Senate,,Tony Gumina,11
Clark,540,U.S. Senate,,Joe Heck,203
Clark,540,U.S. Senate,,Tom Jones,15
Clark,540,U.S. Senate,,None Of These Candidates,59
Clark,540,U.S. Senate,,Thomas Sawyer,8
Clark,540,U.S. Senate,,Jarrod Williams,2
Clark,540,President,,Darrell Castle,4
Clark,540,President,,Hillary Clinton,782
Clark,540,President,,Roque De La Fuente,3
Clark,540,President,,Gary Johnson,21
Clark,540,President,,None Of These Candidates,23
Clark,540,President,,Donald Trump,235
Clark,540,State House,14,Maggie Carlton,772
Clark,540,State House,14,Melody Howard,243
Clark,540,U.S. House,1,Kamau Bakari,18
Clark,540,U.S. House,1,Reuben D'Silva,91
Clark,540,U.S. House,1,Mary Perry,205
Clark,540,U.S. House,1,Dina Titus,717
Clark,540,U.S. Senate,,Catherine Cortez Masto,735
Clark,540,U.S. Senate,,Tony Gumina,12
Clark,540,U.S. Senate,,Joe Heck,220
Clark,540,U.S. Senate,,Tom Jones,12
Clark,540,U.S. Senate,,None Of These Candidates,50
Clark,540,U.S. Senate,,Thomas Sawyer,11
Clark,540,U.S. Senate,,Jarrod Williams,6
Clark,541,President,,Darrell Castle,6
Clark,541,President,,Hillary Clinton,557
Clark,541,President,,Roque De La Fuente,2
Clark,541,President,,Gary Johnson,18
Clark,541,President,,None Of These Candidates,25
Clark,541,President,,Donald Trump,247
Clark,541,State House,14,Maggie Carlton,562
Clark,541,State House,14,Melody Howard,235
Clark,541,U.S. House,1,Kamau Bakari,15
Clark,541,U.S. House,1,Reuben D'Silva,78
Clark,541,U.S. House,1,Mary Perry,187
Clark,541,U.S. House,1,Dina Titus,551
Clark,541,U.S. Senate,,Catherine Cortez Masto,533
Clark,541,U.S. Senate,,Tony Gumina,7
Clark,541,U.S. Senate,,Joe Heck,210
Clark,541,U.S. Senate,,Tom Jones,13
Clark,541,U.S. Senate,,None Of These Candidates,52
Clark,541,U.S. Senate,,Thomas Sawyer,12
Clark,541,U.S. Senate,,Jarrod Williams,10
Clark,541,President,,Darrell Castle,1
Clark,541,President,,Hillary Clinton,650
Clark,541,President,,Roque De La Fuente,4
Clark,541,President,,Gary Johnson,31
