jurisdiction,precinct,office,party,candidate,votes
Humboldt,10,President,Democratic,Uncommitted,0
Humboldt,11,President,Democratic,Uncommitted,0
Humboldt,12,President,Democratic,Uncommitted,0
Humboldt,13,President,Democratic,Uncommitted,0
Humboldt,14,President,Democratic,Uncommitted,0
Humboldt,15,President,Democratic,Uncommitted,0
Humboldt,2,President,Democratic,Uncommitted,0
Humboldt,3,President,Democratic,Uncommitted,0
Humboldt,4,President,Democratic,Uncommitted,0
Humboldt,5,President,Democratic,Uncommitted,0
Humboldt,6,President,Democratic,Uncommitted,0
Humboldt,7,President,Democratic,Uncommitted,0
Humboldt,8,President,Democratic,Uncommitted,0
Humboldt,9,President,Democratic,Uncommitted,0
Lander,1,President,Democratic,Uncommitted,0
Lander,2,President,Democratic,Uncommitted,0
Lander,3,President,Democratic,Uncommitted,0
Lander,4,President,Democratic,Uncommitted,0
Lander,5,President,Democratic,Uncommitted,0
Lander,6,President,Democratic,Uncommitted,0
Lander,7,President,Democratic,Uncommitted,1
Lander,8,President,Democratic,Uncommitted,0
Lander,9,President,Democratic,Uncommitted,0
Lincoln,1,President,Democratic,Uncommitted,0
Lincoln,2,President,Democratic,Uncommitted,0
Lincoln,3,President,Democratic,Uncommitted,0
Lincoln,4,President,Democratic,Uncommitted,0
Lincoln,5,President,Democratic,Uncommitted,0
Lyon,1,President,Democratic,Uncommitted,0
Lyon,10,President,Democratic,Uncommitted,0
Lyon,11,President,Democratic,Uncommitted,0
Lyon,12,President,Democratic,Uncommitted,0
Lyon,13,President,Democratic,Uncommitted,0
Lyon,14,President,Democratic,Uncommitted,0
Lyon,15,President,Democratic,Uncommitted,0
Lyon,16,President,Democratic,Uncommitted,0
Lyon,17,President,Democratic,Uncommitted,0
Lyon,18,President,Democratic,Uncommitted,0
Lyon,19,President,Democratic,Uncommitted,0
Lyon,2,President,Democratic,Uncommitted,0
Lyon,20,President,Democratic,Uncommitted,0
Lyon,21,President,Democratic,Uncommitted,0
Lyon,22,President,Democratic,Uncommitted,0
Lyon,23,President,Democratic,Uncommitted,0
Lyon,24,President,Democratic,Uncommitted,0
Lyon,25,President,Democratic,Uncommitted,0
Lyon,26,President,Democratic,Uncommitted,0
Lyon,27,President,Democratic,Uncommitted,0
Lyon,28,President,Democratic,Uncommitted,0
Lyon,29,President,Democratic,Uncommitted,0
Lyon,3,President,Democratic,Uncommitted,0
Lyon,30,President,Democratic,Uncommitted,0
Lyon,31,President,Democratic,Uncommitted,0
Lyon,32,President,Democratic,Uncommitted,0
Lyon,33,President,Democratic,Uncommitted,0
Lyon,34,President,Democratic,Uncommitted,0
Lyon,35,President,Democratic,Uncommitted,0
Lyon,36,President,Democratic,Uncommitted,0
Lyon,37,President,Democratic,Uncommitted,0
Lyon,38,President,Democratic,Uncommitted,0
Lyon,39,President,Democratic,Uncommitted,0
Lyon,4,President,Democratic,Uncommitted,0
Lyon,40,President,Democratic,Uncommitted,0
Lyon,5,President,Democratic,Uncommitted,0
Lyon,6,President,Democratic,Uncommitted,0
Lyon,7,President,Democratic,Uncommitted,0
Lyon,8,President,Democratic,Uncommitted,0
Lyon,9,President,Democratic,Uncommitted,0
Mineral,1,President,Democratic,Uncommitted,0
Mineral,11,President,Democratic,Uncommitted,0
Mineral,12,President,Democratic,Uncommitted,0
Mineral,2,President,Democratic,Uncommitted,0
Mineral,3,President,Democratic,Uncommitted,0
Mineral,4,President,Democratic,Uncommitted,0
Mineral,5,President,Democratic,Uncommitted,0
Mineral,6,President,Democratic,Uncommitted,0
Mineral,7,President,Democratic,Uncommitted,0
Mineral,8,President,Democratic,Uncommitted,0
Mineral,9,President,Democratic,Uncommitted,0
Nye,1,President,Democratic,Uncommitted,0
Nye,10,President,Democratic,Uncommitted,0
Nye,11,President,Democratic,Uncommitted,0
Nye,12,President,Democratic,Uncommitted,1
Nye,13,President,Democratic,Uncommitted,0
Nye,14,President,Democratic,Uncommitted,0
Nye,15,President,Democratic,Uncommitted,0
Nye,16,President,Democratic,Uncommitted,0
Nye,17,President,Democratic,Uncommitted,0
Nye,18,President,Democratic,Uncommitted,0
Nye,19,President,Democratic,Uncommitted,0
Nye,2,President,Democratic,Uncommitted,0
Nye,20,President,Democratic,Uncommitted,0
Nye,21,President,Democratic,Uncommitted,0
Nye,22,President,Democratic,Uncommitted,0
ye,1,President,Democratic,Uncommitted,0
Nye,10,President,Democratic,Uncommitted,0
Nye,11,President,Democratic,Uncommitted,0
Nye,12,President,Democratic,Uncommitted,1
Nye,13,President,Democratic,Uncommitted,0
Nye,14,President,Democratic,Uncommitted,0
Nye,15,President,Democratic,Uncommitted,0
Nye,16,President,Democratic,Uncommitted,0
Nye,17,President,Democratic,Uncommitted,0
Nye,18,President,Democratic,Uncommitted,0
Nye,19,President,Democratic,Uncommitted,0
Nye,2,President,Democratic,Uncommitted,0
Nye,20,President,Democratic,Uncommitted,0
Nye,21,President,Democratic,Uncommitted,0
Nye,22,President,Democratic,Uncommitted,0
Nye,7,President,Democratic,Uncommitted,0
Nye,8,President,Democratic,Uncommitted,0
Nye,9,President,Democratic,Uncommitted,0
Pershing,1,President,Democratic,Uncommitted,0
Pershing,3,President,Democratic,Uncommitted,0
Pershing,4,President,Democratic,Uncommitted,0
Pershing,5,President,Democratic,Uncommitted,0
Pershing,6,President,Democratic,Uncommitted,2
Pershing,7,President,Democratic,Uncommitted,0
Storey,1,President,Democratic,Uncommitted,0
Storey,11,President,Democratic,Uncommitted,0
Storey,15,President,Democratic,Uncommitted,0
Storey,2,President,Democratic,Uncommitted,0
Storey,3,President,Democratic,Uncommitted,0
Storey,4,President,Democratic,Uncommitted,0
Storey,5,President,Democratic,Uncommitted,0
Storey,6,President,Democratic,Uncommitted,0
Washoe,100000,President,Democratic,Uncommitted,0
Washoe,100200,President,Democratic,Uncommitted,0
Washoe,100300,President,Democratic,Uncommitted,0
Washoe,100600,President,Democratic,Uncommitted,0
Washoe,100700,President,Democratic,Uncommitted,0
Washoe,100800,President,Democratic,Uncommitted,0
Washoe,101000,President,Democratic,Uncommitted,0
Washoe,101100,President,Democratic,Uncommitted,0
Washoe,101200,President,Democratic,Uncommitted,0
Washoe,101400,President,Democratic,Uncommitted,0
Washoe,101500,President,Democratic,Uncommitted,0
Washoe,101600,President,Democratic,Uncommitted,0
Washoe,101800,President,Democratic,Uncommitted,0
Washoe,102000,President,Democratic,Uncommitted,0
Washoe,102200,President,Democratic,Uncommitted,0
Washoe,102300,President,Democratic,Uncommitted,0
Washoe,102400,President,Democratic,Uncommitted,0
Washoe,102600,President,Democratic,Uncommitted,0
Washoe,102700,President,Democratic,Uncommitted,0
Washoe,102900,President,Democratic,Uncommitted,0
Washoe,103100,President,Democratic,Uncommitted,0
Washoe,103200,President,Democratic,Uncommitted,0
Washoe,103300,President,Democratic,Uncommitted,0
Washoe,103500,President,Democratic,Uncommitted,0
Washoe,103600,President,Democratic,Uncommitted,0
Washoe,103800,President,Democratic,Uncommitted,0
Washoe,103900,President,Democratic,Uncommitted,0
Washoe,104000,President,Democratic,Uncommitted,0
Washoe,104300,President,Democratic,Uncommitted,0
Washoe,104400,President,Democratic,Uncommitted,0
Washoe,104500,President,Democratic,Uncommitted,0
Washoe,104600,President,Democratic,Uncommitted,0
Washoe,104700,President,Democratic,Uncommitted,0
Washoe,105300,President,Democratic,Uncommitted,1
Washoe,105500,President,Democratic,Uncommitted,0
Washoe,105600,President,Democratic,Uncommitted,0
Washoe,105700,President,Democratic,Uncommitted,0
Washoe,200000,President,Democratic,Uncommitted,0
Washoe,200400,President,Democratic,Uncommitted,0
Washoe,200600,President,Democratic,Uncommitted,0
Washoe,200700,President,Democratic,Uncommitted,0
Washoe,200900,President,Democratic,Uncommitted,0
Washoe,201000,President,Democratic,Uncommitted,0
Washoe,201300,President,Democratic,Uncommitted,0
Washoe,201600,President,Democratic,Uncommitted,0
Washoe,201700,President,Democratic,Uncommitted,0
Washoe,201800,President,Democratic,Uncommitted,0
Washoe,201900,President,Democratic,Uncommitted,0
Washoe,202000,President,Democratic,Uncommitted,0
Washoe,202100,President,Democratic,Uncommitted,0
Washoe,202200,President,Democratic,Uncommitted,0
Washoe,202300,President,Democratic,Uncommitted,0
Washoe,202500,President,Democratic,Uncommitted,0
Washoe,202600,President,Democratic,Uncommitted,0
Washoe,202700,President,Democratic,Uncommitted,0
Washoe,202800,President,Democratic,Uncommitted,0
Washoe,202900,President,Democratic,Uncommitted,0
Washoe,203000,President,Democratic,Uncommitted,0
Washoe,203100,President,Democratic,Uncommitted,0
Washoe,203200,President,Democratic,Uncommitted,0
Washoe,203300,President,Democratic,Uncommitted,0
Washoe,203400,President,Democratic,Uncommitted,0
Washoe,203500,President,Democratic,Uncommitted,0
Washoe,203600,President,Democratic,Uncommitted,0
Washoe,203700,President,Democratic,Uncommitted,0
Washoe,203900,President,Democratic,Uncommitted,0
Washoe,204000,President,Democratic,Uncommitted,0
Washoe,204100,President,Democratic,Uncommitted,0
Washoe,204200,President,Democratic,Uncommitted,0
Washoe,204300,President,Democratic,Uncommitted,0
Washoe,204700,President,Democratic,Uncommitted,0
Washoe,204900,President,Democratic,Uncommitted,0
Washoe,205000,President,Democratic,Uncommitted,0
Washoe,205800,President,Democratic,Uncommitted,0
Washoe,206000,President,Democratic,Uncommitted,0
Washoe,206200,President,Democratic,Uncommitted,0
Washoe,206500,President,Democratic,Uncommitted,0
Washoe,206800,President,Democratic,Uncommitted,0
Washoe,207300,President,Democratic,Uncommitted,0
Washoe,208000,President,Democratic,Uncommitted,0
Washoe,208100,President,Democratic,Uncommitted,0
Washoe,300100,President,Democratic,Uncommitted,0
Washoe,300400,President,Democratic,Uncommitted,0
Washoe,300500,President,Democratic,Uncommitted,0
Washoe,300600,President,Democratic,Uncommitted,0
Washoe,300700,President,Democratic,Uncommitted,0
Washoe,300800,President,Democratic,Uncommitted,0
Washoe,300900,President,Democratic,Uncommitted,0
Washoe,301000,President,Democratic,Uncommitted,0
Washoe,301100,President,Democratic,Uncommitted,0
Washoe,301200,President,Democratic,Uncommitted,0
Washoe,301300,President,Democratic,Uncommitted,0
Washoe,301400,President,Democratic,Uncommitted,0
Washoe,301500,President,Democratic,Uncommitted,0
Washoe,301600,President,Democratic,Uncommitted,0
Washoe,301700,President,Democratic,Uncommitted,0
Washoe,301800,President,Democratic,Uncommitted,0
Washoe,301900,President,Democratic,Uncommitted,0
Washoe,302000,President,Democratic,Uncommitted,0
Washoe,302100,President,Democratic,Uncommitted,0
Washoe,302200,President,Democratic,Uncommitted,0
Washoe,302300,President,Democratic,Uncommitted,0
Washoe,302400,President,Democratic,Uncommitted,0
Washoe,302500,President,Democratic,Uncommitted,0
Washoe,302600,President,Democratic,Uncommitted,0
Washoe,302700,President,Democratic,Uncommitted,0
Washoe,302800,President,Democratic,Uncommitted,0
Washoe,302900,President,Democratic,Uncommitted,0
Washoe,303000,President,Democratic,Uncommitted,0
Washoe,303100,President,Democratic,Uncommitted,0
Washoe,303200,President,Democratic,Uncommitted,0
Washoe,303600,President,Democratic,Uncommitted,0
Washoe,303800,President,Democratic,Uncommitted,0
Washoe,304000,President,Democratic,Uncommitted,0
Washoe,400000,President,Democratic,Uncommitted,0
Washoe,400300,President,Democratic,Uncommitted,0
Washoe,400500,President,Democratic,Uncommitted,0
Washoe,400700,President,Democratic,Uncommitted,0
Washoe,400900,President,Democratic,Uncommitted,0
Washoe,401200,President,Democratic,Uncommitted,0
Washoe,401400,President,Democratic,Uncommitted,0
Washoe,401600,President,Democratic,Uncommitted,0
Washoe,401700,President,Democratic,Uncommitted,0
Washoe,401900,President,Democratic,Uncommitted,0
Washoe,402000,President,Democratic,Uncommitted,0
Washoe,402100,President,Democratic,Uncommitted,0
Washoe,402200,President,Democratic,Uncommitted,0
Washoe,402300,President,Democratic,Uncommitted,0
Washoe,402400,President,Democratic,Uncommitted,0
Washoe,402500,President,Democratic,Uncommitted,0
Washoe,402600,President,Democratic,Uncommitted,0
Washoe,403200,President,Democratic,Uncommitted,0
Washoe,403300,President,Democratic,Uncommitted,0
Washoe,403500,President,Democratic,Uncommitted,0
Washoe,403600,President,Democratic,Uncommitted,0
Washoe,403700,President,Democratic,Uncommitted,0
Washoe,403800,President,Democratic,Uncommitted,0
Washoe,403900,President,Democratic,Uncommitted,0
Washoe,404000,President,Democratic,Uncommitted,0
Washoe,404100,President,Democratic,Uncommitted,0
Washoe,404300,President,Democratic,Uncommitted,0
Washoe,404500,President,Democratic,Uncommitted,0
Washoe,404600,President,Democratic,Uncommitted,0
Washoe,404700,President,Democratic,Uncommitted,0
Washoe,405300,President,Democratic,Uncommitted,0
Washoe,500000,President,Democratic,Uncommitted,0
Washoe,500300,President,Democratic,Uncommitted,0
Washoe,500500,President,Democratic,Uncommitted,0
Washoe,500600,President,Democratic,Uncommitted,0
Washoe,500700,President,Democratic,Uncommitted,0
Washoe,500800,President,Democratic,Uncommitted,0
Washoe,500900,President,Democratic,Uncommitted,0
Washoe,501000,President,Democratic,Uncommitted,0
Washoe,501100,President,Democratic,Uncommitted,0
Washoe,501200,President,Democratic,Uncommitted,0
Washoe,501400,President,Democratic,Uncommitted,0
Washoe,501500,President,Democratic,Uncommitted,0
Washoe,501600,President,Democratic,Uncommitted,0
Washoe,501800,President,Democratic,Uncommitted,0
Washoe,502000,President,Democratic,Uncommitted,0
Washoe,502200,President,Democratic,Uncommitted,0
Washoe,502400,President,Democratic,Uncommitted,0
Washoe,502600,President,Democratic,Uncommitted,0
Washoe,502700,President,Democratic,Uncommitted,0
Washoe,503000,President,Democratic,Uncommitted,0
Washoe,503100,President,Democratic,Uncommitted,0
Washoe,503200,President,Democratic,Uncommitted,0
Washoe,503300,President,Democratic,Uncommitted,0
Washoe,503400,President,Democratic,Uncommitted,0
Washoe,503500,President,Democratic,Uncommitted,0
Washoe,503600,President,Democratic,Uncommitted,0
Washoe,503900,President,Democratic,Uncommitted,0
Washoe,504000,President,Democratic,Uncommitted,0
Washoe,504100,President,Democratic,Uncommitted,0
Washoe,504500,President,Democratic,Uncommitted,0
Washoe,504600,President,Democratic,Uncommitted,0
Washoe,504800,President,Democratic,Uncommitted,0
Washoe,505300,President,Democratic,Uncommitted,0
Washoe,505400,President,Democratic,Uncommitted,0
Washoe,505600,President,Democratic,Uncommitted,0
Washoe,506200,President,Democratic,Uncommitted,0
Washoe,506300,President,Democratic,Uncommitted,0
Washoe,506400,President,Democratic,Uncommitted,0
Washoe,506600,President,Democratic,Uncommitted,0
Washoe,610000,President,Democratic,Uncommitted,0
Washoe,610100,President,Democratic,Uncommitted,0
Washoe,610500,President,Democratic,Uncommitted,0
Washoe,610600,President,Democratic,Uncommitted,0
Washoe,610700,President,Democratic,Uncommitted,0
Washoe,610800,President,Democratic,Uncommitted,0
Washoe,610900,President,Democratic,Uncommitted,0
Washoe,611000,President,Democratic,Uncommitted,0
Washoe,611100,President,Democratic,Uncommitted,0
Washoe,611300,President,Democratic,Uncommitted,0
Washoe,611400,President,Democratic,Uncommitted,0
Washoe,611500,President,Democratic,Uncommitted,0
Washoe,620200,President,Democratic,Uncommitted,0
Washoe,620300,President,Democratic,Uncommitted,0
Washoe,620500,President,Democratic,Uncommitted,0
Washoe,620600,President,Democratic,Uncommitted,0
Washoe,620800,President,Democratic,Uncommitted,0
Washoe,620900,President,Democratic,Uncommitted,0
Washoe,621000,President,Democratic,Uncommitted,0
Washoe,621100,President,Democratic,Uncommitted,0
Washoe,621200,President,Democratic,Uncommitted,0
Washoe,621300,President,Democratic,Uncommitted,0
Washoe,621400,President,Democratic,Uncommitted,0
Washoe,621600,President,Democratic,Uncommitted,0
Washoe,630000,President,Democratic,Uncommitted,0
Washoe,630100,President,Democratic,Uncommitted,0
Washoe,630200,President,Democratic,Uncommitted,0
Washoe,630300,President,Democratic,Uncommitted,0
Washoe,630600,President,Democratic,Uncommitted,0
Washoe,630700,President,Democratic,Uncommitted,0
Washoe,630800,President,Democratic,Uncommitted,0
Washoe,631000,President,Democratic,Uncommitted,0
Washoe,631100,President,Democratic,Uncommitted,0
Washoe,631300,President,Democratic,Uncommitted,0
Washoe,631400,President,Democratic,Uncommitted,0
Washoe,631800,President,Democratic,Uncommitted,0
Washoe,631900,President,Democratic,Uncommitted,0
Washoe,632000,President,Democratic,Uncommitted,0
Washoe,640000,President,Democratic,Uncommitted,0
Washoe,640300,President,Democratic,Uncommitted,0
Washoe,640500,President,Democratic,Uncommitted,0
Washoe,641100,President,Democratic,Uncommitted,0
Washoe,641300,President,Democratic,Uncommitted,0
Washoe,641500,President,Democratic,Uncommitted,0
Washoe,641600,President,Democratic,Uncommitted,0
Washoe,641800,President,Democratic,Uncommitted,0
Washoe,642200,President,Democratic,Uncommitted,0
Washoe,642300,President,Democratic,Uncommitted,0
Washoe,642500,President,Democratic,Uncommitted,0
Washoe,650000,President,Democratic,Uncommitted,0
Washoe,650100,President,Democratic,Uncommitted,0
Washoe,650300,President,Democratic,Uncommitted,0
Washoe,650800,President,Democratic,Uncommitted,0
Washoe,651100,President,Democratic,Uncommitted,0
Washoe,651300,President,Democratic,Uncommitted,0
